,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,11.01142438044439,11.011423994520678,7.0422655917071895,8.260887974481667,6.910908229088423,59.491466155398925,544.9022214669649,14.525154584862845,262.60575567135703,9.605572868978943,9.605572870447412,6.227663222862542,7.356142915384683,11.326297701928473,45.65481501407293,262.60575567135703,7.2380628455856675,82.28986305590534,8.336031170393271,8.336031419762985,7.048696828098024,8.387660956987677,6.903308480606795,30.026394353715826,82.28986305590534,2.343322214655387,44.07328988258617,20.484170597481228,8.166658813728533,6.905483529655653,8.216147888298272,6.76284855520067,23.568269784760282,44.07328988258617,1.2680992060236433,77.40655973521646,18.53709323700037,6.245607614811387,5.953707125262469,7.0989822113813394,5.838302582058291,29.416965575747415,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,12.636373349147476,12.636372906013012,8.079640548672657,9.478478599519523,7.928867726965806,68.38941954132363,630.5686589971884,19.137129746472176,302.9950981036437,11.022213711906762,11.022213713592707,7.144668194045237,8.43991918346063,12.997929587986452,52.46225059242707,302.9950981036437,9.52840746593798,94.65258436525767,9.564739841681186,9.564740127948216,8.087022415458682,9.62400903810745,7.9201447497177755,34.48559437405431,94.65258436525767,3.0824946282927543,50.64243528800478,23.51748987558928,9.370308358263937,7.922641266289972,9.427119152784213,7.758926348264523,27.061716771634046,50.64243528800478,1.667723114653727,89.02518203047612,21.280302595328337,7.165263274873475,6.83024913703683,8.14474087905519,6.69780230829108,33.784907537234105,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,14.704836403704453,14.70483588766742,9.399611705335914,11.027967125653756,9.224114951088234,79.75068879550548,741.0987401986339,25.936262324485085,354.87712794446253,12.82526306562892,12.825263067591939,8.311368276226855,9.81898087702304,15.12588195725446,61.14825002619892,354.87712794446253,12.899639953708286,110.45342913517943,11.128389603813272,11.128389937077317,9.408204134355064,11.197389347244023,9.213961656175538,40.17017267319489,110.45342913517943,4.168932735622993,59.02367479837852,27.38180677819847,10.902040164861209,9.216867528756875,10.968176579578337,9.026309810575313,31.513218656028997,59.02367479837852,2.2548313271641356,103.87203420624726,24.77451016414426,8.335338310545975,7.945431771487687,9.475388162510697,7.791287531033587,39.35293184284561,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,16.68421761003975,16.684217024163562,10.662193808117665,12.510295054104281,10.463028730543652,90.65707898346776,848.3242782122347,33.42188312681315,404.9871559086001,14.550412593386733,14.55041259561511,9.427233125741271,11.138133002488573,19.47445403980467,69.48055159449314,404.9871559086001,16.604752940710846,125.63702967285093,12.624277472221461,12.624277850487301,10.671945128732709,12.702594702737171,10.451506204919397,45.61815941337056,125.63702967285093,5.361020390945257,67.06292328832127,31.08276285253944,12.367365595799686,10.454803950257284,12.442431486147068,10.238550215036886,35.7775310576212,67.06292328832127,2.8987087827318407,118.13600144022669,28.120485155513254,9.454433547084337,9.011987383457466,10.748190750323557,8.837076579632328,44.68899925356794,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,18.591587315186754,18.591586661945104,12.15747220194383,13.93831674786329,12.15747220194383,101.19689757015432,952.9151270818414,41.54727978628811,453.6779515075712,16.212581043899913,16.2125810463842,10.501982938310224,12.408837238430264,24.18810613186736,77.52761921516317,453.6779515075712,20.619586676665016,140.32371531681747,14.065373342216386,14.065373763872165,11.889233116971498,14.152674368515973,11.643541855690899,50.875174218166705,140.32371531681747,6.6506664409638026,74.82635479855996,34.65176896730783,13.778994107957132,11.647217346109914,13.862669437995434,11.406194286282483,39.89068114052268,74.82635479855996,3.5949317551364106,131.93061952868786,32.96617486525903,10.532296911785155,10.039212629087537,11.974213905962605,9.844287600974289,49.83782827594101,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.796275818634754,10.033233039699782,10.033233039699779,10.023177984842805,10.016933068500379,10.012048388701198,10.243932432429228,52.796275818634754,10.001390314365764,66.83748079289296,10.102363467437245,10.10236346033154,10.04214548391573,10.057880339012897,10.040596312426155,12.586153579606307,66.83748079289296,10.003058904554988,34.20048150361397,10.078082993360141,10.078082993383822,10.03300133468522,10.045963201320442,10.108241124428137,11.602783469862723,34.20048150361397,10.000765653837538,14.515553109215524,10.058930903552943,10.058930907054778,10.042222067011577,10.059658123513602,10.040507561525832,10.728591510592164,14.515553109215524,10.000080828042584,11.50185999982993,10.347504296368315,10.056576091723768,10.040532952241946,10.057259255810704,10.038884535498998,10.45664419505504,11.50185999982993,10.000023721460483,14.076294815083747,10.285827785528458,10.033190861054738,10.030174571537943,10.042823232413827,10.029021312745027,10.700514424112782,14.076294815083747,10.000071708416435
AW kernel support bw1 [uv-pixels],88.66703309967698,10.09384641946474,10.09384641946473,10.065501163027461,10.047874164583682,10.03407493388558,10.67734125434598,88.66703309967698,10.011130330041592,90.71948540697122,10.187470088733535,10.18747007576933,10.07735469501244,10.106175589642527,10.07451532632478,14.410729671078498,90.71948540697122,10.010328035003269,45.62876493005944,10.143130358418047,10.143130358461331,10.060590362786664,10.084350541119656,10.198191378182212,12.798033043471012,45.62876493005944,10.002585107097666,17.441715840279215,10.108098664916133,10.108098671326049,10.077495050454509,10.10942976434938,10.07435265118538,11.30509829527508,17.441715840279215,10.000272854959556,12.628931965321115,10.630700641962894,10.103787934149116,10.074399190971155,10.10503861590479,10.071377553942948,10.825565487654073,12.628931965321115,10.0000800719805,16.763546131475167,10.519925518641445,10.06093794232054,10.05540569105742,10.07859679138736,10.053290153268389,11.255965806965483,16.763546131475167,10.000242067495345
AW kernel support bw2 [uv-pixels],150.6525426437242,10.26373879153538,10.263738791535353,10.184499881936116,10.135037997438241,10.096217661002347,11.82233146834001,150.6525426437242,10.088908734092886,112.94118897432566,10.287476475519446,10.287476455729035,10.118932477953235,10.163133121832407,10.11457458620409,16.3167323194017,112.94118897432566,10.024482870904109,56.332583575571704,10.219717661855903,10.219717661922118,10.093193753201529,10.129667215274825,10.30383877138364,14.087033569880699,56.332583575571704,10.00612956283549,20.383824904209447,10.16608020944643,10.166080219269086,10.11914788136373,10.168119940531547,10.114324892615365,11.95352141967475,20.383824904209447,10.000646904392243,13.84933096605165,10.957248611824438,10.15947368776433,10.114396327739529,10.161390594916679,10.10975800495428,11.247718662010424,13.84933096605165,10.000189828309235,19.483967492814465,10.791084207096029,10.093727612541787,10.085229380092459,10.12083867162877,10.081979052821932,11.881749413539616,19.483967492814465,10.000573907269967
AW kernel support bw3 [uv-pixels],258.03333272954256,10.731203703026777,10.731203703026708,10.514730589847995,10.378238939936217,10.270350941315204,14.597745090172872,258.03333272954256,10.693755401469975,154.19965720255513,10.52289297956674,10.522892943948268,10.217681061804296,10.298090492709427,10.209738783491577,20.17021907908133,154.19965720255513,10.082518162650233,76.24697308328703,10.400643821466815,10.400643821586575,10.170734361560465,10.237234083442186,10.552324421828022,16.78019753034583,76.24697308328703,10.020692375795324,26.133884806760314,10.303442375762296,10.303442393598186,10.218073568066368,10.307145821113409,10.209283636919826,13.380108113503502,26.133884806760314,10.002184141393183,16.41072282593842,11.702232805567409,10.291443361067898,10.209413851195453,10.29492552816026,10.200957512796677,12.199613239264139,16.41072282593842,10.000640852521787,24.830944392647194,11.414159194180957,10.17170902983235,10.156189133426011,10.221154291056084,10.150250597974301,13.261671558581606,24.830944392647194,10.001937663321943
AW kernel support bw4 [uv-pixels],445.4383725722758,11.960186819487234,11.960186819487234,11.581756682539593,11.581756682539593,11.581756682539593,20.55084176555331,445.4383725722758,14.694745357906237,229.13884376786183,11.097191873933248,11.09719180101951,10.463606982538977,10.632302894954208,10.446871638915589,27.661052045153113,229.13884376786183,10.377656711261931,112.35635059102489,10.845573688720627,10.845573688968488,10.364490705609262,10.504751260779535,11.157363285841086,22.206913778678153,112.35635059102489,10.09562668433384,36.957647494863814,10.643484115809718,10.643484153063088,10.464433697093902,10.651218031733764,10.44591218771364,16.457722936600796,36.957647494863814,10.01011707605419,21.599613679688336,13.408390301739407,10.618407591572856,10.446186684502477,10.625687898329023,10.428352962801702,14.335201729420731,21.599613679688336,10.00296838313913,34.9470048775347,12.860305998462147,10.36655324823389,10.333686570715878,10.470921333913019,10.321096716020469,16.24882815643585,34.9470048775347,10.008975453137037
AW kernel support bw5 [uv-pixels],,,,,,,,,,298.1147482796174,11.765278188588347,11.765278074358811,10.758209475573416,11.029357478383277,10.731180359857497,34.76241983535341,298.1147482796174,11.008273977263114,145.45088083182608,11.368919002794211,11.368919003186857,10.597772346384774,10.824559652951143,11.85942633471175,27.469272658261875,145.45088083182608,10.260766738533059,47.036049008222165,11.047247218339562,11.047247277927674,10.759544072495077,11.05961552337229,10.729630027807186,19.599093597419955,47.036049008222165,10.027762347024156,26.649558917264923,15.250081319094104,11.007111349424017,10.730073582359386,11.018768915731066,10.701242845868666,16.59332746201656,26.649558917264923,10.008148123472035,44.39165164795698,14.443770991503285,10.601119740751054,10.547733573733602,10.770015283482872,10.52725777741404,19.306708864701687,44.39165164795698,10.024631171861023
AW kernel support bw6 [uv-pixels],,,,,,,,,,425.80210794232977,13.264124504930551,13.264124304461745,11.449049730088563,11.948159234925726,11.398807883345471,48.00900191542603,425.80210794232977,13.516669699948297,206.3442156837779,12.561773275768346,12.561773276471177,11.149440356455571,11.571994149077474,13.428994378401606,37.41786664588205,206.3442156837779,10.980953701987623,65.65897730696503,11.980790762291154,11.980790870923112,11.451528092713303,12.00333035700173,11.395923305380661,25.75349338967445,65.65897730696503,10.107501135470821,36.21828175379036,19.03765064608652,11.907531872156973,11.396748622918647,11.928828586361915,11.343051109502351,21.148786568840762,36.21828175379036,10.031620143302284,61.86658230155549,17.747338555185152,11.155726289243745,11.055291671074995,11.470965493032699,11.01666608395468,25.31101270894395,61.86658230155549,10.095412244670142
AW kernel support bw7 [uv-pixels],,,,,,,,,,544.9939733241398,14.874524089403504,14.874523803709003,12.230842353008356,12.970823802940807,12.155683960636772,60.326068538559475,544.9939733241398,17.634628312333724,262.7960861803776,13.866038732863268,13.866038733880536,11.780653174480381,12.414219209904594,15.109103865971345,46.73716009739166,262.7960861803776,12.34461638758563,82.89524450630238,13.018810071345545,13.01881023101864,12.234546455608363,13.051929218677804,12.151364860723165,31.647817584864487,82.89524450630238,10.270888910006642,45.19352698201891,22.794763544873952,12.911015303989457,12.152600659050123,12.942375598103624,12.072121627144906,25.60201829245586,45.19352698201891,10.080083114554055,78.049826969966,21.062379392586323,11.790149043934516,11.638154000244244,12.263586279612856,11.579541313872001,31.070208619909657,78.049826969966,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,630.6479475186711,16.114525479176997,16.114525131688485,12.856149944511202,13.77830020581456,12.761933373580975,69.11666011316792,630.6479475186711,21.59235362190306,303.1600723625007,14.882513064363337,14.882513065611976,12.29008883625345,13.08557357639881,16.39957845721205,53.406813584247985,303.1600723625007,13.812695205387783,95.17936607806455,13.837783357136484,13.83778355500558,12.860790471356385,13.878816590962426,12.756515702043487,35.90621421609087,95.17936607806455,10.464309491478819,51.62030852193496,25.55527988593442,13.704111745346761,12.758065865730618,13.743019155949355,12.657050923409981,28.85024288681361,51.62030852193496,10.138111283032472,89.58506033686311,23.512789680272693,12.302072906557274,12.110008392812631,12.897162633190012,12.035803079186254,35.233790277224756,89.58506033686311,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,741.1662045209579,17.7829191546189,17.782918727903798,13.72416482745263,14.886774631346439,13.604568961598506,80.37519743899584,741.1662045209579,27.79729669166598,355.0179938230039,16.263067751890645,16.263067753438705,13.00303205498895,14.014720313418463,18.132630944923463,61.96053971090421,355.0179938230039,16.321786389219383,110.90518476482559,14.961318630864705,14.961318878750085,13.730051166463136,15.012712219774745,13.597686913643551,41.39616857384622,110.90518476482559,10.834205100243812,59.86479922880176,29.15070054799019,14.79373109652352,13.599656136926876,14.842536760298449,13.471238576927073,33.06180500309525,59.86479922880176,10.251061618874445,104.35228550512826,26.71659323104814,13.018366439429158,12.772231051596505,13.776174390237946,12.676914505952915,40.60361122643713,104.35228550512826,10.743056637673007
AW kernel support bw10 [uv-pixels],,,,,,,,,,848.3832158902655,19.451558221879306,19.451557719354746,14.6178786696929,16.01585097148278,14.473250160768378,91.20694035990195,848.3832158902655,34.88584629534387,405.1105978013124,17.65543844365773,17.65543844549421,13.74309733673867,14.968567292200182,21.89187886291317,70.19648887141736,405.1105978013124,19.383441908547756,126.03437318849498,16.10504212026899,16.105042416780663,14.624992746346296,16.16650587424526,14.464922466140932,46.7013540303029,126.03437318849498,11.346388836635683,67.804392777867,32.65177095575684,15.904456349720657,14.46730540350605,15.962897646964475,14.311810175719627,37.14877829187723,67.804392777867,10.411652731775426,118.55848698547582,29.845630926174792,13.761770005934329,13.46164613260936,14.68072220312546,13.345183493466331,45.79417707837314,118.55848698547582,11.202072867454147
AW kernel support bw11 [uv-pixels],,,,,,,,,,952.9675962074481,21.110355726472562,21.110355151172023,15.741795651736716,17.154494273040118,15.741795651736716,101.68978354694391,952.9675962074481,42.73378590342897,453.78814846148873,19.048563833135105,19.048563835249528,14.501435985327763,15.936726188582574,26.173736421200537,78.16989024663742,453.78814846148873,22.916530163105005,140.6795830258081,17.25788884122074,17.257889184874944,15.535567711213254,17.329113992967123,15.348357141571402,51.848658147813374,140.6795830258081,12.009636302110158,75.49161127198158,36.06584384932201,17.025295258148017,15.351145621989378,17.0930864371281,15.1690892309467,41.12500993136478,75.49161127198158,10.626548561225707,132.30906382112826,34.44950921634206,14.523404498876944,14.169890268171828,15.600698659539201,14.032462306049359,50.831182627027125,132.30906382112826,11.79917683858202
"W kernel support bw, ff0 [pixels]",422.37020654907803,80.26586431759826,80.26586431759823,80.18542387874244,80.13546454800303,80.09638710960958,81.95145945943382,422.37020654907803,80.01112251492611,534.6998463431437,80.81890773949796,80.81890768265232,80.33716387132584,80.46304271210317,80.32477049940924,100.68922863685046,534.6998463431437,80.02447123643991,273.6038520289118,80.62466394688113,80.62466394707057,80.26401067748176,80.36770561056353,80.8659289954251,92.82226775890179,273.6038520289118,80.0061252307003,116.1244248737242,80.47144722842354,80.47144725643822,80.33777653609262,80.47726498810881,80.32406049220666,85.82873208473731,116.1244248737242,80.00064662434067,92.01487999863944,82.78003437094652,80.45260873379014,80.32426361793557,80.45807404648563,80.31107628399198,83.65315356044032,92.01487999863944,80.00018977168386,112.61035852066998,82.28662228422766,80.2655268884379,80.24139657230354,80.34258585931062,80.23217050196021,85.60411539290226,112.61035852066998,80.00057366733148
"W kernel support bw, ff1 [pixels]",709.3362647974159,80.75077135571792,80.75077135571784,80.52400930421969,80.38299331666946,80.27259947108465,85.41873003476783,709.3362647974159,80.08904264033274,725.7558832557697,81.49976070986828,81.49976060615464,80.61883756009952,80.84940471714022,80.59612261059824,115.28583736862798,725.7558832557697,80.08262428002615,365.0301194404755,81.14504286734437,81.14504286769065,80.48472290229331,80.67480432895725,81.5855310254577,102.3842643477681,365.0301194404755,80.02068085678133,139.53372672223372,80.86478931932906,80.86478937060839,80.61996040363607,80.87543811479505,80.59482120948304,90.44078636220064,139.53372672223372,80.00218283967645,101.03145572256892,85.04560513570316,80.83030347319293,80.59519352776924,80.84030892723833,80.57102043154359,86.60452390123258,101.03145572256892,80.000640575844,134.10836905180133,84.15940414913156,80.48750353856433,80.44324552845936,80.62877433109888,80.42632122614711,90.04772645572386,134.10836905180133,80.00193653996276
"W kernel support bw, ff2 [pixels]",1205.2203411497935,82.10991033228304,82.10991033228282,81.47599905548893,81.08030397950593,80.76974128801878,94.57865174672008,1205.2203411497935,80.71126987274309,903.5295117946052,82.29981180415557,82.29981164583228,80.95145982362588,81.30506497465926,80.91659668963273,130.5338585552136,903.5295117946052,80.19586296723287,450.66066860457363,81.75774129484722,81.75774129537695,80.74555002561223,81.0373377221986,82.43071017106912,112.69626855904559,450.66066860457363,80.04903650268392,163.07059923367558,81.32864167557145,81.32864175415268,80.95318305090984,81.34495952425237,80.91459914092292,95.628171357398,163.07059923367558,80.00517523513794,110.7946477284132,87.6579888945955,81.27578950211463,80.91517062191623,81.29112475933343,80.87806403963424,89.9817492960834,110.7946477284132,80.00151862647388,155.87173994251572,86.32867365676823,80.7498209003343,80.68183504073967,80.96670937303016,80.65583242257546,95.05399530831693,155.87173994251572,80.00459125815973
"W kernel support bw, ff3 [pixels]",2064.2666618363405,85.84962962421422,85.84962962421366,84.11784471878396,83.02591151948974,82.16280753052163,116.78196072138297,2064.2666618363405,85.5500432117598,1233.597257620441,84.18314383653392,84.18314355158614,81.74144849443437,82.38472394167542,81.67791026793262,161.36175263265065,1233.597257620441,80.66014530120187,609.9757846662962,83.20515057173452,83.2051505726926,81.36587489248372,81.89787266753748,84.41859537462418,134.24158024276664,609.9757846662962,80.1655390063626,209.0710784540825,82.42753900609837,82.42753914878548,81.74458854453094,82.45716656890727,81.67426909535861,107.04086490802801,209.0710784540825,80.01747313114547,131.28578260750737,93.61786244453927,82.33154688854319,81.67531080956363,82.35940422528208,81.60766010237342,97.59690591411311,131.28578260750737,80.0051268201743,198.64755514117755,91.31327355344766,81.3736722386588,81.24951306740809,81.76923432844868,81.20200478379441,106.09337246865284,198.64755514117755,80.01550130657554
"W kernel support bw, ff4 [pixels]",3563.5069805782064,95.68149455589787,95.68149455589787,92.65405346031675,92.65405346031675,92.65405346031675,164.4067341244265,3563.5069805782064,117.5579628632499,1833.1107501428946,88.77753499146598,88.77753440815609,83.70885586031181,85.05842315963366,83.57497311132471,221.2884163612249,1833.1107501428946,83.02125369009545,898.8508047281991,86.76458950976502,86.7645895117479,82.9159256448741,84.03801008623628,89.25890628672869,177.65531022942523,898.8508047281991,80.76501347467072,295.6611799589105,85.14787292647775,85.1478732245047,83.71546957675122,85.20974425387011,83.56729750170912,131.66178349280636,295.6611799589105,80.08093660843352,172.79690943750668,107.26712241391526,84.94726073258285,83.56949347601982,85.00550318663218,83.42682370241361,114.68161383536585,172.79690943750668,80.02374706511304,279.5760390202776,102.88244798769718,82.93242598587112,82.66949256572703,83.76737067130415,82.56877372816375,129.9906252514868,279.5760390202776,80.0718036250963
"W kernel support bw, ff5 [pixels]",,,,,,,,,,2384.917986236939,94.12222550870678,94.12222459487049,86.06567580458733,88.23485982706622,85.84944287885997,278.0993586828273,2384.917986236939,88.06619181810491,1163.6070466546087,90.95135202235369,90.95135202549486,84.7821787710782,86.59647722360914,94.875410677694,219.754181266095,1163.6070466546087,82.08613390826447,376.2883920657773,88.3779777467165,88.3779782234214,86.07635257996061,88.47692418697832,85.83704022245749,156.79274877935964,376.2883920657773,80.22209877619325,213.19647133811938,122.00065055275283,88.05689079539214,85.84058865887509,88.15015132584853,85.60994276694933,132.74661969613248,213.19647133811938,80.06518498777628,355.1332131836558,115.55016793202628,84.80895792600843,84.38186858986882,86.16012226786297,84.21806221931232,154.4536709176135,355.1332131836558,80.19704937488818
"W kernel support bw, ff6 [pixels]",,,,,,,,,,3406.416863538638,106.11299603944441,106.11299443569396,91.5923978407085,95.5852738794058,91.19046306676377,384.07201532340827,3406.416863538638,108.13335759958638,1650.7537254702231,100.49418620614676,100.49418621176942,89.19552285164457,92.57595319261979,107.43195502721285,299.3429331670564,1650.7537254702231,87.84762961590098,525.2718184557202,95.84632609832923,95.8463269673849,91.61222474170643,96.02664285601384,91.16738644304529,206.0279471173956,525.2718184557202,80.86000908376657,289.74625403032286,152.30120516869215,95.26025497725578,91.17398898334918,95.43062869089532,90.74440887601881,169.1902925507261,289.74625403032286,80.25296114641827,494.9326584124439,141.97870844148122,89.24581031394996,88.44233336859996,91.76772394426159,88.13332867163744,202.4881016715516,494.9326584124439,80.76329795736113
"W kernel support bw, ff7 [pixels]",,,,,,,,,,4359.951786593118,118.99619271522803,118.99619042967203,97.84673882406685,103.76659042352645,97.24547168509417,482.6085483084758,4359.951786593118,141.0770264986698,2102.3686894430207,110.92830986290615,110.92830987104429,94.24522539584305,99.31375367923675,120.87283092777076,373.89728077913327,2102.3686894430207,98.75693110068504,663.161956050419,104.15048057076436,104.15048184814913,97.87637164486691,104.41543374942243,97.21091888578532,253.1825406789159,663.161956050419,82.16711128005313,361.5482158561513,182.35810835899161,103.28812243191565,97.22080527240098,103.53900478482899,96.57697301715925,204.81614633964688,361.5482158561513,80.64066491643244,624.398615759728,168.49903514069058,94.32119235147613,93.10523200195395,98.10869023690285,92.63633051097601,248.56166895927726,624.398615759728,81.92499225870544
"W kernel support bw, ff8 [pixels]",,,,,,,,,,5045.183580149369,128.91620383341598,128.91620105350788,102.84919955608962,110.22640164651648,102.0954669886478,552.9332809053434,5045.183580149369,172.7388289752245,2425.280578900006,119.0601045149067,119.0601045248958,98.3207106900276,104.68458861119048,131.1966276576964,427.2545086739839,2425.280578900006,110.50156164310226,761.4349286245164,110.70226685709187,110.70226844004463,102.88632377085108,111.03053272769941,102.0521256163479,287.249713728727,761.4349286245164,83.71447593183055,412.96246817547967,204.44223908747537,109.63289396277409,102.06452692584494,109.94415324759484,101.25640738727985,230.80194309450889,412.96246817547967,81.10489026425978,716.6804826949049,188.10231744218154,98.4165832524582,96.88006714250105,103.1773010655201,96.28642463349003,281.87032221779805,716.6804826949049,83.30268390473458
"W kernel support bw, ff9 [pixels]",,,,,,,,,,5929.329636167663,142.2633532369512,142.26334982323039,109.79331861962105,119.09419705077151,108.83655169278805,643.0015795119667,5929.329636167663,222.37837353332785,2840.1439505840312,130.10454201512516,130.10454202750964,104.0242564399116,112.1177625073477,145.0610475593877,495.68431768723366,2840.1439505840312,130.57429111375507,887.2414781186047,119.69054904691764,119.69055103000068,109.84040933170509,120.10169775819796,108.78149530914841,331.16934859076974,887.2414781186047,86.6736408019505,478.91839383041406,233.20560438392152,118.34984877218815,108.79724909541501,118.74029408238759,107.76990861541658,264.494440024762,478.91839383041406,82.00849295099556,834.8182840410261,213.73274584838512,104.14693151543327,102.17784841277204,110.20939512190357,101.41531604762332,324.82888981149705,834.8182840410261,85.94445310138406
"W kernel support bw, ff10 [pixels]",,,,,,,,,,6787.065727122124,155.61246577503445,155.61246175483797,116.9430293575432,128.12680777186225,115.78600128614703,729.6555228792156,6787.065727122124,279.08677036275094,3240.884782410499,141.24350754926184,141.24350756395367,109.94477869390936,119.74853833760146,175.13503090330536,561.5719109713389,3240.884782410499,155.06753526838204,1008.2749855079599,128.84033696215192,128.8403393342453,116.99994197077037,129.33204699396208,115.71937972912745,373.6108322424232,1008.2749855079599,90.77111069308546,542.435142222936,261.2141676460547,127.23565079776526,115.7384432280484,127.7031811757158,114.49448140575701,297.1902263350178,542.435142222936,83.29322185420341,948.4678958838066,238.76504740939833,110.09416004747463,107.69316906087488,117.44577762500369,106.76146794773065,366.3534166269851,948.4678958838066,89.61658293963318
"W kernel support bw, ff11 [pixels]",,,,,,,,,,7623.740769659585,168.8828458117805,168.88284120937618,125.93436521389373,137.23595418432095,125.93436521389373,813.5182683755513,7623.740769659585,341.8702872274318,3630.30518769191,152.38851066508084,152.38851068199622,116.0114878826221,127.49380950866059,209.3898913696043,625.3591219730994,3630.30518769191,183.33224130484004,1125.436664206465,138.06311072976592,138.06311347899955,124.28454168970603,138.63291194373699,122.78685713257121,414.789265182507,1125.436664206465,96.07709041688126,603.9328901758527,288.52675079457606,136.20236206518413,122.80916497591502,136.7446914970248,121.3527138475736,329.00007945091824,603.9328901758527,85.01238848980566,1058.472510569026,275.59607373073646,116.18723599101556,113.35912214537463,124.80558927631361,112.25969844839487,406.649461016217,1058.472510569026,94.39341470865617
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],3.304977334272,2.0267085797370985,2.0267085797370985,0.3753318499222433,0.3753318499222433,0.7506636998444866,3.304977334272,3.304977334272,0.00018237339078520866,3.1552011351771414,3.1552011351771414,3.1552011351771414,1.5776005675885707,1.5776005675885707,3.1552011351771414,3.1552011351771414,3.1552011351771414,0.00043822237988571413,3.1552011351771414,3.1552011351771414,3.1552011351771414,0.9891243092932163,0.9891243092932163,1.9782486185864325,3.1552011351771414,3.1552011351771414,0.0003202246031850536,3.1552011351771414,3.1552011351771414,3.1552011351771414,0.6961156458839867,0.6961156458839867,1.3922312917679733,3.1552011351771414,3.1552011351771414,0.00022536435067924346,3.1552011351771414,1.7161636601460508,1.7161636601460508,0.3178095998596615,0.3178095998596615,0.635619199719323,3.1552011351771414,3.1552011351771414,0.00010288944642709711,3.1552011351771414,3.1552011351771414,3.1552011351771414,1.1966991606993957,1.1966991606993957,2.3933983213987915,3.1552011351771414,3.1552011351771414,0.00038742604757157815
