Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W snapshot1 [lambda],1.279605677764519,5.915932884942538,1.2795977862608436,1.2795977862608436,55.86067461715292,412.0098328878861,105.19548674819445,417.32245547890676,124.05875570289754,188.7122172881142,3284.1888136594275,72.96678273614761,72.96678273614761,71.53960968070315,71.53960968070315,72.9667797942975,1617.1055791627612,1617.1055791627612,2203.700249102038,13391.660756044761,1.3872906226609116,5.350894077611416,23.259577778037773,100.14674913305383
Delta W snapshot2 [lambda],1.8743519786973237,8.665591831465125,1.8743404193116582,1.8743404193116582,74.48089948953722,549.3464438505148,140.2606489975926,556.4299406385423,165.41167427053006,251.6162897174856,4378.91841821257,97.28904364819681,97.28904364819681,95.38614624093753,95.38614624093753,97.28903972573,2156.1407722170147,2156.1407722170147,2938.2669988027174,17855.54767472635,2.032087672630068,7.8379293531209475,31.01277037071703,133.52899884407177
Delta W snapshot3 [lambda],2.7214148921470755,12.581772755300326,2.721398108808273,2.721398108808273,111.72134923430583,824.0196657757722,210.3909734963889,834.6449109578135,248.11751140579509,327.1011766327313,6568.377627318855,145.93356547229521,145.93356547229521,143.0792193614063,143.0792193614063,145.933559588595,3234.2111583255223,3234.2111583255223,4407.400498204076,26783.321512089522,2.9504349862225023,11.380070503089069,46.519155556075546,200.29349826610766
Delta W snapshot4 [lambda],3.982997954731813,18.41438264186339,3.9829733910372735,3.9829733910372735,186.20224872384304,1373.366109626287,350.6516224939815,1391.074851596356,413.52918567632514,629.040724293714,10947.296045531426,243.22260912049202,243.22260912049202,238.46536560234384,238.46536560234384,243.222599314325,5390.351930542537,5390.351930542537,7345.6674970067925,44638.86918681587,4.318186304338894,16.655599875382013,77.53192592679257,333.8224971101794
Delta W snapshot5 [lambda],5.803282087889791,26.830005478190103,5.803246298253403,5.803246298253403,260.68314821338026,1922.7125534768018,490.9122714915741,1947.5047922348983,578.9408599468552,880.6570140111996,15326.214463743996,340.51165276868886,340.51165276868886,333.85151184328134,333.85151184328134,340.511639040055,7546.492702759551,7546.492702759551,10283.93449580951,62494.41686154222,6.291656063335402,24.26743511254755,108.5446962975096,467.3514959542512
Delta W snapshot6 [lambda],8.470629134497521,39.16180923835201,8.470576894966147,8.470576894966147,409.6449471924547,2197.385775402059,771.4335694867593,3060.364673511983,909.7642084879153,1383.889593446171,24084.051300169136,535.0897400650824,535.0897400650824,524.6238043251565,524.6238043251565,535.089718491515,11858.774247193582,11858.774247193582,16160.468493414945,98205.51221099492,9.183473135924345,35.421411499681206,170.57023703894365,734.4094936423948
Delta W snapshot7 [lambda],14.418092143825566,66.65839870357789,14.418003225474294,14.418003225474294,558.6067461715292,4120.098328878861,1051.9548674819446,4173.224554789068,1240.5875570289754,1887.1221728811422,32841.88813659427,729.6678273614762,729.6678273614762,715.3960968070315,715.3960968070315,729.667797942975,16171.05579162761,16171.05579162761,22037.00249102038,133916.60756044762,15.631443635615906,60.291764254776524,232.59577778037772,1001.4674913305383
Delta W snapshot8 [lambda],,,,,670.3280954058349,4944.117994654634,1262.3458409783334,5007.869465746881,1488.7050684347705,2264.5466074573706,39410.26576391313,875.6013928337713,875.6013928337713,858.4753161684378,858.4753161684378,875.60135753157,19405.266949953133,19405.266949953133,26444.402989224454,160699.92907253714,,,279.11493333645325,1201.760989596646
Delta W snapshot9 [lambda],,,,,819.2898943849094,6042.810882355663,1542.8671389735186,6120.729347023966,1819.5284169758306,2767.779186892342,48168.10260033827,1070.1794801301648,1070.1794801301648,1049.247608650313,1049.247608650313,1070.17943698303,23717.548494387163,23717.548494387163,32320.93698682989,196411.02442198983,,,341.1404740778873,1468.8189872847895
Delta W snapshot10 [lambda],,,,,968.2516933639838,7141.503770056693,1823.3884369687037,7233.589228301051,2150.3517655168907,3271.011766327313,56925.93943676341,1264.7575674265586,1264.7575674265586,1240.019901132188,1240.019901132188,1264.75751643449,28029.830038821194,28029.830038821194,38197.47098443532,232122.11977144252,,,403.1660148193214,1735.876984972933
Delta W snapshot11 [lambda],,,,,1117.2134923430583,8240.196657757722,2103.909734963889,8346.449109578136,2481.175114057951,3774.2443457622844,65683.77627318855,1459.3356547229523,1459.3356547229523,1430.792193614063,1430.792193614063,1459.33559588595,32342.11158325522,32342.11158325522,44074.00498204076,267833.21512089524,,,465.19155556075543,2002.9349826610767
Delta W max0 [lambda],0.883108143809316,4.082826920594146,0.8831026975603005,0.8831026975603005,37.24044974476861,274.6732219252574,70.1303244987963,278.2149703192712,82.70583713526503,125.8081448587428,2189.459209106285,48.644521824098405,48.644521824098405,47.69307312046877,47.69307312046877,48.644519862865,1078.0703861085074,1078.0703861085074,1469.1334994013587,8927.773837363175,0.9574259226814742,3.692870560605062,15.506385185358514,66.76449942203588
Delta W max1 [lambda],1.279605677764519,5.915932884942538,1.2795977862608436,1.2795977862608436,55.86067461715292,412.0098328878861,105.19548674819445,417.32245547890676,124.05875570289754,188.7122172881142,3284.1888136594275,72.96678273614761,72.96678273614761,71.53960968070315,71.53960968070315,72.9667797942975,1617.1055791627612,1617.1055791627612,2203.700249102038,13391.660756044761,1.3872906226609116,5.350894077611416,23.259577778037773,100.14674913305383
Delta W max2 [lambda],1.8743519786973237,8.665591831465125,1.8743404193116582,1.8743404193116582,74.48089948953722,549.3464438505148,140.2606489975926,556.4299406385423,165.41167427053006,251.6162897174856,4378.91841821257,97.28904364819681,97.28904364819681,95.38614624093753,95.38614624093753,97.28903972573,2156.1407722170147,2156.1407722170147,2938.2669988027174,17855.54767472635,2.032087672630068,7.8379293531209475,31.01277037071703,133.52899884407177
Delta W max3 [lambda],2.7214148921470755,12.581772755300326,2.721398108808273,2.721398108808273,111.72134923430583,824.0196657757722,210.3909734963889,834.6449109578135,248.11751140579509,327.1011766327313,6568.377627318855,145.93356547229521,145.93356547229521,143.0792193614063,143.0792193614063,145.933559588595,3234.2111583255223,3234.2111583255223,4407.400498204076,26783.321512089522,2.9504349862225023,11.380070503089069,46.519155556075546,200.29349826610766
Delta W max4 [lambda],3.982997954731813,18.41438264186339,3.9829733910372735,3.9829733910372735,186.20224872384304,1373.366109626287,350.6516224939815,1391.074851596356,413.52918567632514,629.040724293714,10947.296045531426,243.22260912049202,243.22260912049202,238.46536560234384,238.46536560234384,243.222599314325,5390.351930542537,5390.351930542537,7345.6674970067925,44638.86918681587,4.318186304338894,16.655599875382013,77.53192592679257,333.8224971101794
Delta W max5 [lambda],5.803282087889791,26.830005478190103,5.803246298253403,5.803246298253403,260.68314821338026,1922.7125534768018,490.9122714915741,1947.5047922348983,578.9408599468552,880.6570140111996,15326.214463743996,340.51165276868886,340.51165276868886,333.85151184328134,333.85151184328134,340.511639040055,7546.492702759551,7546.492702759551,10283.93449580951,62494.41686154222,6.291656063335402,24.26743511254755,108.5446962975096,467.3514959542512
Delta W max6 [lambda],11.552639929482813,39.16180923835201,11.552639929482813,11.552639929482813,409.6449471924547,2197.385775402059,771.4335694867593,3060.364673511983,909.7642084879153,1383.889593446171,24084.051300169136,535.0897400650824,535.0897400650824,524.6238043251565,524.6238043251565,535.089718491515,11858.774247193582,11858.774247193582,16160.468493414945,98205.51221099492,12.635699922871826,35.421411499681206,170.57023703894365,734.4094936423948
Delta W max7 [lambda],33.47075398311001,66.65839870357789,33.47075398311001,33.47075398311001,558.6067461715292,4120.098328878861,1051.9548674819446,4173.224554789068,1240.5875570289754,1887.1221728811422,32841.88813659427,729.6678273614762,729.6678273614762,715.3960968070315,715.3960968070315,729.667797942975,16171.05579162761,16171.05579162761,22037.00249102038,133916.60756044762,36.608637169026565,60.291764254776524,232.59577778037772,1001.4674913305383
Delta W max8 [lambda],,,,,670.3280954058349,4944.117994654634,1262.3458409783334,5007.869465746881,1488.7050684347705,2264.5466074573706,39410.26576391313,875.6013928337713,875.6013928337713,858.4753161684378,858.4753161684378,875.60135753157,19405.266949953133,19405.266949953133,26444.402989224454,160699.92907253714,,,279.11493333645325,1201.760989596646
Delta W max9 [lambda],,,,,819.2898943849094,6042.810882355663,1542.8671389735186,6120.729347023966,1819.5284169758306,2767.779186892342,48168.10260033827,1070.1794801301648,1070.1794801301648,1049.247608650313,1049.247608650313,1070.17943698303,23717.548494387163,23717.548494387163,32320.93698682989,196411.02442198983,,,415.2792278861451,1468.8189872847895
Delta W max10 [lambda],,,,,968.2516933639838,7141.503770056693,1823.3884369687037,7233.589228301051,2150.3517655168907,3271.011766327313,56925.93943676341,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,28029.830038821194,28029.830038821194,38197.47098443532,232122.11977144252,,,580.0180951467647,1735.876984972933
Delta W max11 [lambda],,,,,1268.8476999086101,8240.196657757722,2103.909734963889,8346.449109578136,2481.175114057951,3774.2443457622844,65683.77627318855,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,32342.11158325522,32342.11158325522,44074.00498204076,267833.21512089524,,,772.2134402841542,2002.9349826610767
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],2.8940361435260016,3.781283017628199,2.8940227223056842,2.8940227223056842,5.276521273988897,9.808054099821181,4.541751131907751,4.650125787428884,4.544232739932652,2.251121010920408,2.4814739429538775,3.97981812476425,3.97981812476425,3.822579608414003,3.822579608414003,3.9798180040303626,2.1694259588396094,2.1694259588396094,2.0401565240741046,3.273550960235982,2.6890612297366845,3.0657377868178184,6.167989687133265,7.641736639977898
W kernel support pred1 [uv-pixels],3.8251642817104434,4.998648516413857,3.82514653293437,3.82514653293437,7.161239171160874,13.32013719113619,6.163256322956223,6.310440628026917,6.16662655998357,3.0534714439741673,3.3660954744625142,5.40016509737403,5.40016509737403,5.186661655058363,5.186661655058363,5.400164933433873,2.942605070670288,2.942605070670288,2.767183511096131,4.4412537278672275,3.554105467667103,4.052235485270022,8.37231754035996,10.375028814564066
W kernel support pred2 [uv-pixels],5.098174619691352,6.66347034613948,5.098150948620114,5.098150948620114,8.895560458829204,16.555143590561997,7.65509171830683,7.838024946289747,7.659280484211892,3.7911664413807897,4.17949347276229,6.706733302305897,6.706733302305897,6.441417932409162,6.441417932409162,6.706733098577561,3.653459916842782,3.653459916842782,3.4355768911652054,5.515202118354965,4.736684649950919,5.401023107150902,10.401176550554272,12.89157195550592
W kernel support pred3 [uv-pixels],6.751224033063334,8.82604272166955,6.751192662660839,6.751192662660839,12.079428919434516,22.501123795863762,10.393180607605608,10.64182327353002,10.398873855245236,4.618677670722385,5.671305008813465,9.10434589064182,9.10434589064182,8.743831158299436,8.743831158299436,9.104345613803439,4.957036904416666,4.957036904416666,4.661220629769201,7.485464300862913,6.272176332870128,7.152593017887769,14.126729924100712,17.51450867987866
W kernel support pred4 [uv-pixels],8.996456800740267,11.764537628617347,8.996414958112966,8.996414958112966,17.770631539792138,33.1500816056336,15.28576090553833,15.652093493909303,15.29414866139421,7.5581660544192335,8.333851706478939,13.387281826864896,13.387281826864896,12.856359266902524,12.856359266902524,13.387281419149796,7.28315238941431,7.28315238941431,6.848079551428062,11.003626772241631,8.357526410786253,9.53183725494233,20.78898327805609,25.786829418523986
W kernel support pred5 [uv-pixels],11.951326857681357,15.633694674784332,11.951271209698682,11.951271209698682,22.925861459200185,42.816180776498044,19.71582773190954,20.188995800134172,19.72666136903937,9.740977085921328,10.741642189753408,17.264098391923206,17.264098391923206,16.578582754866463,16.578582754866463,17.26409786546863,9.386234139740102,9.386234139740102,8.82506815910727,14.186828935368533,11.101646546536513,12.66338664472555,26.82654156327034,33.28868578953574
W kernel support pred6 [uv-pixels],20.11178465076857,20.812153494019594,20.11178465076857,20.11178465076857,32.30112281701333,47.400121221784694,27.768567817996598,28.43651609659074,27.78386049057136,13.702074152593907,15.111847991530965,24.308519873545283,24.308519873545283,23.3413623917428,23.3413623917428,24.308519130749183,13.202380300412539,13.202380300412539,12.412006104488736,19.967997339641833,18.803327559523158,16.852668835032457,37.81222454779099,46.949836688706256
W kernel support pred7 [uv-pixels],45.09913102949984,31.149221017241054,45.09913102949984,45.09913102949984,40.89004672438588,76.62397908490422,35.142113162882794,35.98899975782948,35.16150196277708,17.322296962786425,19.106829949375737,30.756112705803726,30.756112705803726,29.53042996924129,29.53042996924129,30.756111764404096,16.689853896676134,16.689853896676134,15.689600170036478,25.25641731632566,42.14781065759961,25.209278531044955,47.882376279311636,59.48366060997384
W kernel support pred8 [uv-pixels],,,,,46.98000159854847,88.12345050386881,40.36832024553472,41.34234274587293,40.39061922111209,19.884660530406638,21.93489726487502,35.32461607765958,35.32461607765958,33.91536060350829,33.91536060350829,35.324614995226355,19.158114919116176,19.158114919116176,18.009101012555913,29.002025949276206,,,55.025677270779546,68.38043191833341
W kernel support pred9 [uv-pixels],,,,,54.748504958042,102.81756835326482,47.03278770749986,48.1692784361159,47.058805483006935,23.148198191688305,25.537353745454343,41.14880500687497,41.14880500687497,39.50508215172202,39.50508215172202,41.148803744296295,22.301638338931273,22.301638338931273,20.962922463791646,33.77540676479803,,,74.55807688794057,79.74018767228628
W kernel support pred10 [uv-pixels],,,,,62.19867444727461,116.93432790280167,53.421969845552375,54.714558477453004,53.451560467928616,26.272976554971493,28.98714396714894,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,25.311345255078166,25.311345255078166,23.790760310691184,38.34862153371925,,,96.34428368811811,90.64512084046333
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,130.58617304848153,59.589018712796246,61.03257655559542,59.6220646717581,29.285648189375507,32.31360931974785,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,28.212933216457174,28.212933216457174,26.516799372535775,42.760214309354424,,,120.09487987399693,101.18352778579498
AW kernel support pred0 [uv-pixels],10.4103527894128,10.691029008444577,10.410349058375594,10.410349058375594,11.306709368992262,14.007066974389002,10.983055282761047,11.028312193573008,10.984081718317459,10.250246133913436,10.303286511087569,10.762850566007224,10.762850566007224,10.705704781221204,10.705704781221204,10.762850521363019,10.232614963482558,10.232614963482558,10.205990331306518,10.522173534458645,10.355242647918637,10.45938565010023,11.749216858181754,12.58555278383833
AW kernel support pred1 [uv-pixels],10.706627937033835,11.179735551015796,10.706621595929308,10.706621595929308,12.299729528187555,16.65611163479308,11.746732673490952,11.824620963052167,11.748501314222796,10.455796854337104,10.551331609953174,11.364936562906836,11.364936562906836,11.265054776788826,11.265054776788826,11.364936485009006,10.423959161563062,10.423959161563062,10.37580380424005,10.94187985107196,10.61280668227313,10.7898383874867,13.042074259741778,14.409761375645145
AW kernel support pred2 [uv-pixels],11.224588386790183,12.01673154621839,11.224577635479928,11.224577635479928,13.383982810684032,19.34096117839354,12.59366623409124,12.70569301764608,12.596212825124429,10.694528647221993,10.838273187591398,12.040775373216585,12.040775373216585,11.895035308058667,11.895035308058667,12.04077525973954,10.646490941337284,10.646490941337284,10.573702689933569,11.420046164806301,11.065088407829405,11.36534428004616,14.428599157083825,16.31541073598782
AW kernel support pred3 [uv-pixels],12.06561336793998,13.33787952130083,12.065595814893086,12.065595814893086,15.681600779884395,24.623171446358946,14.422836168462473,14.603027171961477,14.426939296236846,11.015088897781514,11.496247235641407,13.523650176503628,13.523650176503628,13.283620866497511,13.283620866497511,13.523649990131434,11.16119235887227,11.16119235887227,11.032994958731106,12.49128399322876,11.80424482762943,12.294697510696913,17.30793166003617,20.168242717141844
