,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
AW kernel support pred11 [uv-pixels],,,,,,,,,,4278.851639226645,21.08659529827504,21.086595298735638,15.99873249460784,21.25245734125891,19.55100683374125,21.76349523700944,4278.851639226645,42.73378590342897,1951.5216816020848,22.544495390609118,22.544496822203445,16.24681259266528,21.584746262011638,20.148142974624818,20.32884793534528,1951.5216816020848,22.916530163105005,573.2388843744948,20.394115810956645,20.394116097576052,14.484338149581708,19.596135475457288,17.173050412581734,18.40403282868602,573.2388843744948,12.009636302110158,300.0283219767563,20.069538258174607,20.06953804631405,14.974116521636894,19.289703009968367,18.59992288356722,45.00242134900396,300.0283219767563,10.626548561225707,537.8200080598833,16.71858221384982,16.71858254286736,13.35050531896371,16.160217320623193,15.457414454509287,18.30450262059457,537.8200080598833,11.79917683858202
"W kernel support pred, ff0 [pixels]",1908.8146055594466,80.93695845056428,80.93695845056352,80.52490870979265,80.88411952771004,80.63203276718973,84.61027081858971,1908.8146055594466,80.01952067571469,2113.5688722447053,80.81656121908327,80.81656121912873,80.37239710585835,80.8329937216641,80.67024746787867,80.88439188284232,2113.5688722447053,80.02447123643991,1033.559009431938,80.96517624955203,80.96517640010215,80.39134229303886,80.86628227539363,80.7258926718222,80.743046181131,1033.559009431938,80.0061252307003,336.6113049234645,80.74927760282623,80.74927763023283,80.26283215704846,80.67439711014342,80.46454749838864,80.5678502270372,336.6113049234645,80.00064662434067,193.17669532924458,80.71847660263279,80.71847658268173,80.29712120741821,80.64639966288738,80.58491971630222,84.39006575192033,193.17669532924458,80.00018977168386,317.9365999701806,80.42814201359347,80.42814203961052,80.1876694690759,80.3846974407334,80.33203117022474,80.55924357540928,317.9365999701806,80.00057366733148
"W kernel support pred, ff1 [pixels]",2552.1731359081377,81.62895869428183,81.62895869428053,80.91412293534785,81.53742990025151,81.10020184026398,87.89796150791254,2552.1731359081377,80.05940911879952,2906.4768494828686,81.49547948553293,81.49547948561587,80.68339994776454,81.52545858441815,81.22834333878787,81.61919835220633,2906.4768494828686,80.08262428002615,1412.7985685797184,81.76644104128975,81.76644131558778,80.71810696373615,81.58617529115956,81.32998237292524,81.36130347188315,1412.7985685797184,80.02068085678133,452.48366355680696,81.3726803565026,81.37268040653815,80.48256154302668,81.23592472580037,80.85215934132718,81.04117007303675,452.48366355680696,80.00218283967645,252.14502885501852,81.3164395874626,81.31643955102787,80.54543684473592,81.18476771506651,81.07238412677799,87.91140291713776,252.14502885501852,80.000640575844,426.613689483038,80.78550552525682,80.7855055728988,80.34466901103497,80.70593448634551,80.60943050295032,81.02542965711422,426.613689483038,80.00193653996276
"W kernel support pred, ff2 [pixels]",3449.9329477748947,82.86960541626874,82.86960541626647,81.61528600462944,82.70942946671558,81.94254251536832,93.57406054190572,3449.9329477748947,80.18674626605603,3649.945177175241,82.2932762495392,82.29327624966584,81.05052464111786,82.33903767652997,81.88514317752524,82.48207319009508,3649.945177175241,80.19586296723287,1766.3626320171447,82.70658598714994,82.7065864052108,81.10376321571066,82.43169316270237,82.04050567384466,82.0883630016457,1766.3626320171447,80.04903650268392,560.6115059476531,82.10574416874435,82.10574424518411,80.7422302704128,81.89673515911258,81.30928656204229,81.59878549945498,560.6115059476531,80.00517523513794,308.0928995266714,82.01981006595918,82.01981001027863,80.83878639960122,81.81850550800625,81.64656266367666,91.91626880366923,308.0928995266714,80.00151862647388,528.10963532153,81.20711671296033,81.2071167860028,80.53034453234964,81.0850926091757,80.93702235866563,81.57468931658708,528.10963532153,80.00459125815973
"W kernel support pred, ff3 [pixels]",4643.281429962511,84.96431843042629,84.9643184304224,82.80881955870196,84.69026353789498,83.37330433790822,102.62985067161549,4643.281429962511,80.57100324538945,5045.183580149368,84.17138090533975,84.17138090556766,81.92188110844792,84.25372959445663,83.43543831211191,84.51090910971037,5045.183580149368,80.66014530120187,2425.280578900006,84.91393067829829,84.91393142801687,82.01877845341814,84.4203624804514,83.71590616380335,83.80222114061054,2425.280578900006,80.1655390063626,761.4349286245164,83.83356041434172,83.83356055215637,81.35981379096683,83.45637836281111,82.39239099424614,82.91745041134696,761.4349286245164,80.01747313114547,412.96246817547967,83.67856823047786,83.67856813001256,81.53602551454239,83.31501947170024,83.00396824217769,100.86581017049738,412.96246817547967,80.0051268201743,716.6804826949049,82.2067501573108,82.20675029009092,80.97256787090673,81.98480235021395,81.71513867140973,82.87380113154796,716.6804826949049,80.01550130657554
"W kernel support pred, ff4 [pixels]",6307.951902129525,88.61591587274114,88.61591587273452,84.91746198231695,88.14902095642827,85.89196912490634,117.22398106794849,6307.951902129525,81.78037922391336,7623.740769659585,88.75345382386105,88.75345382432768,84.08847321540277,88.92197388061335,87.24057540285841,89.44730421813331,7623.740769659585,83.02125369009545,3630.30518769191,90.26764075036716,90.26764227314796,84.2919891733194,89.26251443018421,87.81859981120805,87.99612255056034,3630.30518769191,80.76501347467072,1125.436664206465,88.06053528306383,88.0605355662698,82.90309832832936,87.28379473299692,85.07444464965428,86.16815821427515,1125.436664206465,80.08093660843352,603.9328901758527,87.7417542997174,87.74175409290565,83.275620279934,86.99183603858125,86.34772809530726,120.64669017688958,603.9328901758527,80.02374706511304,1058.472510569026,84.68610205554305,84.68610233361878,82.0814986753303,84.220655932861,83.65343074472959,86.07749409422122,1058.472510569026,80.0718036250963
"W kernel support pred, ff5 [pixels]",8566.129188674908,94.6616792171511,94.66167921714016,88.48135538814915,93.8895708988042,90.12464040372514,139.14515531330431,8566.129188674908,85.4021205662746,10039.882007121856,94.0844966048422,94.08449660557332,86.67775392652548,94.34842315772957,91.70435088270989,95.16967868822157,10039.882007121856,88.06619181810491,4747.766920640072,96.44772613508805,96.44772850264509,87.005269441333,94.88104909769712,92.61605942714887,92.8954781012646,4747.766920640072,82.08613390826447,1459.3136006450768,92.99679591910919,92.99679636449902,84.76135863733194,91.77262206134205,88.26049976225656,90.00488272431761,1459.3136006450768,80.22209877619325,779.0627406265218,92.49502095425359,92.49502062843776,85.36525967916798,91.31110607473583,90.29018784768341,141.27120751152285,779.0627406265218,80.06518498777628,1371.890324886443,87.63829142194903,87.63829186803163,83.42393483432083,86.89052299008424,85.97618250428367,89.860718077901,1371.890324886443,80.19704937488818
"W kernel support pred, ff6 [pixels]",11690.916326300363,104.53863142066231,104.53863142064478,94.4754316225343,103.29893564229442,97.18432591577258,171.35741902340703,11690.916326300363,95.86751719845704,14599.806054283787,106.04677588973126,106.04677589101465,92.72617315403947,106.50970526616904,101.83869809138407,107.94574502877552,14599.806054283787,108.13335759958638,6833.863205024942,110.16763053318417,110.16763463511712,93.3304934752652,107.4418076230535,103.45787884617727,103.95227420389996,6833.863205024942,87.84762961590098,2074.582245646375,104.13133350611707,104.13133429301239,89.15641716864285,101.9602726051404,95.6320628877985,98.79455841493026,2074.582245646375,80.86000908376657,1100.8333531240742,103.24345133790068,103.2434507604793,90.28774389627593,101.13737329507038,99.30805892311994,182.3757151164944,1100.8333531240742,80.25296114641827,1949.1920445266608,94.49402161530992,94.49402243318089,86.62850899765753,93.11895067116639,91.42613705692094,98.53469772280921,1949.1920445266608,80.76329795736113
"W kernel support pred, ff7 [pixels]",18223.884422932468,128.47102966155848,128.47102966155848,109.68627244473113,128.47102966155848,128.47102966155848,240.443957986735,18223.884422932468,142.45362098741342,18939.281753162337,118.90181244214972,118.90181244397901,99.5372858735917,119.56127654591745,112.8704333231337,121.60224362873304,18939.281753162337,141.0770264986698,8798.060858164643,124.74663439962879,124.74664019018061,100.4351584368767,120.88682676309693,115.1993231266083,115.90833697357483,8798.060858164643,98.75693110068504,2646.0463225814465,116.16489300334123,116.16489413053372,94.18613776176787,113.04566749903297,103.83542275427759,108.46179242700984,2646.0463225814465,82.16711128005313,1398.4084628555206,114.89151450881893,114.89151367969166,95.89120244727084,111.8583490247913,109.20838089312859,222.20769287156944,1398.4084628555206,80.64066491643244,2485.1013751702703,102.15784265865996,102.15784386685378,90.34237863223454,100.12110612862857,97.59815027194335,108.08350479435384,2485.1013751702703,81.92499225870544
"W kernel support pred, ff8 [pixels]",,,,,,,,,,22098.708941665685,128.80140421016534,128.8014042123905,104.9638119410085,129.60331731943455,121.44107228896316,132.08186721393494,22098.708941665685,172.7388289752245,10218.028789521892,135.89121748943853,135.89122449475292,106.08424801194144,131.21361924883306,124.2889322932551,125.1544457467865,10218.028789521892,110.50156164310226,3055.2334919310806,125.46746436557653,125.46746574064768,98.2461293317923,121.65562556180075,110.31174646049973,116.02773793975359,3055.2334919310806,83.71447593183055,1610.7451965123214,123.91296831382003,123.91296730093076,100.39449536517799,120.20100758876706,116.94664676415995,251.14019156856074,1610.7451965123214,81.10489026425978,2868.674925606296,108.22903163334234,108.22903313537394,93.37268932320575,105.69255331353783,102.53768236285026,115.56178119540476,2868.674925606296,83.30268390473458
"W kernel support pred, ff9 [pixels]",,,,,,,,,,26218.806585529706,142.12237266591575,142.12237266864852,112.47074423980882,143.10688168453677,133.05266791091833,146.14568201448208,26218.806585529706,222.37837353332785,12059.24768518591,150.80467324505497,150.80468180076875,113.88550320437552,145.08186891541348,136.5694122977158,137.63627548932308,12059.24768518591,130.57429111375507,3581.5893067243815,138.02189941502945,138.02190110880395,103.92880781072054,133.31796522702655,119.20118033942529,126.33853949834078,3581.5893067243815,86.6736408019505,1883.0419375677484,136.10571071517046,136.10570946567952,106.67244849821185,131.5181501880149,127.48116161549278,288.5587135021368,1883.0419375677484,82.00849295099556,3361.9105777789914,116.58662029715826,116.58662218566236,97.65742693378678,113.39121212428607,109.39804631808134,125.75866281441965,3361.9105777789914,85.94445310138406
"W kernel support pred, ff10 [pixels]",,,,,,,,,,30257.078619559594,155.44643273453107,155.44643273774957,120.17392046497838,156.60563699322327,144.73741093777844,160.1800289029858,30257.078619559594,279.08677036275094,13854.101428980448,165.65019957009306,165.65020960497475,121.87720536271368,158.9293269063354,148.89654414036846,150.1565363797009,13854.101428980448,155.06753526838204,4090.664814811987,150.61177532187187,150.6117773211941,109.82853277187279,145.0514887049026,128.2548409184391,136.76983083521804,4090.664814811987,90.77111069308546,2145.563938765845,148.34865311222842,148.34865163567568,113.16380810307024,142.9196732929941,138.12846745110554,324.8019506178358,2145.563938765845,83.29322185420341,3838.7850415843795,125.12214143373353,125.12214369934706,102.1530924087705,121.28240610924729,116.46518601977964,136.0798768058835,3838.7850415843795,89.61658293963318
"W kernel support pred, ff11 [pixels]",,,,,,,,,,34230.81311381316,168.69276238620031,168.6927623898851,127.98985995686272,170.01965873007128,156.40805466993,174.10796189607552,34230.81311381316,341.8702872274318,15612.173452816678,180.35596312487294,180.35597457762756,129.97450074132223,172.6779700960931,161.18514379699855,162.63078348276224,15612.173452816678,183.33224130484004,4585.911074995958,163.15292648765316,163.15292878060842,115.87470519665366,156.7690838036583,137.38440330065387,147.23226262948816,4585.911074995958,96.07709041688126,2400.22657581405,160.55630606539685,160.5563043705124,119.79293217309515,154.31762407974693,148.79938306853776,360.0193707920317,2400.22657581405,85.01238848980566,4302.560064479067,133.74865771079857,133.74866034293888,106.80404255170968,129.28173856498555,123.6593156360743,146.43602096475655,4302.560064479067,94.39341470865617
W kernel support bw0 [uv-pixels],238.3921794542643,1.5349635746307617,1.5349635746301424,1.1474218568194121,1.490809300833384,1.259493376379206,3.4435127595122026,238.3921794542643,0.22092451946065872,264.00678784247657,1.4324180129124875,1.4324180129525665,0.9660018806738652,1.4468331473784088,1.29716533815557,1.4910401688985067,264.00678784247657,0.24736096700338506,128.80728252278726,1.5580424673339333,1.5580425895758363,0.9903275632061922,1.4756122089854409,1.3501721398501136,1.3661047876184214,128.80728252278726,0.12374838575339467,40.870827501539374,1.3718477125890556,1.3718477377952898,0.811270472300756,1.3011914557262263,1.0792315272368171,1.1935928574993273,40.870827501539374,0.040206558978108056,21.979122060181833,1.3432264389903754,1.3432264202572686,0.8626600775255818,1.273784828928646,1.211464027032962,3.3580202445354543,21.979122060181833,0.02178140887010416,38.463392011227434,1.0359629258475571,1.0359629574079072,0.6853641240447335,0.9818635234709087,0.9120309747854607,1.1844811986828514,38.463392011227434,0.037870482843733844
W kernel support bw1 [uv-pixels],318.8648742916812,2.0282647198127326,2.028264719811914,1.5160355907585563,1.96990035732469,1.6641567803411974,4.551873991223412,318.8648742916812,0.38545809701171524,363.17195644289546,1.9425867764438047,1.9425867764981781,1.3098844601417305,1.9621432693282082,1.7591002741280932,2.0221180868429807,363.17195644289546,0.4546068283389465,176.3164677584785,2.113020943750885,2.11302110960032,1.3428793214648727,2.0011871423600316,1.8310090830448291,1.8526235731552125,176.3164677584785,0.2273957447535556,55.669429698021546,1.8604145556230536,1.860414589818446,1.1000192649383835,1.764562029831622,1.4634701384645652,1.6185991570976772,55.669429698021546,0.07387268535099338,29.889670973091327,1.8215864787899056,1.8215864533764323,1.1697181585572198,1.7273829055345264,1.6428418023344673,4.555928079950031,29.889670973091327,0.04001807118720107,52.3807037548075,1.4047792474003067,1.4047792902093177,0.9292624637041056,1.3313988256851672,1.2366808274190546,1.606239061830285,52.3807037548075,0.06958023069500174
W kernel support bw2 [uv-pixels],431.12565859877884,2.7023470754838703,2.7023470754827796,2.019649217753631,2.6245527080509365,2.217051370496639,6.067465500391511,431.12565859877884,0.6836743186732165,456.1335432946283,2.411506647445004,2.4115066475125233,1.625901406722466,2.435791470116224,2.183663325425764,2.510267657965607,456.1335432946283,0.7001834252893276,220.5687586879987,2.623152223619232,2.6231524295760282,1.666866482683813,2.484275666787481,2.2729543385899005,2.299793945559159,220.5687586879987,0.35018399199615297,69.3592617960211,2.3094683692332745,2.3094684116953212,1.3653510825995292,2.190445266242355,1.8165905617921576,2.009204580588363,69.3592617960211,0.11374755527108033,37.190647921123855,2.261253949886052,2.261253918329262,1.4518812503112886,2.144279612289877,2.039305928165571,5.657683479664483,37.190647921123855,0.061616574227208426,65.25189016891574,1.7437200034712088,1.7437200566223792,1.1533672882243007,1.6526127204303336,1.5350162269456806,1.9938575092397357,65.25189016891574,0.10713764403280973
W kernel support bw3 [uv-pixels],580.3240263776497,3.577130934725473,3.5771309347240288,2.673073478886419,3.4741022629012166,2.9344608646155774,8.03594099273509,580.3240263776497,1.1969137654855102,630.5686589971883,3.27113646992475,3.2711364700163856,2.205088590718479,3.3040953531560127,2.9619260159518492,3.405174735213964,630.5686589971883,1.2873121222810928,302.9950981036437,3.558387150537018,3.5583874300770635,2.260669214355038,3.369897998574119,3.083101484368885,3.1195258756835553,302.9950981036437,0.6436425174912901,94.65258436525767,3.1326552528991973,3.1326553105254935,1.8516010812469639,2.9711295448782113,2.463819740732662,2.7251822838062747,94.65258436525767,0.20901578489978515,50.64243528800478,3.0672228407356217,3.0672227979098694,1.9689918768405714,2.9084802452531755,2.7660292612686512,7.679021403056932,50.64243528800478,0.11321422670188461,89.02518203047612,2.3649450688207003,2.3649451409380084,1.564032986028211,2.2413298800727666,2.081780668411219,2.704356768459926,89.02518203047612,0.19686802934455488
W kernel support bw4 [uv-pixels],788.4305731917235,4.764419800007028,4.764419800005103,3.5597036163454097,4.627110828409882,3.9079853348501894,10.71029129609311,788.4305731917235,2.1214323949540788,952.9151270818414,4.804255219438668,4.804255219573362,3.237647988165729,4.8527013076875605,4.349780879218629,5.00128144811921,952.9151270818414,2.7741230716750493,453.6779515075712,5.226505415065455,5.226505826005147,3.3193077186624023,4.9494262331589445,4.527876283371417,4.581412145720661,453.6779515075712,1.3862460638117227,140.32371531681747,4.6007096503211615,4.6007097350202875,2.7183511559073095,4.363307273072696,3.6177970084687954,4.00185794748896,140.32371531681747,0.4499376360249123,74.82635479855996,4.504538419041916,4.504538356098363,2.8907960976599814,4.271232874862151,4.061884851928957,11.288561585349337,74.82635479855996,0.24367288335199153,131.93061952868786,3.4725168316768333,3.472516937639018,2.295962573152355,3.290893889207188,3.0564902138811267,3.9712541106775427,131.93061952868786,0.4237801570386919
W kernel support bw5 [uv-pixels],1070.7194520294245,6.325584844762895,6.325584844760337,4.7251822903393625,6.143151068926245,5.187802412722504,14.231003921436146,1070.7194520294245,3.73648020622455,1254.9454091521347,6.189573517954612,6.18957351812826,4.170268699652532,6.2520308604859585,5.603692938058757,6.443586614828893,1254.9454091521347,4.602401107953138,593.3866089648587,6.733966926881011,6.733967456717029,4.275506020049983,6.376731968012213,5.833275323270865,5.902290143006106,593.3866089648587,2.2985504263744887,182.13989236588944,5.927167392635322,5.927167501824882,3.501088933385593,5.621129446136035,4.6601968478462785,5.155214159921861,182.13989236588944,0.7456659361908637,96.86804441420776,5.803189991999834,5.803189910858197,3.723295667340173,5.502439931225478,5.232587226891739,14.554613782966165,96.86804441420776,0.4037683263417485,171.19447382276564,4.47295715131232,4.472957287875765,2.956858825365315,4.238888020258005,3.9368133488780734,5.115767069615519,171.19447382276564,0.7023034471278886
W kernel support bw6 [uv-pixels],1461.330325789208,8.411604205004057,8.411604205000653,6.281927426485235,8.16879552859432,6.897455603906487,18.942084863457602,1461.330325789208,6.603243584827808,1824.948358955593,8.701579128065354,8.70157912830974,5.8605449669176854,8.789479965317732,7.877103319261064,9.059080277042316,1824.948358955593,9.09397381662716,854.1743665760098,9.467796418399194,9.467797164184248,6.008562916185374,8.964985730354334,8.200164532791298,8.297284299850391,854.1743665760098,4.536666640298325,259.12989907184937,8.332292805856863,8.33229295951441,4.919455512219238,7.901638664814391,6.549679682262913,7.246081670031511,259.12989907184937,1.4702310034630404,137.24032703564168,8.157828146328095,8.157828032145254,5.231928268274268,7.734630199856857,7.354941543655642,20.486619666966753,137.24032703564168,0.7958660060011038,243.44370584021908,6.286294766487375,6.286294958581643,4.154249652383899,5.957058541788785,5.532204772329264,7.19058265994204,243.44370584021908,1.3846834980730496
W kernel support bw7 [uv-pixels],2277.9636035434714,12.565332679577319,12.565332679577319,9.38006393469997,12.565332679577319,12.565332679577319,28.343125525735616,2277.9636035434714,14.733589458076755,2367.3890989259794,10.995482738683636,10.995482738992722,7.4031995607063354,11.106655415567104,9.95280638701339,11.447642808361893,2367.3890989259794,14.525154584862845,1099.7121417668861,11.964611095091698,11.964612038435984,7.590311516005665,11.328631374786497,10.361349490435531,10.484171536758828,1099.7121417668861,7.2380628455856675,330.6045868284062,10.528445373188498,10.528445567513538,6.213680152593142,9.983832978481637,8.274391044964755,9.154882932484522,330.6045868284062,2.343322214655387,174.5147839809147,10.307809619811747,10.307809475413208,6.6086150056946025,9.772642176114676,9.292529305592286,25.91339505548534,174.5147839809147,1.2680992060236433,310.4766709450861,7.941411257483936,7.941411500329769,5.246643833397852,7.525203373933766,6.988158440024672,9.084709001110664,310.4766709450861,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,2762.3205170439783,12.618068472501047,12.618068472855953,8.49393332876784,12.745722235936922,11.420878659480666,13.137267865884173,2762.3205170439783,19.137129746472176,1277.2144515965829,13.73090890038436,13.730909983661942,8.708713018669778,13.000609286429698,11.889950253915432,12.030972587831195,1277.2144515965829,9.52840746593798,381.773241151926,12.081807484762482,12.081807707885517,7.1286196164203774,11.456501450345419,9.493979512668126,10.504787577736977,381.773241151926,3.0824946282927543,201.09466396791203,11.828477102646817,11.828476936852393,7.581901455551841,11.214027366257374,10.662813733207631,29.757193411082714,201.09466396791203,1.667723114653727,358.4449013796064,9.111739755916382,9.111740034683507,6.018797522460234,8.633977054650707,8.017535765769122,10.424224546290155,358.4449013796064,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,3277.335566931181,14.683520105562561,14.683520105975854,9.881855460464278,14.832175532368815,13.289453312573846,15.288149194861534,3277.335566931181,25.936262324485085,1507.372790718288,15.97950321532429,15.97950447694205,10.13187100203011,15.129001892055916,13.835644848171766,13.999857326601607,1507.372790718288,12.899639953708286,447.58696714371956,14.059052198523924,14.059052458340927,8.2926898276412,13.330931988866777,11.0460127098482,12.222818416397088,447.58696714371956,4.168932735622993,235.16772401040245,13.764063540431149,13.764063347375362,8.820263662268387,13.0486013551724,12.40680670466027,34.65592732897764,235.16772401040245,2.2548313271641356,420.11982541037986,10.601031813219997,10.6010321377378,7.001085892702539,10.044873526934369,9.327322547740009,12.129020772041235,420.11982541037986,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,3782.121607374892,16.660016436202824,16.66001643667205,11.209490370832926,16.82879114886395,15.077362027313574,17.3464881439305,3782.121607374892,33.42188312681315,1731.7338060654617,18.131459460015407,18.131460892505007,11.493240667769335,17.16579581923965,15.697422587474701,15.883848625229158,1731.7338060654617,16.604752940710846,511.23530888337007,15.951051525686136,15.951051820652454,9.406037465059288,15.124449564110424,12.530777247325709,13.866543947288964,511.23530888337007,5.361020390945257,268.00899633140835,15.616158938846544,15.61615871967792,10.004723465996967,14.803944266529198,14.07539604260254,39.349457414689795,268.00899633140835,2.8987087827318407,479.7439192470941,12.025721312152141,12.025721680475185,7.940456426462137,11.394503905151204,10.58015503388144,13.760071806399,479.7439192470941,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,4278.839953832411,18.56460345047087,18.564603450994042,12.488372249177264,18.752784940963565,16.800055601485287,19.330021338098224,4278.839953832411,41.54727978628811,1951.496060401616,20.205303076598376,20.205304673930094,12.80464444727721,19.12854597703195,17.49135973347766,17.699210671055138,1951.496060401616,20.619586676665016,573.1516540662824,17.774137383026826,17.774137711895072,10.478361113811074,16.85255249428037,13.96114825052272,15.450191725650294,573.1516540662824,6.6506664409638026,299.86162473412327,17.400757624205166,17.400757379851235,11.145589513505284,16.495230892981844,15.683020476765549,43.87730537844465,299.86162473412327,3.5949317551364106,537.7270321171635,13.398171190175752,13.398171600732287,8.845111207422908,12.694590338004996,11.786927573310724,15.331497519399512,537.7270321171635,6.262633157716523
AW kernel support bw0 [uv-pixels],238.60182569493082,10.117119806320535,10.11711980632044,10.065613588724082,10.110514940963755,10.079004095898716,10.576283852323714,238.60182569493082,10.002440084464336,264.19610903058816,10.102070152385409,10.102070152391091,10.046549638232294,10.104124215208012,10.083780933484833,10.11054898535529,264.19610903058816,10.003058904554988,129.19487617899225,10.120647031194004,10.120647050012769,10.048917786629858,10.108285284424204,10.090736583977774,10.092880772641376,129.19487617899225,10.000765653837538,42.07641311543306,10.093659700353278,10.093659703779103,10.032854019631058,10.084299638767927,10.05806843729858,10.07098127837965,42.07641311543306,10.000080828042584,24.147086916155573,10.089809575329099,10.089809572835216,10.037140150927277,10.080799957860922,10.073114964537778,10.548758218990042,24.147086916155573,10.000023721460483,39.74207499627258,10.053517751699184,10.053517754951315,10.023458683634487,10.048087180091676,10.041503896278092,10.06990544692616,39.74207499627258,10.000071708416435
AW kernel support bw1 [uv-pixels],319.0216419885172,10.20361983678523,10.203619836785066,10.114265366918481,10.192178737531439,10.137525230032997,10.987245188489068,319.0216419885172,10.00742613984994,363.3096061853586,10.186934935691616,10.186934935701984,10.085424993470568,10.190682323052268,10.153542917348483,10.20239979402579,363.3096061853586,10.010328035003269,176.5998210724648,10.220805130161219,10.220805164448473,10.089763370467018,10.198271911394945,10.166247796615655,10.170162933985393,176.5998210724648,10.002585107097666,56.56045794460087,10.171585044562825,10.171585050817269,10.060320192878335,10.154490590725047,10.106519917665898,10.130146259129594,56.56045794460087,10.000272854959556,31.518128606877315,10.164554948432825,10.164554943878484,10.06817960559199,10.148095964383314,10.134048015847249,10.98892536464222,31.518128606877315,10.0000800719805,53.32671118537975,10.098188190657103,10.09818819661235,10.04308362637937,10.088241810793189,10.07617881286879,10.128178707139277,53.32671118537975,10.000242067495345
AW kernel support bw2 [uv-pixels],431.24161847186184,10.358700677033593,10.358700677033308,10.20191075057868,10.338678683339447,10.24281781442104,11.696757567738215,431.24161847186184,10.023343283257004,456.24314714690513,10.2866595311924,10.28665953120823,10.131315580139733,10.292379709566246,10.235642897190655,10.310259148761885,456.24314714690513,10.024482870904109,220.7953290021431,10.338323248393742,10.33832330065135,10.137970401963832,10.303961645337797,10.255063209230583,10.261045375205713,220.7953290021431,10.00612956283549,70.07643824345664,10.263218021093044,10.263218030648014,10.0927787838016,10.237091894889073,10.163660820255286,10.199848187431872,70.07643824345664,10.000646904392243,38.51161244083392,10.252476258244897,10.252476251284829,10.104848299950152,10.227313188500782,10.205820332959583,11.489533600458653,38.51161244083392,10.000189828309235,66.01370441519126,10.150889589120041,10.15088959825035,10.066293066543706,10.135636576146963,10.117127794833204,10.196836164573385,66.01370441519126,10.000573907269967
AW kernel support bw3 [uv-pixels],580.4101787453138,10.620539803803286,10.6205398038028,10.351102444837744,10.586282942236872,10.421663042238528,12.828731333951936,580.4101787453138,10.071375405673681,630.647947518671,10.521422613167468,10.521422613195957,10.24023513855599,10.531716199307079,10.429429789013989,10.563863638713796,630.647947518671,10.082518162650233,303.1600723625007,10.614241334787286,10.614241428502108,10.252347306677267,10.552545310056425,10.46448827047542,10.475277642576318,303.1600723625007,10.020692375795324,95.17936607806455,10.479195051792715,10.479195069019546,10.169976723870853,10.432047295351389,10.299048874280768,10.36468130141837,95.17936607806455,10.002184141393183,51.62030852193496,10.459821028809733,10.45982101625157,10.192003189317798,10.41437743396253,10.375496030272211,12.608226271312173,51.62030852193496,10.000640852521787,89.58506033686311,10.27584376966385,10.275843786261365,10.121570983863341,10.248100293776744,10.214392333926217,10.359225141443495,89.58506033686311,10.001937663321943
