Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W snapshot1 [lambda],1.1956379723195427,5.771865252670165,1.1956379715435168,1.1956379715435168,45.92227366745481,399.7473401251703,80.2061040365505,375.8529720038687,94.2247962270296,180.97946308561868,3176.8597360014924,59.05785649348688,59.05785649348688,58.67182685928818,58.67182685928818,59.970631027500225,1257.906894131003,1257.906894131003,1650.6885091772651,11876.496580489713,1.3077289544995512,4.979143275748002,19.305336694650986,91.63111836099843
Delta W snapshot2 [lambda],1.7513570298765133,8.454563187009818,1.7513570287397993,1.7513570287397993,61.229698223273076,532.9964535002271,106.941472048734,501.1372960051582,125.63306163603946,241.3059507808249,4235.812981335323,78.74380865798251,78.74380865798251,78.22910247905091,78.22910247905091,79.9608413700003,1677.2091921746708,1677.2091921746708,2200.9180122363537,15835.328773986284,1.9155466375768073,7.2933929672928475,25.740448926201317,122.17482448133124
Delta W snapshot3 [lambda],2.5428356876091684,12.27537539652387,2.542835685958747,2.542835685958747,91.84454733490962,799.4946802503406,160.412208073101,751.7059440077373,188.4495924540592,313.69773601507234,6353.719472002985,118.11571298697376,118.11571298697376,117.34365371857636,117.34365371857636,119.94126205500045,2515.813788262006,2515.813788262006,3301.3770183545303,23752.993160979426,2.7812263680201723,10.589445558280962,38.61067338930197,183.26223672199686
Delta W snapshot4 [lambda],3.7216336884875907,17.965946772395863,3.721633686072073,3.721633686072073,153.0742455581827,1332.4911337505675,267.353680121835,1252.8432400128954,314.08265409009863,603.2648769520622,10589.532453338308,196.8595216449563,196.8595216449563,195.57275619762729,195.57275619762729,199.90210342500075,4193.022980436676,4193.022980436676,5502.295030590884,39588.32193496571,4.070536604850716,15.498460055497302,64.35112231550329,305.4370612033281
Delta W snapshot5 [lambda],5.422470804040743,26.17662832901117,5.422470800521301,5.422470800521301,214.30394378145576,1865.4875872507946,374.295152170569,1753.9805360180537,439.7157157261381,844.5708277328871,14825.34543467363,275.6033303029388,275.6033303029388,273.8018586766782,273.8018586766782,279.86294479500106,5870.232172611348,5870.232172611348,7703.213042827238,55423.650708951995,5.930827089420499,22.581466687195164,90.0915712417046,427.61188568465934
Delta W snapshot6 [lambda],7.91478657732655,38.208122095140524,7.9147865721894775,7.9147865721894775,336.76334022800194,2131.9858140009082,588.178096268037,2756.25512802837,690.9818389982171,1327.182729294537,23296.971397344278,433.0909476189038,433.0909476189038,430.26006363478,430.26006363478,439.7846275350016,9224.650556960689,9224.650556960689,12105.049067299946,87094.30825692456,8.656797304433649,32.96052590988114,141.57246909410725,671.9615346473219
Delta W snapshot7 [lambda],13.471977152896256,65.03510143853707,13.471977144152302,13.471977144152302,459.22273667454806,3997.473401251703,802.061040365505,3758.5297200386867,942.247962270296,1809.7946308561868,31768.597360014923,590.5785649348688,590.5785649348688,586.7182685928818,586.7182685928818,599.7063102750022,12579.06894131003,12579.06894131003,16506.885091772652,118764.96580489713,14.73497413520621,56.103022825329596,193.05336694650987,916.3111836099844
Delta W snapshot8 [lambda],,,,,551.0672840094577,4796.968081502044,962.4732484386061,4510.235664046424,1130.697554724355,2171.753557027424,38122.3168320179,708.6942779218426,708.6942779218426,704.0619223114583,704.0619223114583,719.6475723300027,15094.882729572037,15094.882729572037,19808.262110127183,142517.95896587655,,,231.66404033581185,1099.5734203319812
Delta W snapshot9 [lambda],,,,,673.5266804560039,5862.9609885024975,1176.356192536074,5512.51025605674,1381.9636779964342,2654.365458589074,46593.942794688555,866.1818952378076,866.1818952378076,860.52012726956,860.52012726956,879.5692550700032,18449.301113921378,18449.301113921378,24210.09813459989,174188.61651384912,,,283.1449381882145,1343.9230692946437
Delta W snapshot10 [lambda],,,,,795.9860769025499,6928.953895502952,1390.239136633542,6514.784848067056,1633.229801268513,3136.9773601507236,55065.5687573592,1023.6695125537726,1023.6695125537726,1016.9783322276619,1016.9783322276619,1039.490937810004,21803.71949827072,21803.71949827072,28611.934159072596,205859.2740618217,,,334.6258360406171,1588.2727182573062
Delta W snapshot11 [lambda],,,,,918.4454733490961,7994.946802503406,1604.12208073101,7517.059440077373,1884.495924540592,3619.5892617123736,63537.194720029845,1181.1571298697377,1181.1571298697377,1173.4365371857637,1173.4365371857637,1199.4126205500045,25158.13788262006,25158.13788262006,33013.770183545304,237529.93160979426,,,386.10673389301974,1832.6223672199687
Delta W max0 [lambda],0.8251586006148957,3.9833999631103953,0.8251586000793285,0.8251586000793285,30.614849111636538,266.49822675011353,53.470736024367,250.5686480025791,62.81653081801973,120.65297539041245,2117.9064906676613,39.371904328991256,39.371904328991256,39.114551239525454,39.114551239525454,39.98042068500015,838.6045960873354,838.6045960873354,1100.4590061181768,7917.664386993142,0.9025171657813804,3.436310148051438,12.870224463100659,61.08741224066562
Delta W max1 [lambda],1.1956379723195427,5.771865252670165,1.1956379715435168,1.1956379715435168,45.92227366745481,399.7473401251703,80.2061040365505,375.8529720038687,94.2247962270296,180.97946308561868,3176.8597360014924,59.05785649348688,59.05785649348688,58.67182685928818,58.67182685928818,59.970631027500225,1257.906894131003,1257.906894131003,1650.6885091772651,11876.496580489713,1.3077289544995512,4.979143275748002,19.305336694650986,91.63111836099843
Delta W max2 [lambda],1.7513570298765133,8.454563187009818,1.7513570287397993,1.7513570287397993,61.229698223273076,532.9964535002271,106.941472048734,501.1372960051582,125.63306163603946,241.3059507808249,4235.812981335323,78.74380865798251,78.74380865798251,78.22910247905091,78.22910247905091,79.9608413700003,1677.2091921746708,1677.2091921746708,2200.9180122363537,15835.328773986284,1.9155466375768073,7.2933929672928475,25.740448926201317,122.17482448133124
Delta W max3 [lambda],2.5428356876091684,12.27537539652387,2.542835685958747,2.542835685958747,91.84454733490962,799.4946802503406,160.412208073101,751.7059440077373,188.4495924540592,313.69773601507234,6353.719472002985,118.11571298697376,118.11571298697376,117.34365371857636,117.34365371857636,119.94126205500045,2515.813788262006,2515.813788262006,3301.3770183545303,23752.993160979426,2.7812263680201723,10.589445558280962,38.61067338930197,183.26223672199686
Delta W max4 [lambda],3.7216336884875907,17.965946772395863,3.721633686072073,3.721633686072073,153.0742455581827,1332.4911337505675,267.353680121835,1252.8432400128954,314.08265409009863,603.2648769520622,10589.532453338308,196.8595216449563,196.8595216449563,195.57275619762729,195.57275619762729,199.90210342500075,4193.022980436676,4193.022980436676,5502.295030590884,39588.32193496571,4.070536604850716,15.498460055497302,64.35112231550329,305.4370612033281
Delta W max5 [lambda],5.422471337476216,26.17662832901117,5.422471337476216,5.422471337476216,214.30394378145576,1865.4875872507946,374.295152170569,1753.9805360180537,439.7157157261381,844.5708277328871,14825.34543467363,275.6033303029388,275.6033303029388,273.8018586766782,273.8018586766782,279.86294479500106,5870.232172611348,5870.232172611348,7703.213042827238,55423.650708951995,5.93082802536461,22.581466687195164,90.0915712417046,427.61188568465934
Delta W max6 [lambda],11.552639929482813,38.208122095140524,11.552639929482813,11.552639929482813,336.76334022800194,2131.9858140009082,588.178096268037,2756.25512802837,690.9818389982171,1327.182729294537,23296.971397344278,433.0909476189038,433.0909476189038,430.26006363478,430.26006363478,439.7846275350016,9224.650556960689,9224.650556960689,12105.049067299946,87094.30825692456,12.635699922871826,32.96052590988114,141.57246909410725,671.9615346473219
Delta W max7 [lambda],33.47075398311001,65.03510143853707,33.47075398311001,33.47075398311001,459.22273667454806,3997.473401251703,802.061040365505,3758.5297200386867,942.247962270296,1809.7946308561868,31768.597360014923,590.5785649348688,590.5785649348688,586.7182685928818,586.7182685928818,599.7063102750022,12579.06894131003,12579.06894131003,16506.885091772652,118764.96580489713,36.608637169026565,56.103022825329596,193.05336694650987,916.3111836099844
Delta W max8 [lambda],,,,,551.0672840094577,4796.968081502044,962.4732484386061,4510.235664046424,1130.697554724355,2171.753557027424,38122.3168320179,708.6942779218426,708.6942779218426,704.0619223114583,704.0619223114583,719.6475723300027,15094.882729572037,15094.882729572037,19808.262110127183,142517.95896587655,,,277.99683850229553,1099.5734203319812
Delta W max9 [lambda],,,,,682.358096395297,5862.9609885024975,1176.356192536074,5512.51025605674,1381.9636779964342,2654.365458589074,46593.942794688555,949.2096637397603,949.2096637397603,996.0842150355509,996.0842150355509,949.2096637397603,18449.301113921378,18449.301113921378,24210.09813459989,174188.61651384912,,,415.2792278861451,1343.9230692946437
Delta W max10 [lambda],,,,,953.0456057091338,6928.953895502952,1473.0618289441643,6514.784848067056,1633.229801268513,3136.9773601507236,55065.5687573592,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,21803.71949827072,21803.71949827072,28611.934159072596,205859.2740618217,,,580.0180951467647,1588.2727182573062
Delta W max11 [lambda],,,,,1268.8476999086101,7994.946802503406,1961.1769911978517,7517.059440077373,2085.9791633649875,3619.5892617123736,63537.194720029845,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,25158.13788262006,25158.13788262006,33013.770183545304,237529.93160979426,,,772.2134402841542,1832.6223672199687
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],2.7500419805617637,3.7117935206025523,2.750041979219672,2.750041979219672,4.5530000226358265,9.587028808755266,3.7032921363111835,4.29788459479061,3.694594835342777,2.1814270414243286,2.4202576861665666,3.3944155466488324,3.3944155466488324,3.292866334267611,3.292866334267611,3.433803116514319,1.7962213995733463,1.7962213995733463,1.6419675257423554,2.990894016940514,2.5722656432011366,2.9041439985821498,5.360422176662759,7.146698317144289
W kernel support pred1 [uv-pixels],3.6347446263214005,4.906730127719745,3.6347446245466406,3.6347446245466406,6.17853330257791,13.019588843473112,5.02469610324397,5.832076261751783,5.012887355251047,2.95889124008857,3.2830131746134334,4.605338794100219,4.605338794100219,4.467475745240256,4.467475745240256,4.658812486922983,2.436181484799523,2.436181484799523,2.2268866801757983,4.057545169749154,3.3996626794965956,3.838531347174922,7.275208179200205,9.702229081860104
W kernel support pred2 [uv-pixels],4.844223859725269,6.540843986137313,4.844223857358449,4.844223857358449,7.674079035084681,16.181209128176793,6.240154444406409,7.243490149427922,6.225480762478215,3.673688662529468,4.076289885736295,5.719076622847153,5.719076622847153,5.547782343916405,5.547782343916405,5.785518709682898,3.0244790328429882,3.0244790328429882,2.764556160083994,5.038472938167797,4.530729037575833,5.116001953585821,9.037234459137924,12.054854441690146
W kernel support pred3 [uv-pixels],6.414683085251318,8.663472678040767,6.414683082114856,6.414683082114856,10.418987655863246,21.99199764914823,8.470367065244975,9.833771285212729,8.450429937041408,4.475496918592305,5.5311624713502985,7.76242457163725,7.76242457163725,7.529723021097611,7.529723021097611,7.852688284447377,4.103135187633894,4.103135187633894,3.750315862882367,6.837893972335009,5.999262958112478,6.774849997159633,12.272045397755454,16.376102915000924
W kernel support pred4 [uv-pixels],8.547587498617533,11.547603301457835,8.547587494434369,8.547587494434369,15.323782052901924,32.397957998437626,12.453671128989251,14.461656840107777,12.424314065605989,7.323549346807521,8.127679457740095,11.411344288493689,11.411344288493689,11.068778417287508,11.068778417287508,11.54423028003021,6.027401825450316,6.027401825450316,5.508662276718846,10.050463957879296,7.99356002727578,9.027969787899107,18.054541968831504,24.10695689581757
W kernel support pred5 [uv-pixels],11.35438803385117,15.345037758862468,11.35438803385117,11.35438803385117,19.764936005463856,41.84263320958752,16.05867867676367,18.651479256256597,16.020777548513664,9.4383414044872,10.475657604904796,14.713103159281856,14.713103159281856,14.270923083888848,14.270923083888848,14.884637586301615,7.766674456335537,7.766674456335537,7.097770873252121,12.956644533730852,10.617678379799617,11.99323722279155,23.2926972461609,31.116190213754756
W kernel support pred6 [uv-pixels],20.11178465076857,20.42727990936289,20.11178465076857,20.11178465076857,27.837888893337766,46.32131108960572,22.60794403348021,26.266291117468285,22.554480615176626,13.275776321476487,14.73708661562584,20.710121548676497,20.710121548676497,20.086577041503762,20.086577041503762,20.95202778342387,10.921616235165777,10.921616235165777,9.979904180599526,18.23357604973372,18.803327559523158,15.959630408291389,32.819255627726065,43.876875026729365
W kernel support pred7 [uv-pixels],45.09913102949984,30.57161297725839,45.09913102949984,45.09913102949984,35.23000207024845,74.87068544768115,28.60105524499675,33.23760660295808,28.533310398525867,16.782745581294478,18.632412346391725,26.196534211042316,26.196534211042316,25.406627490376028,25.406627490376028,26.502997062380967,13.803761527096274,13.803761527096274,12.61240338224035,23.059597511855856,42.14781065759961,23.870301771008524,41.54728091247847,55.581138063804346
W kernel support pred8 [uv-pixels],,,,,40.46940108922049,86.10330878201384,32.8468591703503,38.17807102420226,32.7689752691983,19.26482603412815,21.389816925581226,30.082659107363313,30.082659107363313,29.174683312049176,29.174683312049176,30.434941568988574,15.843034979956258,15.843034979956258,14.474813234983058,26.47710430676984,,,54.85736448709425,63.887289545175626
W kernel support pred9 [uv-pixels],,,,,47.62113658003813,100.45539254013934,38.258901087912406,44.4774319801883,38.1680691913594,22.425973531993453,24.90213207287422,37.560173022137654,37.560173022137654,37.97314637800734,37.97314637800734,37.560173022137654,18.43957428382592,18.43957428382592,16.84590494588413,30.831681984991064,,,74.55807688794057,74.49093788691259
W kernel support pred10 [uv-pixels],,,,,61.450783393054884,114.24252063830033,45.40266940537495,50.515869476909025,43.34193616758175,25.452578068752533,28.26547246301622,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,20.924951139426447,20.924951139426447,19.115234609534497,35.00298935994019,,,96.34428368811811,84.66808405547607
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,127.57468742934338,56.47630874376378,56.34373788586073,52.226438749896786,28.370477534228872,31.508465503513357,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,23.320490446552252,23.320490446552252,21.30231490247541,39.02629384928673,,,120.09487987399693,94.50146109171018
AW kernel support pred0 [uv-pixels],10.371245387842873,10.666649480487633,10.371245387487004,10.371245387487004,10.987711736577449,13.853198958359885,10.663694136970745,10.884475733361642,10.660676854559542,10.235166043453193,10.288714558556299,10.560400413967802,10.560400413967802,10.528198739354847,10.528198739354847,10.573126493283972,10.160039926904089,10.160039926904089,10.133906322617772,10.43769356805279,10.325529068245993,10.413167259028384,11.346106200457402,12.2912691304142
AW kernel support pred1 [uv-pixels],10.640083105811359,11.138940728196404,10.640083105205086,10.640083105205086,11.754755368405771,16.416750398696127,11.191406119427313,11.576403306851773,11.186109226913343,10.428568327947652,10.525121163420655,11.009502505038293,11.009502505038293,10.952549453634527,10.952549453634527,11.031977782261416,10.292472017298858,10.292472017298858,10.244951160759351,10.791833616422869,10.562088161645024,10.711410873607852,12.366432551496068,13.93317082206674
AW kernel support pred2 [uv-pixels],11.111548263096894,11.949169010897313,11.111548262065046,11.111548262065046,12.605216738982564,19.021869751677723,11.787261237880708,12.347799380653191,11.77949959565288,10.653449600443865,10.798895278340096,11.519888776285853,11.519888776285853,11.435816059008234,11.435816059008234,11.553018079276551,10.447366817533826,10.447366817533826,10.375103409713965,11.19759838307524,10.978501974856718,11.232696737163963,13.478561001435944,15.662679068739697
AW kernel support pred3 [uv-pixels],11.880579071922774,13.230863873653862,11.880579070229302,11.880579070229302,14.441443964265854,24.15880710217583,13.10523247485472,14.025086726643597,13.092355254912908,10.955823687351364,11.42776261061079,12.659195678650272,12.659195678650272,12.517856396941426,12.517856396941426,12.714743933430082,10.809057237705767,10.809057237705767,10.680115592604189,12.114321853776852,11.661524601894063,12.07884897181904,15.83044845367846,19.187932319108846
AW kernel support pred4 [uv-pixels],13.15527468533146,15.275704304805062,13.155274682613465,13.155274682613465,18.298040780499946,33.906159948725076,15.97166004487387,17.58236385020615,15.948779890662948,12.394933442141788,12.88639489414205,15.17296208624201,15.17296208624201,14.91703240095059,14.91703240095059,15.273154643306874,11.67602555518965,11.67602555518965,11.416889247029825,14.177863935326464,12.802226443461356,13.472350889552242,20.638955538115248,26.098761862908486
AW kernel support pred5 [uv-pixels],15.130172755896167,18.315845157155998,15.130172755896167,15.130172755896167,22.150681598995583,43.020994338951255,18.917747245471492,21.1631207161555,18.885584800555144,13.750719561814117,14.482382478556477,17.78975560753069,17.78975560753069,17.42582123362545,17.42582123362545,17.931883227244782,12.661802087803098,12.661802087803098,12.262885116039627,16.36687623138446,14.585441171828306,15.615304642630344,25.348564949545203,32.683593642966606
AW kernel support pred6 [uv-pixels],22.460718640303792,22.743653279441734,22.460718640303792,22.460718640303792,29.579520923061246,47.38843594232701,24.720823882325877,28.105480765637036,24.671939441810775,16.620656934606277,17.809596343445246,22.99802457953627,22.99802457953627,22.438150040595282,22.438150040595282,23.216103640304624,14.80816332933415,14.80816332933415,14.127932879722636,20.795751863335532,21.29706851448629,18.833741072056267,34.30894256543079,45.0020017567133
AW kernel support pred7 [uv-pixels],46.19449772013973,32.165564195755586,46.19449772013973,46.19449772013973,36.621756455278195,75.53555149335718,30.298850821893495,34.70934301730591,30.234910323971928,19.536134449948367,21.146318588491255,28.040299653718225,28.040299653718225,27.30378582604857,27.30378582604857,28.326822153015573,17.045346353094242,17.045346353094242,16.09573605264288,25.134538734752798,43.3178709452446,25.880326633159264,42.73378699835058,56.47355937487632
AW kernel support pred8 [uv-pixels],,,,,41.686597660641496,86.6820614845472,34.3353485107815,39.46599938084721,34.26084850369777,21.70561038361331,23.611951806444996,31.701204692721515,31.701204692721515,30.840916756127093,30.840916756127093,32.03569366047423,18.735040896035365,18.735040896035365,17.593186697913502,28.302597980955213,,,55.76137048593685,64.66518201806214
AW kernel support pred9 [uv-pixels],,,,,48.65976417097235,100.95189889444123,39.54419695043339,45.5877390923511,39.4563240279223,24.55451666919288,26.834980562222714,38.868581109334535,38.868581109334535,39.267796549406384,39.267796549406384,38.868581109334535,20.97660362805986,20.97660362805986,19.590418919608723,32.41284643507297,,,75.22570590714359,75.15916329544835
AW kernel support pred10 [uv-pixels],,,,,62.259126074979164,114.67935089540957,46.49088501129841,51.496146156854394,44.480596115100916,27.346548783090388,29.982276990874595,49.46024019156287,49.46024019156287,49.98318808671045,49.98318808671045,49.46024019156287,23.19167049152312,23.19167049152312,21.572950520908016,36.403423796836556,,,96.86186555800266,85.25658014267967
AW kernel support pred11 [uv-pixels],,,,,77.14611161385194,127.96601452219515,57.354803193114776,57.224267570241366,53.17519068604005,30.081289791499717,33.0572745153936,61.085915586517004,61.085915586517004,61.742752875548454,61.742752875548454,61.085915586517004,25.374106381658738,25.374106381658738,23.53271382999049,40.28711470943129,,,120.51049818148522,95.02908054100078
W kernel support bw0 [uv-pixels],2.7500419805617637,3.7117935206025523,2.750041979219672,2.750041979219672,4.5530000226358265,9.587028808755266,3.7032921363111835,4.29788459479061,3.694594835342778,2.181427041424329,2.4202576861665666,3.3944155466488337,3.3944155466488337,3.292866334267611,3.292866334267611,3.4338031165143192,1.7962213995733463,1.7962213995733463,1.6419675257423554,2.990894016940514,2.5722656432011366,2.9041439985821498,1.3512582516092109,7.14669831714429
W kernel support bw1 [uv-pixels],3.6347446263214005,4.906730127719745,3.6347446245466406,3.6347446245466406,6.17853330257791,13.019588843473112,5.02469610324397,5.832076261751783,5.012887355251048,2.9588912400885703,3.2830131746134334,4.60533879410022,4.60533879410022,4.467475745240256,4.467475745240256,4.658812486922984,2.436181484799523,2.436181484799523,2.2268866801757983,4.057545169749154,3.3996626794965956,3.838531347174922,1.8324825152311872,9.702229081860105
W kernel support bw2 [uv-pixels],4.844223859725269,6.540843986137313,4.844223857358449,4.844223857358449,7.674079035084681,16.181209128176793,6.240154444406409,7.243490149427922,6.225480762478217,3.6736886625294685,4.076289885736295,5.719076622847155,5.719076622847155,5.547782343916405,5.547782343916405,5.785518709682899,3.0244790328429887,3.0244790328429887,2.764556160083994,5.038472938167797,4.530729037575833,5.116001953585821,2.2747839553515004,12.054854441690148
W kernel support bw3 [uv-pixels],6.414683085251318,8.663472678040767,6.414683082114856,6.414683082114856,10.418987655863246,21.99199764914823,8.470367065244975,9.833771285212729,8.45042993704141,4.475496918592306,5.5311624713502985,7.7624245716372515,7.7624245716372515,7.529723021097611,7.529723021097611,7.85268828444738,4.103135187633894,4.103135187633894,3.7503158628823674,6.837893972335009,5.999262958112478,6.774849997159633,3.085584470596293,16.376102915000928
W kernel support bw4 [uv-pixels],8.547587498617533,11.547603301457835,8.547587494434369,8.547587494434369,15.323782052901924,32.397957998437626,12.453671128989251,14.461656840107777,12.42431406560599,7.323549346807523,8.127679457740095,11.411344288493689,11.411344288493689,11.068778417287508,11.068778417287508,11.544230280030211,6.027401825450316,6.027401825450316,5.508662276718846,10.050463957879296,7.99356002727578,9.027969787899107,4.531525702159478,24.106956895817575
W kernel support bw5 [uv-pixels],11.35438803385117,15.345037758862468,11.35438803385117,11.35438803385117,19.764936005463856,41.84263320958752,16.05867867676367,18.651479256256597,16.020777548513667,9.438341404487202,10.475657604904796,14.713103159281859,14.713103159281859,14.270923083888848,14.270923083888848,14.88463758630162,7.766674456335537,7.766674456335537,7.097770873252123,12.956644533730852,10.617678379799617,11.99323722279155,5.837979880440443,31.11619021375476
W kernel support bw6 [uv-pixels],20.11178465076857,20.42727990936289,20.11178465076857,20.11178465076857,27.837888893337766,46.32131108960572,22.60794403348021,26.266291117468285,22.55448061517663,13.275776321476489,14.73708661562584,20.710121548676504,20.710121548676504,20.086577041503762,20.086577041503762,20.952027783423873,10.921616235165777,10.921616235165777,9.979904180599526,18.23357604973372,18.803327559523158,15.959630408291389,8.20678486752986,43.876875026729365
W kernel support bw7 [uv-pixels],45.09913102949984,30.57161297725839,45.09913102949984,45.09913102949984,35.23000207024845,74.87068544768115,28.60105524499675,33.23760660295808,28.533310398525874,16.78274558129448,18.632412346391725,26.196534211042323,26.196534211042323,25.406627490376028,25.406627490376028,26.50299706238097,13.803761527096274,13.803761527096274,12.61240338224035,23.059597511855856,42.14781065759961,23.870301771008524,10.369721800338583,55.58113806380435
W kernel support bw8 [uv-pixels],,,,,40.46940108922049,86.10330878201384,32.8468591703503,38.17807102420226,32.7689752691983,19.264826034128152,21.389816925581226,30.082659107363316,30.082659107363316,29.174683312049176,29.174683312049176,30.434941568988584,15.84303497995626,15.84303497995626,14.474813234983058,26.47710430676984,,,13.65621175621596,63.88728954517563
W kernel support bw9 [uv-pixels],,,,,47.62113658003813,100.45539254013934,38.258901087912406,44.4774319801883,38.168069191359415,22.425973531993456,24.90213207287422,37.56017302213766,37.56017302213766,37.97314637800734,37.97314637800734,37.56017302213766,18.43957428382592,18.43957428382592,16.84590494588413,30.831681984991064,,,18.497203743621153,74.4909378869126
W kernel support bw10 [uv-pixels],,,,,61.450783393054884,114.24252063830033,45.40266940537495,50.515869476909025,43.34193616758176,25.45257806875254,28.26547246301622,48.438779503689936,48.438779503689936,48.97263614827645,48.97263614827645,48.438779503689936,20.92495113942645,20.92495113942645,19.1152346095345,35.00298935994019,,,23.82196580818813,84.66808405547609
W kernel support bw11 [uv-pixels],,,,,76.49524519299813,127.57468742934338,56.47630874376378,56.34373788586073,52.22643874989679,28.370477534228876,31.50846550351336,60.26183770051394,60.26183770051394,60.927559713573345,60.927559713573345,60.26183770051394,23.320490446552252,23.320490446552252,21.30231490247541,39.02629384928673,,,29.596473259040902,94.5014610917102
AW kernel support bw0 [uv-pixels],10.371245387842873,10.666649480487633,10.371245387487004,10.371245387487004,10.987711736577449,13.853198958359885,10.663694136970745,10.884475733361642,10.660676854559542,10.235166043453193,10.288714558556299,10.560400413967802,10.560400413967802,10.528198739354847,10.528198739354847,10.573126493283974,10.160039926904089,10.160039926904089,10.133906322617772,10.43769356805279,10.325529068245993,10.413167259028384,10.090881966535035,12.2912691304142
AW kernel support bw1 [uv-pixels],10.640083105811359,11.138940728196404,10.640083105205086,10.640083105205086,11.754755368405771,16.416750398696127,11.191406119427313,11.576403306851773,11.186109226913343,10.428568327947652,10.525121163420655,11.009502505038293,11.009502505038293,10.952549453634527,10.952549453634527,11.031977782261416,10.292472017298858,10.292472017298858,10.244951160759353,10.791833616422869,10.562088161645024,10.711410873607852,10.166513274895578,13.93317082206674
AW kernel support bw2 [uv-pixels],11.111548263096894,11.949169010897313,11.111548262065046,11.111548262065046,12.605216738982564,19.021869751677723,11.787261237880708,12.347799380653191,11.77949959565288,10.653449600443865,10.798895278340096,11.519888776285855,11.519888776285855,11.435816059008234,11.435816059008234,11.553018079276553,10.447366817533826,10.447366817533826,10.375103409713967,11.19759838307524,10.978501974856718,11.232696737163963,10.255468884625637,15.662679068739697
AW kernel support bw3 [uv-pixels],11.880579071922774,13.230863873653862,11.880579070229302,11.880579070229302,14.441443964265854,24.15880710217583,13.10523247485472,14.025086726643597,13.09235525491291,10.955823687351364,11.42776261061079,12.659195678650274,12.659195678650274,12.517856396941426,12.517856396941426,12.714743933430086,10.809057237705767,10.809057237705767,10.680115592604189,12.114321853776852,11.661524601894063,12.07884897181904,10.465220089667728,19.187932319108846
AW kernel support bw4 [uv-pixels],13.15527468533146,15.275704304805062,13.155274682613465,13.155274682613465,18.298040780499946,33.906159948725076,15.971660044873872,17.58236385020615,15.948779890662948,12.394933442141788,12.886394894142052,15.172962086242013,15.172962086242013,14.91703240095059,14.91703240095059,15.273154643306876,11.676025555189652,11.676025555189652,11.416889247029827,14.177863935326464,12.802226443461356,13.472350889552242,10.978830775147777,26.098761862908486
AW kernel support bw5 [uv-pixels],15.130172755896167,18.315845157155998,15.130172755896167,15.130172755896167,22.150681598995583,43.020994338951255,18.91774724547149,21.1631207161555,18.885584800555147,13.750719561814117,14.48238247855648,17.789755607530694,17.789755607530694,17.42582123362545,17.42582123362545,17.931883227244786,12.6618020878031,12.6618020878031,12.262885116039627,16.36687623138446,14.585441171828306,15.615304642630344,11.579378613916527,32.68359364296661
AW kernel support bw6 [uv-pixels],22.460718640303792,22.743653279441737,22.460718640303792,22.460718640303792,29.579520923061246,47.38843594232701,24.720823882325877,28.105480765637036,24.671939441810782,16.620656934606277,17.809596343445246,22.998024579536278,22.998024579536278,22.438150040595282,22.438150040595282,23.21610364030463,14.808163329334151,14.808163329334151,14.127932879722636,20.795751863335532,21.29706851448629,18.833741072056267,12.936433738164359,45.002001756713305
