,01c [otf],01s [otf],02A [otf],02B [otf],13c [otf],13s [Bmax=40000] [otf],14c [otf],14s [otf],15c [otf],15s [Bmax=13000] [otf],22 [otf],27 [otf],33 [otf],37a [otf],37b [otf],37c [otf],38a [otf],38b [otf],max_Band5_MID_continuum [otf],max_Band5_MID_spectral [otf],max_LOW_continuum [otf],max_LOW_spectral [otf],max_MID_continuum [otf],max_MID_spectral [otf]
Delta W snapshot0 [lambda],2.0193906708802882,4.505030871892392,1.9537886382973932,1.9537886382973932,77.348805121291,277.00227917207366,157.49392001391368,237.39603610902492,173.39006725552025,258.7557185520394,4522.929092721261,132.49525908016275,132.49525908016275,144.52258352742174,144.52258352742174,131.74798740235855,3163.322668360416,3163.322668360416,4364.814847166111,6690.8544320543015,2.258488245959257,3.4412125258781274,34.80703089190733,53.129620472168114
Delta W snapshot1 [lambda],2.92605587005103,6.527697793966527,2.8309998636554066,2.8309998636554066,116.0232076819365,415.5034187581105,236.24088002087052,356.0940541635374,260.0851008832804,388.1335778280591,6784.393639081892,198.74288862024414,198.74288862024414,216.78387529113263,216.78387529113263,197.62198110353782,4744.984002540624,4744.984002540624,6547.2222707491665,10036.281648081453,3.2725033767981064,4.986246721170348,52.21054633786099,79.69443070825217
Delta W snapshot2 [lambda],4.286053668807143,9.56169817707773,4.146816701692426,4.146816701692426,154.697610242582,554.0045583441473,314.98784002782736,474.79207221804984,346.7801345110405,517.5114371040788,9045.858185442523,264.9905181603255,264.9905181603255,289.0451670548435,289.0451670548435,263.4959748047171,6326.645336720832,6326.645336720832,8729.629694332221,13381.708864108603,4.793526073056381,7.303798014108679,69.61406178381466,106.25924094433623
Delta W snapshot3 [lambda],6.223020230671909,13.882850237872473,6.0208588649572725,6.0208588649572725,232.046415363873,831.006837516221,472.48176004174104,712.1881083270748,520.1702017665608,672.7648682353025,13568.787278163783,397.4857772404883,397.4857772404883,433.56775058226526,433.56775058226526,395.24396220707564,9489.968005081248,9489.968005081248,13094.444541498333,20072.563296162905,6.959831125303015,10.604552885869332,104.42109267572198,159.38886141650434
Delta W snapshot4 [lambda],9.107864046215179,20.318608626290175,8.811985491096406,8.811985491096406,386.744025606455,1385.0113958603683,787.4696000695684,1186.9801805451248,866.9503362776013,1293.7785927601972,22614.645463606306,662.4762954008138,662.4762954008138,722.6129176371087,722.6129176371087,658.7399370117928,15816.61334180208,15816.61334180208,21824.074235830554,33454.27216027151,10.18624290524481,15.520570779980941,174.03515445953664,265.64810236084054
Delta W snapshot5 [lambda],13.270281551499037,29.604488586721434,12.839182480240012,12.839182480240012,541.441635849037,1939.0159542045158,1102.4574400973956,1661.7722527631745,1213.7304707886417,1811.290029864276,31660.503649048827,927.4668135611394,927.4668135611394,1011.6580846919522,1011.6580846919522,922.2359118165099,22143.25867852291,22143.25867852291,30553.703930162774,46835.98102438011,14.841494187732259,22.613682312913408,243.6492162433513,371.90734330517677
Delta W snapshot6 [lambda],19.369665618647662,43.211520607947435,18.740421632648466,18.740421632648466,850.836856334201,2216.0182333765893,1732.4331201530504,2611.3563971992744,1907.2907398107227,2846.312904072434,49752.22001993388,1457.4478498817905,1457.4478498817905,1589.7484188016392,1589.7484188016392,1449.227861425944,34796.549351964575,34796.549351964575,48012.96331882722,73599.39875259732,21.66305052246634,33.007548717606525,382.87733981098063,584.4258251938493
Delta W snapshot7 [lambda],32.96964360620879,73.55152443905946,31.898590013018662,31.898590013018662,1160.232076819365,4155.034187581105,2362.408800208705,3560.940541635374,2600.851008832804,3881.3357782805915,67843.93639081891,1987.4288862024414,1987.4288862024414,2167.838752911326,2167.838752911326,1976.2198110353781,47449.840025406236,47449.840025406236,65472.22270749166,100362.81648081452,36.87327748504909,56.183061646989835,522.1054633786099,796.9443070825217
Delta W snapshot8 [lambda],,,,,1392.278492183238,4986.041025097326,2834.890560250446,4273.128649962448,3121.0212105993646,4657.60293393671,81412.7236689827,2384.91466344293,2384.91466344293,2601.4065034935916,2601.4065034935916,2371.463773242454,56939.80803048749,56939.80803048749,78566.66724899,120435.37977697742,,,626.5265560543319,956.333168499026
Delta W snapshot9 [lambda],,,,,1701.673712668402,6094.05014178562,3464.8662403061007,5222.712794398549,3814.5814796214454,5692.625808144868,99504.44003986775,2914.895699763581,2914.895699763581,3179.4968376032784,3179.4968376032784,2898.455722851888,69593.09870392915,69593.09870392915,96025.92663765444,147198.79750519464,,,765.7546796219613,1168.8516503876986
Delta W snapshot10 [lambda],,,,,2011.068933153566,7202.059258473915,4094.8419203617555,6172.296938834648,4508.141748643527,6727.648682353025,117596.1564107528,3444.876736084232,3444.876736084232,3757.5871717129653,3757.5871717129653,3425.4476724613223,82246.38937737081,82246.38937737081,113485.18602631889,173962.21523341184,,,904.9828031895905,1381.370132276371
Delta W snapshot11 [lambda],,,,,2320.46415363873,8310.06837516221,4724.81760041741,7121.881083270748,5201.702017665608,7762.671556561183,135687.87278163782,3974.857772404883,3974.857772404883,4335.677505822652,4335.677505822652,3952.4396220707563,94899.68005081247,94899.68005081247,130944.44541498332,200725.63296162905,,,1044.2109267572198,1593.8886141650435
Delta W max0 [lambda],2.0193906708802882,4.505030871892392,1.9537886382973932,1.9537886382973932,77.348805121291,277.00227917207366,157.49392001391368,237.39603610902492,173.39006725552025,258.7557185520394,4522.929092721261,132.49525908016275,132.49525908016275,144.52258352742174,144.52258352742174,131.74798740235855,3163.322668360416,3163.322668360416,4364.814847166111,6690.8544320543015,2.258488245959257,3.4412125258781274,34.80703089190733,53.129620472168114
Delta W max1 [lambda],2.92605587005103,6.527697793966527,2.8309998636554066,2.8309998636554066,116.0232076819365,415.5034187581105,236.24088002087052,356.0940541635374,260.0851008832804,388.1335778280591,6784.393639081892,198.74288862024414,198.74288862024414,216.78387529113263,216.78387529113263,197.62198110353782,4744.984002540624,4744.984002540624,6547.2222707491665,10036.281648081453,3.2725033767981064,4.986246721170348,52.21054633786099,79.69443070825217
Delta W max2 [lambda],4.286053668807143,9.56169817707773,4.146816701692426,4.146816701692426,154.697610242582,554.0045583441473,314.98784002782736,474.79207221804984,346.7801345110405,517.5114371040788,9045.858185442523,264.9905181603255,264.9905181603255,289.0451670548435,289.0451670548435,263.4959748047171,6326.645336720832,6326.645336720832,8729.629694332221,13381.708864108603,4.793526073056381,7.303798014108679,69.61406178381466,106.25924094433623
Delta W max3 [lambda],6.223020230671909,13.882850237872473,6.0208588649572725,6.0208588649572725,232.046415363873,831.006837516221,472.48176004174104,712.1881083270748,520.1702017665608,672.7648682353025,13568.787278163783,397.4857772404883,397.4857772404883,433.56775058226526,433.56775058226526,395.24396220707564,9489.968005081248,9489.968005081248,13094.444541498333,20072.563296162905,6.959831125303015,10.604552885869332,104.42109267572198,159.38886141650434
Delta W max4 [lambda],9.107864046215179,20.318608626290175,8.811985491096406,8.811985491096406,386.744025606455,1385.0113958603683,787.4696000695684,1186.9801805451248,866.9503362776013,1293.7785927601972,22614.645463606306,662.4762954008138,662.4762954008138,722.6129176371087,722.6129176371087,658.7399370117928,15816.61334180208,15816.61334180208,21824.074235830554,33454.27216027151,10.18624290524481,15.520570779980941,174.03515445953664,265.64810236084054
Delta W max5 [lambda],13.270281551499037,29.604488586721434,12.839182480240012,12.839182480240012,541.441635849037,1939.0159542045158,1102.4574400973956,1661.7722527631745,1213.7304707886417,1811.290029864276,31660.503649048827,927.4668135611394,927.4668135611394,1011.6580846919522,1011.6580846919522,922.2359118165099,22143.25867852291,22143.25867852291,30553.703930162774,46835.98102438011,14.841494187732259,22.613682312913408,243.6492162433513,371.90734330517677
Delta W max6 [lambda],19.369665618647662,43.211520607947435,18.740421632648466,18.740421632648466,850.836856334201,2216.0182333765893,1732.4331201530504,2611.3563971992744,1907.2907398107227,2846.312904072434,49752.22001993388,1457.4478498817905,1457.4478498817905,1589.7484188016392,1589.7484188016392,1449.227861425944,34796.549351964575,34796.549351964575,48012.96331882722,73599.39875259732,21.66305052246634,33.007548717606525,382.87733981098063,584.4258251938493
Delta W max7 [lambda],33.47075398311001,73.55152443905946,33.47075398311001,33.47075398311001,1160.232076819365,4155.034187581105,2362.408800208705,3560.940541635374,2600.851008832804,3881.3357782805915,67843.93639081891,1987.4288862024414,1987.4288862024414,2167.838752911326,2167.838752911326,1976.2198110353781,47449.840025406236,47449.840025406236,65472.22270749166,100362.81648081452,36.87327748504909,56.183061646989835,522.1054633786099,796.9443070825217
Delta W max8 [lambda],,,,,1392.278492183238,4986.041025097326,2834.890560250446,4273.128649962448,3121.0212105993646,4657.60293393671,81412.7236689827,2384.91466344293,2384.91466344293,2601.4065034935916,2601.4065034935916,2371.463773242454,56939.80803048749,56939.80803048749,78566.66724899,120435.37977697742,,,626.5265560543319,956.333168499026
Delta W max9 [lambda],,,,,1701.673712668402,6094.05014178562,3464.8662403061007,5222.712794398549,3814.5814796214454,5692.625808144868,99504.44003986775,2914.895699763581,2914.895699763581,3179.4968376032784,3179.4968376032784,2898.455722851888,69593.09870392915,69593.09870392915,96025.92663765444,147198.79750519464,,,765.7546796219613,1168.8516503876986
Delta W max10 [lambda],,,,,2011.068933153566,7202.059258473915,4094.8419203617555,6172.296938834648,4508.141748643527,6727.648682353025,117596.1564107528,3444.876736084232,3444.876736084232,3757.5871717129653,3757.5871717129653,3425.4476724613223,82246.38937737081,82246.38937737081,113485.18602631889,173962.21523341184,,,904.9828031895905,1381.370132276371
Delta W max11 [lambda],,,,,2320.46415363873,8310.06837516221,4724.81760041741,7121.881083270748,5201.702017665608,7762.671556561183,135687.87278163782,3974.857772404883,3974.857772404883,4335.677505822652,4335.677505822652,3952.4396220707563,94899.68005081247,94899.68005081247,130944.44541498332,200725.63296162905,,,1044.2109267572198,1593.8886141650435
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [pixels],5.392450840513446,4.071880408767995,5.260012510587015,5.260012510587015,9.152679015554208,9.87073038993468,8.353919081117834,4.126724302868914,7.936134759243852,3.8718198639831973,4.282516153042142,8.464685466383784,8.464685466383784,8.810265036659171,8.810265036659171,8.42866429180648,4.87502149385864,4.87502149385864,4.627279833087469,2.6352554827997285,5.128728970542619,2.907259033566545,11.347836922875391,6.433310535059045
W kernel support pred1 [pixels],7.130319106716325,5.3830599609372936,6.955062619584535,6.955062619584535,12.429005416418994,13.405366474285701,11.34308271713278,5.599648001523167,10.775178395987616,5.2535205510590215,5.811206110306787,11.493659210015505,11.493659210015505,11.963466279515057,11.963466279515057,11.444691393801865,6.615887197554026,6.615887197554026,6.279413018069951,3.5748146381095256,6.781339866096421,3.842650812635595,15.414308262290598,8.732815072783046
W kernel support pred2 [pixels],9.508062850681558,7.176336583561802,9.27413924765735,9.27413924765735,15.446463906175998,16.66118633834177,14.095619874394425,6.954635112264165,13.389250722546441,6.5245006758570865,7.2175528433435545,14.282918920348106,14.282918920348106,14.867327441797817,14.867327441797817,14.222008416954969,8.217674906287943,8.217674906287943,7.799460791864861,4.438769494874265,9.042271994862139,5.12149599921572,19.161058595562093,10.849403895741597
W kernel support pred3 [pixels],12.598422354168164,9.506015693866534,12.28811918445195,12.28811918445195,20.991711524044458,22.645511120944803,19.153010291475344,9.441220093930236,18.191718463472004,7.95087650338022,9.798521623175422,19.407925227211976,19.407925227211976,20.20336460102303,20.20336460102303,19.325024758854994,11.157876754581512,11.157876754581512,10.589406030012343,6.023400507055229,11.98055804801518,6.782131091528474,26.05008225360587,14.736344845531333
W kernel support pred4 [pixels],16.800383235331687,12.67197591288658,16.386015704372525,16.386015704372525,30.920476040867733,33.363396469236804,28.20539702350636,13.883438600631601,26.786344775602238,13.022606481647292,14.40973238431258,28.581749437083783,28.581749437083783,29.756253261913766,29.756253261913766,28.459354260096397,16.41248785277089,16.41248785277089,15.574863585835221,8.851883893974907,15.975332983597642,9.037681554361358,38.394973313659044,21.688033376827715
W kernel support pred5 [pixels],22.337567060778696,16.84127290175738,21.785735018019327,21.785735018019327,39.93041330810976,43.09230943214884,36.4172568201744,17.904776084292074,34.58151557293069,16.793231430808955,18.5844220581712,36.904171164752505,36.904171164752505,38.4238450973331,38.4238450973331,36.74581737934518,21.17122810854956,21.17122810854956,20.089240827662234,11.410004591834053,21.238846574363176,12.006153338314952,49.607290519134914,27.988702664519597
W kernel support pred6 [pixels],29.75551067607972,22.422445537750225,29.018994710843167,29.018994710843167,56.35042395937057,47.70611257772486,51.376866814385124,25.212533616030246,48.77899130620049,23.644184885122527,26.171653051090242,52.066044108708,52.066044108708,54.21728798531264,54.21728798531264,51.84190539782122,29.82326769423221,29.82326769423221,28.29569208749705,16.053645017922722,28.289134743184235,15.976841343522354,70.06190649834488,39.45487082537573
W kernel support pred7 [pixels],45.09913102949984,33.56641753457723,45.09913102949984,45.09913102949984,71.42809830808416,77.12134191864662,65.10754714579267,31.901892616167043,61.807083085567186,29.914183846999055,33.11763975123785,65.98322688233797,65.98322688233797,68.71694048943581,68.71694048943581,65.69842733646163,37.747439495923125,37.747439495923125,35.810445126647636,20.299174323555885,42.379542670670745,23.896104300265325,88.86532835681545,49.96721801015469
W kernel support pred8 [pixels],,,,,82.137163680017,88.69653562121077,74.85677333786668,36.642091623715125,71.05584736825868,34.35657918784542,38.04011267326382,75.86532284440591,75.86532284440591,79.01406297907695,79.01406297907695,75.53730575458745,43.364903573771564,43.364903573771564,41.1369795088014,23.30491662981052,,,102.23158116080428,57.42511121290372
W kernel support pred9 [pixels],,,,,95.81828356918626,103.48771772001373,87.30820362601635,42.68560370133942,82.866322259672,40.01969416166926,44.316487265883126,88.48694732596725,88.48694732596725,92.16736314295377,92.16736314295377,88.10357135758602,50.52940240765623,50.52940240765623,47.929655161501785,27.134048311124182,,,119.31946687080882,66.94320797793277
W kernel support pred10 [pixels],,,,,108.95888502426656,117.69802844753056,99.2642824444789,48.47829526622717,94.20519082375563,45.447070517709264,50.332844761199425,100.6069389458749,100.6069389458749,104.7994705505116,104.7994705505116,100.17024616157438,57.399049440960304,57.399049440960304,54.442017450358904,30.801253656859412,,,135.74417935071617,76.07583789271027
W kernel support pred11 [pixels],,,,,121.6641394843045,131.44060575139181,110.82127955140018,54.068553968822386,105.16404968696618,50.68416202422373,56.13936304590174,112.32280443919234,112.32280443919234,117.01174586027832,117.01174586027832,111.8344347286361,64.0308117471032,64.0308117471032,60.728198402565276,34.33766586385719,,,151.63514265467873,84.8976854320727
"W kernel support pred, ff0 [pixels]",11.361273083037577,10.79723159255689,11.299014630114074,11.299014630114074,13.556235951095214,14.051025529504244,13.03027106448153,10.818033715601414,12.766449581495964,10.72338514924904,10.878416456500775,13.101560977410625,13.101560977410625,13.32744424172088,13.32744424172088,13.078317236708003,11.125009418673933,11.125009418673933,11.018698591653099,10.341400846095564,11.238499048061675,10.414036445502497,15.125257116101334,11.890646931117821
"W kernel support pred, ff1 [pixels]",12.281752748024358,11.356818856662557,12.180841351989693,12.180841351989693,15.952434787247139,16.724349024996553,15.121690564474475,11.461067041988821,14.700492150447149,11.295993899626518,11.565903183775443,15.234966427136431,15.234966427136431,15.592450911293383,15.592450911293383,15.19805780681737,11.990411311158566,11.990411311158566,11.808091626147993,10.619759870017878,12.082490239164631,10.71288781178301,18.3739189941863,13.276372211392191
"W kernel support pred, ff2 [pixels]",13.798668746386758,12.30852577527331,13.638535800625318,13.638535800625318,18.400903434472934,19.431807177947874,17.282548991494952,12.180597257307936,16.711434256556508,11.94023069581403,12.33260187658941,17.435646615059557,17.435646615059557,17.91751727393152,17.91751727393152,17.385785096219784,12.943345041581583,12.943345041581583,12.681939466967865,10.940871749025593,13.481939134600339,11.235200099240895,21.613564409938586,14.754984408427307
"W kernel support pred, ff3 [pixels]",16.08478305150567,13.797258219372312,15.842912392969167,15.842912392969167,23.251923634587758,24.755184788824238,21.60642967325607,13.752695621660214,20.759061169865756,12.775618856713113,14.000393780170482,21.832717687568145,21.832717687568145,22.542758065548913,22.542758065548913,21.759057468795802,14.983264453063306,14.983264453063306,14.564872813329396,11.673960496266604,15.6055685939943,12.082934334948495,27.90352639756544,17.80898254832145
"W kernel support pred, ff4 [pixels]",19.5512883681361,16.14245872030583,19.19639316809132,19.19639316809132,32.497320483293315,34.82981802943396,29.92564821776834,17.1099347566701,28.592101469416924,16.41914369191774,17.539680367313046,30.280627484981867,30.280627484981867,31.39163277351393,31.39163277351393,30.165126303426398,19.218994706210626,19.218994706210626,18.508818863379044,13.354993390953528,18.84704921033589,13.47886077819797,39.675861373845315,23.882436888943996
"W kernel support pred, ff5 [pixels]",24.473800321870435,19.586435943056802,23.971196262918408,23.971196262918408,41.163550708806326,44.23739517869541,37.76528292369248,20.50807174330725,35.99835023054318,19.545143179028127,21.104045660399812,38.23503431876778,38.23503431876778,39.70380173313191,39.70380173313191,38.08221494183586,23.414117528197362,23.414117528197362,22.440534686852075,15.171954547311106,23.475276437335907,15.625226973811653,50.605170414196344,29.72149856320987
"W kernel support pred, ff6 [pixels]",31.390928874346713,24.551294546181772,30.69368101137339,30.69368101137339,57.23085077474216,48.74292951063321,52.34102065935538,27.123271398182315,49.793473396122735,25.671920046655192,28.01705593788614,53.01766638706316,53.01766638706316,55.13179043421614,55.13179043421614,52.79756770227815,31.455163263951352,31.455163263951352,30.010767912708314,18.913474518487476,30.004585391536963,18.84832775914312,70.77196296686154,40.70241800983185
"W kernel support pred, ff7 [pixels]",46.19449772013973,35.0243399096339,46.19449772013973,46.19449772013973,72.12470608542772,77.7669684334731,65.87103077485285,33.43248050165368,62.61082589733348,31.54137592483973,34.59448023446471,66.7366932789308,66.7366932789308,69.4407510776537,69.4407510776537,66.45512286110325,39.049573473962255,39.049573473962255,37.18047848224443,22.62866496764912,43.543376499476956,25.904127098382585,89.42620747837083,50.95805015573425
"W kernel support pred, ff8 [pixels]",,,,,82.7436623397702,89.25847540264573,75.52176186078253,37.98213894135945,71.75606904799952,35.78232152181707,39.33255867846137,76.52154735945906,76.52154735945906,79.64434787517277,79.64434787517277,76.19635529775705,44.5029758776029,44.5029758776029,42.33498651361007,25.359793751574934,,,102.71950246490736,58.28930774862883
"W kernel support pred, ff9 [pixels]",,,,,96.33869142844422,103.96974424753213,87.87902150343923,43.84131343091584,83.46752281482789,41.25016267596462,45.43072796673174,89.05020969693727,89.05020969693727,92.70826731594714,92.70826731594714,88.66926911823087,51.50942154280957,51.50942154280957,48.96173857105642,28.91810121274253,,,119.73777672202723,67.68598890743019
"W kernel support pred, ff10 [pixels]",,,,,109.41681144015915,118.12208049486647,99.76671674069105,49.498940513100926,94.73446035176539,46.53424780354399,51.31661779341074,101.10270107202378,101.10270107202378,105.27549110627577,105.27549110627577,100.66815889878193,58.26363253973961,58.26363253973961,55.35280719227511,32.38390382326064,,,136.11202087839047,76.7302620292537
"W kernel support pred, ff11 [pixels]",,,,,122.0744151591819,131.82045683539718,111.27154174095725,54.98553017185029,105.63842741428279,51.66124543695945,57.02304870137652,112.76707142195829,112.76707142195829,117.43827599752291,117.43827599752291,112.28063408742206,64.80698151428571,64.80698151428571,61.54603221346874,35.7641621875573,,,151.96452378073235,85.48460090404102
W kernel support bw0 [pixels],2.500210065052879,4.071880408767995,5.260012510587015,5.260012510587015,2.303745971928426,9.87073038993468,2.1033165776747054,4.126724302868914,1.998444553700376,3.8718198639831978,4.282516153042142,1.3830828278708382,1.3830828278708382,1.4393330989131947,1.4393330989131947,2.1220762160065294,2.260650409667044,2.260650409667044,2.145929158502021,2.6352554827997285,2.378119575540295,2.907259033566545,1.3243784171161532,6.433310535059045
W kernel support bw1 [pixels],3.304383963301994,5.3830599609372936,6.955062619584535,6.955062619584535,3.1248892537017228,13.405366474285701,2.85289208069638,5.599648001523167,2.7105812374351546,5.253520551059022,5.811206110306787,1.875656424279072,1.875656424279072,1.9519682091539157,1.9519682091539157,2.878349412240168,3.0664037757587965,3.0664037757587965,2.9107187506136403,3.5748146381095256,3.1429493499497183,3.842650812635595,1.796017216069556,8.732815072783048
W kernel support bw2 [pixels],4.4036757420315995,7.176336583561802,9.27413924765735,9.27413924765735,3.879875944460167,16.66118633834177,3.5420304478243367,6.954635112264165,3.36527571418084,6.524500675857088,7.2175528433435545,2.32839496178523,2.32839496178523,2.4231562885676685,2.4231562885676685,3.573649904239241,3.8072298461191734,3.8072298461191734,3.613854734699576,4.438769494874265,4.188412415494922,5.12149599921572,2.2295038214448257,10.849403895741597
W kernel support bw3 [pixels],5.830910907090811,9.506015693866534,12.28811918445195,12.28811918445195,5.2644592695515735,22.645511120944803,4.8057484087005795,9.441220093930236,4.565778150291675,7.950876503380222,9.798521623175422,3.1583410885698484,3.1583410885698484,3.2869470980170252,3.2869470980170252,4.848677815433754,5.165819802303231,5.165819802303231,4.903264101777668,6.023400507055229,5.545688918445234,6.782131091528474,3.0241349574512495,14.736344845531335
W kernel support bw4 [pixels],7.76905195600006,12.67197591288658,16.386015704372525,16.386015704372525,7.7353434436095405,33.363396469236804,7.060638511216903,13.883438600631601,6.707717125845244,13.022606481647296,14.40973238431258,4.638462893287856,4.638462893287856,4.8274950958865634,4.8274950958865634,7.1237775054295165,7.590248206599723,7.590248206599723,7.204062413507661,8.851883893974907,7.388711389932,9.037681554361358,4.4412101747743655,21.688033376827715
W kernel support bw5 [pixels],10.319165312137494,16.84127290175738,21.785735018019327,21.785735018019327,9.969529964123724,43.09230943214884,9.099225107572595,17.904776084292074,8.644036118256532,16.79323143080896,18.5844220581712,5.97583705452005,5.97583705452005,6.219534590790941,6.219534590790941,9.180663526317879,9.782361409105597,9.782361409105597,9.284218676888326,11.410004591834053,9.813487493741935,12.006153338314952,5.721553044533069,27.9887026645196
W kernel support bw6 [pixels],13.729253223655908,22.422445537750225,29.018994710843167,29.018994710843167,14.024038328002504,47.70611257772486,12.798128722885153,25.212533616030246,12.157055115697046,23.64418488512253,26.171653051090242,8.400783912172244,8.400783912172244,8.74374536609114,8.74374536609114,12.912831647775194,13.760371250940901,13.760371250940901,13.058688479737045,16.053645017922722,13.055675813120097,15.976841343522354,8.042949678701891,39.454870825375735
W kernel support bw7 [pixels],20.763236928517056,33.56641753457723,45.09913102949984,45.09913102949984,17.729818027026194,77.12134191864662,16.178241299179906,31.901892616167043,15.366972803588009,29.914183846999062,33.11763975123785,10.615064055462375,10.615064055462375,11.048812329566239,11.048812329566239,16.32340398156613,17.396084233011454,17.396084233011454,16.50799705116499,20.299174323555885,19.51826796626213,23.896104300265325,10.162532802292406,49.96721801015469
W kernel support bw8 [pixels],,,,,20.35283531747477,88.69653562121077,18.57040327883632,36.642091623715125,17.63851021893093,34.356579187845426,38.04011267326382,12.18126300188611,12.18126300188611,12.679303895170865,12.679303895170865,18.737155685922104,19.969428959233888,19.969428959233888,18.949205486326,23.30491662981052,,,11.661675346906287,57.42511121290373
W kernel support bw9 [pixels],,,,,23.693733225302555,103.48771772001373,21.616880546418592,42.68560370133942,20.53117311613462,40.019694161669264,44.316487265883126,14.174864328129052,14.174864328129052,14.754829795821024,14.754829795821024,21.811164829184097,23.24697214266036,23.24697214266036,22.058229048406126,27.134048311124182,,,13.569836308031721,66.94320797793279
W kernel support bw10 [pixels],,,,,26.892690856130894,117.69802844753056,24.533545305495924,48.47829526622717,23.30038299870363,45.44707051770927,50.332844761199425,16.082531838225876,16.082531838225876,16.740977082584433,16.740977082584433,24.754224880586914,26.385179839456786,26.385179839456786,25.034858788032462,30.801253656859412,,,15.39566198408457,76.07583789271027
W kernel support bw11 [pixels],,,,,29.976975569164175,131.44060575139181,27.345321724578813,54.068553968822386,25.969836151986748,50.684162024223745,56.13936304590174,17.920729937938237,17.920729937938237,18.654873233059078,18.654873233059078,27.591479519271086,29.410815968823496,29.410815968823496,27.90451743433649,34.33766586385719,,,17.154924326634728,84.8976854320727
"W kernel support bw, ff0 [pixels]",10.307815014317619,10.79723159255689,11.299014630114074,11.299014630114074,10.2619318601897,14.051025529504244,10.218803287367912,10.818033715601414,10.19773409313141,10.72338514924904,10.878416456500775,10.095192821771716,10.095192821771716,10.103052992518007,10.103052992518007,10.222681031243251,10.252343160211122,10.252343160211122,10.22765916294189,10.341400846095564,10.27888382634846,10.414036445502497,10.087317690631295,11.890646931117821
"W kernel support bw, ff1 [pixels]",10.531806747986188,11.356818856662557,12.180841351989693,12.180841351989693,10.476876101582022,16.724349024996553,10.398990009808651,11.461067041988821,10.360851830073408,11.295993899626518,11.565903183775443,10.174383864487291,10.174383864487291,10.188728080067087,10.188728080067087,10.406002851188507,10.459580876688502,10.459580876688502,10.41500281541843,10.619759870017878,10.482276976704506,10.71288781178301,10.160003830728522,13.276372211392191
"W kernel support bw, ff2 [pixels]",10.926681108230328,12.308525775273312,13.638535800625318,13.638535800625318,10.726296534424204,19.431807177947874,10.608768999903555,12.180597257307936,10.551070117881663,11.94023069581403,12.33260187658941,10.267493515852193,10.267493515852193,10.28939679470206,10.28939679470206,10.61936785491816,10.70023360030895,10.70023360030895,10.632965063589298,10.940871749025593,10.841715665072202,11.235200099240895,10.245520352321646,14.754984408427308
"W kernel support bw, ff3 [pixels]",11.575816256594202,13.797258219372312,15.842912392969167,15.842912392969167,11.301085408082157,24.755184788824238,11.094828424438484,13.752695621660214,10.993012786205648,12.775618856713114,14.000393780170482,10.486902232392012,10.486902232392012,10.52634890287998,10.52634890287998,11.113490745840364,11.255473967357759,11.255473967357759,11.13741437012117,11.673960496266604,11.434800635785754,12.082934334948495,10.447267214007626,17.80898254832145
"W kernel support bw, ff4 [pixels]",12.663260571236316,16.14245872030583,19.19639316809132,19.19639316809132,12.64260804543877,34.82981802943396,12.241430316187698,17.1099347566701,12.041323392399923,16.41914369191774,17.539680367313046,11.023399566939789,11.023399566939789,11.104265347190188,11.104265347190188,12.2779560980997,12.554356528225185,12.554356528225185,12.3247115689461,13.354993390953528,12.433545592618016,13.47886077819797,10.941862173164097,23.882436888943996
"W kernel support bw, ff5 [pixels]",14.36959194755445,19.586435943056806,23.971196262918408,23.971196262918408,14.120606492129182,44.23739517869541,13.520203310537882,20.50807174330725,13.218145120012997,19.545143179028127,21.104045660399816,11.649490482513597,11.649490482513597,11.776358118112961,11.776358118112961,13.575145773930512,13.98908841698981,13.98908841698981,13.645391765731096,15.171954547311106,14.01087209240843,15.625226973811653,11.521118402369,29.721498563209874
"W kernel support bw, ff6 [pixels]",16.98506385266968,24.551294546181776,30.69368101137339,30.69368101137339,17.224216993096764,48.74292951063321,16.241677832278842,27.123271398182315,15.741473536047879,25.671920046655195,28.017055937886145,13.060366393750675,13.060366393750675,13.283564394658546,13.283564394658546,16.33221421497357,17.01022683457575,17.01022683457575,16.447776287717957,18.913474518487476,16.445384487365722,18.84832775914312,12.833122750684295,40.70241800983186
"W kernel support bw, ff7 [pixels]",23.045867476615726,35.0243399096339,46.19449772013973,46.19449772013973,20.355501646273986,77.7669684334731,19.019345192053542,33.43248050165368,18.33422627618121,31.541375924839734,34.59448023446471,14.583538147567939,14.583538147567939,14.902223119185102,14.902223119185102,19.142975671128273,20.06548645415879,20.06548645415879,19.3006208874552,22.62866496764912,21.930863740464364,25.904127098382585,14.257526887846613,50.95805015573425
"W kernel support bw, ff8 [pixels]",,,,,22.676814270532983,89.25847540264573,21.091701636866922,37.98213894135945,20.276021373615947,35.78232152181707,39.332558678461375,15.760176658943877,15.760176658943877,16.14821189067369,16.14821189067369,21.23866764179154,22.333340389603368,22.333340389603368,21.425974623409957,25.359793751574934,,,15.362118079764974,58.289307748628836
"W kernel support bw, ff9 [pixels]",,,,,25.71756197915748,103.96974424753213,23.817840467979675,43.84131343091584,22.837010958632238,41.25016267596462,45.430727966731745,17.34724124236662,17.34724124236662,17.82428125629889,17.82428125629889,23.994309975613746,25.30655475961963,25.30655475961963,24.219113706986633,28.91810121274253,,,16.856466338671815,67.68598890743019
