,01c [otf],01s [otf],02A [otf],02B [otf],13c [otf],13s [Bmax=40000] [otf],14c [otf],14s [otf],15c [otf],15s [Bmax=13000] [otf],22 [otf],27 [otf],33 [otf],37a [otf],37b [otf],37c [otf],38a [otf],38b [otf],max_Band5_MID_continuum [otf],max_Band5_MID_spectral [otf],max_LOW_continuum [otf],max_LOW_spectral [otf],max_MID_continuum [otf],max_MID_spectral [otf]
Delta W snapshot0 [lambda],1.5846522014015505,3.6949950703631727,1.5886332840200073,1.5886332840200073,59.06861256915183,226.95267334914692,120.25280806496524,197.6378428381906,132.42217928050698,218.10089988423303,3659.6427908473156,100.53254292761962,100.53254292761962,109.64697983688562,109.64697983688562,100.55668585275647,2448.375123742707,2448.375123742707,3378.2754463648744,5586.33782902875,1.8256956736032406,2.8840636778461417,24.524019154196207,44.14782182435384
Delta W snapshot1 [lambda],2.2961286999900015,5.353972448893576,2.3018972074575617,2.3018972074575617,88.60291885372774,340.42901002372037,180.37921209744786,296.4567642572859,198.63326892076046,327.15134982634953,5489.464186270973,150.79881439142943,150.79881439142943,164.47046975532842,164.47046975532842,150.83502877913472,3672.5626856140602,3672.5626856140602,5067.413169547312,8379.506743543125,2.645395771955716,4.178949410756655,36.78602873129431,66.22173273653077
Delta W snapshot2 [lambda],3.3633434478726785,7.842438516689183,3.3717930926138933,3.3717930926138933,118.13722513830366,453.90534669829384,240.50561612993047,395.2756856763812,264.84435856101396,436.20179976846606,7319.285581694631,201.06508585523923,201.06508585523923,219.29395967377124,219.29395967377124,201.11337170551295,4896.750247485414,4896.750247485414,6756.550892729749,11172.6756580575,3.874945919484429,6.121278010122424,49.048038308392414,88.29564364870768
Delta W snapshot3 [lambda],4.88331596758437,11.38661746173141,4.895584201775941,4.895584201775941,177.2058377074555,680.8580200474407,360.7584241948957,592.9135285145718,397.2665378415209,567.0623396990059,10978.928372541946,301.59762878285886,301.59762878285886,328.94093951065685,328.94093951065685,301.67005755826943,7345.1253712281205,7345.1253712281205,10134.826339094623,16759.01348708625,5.6261234023283535,8.887624803158518,73.57205746258862,132.44346547306154
Delta W snapshot4 [lambda],7.147104826729442,16.665181847964515,7.165060321804523,7.165060321804523,295.34306284575916,1134.7633667457346,601.2640403248262,988.1892141909531,662.1108964025349,1090.504499421165,18298.213954236577,502.66271463809807,502.66271463809807,548.2348991844281,548.2348991844281,502.7834292637824,12241.875618713533,12241.875618713533,16891.377231824372,27931.68914514375,8.234260078904411,13.007715771510151,122.62009577098104,220.73910912176922
Delta W snapshot5 [lambda],10.41342875206733,24.281396176672278,10.439590152131476,10.439590152131476,413.4802879840628,1588.6687134440283,841.7696564547566,1383.4648998673342,926.9552549635488,1526.7062991896312,25617.49953593121,703.7278004933373,703.7278004933373,767.5288588581993,767.5288588581993,703.8968009692953,17138.62586619895,17138.62586619895,23647.92812455412,39104.36480320125,11.997428712249867,18.952418454417504,171.66813407937343,309.0347527704769
Delta W snapshot6 [lambda],15.199725197116912,35.44178945042227,15.237911091620479,15.237911091620479,649.7547382606701,1815.6213867931754,1322.7808887146175,2174.0162712200968,1456.6439720855767,2399.109898726563,40256.07069932047,1105.8579722038157,1105.8579722038157,1206.1167782057419,1206.1167782057419,1106.1235443803212,26932.126361169776,26932.126361169776,37161.02991001362,61449.716119316254,17.511774828439247,27.66346793036095,269.7642106961583,485.6260400678923
Delta W snapshot7 [lambda],25.87187267594368,60.326450128378326,25.936869943183794,25.936869943183794,886.0291885372775,3404.2901002372037,1803.7921209744784,2964.5676425728593,1986.3326892076047,3271.5134982634954,54894.64186270974,1507.9881439142941,1507.9881439142941,1644.7046975532842,1644.7046975532842,1508.3502877913472,36725.6268561406,36725.6268561406,50674.131695473116,83795.06743543125,29.807276303726375,47.086753924018645,367.8602873129431,662.2173273653077
Delta W snapshot8 [lambda],,,,,1063.235026244733,4085.1481202846444,2164.5505451693743,3557.481171087431,2383.5992270491256,3925.8161979161946,65873.57023525168,1809.585772697153,1809.585772697153,1973.6456370639412,1973.6456370639412,1810.0203453496165,44070.75222736872,44070.75222736872,60808.95803456774,100554.0809225175,,,441.4323447755317,794.6607928383692
Delta W snapshot9 [lambda],,,,,1299.5094765213403,4992.958813681232,2645.561777429235,4348.0325424401935,2913.2879441711534,4798.219797453126,80512.14139864095,2211.7159444076315,2211.7159444076315,2412.2335564114837,2412.2335564114837,2212.2470887606423,53864.25272233955,53864.25272233955,74322.05982002724,122899.43223863251,,,539.5284213923165,971.2520801357846
Delta W snapshot10 [lambda],,,,,1535.7839267979475,5900.76950707782,3126.573009689096,5138.583913792956,3442.976661293181,5670.623396990059,95150.71256203021,2613.84611611811,2613.84611611811,2850.8214757590263,2850.8214757590263,2614.473832171668,63657.753217310375,63657.753217310375,87835.16160548673,145244.7835547475,,,637.6244980091013,1147.8433674332
Delta W snapshot11 [lambda],,,,,1772.058377074555,6808.580200474407,3607.584241948957,5929.135285145719,3972.6653784152095,6543.026996526991,109789.28372541947,3015.9762878285883,3015.9762878285883,3289.4093951065684,3289.4093951065684,3016.7005755826945,73451.2537122812,73451.2537122812,101348.26339094623,167590.1348708625,,,735.7205746258862,1324.4346547306154
Delta W max0 [lambda],1.5846522014015505,3.6949950703631727,1.5886332840200073,1.5886332840200073,59.06861256915183,226.95267334914692,120.25280806496524,197.6378428381906,132.42217928050698,218.10089988423303,3659.6427908473156,100.53254292761962,100.53254292761962,109.64697983688562,109.64697983688562,100.55668585275647,2448.375123742707,2448.375123742707,3378.2754463648744,5586.33782902875,1.8256956736032406,2.8840636778461417,24.524019154196207,44.14782182435384
Delta W max1 [lambda],2.2961286999900015,5.353972448893576,2.3018972074575617,2.3018972074575617,88.60291885372774,340.42901002372037,180.37921209744786,296.4567642572859,198.63326892076046,327.15134982634953,5489.464186270973,150.79881439142943,150.79881439142943,164.47046975532842,164.47046975532842,150.83502877913472,3672.5626856140602,3672.5626856140602,5067.413169547312,8379.506743543125,2.645395771955716,4.178949410756655,36.78602873129431,66.22173273653077
Delta W max2 [lambda],3.3633434478726785,7.842438516689183,3.3717930926138933,3.3717930926138933,118.13722513830366,453.90534669829384,240.50561612993047,395.2756856763812,264.84435856101396,436.20179976846606,7319.285581694631,201.06508585523923,201.06508585523923,219.29395967377124,219.29395967377124,201.11337170551295,4896.750247485414,4896.750247485414,6756.550892729749,11172.6756580575,3.874945919484429,6.121278010122424,49.048038308392414,88.29564364870768
Delta W max3 [lambda],4.88331596758437,11.38661746173141,4.895584201775941,4.895584201775941,177.2058377074555,680.8580200474407,360.7584241948957,592.9135285145718,397.2665378415209,567.0623396990059,10978.928372541946,301.59762878285886,301.59762878285886,328.94093951065685,328.94093951065685,301.67005755826943,7345.1253712281205,7345.1253712281205,10134.826339094623,16759.01348708625,5.6261234023283535,8.887624803158518,73.57205746258862,132.44346547306154
Delta W max4 [lambda],7.147104826729442,16.665181847964515,7.165060321804523,7.165060321804523,295.34306284575916,1134.7633667457346,601.2640403248262,988.1892141909531,662.1108964025349,1090.504499421165,18298.213954236577,502.66271463809807,502.66271463809807,548.2348991844281,548.2348991844281,502.7834292637824,12241.875618713533,12241.875618713533,16891.377231824372,27931.68914514375,8.234260078904411,13.007715771510151,122.62009577098104,220.73910912176922
Delta W max5 [lambda],10.41342875206733,24.281396176672278,10.439590152131476,10.439590152131476,413.4802879840628,1588.6687134440283,841.7696564547566,1383.4648998673342,926.9552549635488,1526.7062991896312,25617.49953593121,703.7278004933373,703.7278004933373,767.5288588581993,767.5288588581993,703.8968009692953,17138.62586619895,17138.62586619895,23647.92812455412,39104.36480320125,11.997428712249867,18.952418454417504,171.66813407937343,309.0347527704769
Delta W max6 [lambda],15.199725197116912,35.44178945042227,15.237911091620479,15.237911091620479,649.7547382606701,1815.6213867931754,1322.7808887146175,2174.0162712200968,1456.6439720855767,2399.109898726563,40256.07069932047,1105.8579722038157,1105.8579722038157,1206.1167782057419,1206.1167782057419,1106.1235443803212,26932.126361169776,26932.126361169776,37161.02991001362,61449.716119316254,17.511774828439247,27.66346793036095,269.7642106961583,485.6260400678923
Delta W max7 [lambda],33.47075398311001,60.326450128378326,33.47075398311001,33.47075398311001,886.0291885372775,3404.2901002372037,1803.7921209744784,2964.5676425728593,1986.3326892076047,3271.5134982634954,54894.64186270974,1507.9881439142941,1507.9881439142941,1644.7046975532842,1644.7046975532842,1508.3502877913472,36725.6268561406,36725.6268561406,50674.131695473116,83795.06743543125,36.608637169026565,47.086753924018645,367.8602873129431,662.2173273653077
Delta W max8 [lambda],,,,,1063.235026244733,4085.1481202846444,2164.5505451693743,3557.481171087431,2383.5992270491256,3925.8161979161946,65873.57023525168,1809.585772697153,1809.585772697153,1973.6456370639412,1973.6456370639412,1810.0203453496165,44070.75222736872,44070.75222736872,60808.95803456774,100554.0809225175,,,441.4323447755317,794.6607928383692
Delta W max9 [lambda],,,,,1299.5094765213403,4992.958813681232,2645.561777429235,4348.0325424401935,2913.2879441711534,4798.219797453126,80512.14139864095,2211.7159444076315,2211.7159444076315,2412.2335564114837,2412.2335564114837,2212.2470887606423,53864.25272233955,53864.25272233955,74322.05982002724,122899.43223863251,,,539.5284213923165,971.2520801357846
Delta W max10 [lambda],,,,,1535.7839267979475,5900.76950707782,3126.573009689096,5138.583913792956,3442.976661293181,5670.623396990059,95150.71256203021,2613.84611611811,2613.84611611811,2850.8214757590263,2850.8214757590263,2614.473832171668,63657.753217310375,63657.753217310375,87835.16160548673,145244.7835547475,,,637.6244980091013,1147.8433674332
Delta W max11 [lambda],,,,,1772.058377074555,6808.580200474407,3607.584241948957,5929.135285145719,3972.6653784152095,6543.026996526991,109789.28372541947,3015.9762878285883,3015.9762878285883,3289.4093951065684,3289.4093951065684,3016.7005755826945,73451.2537122812,73451.2537122812,101348.26339094623,167590.1348708625,,,772.2134402841542,1324.4346547306154
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [pixels],4.492893033230641,3.5077543078958175,4.501385753960798,4.501385753960798,7.4690308045551905,8.493250303940535,6.816774700614376,3.5951163243329574,6.477258266028434,3.4046334882360014,3.651655536482569,6.874520163698355,6.874520163698355,7.154420814863063,7.154420814863063,6.875764077239199,4.020094578507937,4.020094578507937,3.8158507007849805,2.301005721786834,4.369835561329491,2.5457055263169828,8.71325675942929,5.595734675899325
W kernel support pred1 [pixels],5.940041707828536,4.636844130086109,5.951277846085888,5.951277846085888,10.140297731890614,11.532491034072004,9.253878817853025,4.877822790030079,8.792530183424981,4.619210900534552,4.954587044379938,9.332349518222701,9.332349518222701,9.71272401186924,9.71272401186924,9.334039892923622,5.454855357481135,5.454855357481135,5.177525156257223,3.121170401846359,5.7772355557251105,3.36454212190054,11.831582204267937,7.594864724859733
W kernel support pred2 [pixels],7.9195262387021845,6.1808117456164755,7.934519836214777,7.934519836214777,12.599642769022934,14.331221673584086,11.497316297404897,6.057650361936315,10.923653542511905,5.73631291427045,6.153036626175062,11.59489446994117,11.59489446994117,12.067905673937597,12.067905673937597,11.596996460446704,6.77469719705157,6.77469719705157,6.430064469231064,3.8752566484198145,7.702280908802448,4.483895678270563,14.703268679685111,9.434611201616868
W kernel support pred3 [pixels],10.491493234700616,8.186191611040332,10.511376518036247,10.511376518036247,17.117299988266684,19.473666946932344,15.617641905175258,8.222404093476465,14.837334071440043,6.989842738952537,8.352001192356882,15.75037873278702,15.75037873278702,16.39385849149153,16.39385849149153,15.753238125740184,9.19670011193533,9.19670011193533,8.728404423291499,5.258187087282268,10.203407324313659,5.937205736823168,19.980055370893595,12.812340979054877
W kernel support pred4 [pixels],13.987336638817128,10.910759690682614,14.013878365624528,14.013878365624528,25.200645636736308,28.67881276771872,22.98798359044011,12.08856229746552,21.836983157327346,11.445816775137184,12.279382013550741,23.183798994173014,23.183798994173014,24.133154377899903,24.133154377899903,23.18801728019808,13.523298746669342,13.523298746669342,12.833641859527718,7.726117132242162,13.602789083748922,7.91080175257003,29.426506923605128,18.850993704697306
W kernel support pred5 [pixels],18.592041728257268,14.497708809863987,18.6273733632737,18.6273733632737,32.530553652408905,37.02975239977374,29.6693240704393,15.587321389068219,28.181256183684738,14.757601231766762,15.833667143439083,29.922504844172327,29.922504844172327,31.150066728363537,31.150066728363537,29.92795897169865,17.439729562995524,17.439729562995524,16.54925180233234,9.957628141497134,18.080160451590327,10.50763788286751,37.997170686643685,24.321854910145586
W kernel support pred6 [pixels],24.757627555093116,19.297621983517832,24.804759588413617,24.804759588413617,45.87735770352655,40.988620491609296,41.83086267279895,21.943075112176963,39.72706317310662,20.772874087612824,22.29054816121401,42.188852739358246,42.188852739358246,43.92478517458538,43.92478517458538,42.196564866479605,24.556329207128964,24.556329207128964,23.299983799834987,14.00727170428132,24.07481213938993,13.980321088154275,53.61324372252791,34.27304964165543
W kernel support pred7 [pixels],45.09913102949984,28.876531255010164,45.09913102949984,45.09913102949984,58.12154510701546,66.20909306178145,52.98336691533131,27.758612759732763,50.31271382268329,26.276032440577996,28.19888103390451,53.43786447478198,53.43786447478198,55.641973926898324,55.641973926898324,53.44765580607174,31.070183862906276,31.070183862906276,29.477993686502042,17.7085954863702,42.14781065759961,20.903652721001368,67.94929860766598,43.391547842749524
W kernel support pred8 [pixels],,,,,66.81208291753849,76.12546630684736,60.89679291745352,31.878354656891883,57.82276322989726,30.174042569503637,32.384498030796564,61.4199752638652,61.4199752638652,63.95732659875298,63.95732659875298,61.43124640340675,35.685742339426355,35.685742339426355,33.85507309031947,20.328453761392637,,,78.12984423684024,49.858018008970106
W kernel support pred9 [pixels],,,,,77.9077957670038,88.79099852410718,70.99779672532941,37.12941652378962,67.407593043453,35.14198928810301,37.71968005095925,71.60888084202514,71.60888084202514,74.57275259413048,74.57275259413048,71.62204585130364,41.57003676970675,41.57003676970675,39.43476733513027,23.665322432350393,,,91.13379220918819,58.10795387726329
W kernel support pred10 [pixels],,,,,88.55855216740056,100.95327896083843,80.69124275684597,42.16116123552701,76.60442023040609,39.901954336121904,42.83218520897263,81.38690876020496,81.38690876020496,84.76123366343356,84.76123366343356,81.40189614383281,47.20981436405869,47.20981436405869,44.78204032275242,26.860416406679594,,,103.62203243981897,66.02095462398906
W kernel support pred11 [pixels],,,,,98.85070957322617,112.7101332133665,90.05614647766636,47.01585099289737,85.488426187521,44.493998633203596,47.76492842609123,90.83372573569923,90.83372573569923,94.60558976938897,94.60558976938897,90.85047802440367,52.65223621230028,52.65223621230028,49.94170083473101,29.94097103832653,,,120.09487987399693,73.6622057544424
"W kernel support pred, ff0 [pixels]",10.962941567300833,10.59737421650107,10.966424837017815,10.966424837017815,12.481443071992691,13.120034326379866,12.102413698057763,10.626611001889799,11.91448171952241,10.563689184618129,10.645871883369807,12.135033064688997,12.135033064688997,12.29576094416876,12.29576094416876,12.13573778745458,10.777808702150402,10.777808702150402,10.703304002534976,10.261317036896177,10.913086769244522,10.318944550036154,13.263515497625063,11.459155578098333
"W kernel support pred, ff1 [pixels]",11.631169136881406,11.022718516169865,11.6369114459685,11.6369114459685,14.241686630851905,15.264283456846284,13.624766903529355,11.12623724225476,13.315727055870413,11.015312494142744,11.1601045147587,13.678185096359512,13.678185096359512,13.940480900268158,13.940480900268158,13.679338460711088,11.391024842876986,11.391024842876986,11.260851066579132,10.4757674982486,11.548872268162569,10.550836160705131,15.491492421853671,12.557148171018717
"W kernel support pred, ff2 [pixels]",12.756131695992025,11.755953123194674,12.765445743540871,12.765445743540871,16.085738960551108,17.47523718458225,15.237725619086735,11.691669166866943,14.809665989374402,11.528455484167251,11.741373843083771,15.311485158830033,15.311485158830033,15.672726225997035,15.672726225997035,15.313076990063538,12.07876326913225,12.07876326913225,11.888890994473275,10.72462652455189,12.622405919558389,10.95925729479938,17.781622813090184,13.748159459566741
"W kernel support pred, ff3 [pixels]",14.49384111592813,12.923379321704797,14.508240289708597,14.508240289708597,19.824277007959576,21.89117868823068,18.544830510907513,12.946348098070688,17.892637657637724,12.200733646600417,13.029041557886396,18.656752938982432,18.656752938982432,19.203088195367144,19.203088195367144,18.65916695477786,13.585996207450938,13.585996207450938,13.273471429002084,11.298164959180848,14.28669034541792,11.629721061202025,22.34284253679406,16.252879171505857
"W kernel support pred, ff4 [pixels]",17.1943475086319,14.800158006853326,17.215945714555424,17.215945714555424,27.112221238923908,30.372262045588016,25.068852976439583,15.688637239088193,24.017781608912138,15.198905278013012,15.836136606973099,25.248535319939208,25.248535319939208,26.12296193442752,26.12296193442752,25.252408704651618,16.81902520931783,16.81902520931783,16.269676191572533,12.636965060532765,16.88300538580021,12.750717013896319,31.079242425210122,21.33916501774466
"W kernel support pred, ff5 [pixels]",21.11075592263952,17.612028864830076,21.1418787815747,21.1418787815747,34.03287999761781,38.35625845658762,31.30924449418652,18.51930312096283,29.90289618231768,17.826575501644836,18.727119778791998,31.54926775932393,31.54926775932393,32.71584718728067,32.71584718728067,31.55444070510009,20.10333721625392,20.10333721625392,19.335918266712863,14.11220600063419,20.661369798618168,14.50553183711209,39.291029258469855,26.297388202446516
"W kernel support pred, ff6 [pixels]",26.70093860066919,21.73472369777796,26.7446461602878,26.7446461602878,46.95457325817504,42.19084035433726,43.00954628859231,24.114280942599965,40.96632212391057,23.054550480541067,24.430893093118826,43.35780547333151,43.35780547333151,45.04871532722632,45.04871532722632,43.36530971330679,26.51439805330106,26.51439805330106,25.355260698178057,17.21056828223752,26.069073239126027,17.18864095057812,54.53787585202763,35.70212783209676
"W kernel support pred, ff7 [pixels]",46.19449772013973,30.559025791434824,46.19449772013973,46.19449772013973,58.97553734919956,66.9600179514883,53.918801634352235,29.504924713423666,51.29687292811547,28.11458484164949,29.919506873681915,54.365479484919156,54.365479484919156,56.533434907863445,56.533434907863445,54.375103780722235,32.63979664879672,32.63979664879672,31.12799562743246,20.33701930224513,43.3178709452446,23.172455568632078,68.6811996202291,44.52893917655821
"W kernel support pred, ff8 [pixels]",,,,,67.55630558119678,76.77946744042285,61.71239249641208,33.410020886413406,58.681103837102114,31.78793552570248,33.89329893513859,62.22871814053229,62.22871814053229,64.7343774640612,64.7343774640612,62.23984282335612,37.06038594396889,37.06038594396889,35.301076101882124,22.654933951108276,,,78.7672048537519,50.850977962894554
"W kernel support pred, ff9 [pixels]",,,,,78.54695819236527,89.35234422726694,71.69858534065506,38.45248459328814,68.14531238399142,36.53709636965076,39.022740333640506,72.3037468977048,72.3037468977048,75.24025139156164,75.24025139156164,72.3167854092412,42.75591136947932,42.75591136947932,40.682931000308436,25.691389332364,,,91.68079451241405,58.96214297158948
"W kernel support pred, ff10 [pixels]",,,,,89.12136198457813,101.44734857523316,81.30852758256201,43.33086101992557,77.25436685933455,41.13594486385304,43.98404358145956,81.99895680764436,81.99895680764436,85.34908747108655,85.34908747108655,82.01383234437556,48.25729553434259,48.25729553434259,45.884977230773735,28.661506756278925,,,104.10343705641469,66.77399530852428
"W kernel support pred, ff11 [pixels]",,,,,99.355235308112,113.15287945507538,90.60965466442799,48.067559170258775,86.07131352558312,45.60390240288131,48.800495771555624,91.38252421020242,91.38252421020242,95.13263170760028,95.13263170760028,91.39917591128847,53.5934508886661,53.5934508886661,50.93302938433735,31.566782330765168,,,120.51049818148522,74.33788103389689
W kernel support bw0 [pixels],4.492893033230641,3.5077543078958175,4.501385753960798,4.501385753960798,7.4690308045551905,8.493250303940535,6.816774700614376,3.5951163243329574,6.477258266028436,3.4046334882360023,3.651655536482569,6.874520163698356,6.874520163698356,7.154420814863063,7.154420814863063,6.8757640772392,4.020094578507937,4.020094578507937,3.8158507007849805,2.301005721786834,4.369835561329491,2.5457055263169828,8.713256759429292,5.595734675899326
W kernel support bw1 [pixels],5.940041707828536,4.636844130086109,5.951277846085888,5.951277846085888,10.140297731890614,11.532491034072004,9.253878817853025,4.877822790030079,8.792530183424983,4.6192109005345525,4.954587044379938,9.332349518222703,9.332349518222703,9.71272401186924,9.71272401186924,9.334039892923624,5.454855357481135,5.454855357481135,5.177525156257224,3.121170401846359,5.7772355557251105,3.36454212190054,11.831582204267937,7.594864724859734
W kernel support bw2 [pixels],7.9195262387021845,6.1808117456164755,7.934519836214777,7.934519836214777,12.599642769022934,14.331221673584086,11.497316297404897,6.057650361936315,10.923653542511907,5.736312914270451,6.153036626175062,11.594894469941176,11.594894469941176,12.067905673937597,12.067905673937597,11.596996460446706,6.774697197051572,6.774697197051572,6.430064469231065,3.8752566484198145,7.702280908802448,4.483895678270563,14.703268679685115,9.43461120161687
W kernel support bw3 [pixels],10.491493234700616,8.186191611040332,10.511376518036247,10.511376518036247,17.117299988266684,19.473666946932344,15.617641905175258,8.222404093476465,14.837334071440047,6.989842738952539,8.352001192356882,15.750378732787025,15.750378732787025,16.39385849149153,16.39385849149153,15.75323812574019,9.19670011193533,9.19670011193533,8.7284044232915,5.258187087282268,10.203407324313659,5.937205736823168,19.9800553708936,12.812340979054877
W kernel support bw4 [pixels],13.987336638817128,10.910759690682614,14.013878365624528,14.013878365624528,25.200645636736308,28.67881276771872,22.98798359044011,12.08856229746552,21.83698315732735,11.445816775137185,12.279382013550741,23.18379899417302,23.18379899417302,24.133154377899903,24.133154377899903,23.18801728019809,13.523298746669342,13.523298746669342,12.83364185952772,7.726117132242162,13.602789083748922,7.91080175257003,29.42650692360513,18.850993704697306
W kernel support bw5 [pixels],18.592041728257268,14.497708809863987,18.6273733632737,18.6273733632737,32.530553652408905,37.02975239977374,29.6693240704393,15.587321389068219,28.181256183684745,14.757601231766763,15.833667143439083,29.922504844172334,29.922504844172334,31.150066728363537,31.150066728363537,29.927958971698658,17.439729562995524,17.439729562995524,16.54925180233234,9.957628141497134,18.080160451590327,10.50763788286751,37.997170686643685,24.32185491014559
W kernel support bw6 [pixels],24.757627555093116,19.297621983517832,24.804759588413617,24.804759588413617,45.87735770352655,40.988620491609296,41.83086267279895,21.943075112176963,39.72706317310663,20.772874087612827,22.29054816121401,42.18885273935826,42.18885273935826,43.92478517458538,43.92478517458538,42.19656486647961,24.556329207128968,24.556329207128968,23.299983799834987,14.00727170428132,24.07481213938993,13.980321088154275,53.61324372252792,34.27304964165544
W kernel support bw7 [pixels],45.09913102949984,28.876531255010164,45.09913102949984,45.09913102949984,58.12154510701546,66.20909306178145,52.98336691533131,27.758612759732763,50.3127138226833,26.276032440578,28.19888103390451,53.43786447478199,53.43786447478199,55.641973926898324,55.641973926898324,53.44765580607175,31.070183862906276,31.070183862906276,29.477993686502042,17.7085954863702,42.14781065759961,20.903652721001368,67.94929860766598,43.39154784274953
W kernel support bw8 [pixels],,,,,66.81208291753849,76.12546630684736,60.89679291745352,31.878354656891883,57.82276322989728,30.174042569503648,32.384498030796564,61.419975263865204,61.419975263865204,63.95732659875298,63.95732659875298,61.43124640340677,35.685742339426355,35.685742339426355,33.85507309031947,20.328453761392637,,,78.12984423684026,49.85801800897011
W kernel support bw9 [pixels],,,,,77.9077957670038,88.79099852410718,70.99779672532941,37.12941652378962,67.40759304345302,35.14198928810302,37.71968005095925,71.60888084202516,71.60888084202516,74.57275259413048,74.57275259413048,71.62204585130367,41.57003676970676,41.57003676970676,39.434767335130275,23.665322432350393,,,91.1337922091882,58.1079538772633
W kernel support bw10 [pixels],,,,,88.55855216740056,100.95327896083843,80.69124275684597,42.16116123552701,76.6044202304061,39.90195433612191,42.83218520897263,81.38690876020497,81.38690876020497,84.76123366343356,84.76123366343356,81.40189614383283,47.20981436405869,47.20981436405869,44.78204032275242,26.860416406679594,,,103.62203243981898,66.02095462398907
W kernel support bw11 [pixels],,,,,98.85070957322617,112.7101332133665,90.05614647766636,47.01585099289737,85.48842618752103,44.4939986332036,47.76492842609123,90.83372573569926,90.83372573569926,94.60558976938897,94.60558976938897,90.8504780244037,52.65223621230028,52.65223621230028,49.941700834731016,29.94097103832653,,,120.09487987399694,73.66220575444241
"W kernel support bw, ff0 [pixels]",10.962941567300833,10.59737421650107,10.966424837017815,10.966424837017815,12.481443071992691,13.120034326379866,12.102413698057765,10.626611001889799,11.91448171952241,10.563689184618129,10.645871883369807,12.135033064688999,12.135033064688999,12.295760944168762,12.295760944168762,12.135737787454582,10.777808702150402,10.777808702150402,10.703304002534976,10.261317036896177,10.913086769244522,10.318944550036154,13.263515497625063,11.459155578098333
"W kernel support bw, ff1 [pixels]",11.631169136881406,11.022718516169865,11.6369114459685,11.6369114459685,14.241686630851905,15.264283456846284,13.624766903529355,11.12623724225476,13.315727055870415,11.015312494142744,11.160104514758702,13.678185096359513,13.678185096359513,13.94048090026816,13.94048090026816,13.67933846071109,11.391024842876986,11.391024842876986,11.260851066579132,10.4757674982486,11.548872268162569,10.550836160705131,15.491492421853673,12.557148171018717
"W kernel support bw, ff2 [pixels]",12.756131695992025,11.755953123194674,12.765445743540871,12.765445743540871,16.085738960551108,17.47523718458225,15.237725619086737,11.691669166866943,14.809665989374404,11.52845548416725,11.741373843083773,15.311485158830035,15.311485158830035,15.672726225997035,15.672726225997035,15.31307699006354,12.078763269132251,12.078763269132251,11.888890994473277,10.72462652455189,12.62240591955839,10.95925729479938,17.781622813090184,13.748159459566743
"W kernel support bw, ff3 [pixels]",14.49384111592813,12.923379321704797,14.508240289708597,14.508240289708597,19.824277007959576,21.89117868823068,18.544830510907513,12.946348098070688,17.892637657637728,12.200733646600417,13.029041557886396,18.656752938982436,18.656752938982436,19.203088195367148,19.203088195367148,18.659166954777863,13.58599620745094,13.58599620745094,13.273471429002084,11.298164959180848,14.286690345417922,11.629721061202025,22.34284253679406,16.252879171505857
"W kernel support bw, ff4 [pixels]",17.1943475086319,14.800158006853326,17.215945714555424,17.215945714555424,27.112221238923908,30.372262045588016,25.068852976439587,15.688637239088193,24.01778160891214,15.198905278013012,15.836136606973099,25.24853531993921,25.24853531993921,26.122961934427522,26.122961934427522,25.25240870465162,16.81902520931783,16.81902520931783,16.269676191572536,12.636965060532765,16.88300538580021,12.750717013896319,31.079242425210126,21.33916501774466
"W kernel support bw, ff5 [pixels]",21.11075592263952,17.612028864830076,21.1418787815747,21.1418787815747,34.03287999761781,38.35625845658762,31.30924449418652,18.51930312096283,29.902896182317683,17.826575501644836,18.727119778791998,31.549267759323936,31.549267759323936,32.71584718728068,32.71584718728068,31.5544407051001,20.103337216253927,20.103337216253927,19.335918266712866,14.11220600063419,20.661369798618168,14.50553183711209,39.291029258469855,26.297388202446516
"W kernel support bw, ff6 [pixels]",26.70093860066919,21.73472369777796,26.7446461602878,26.7446461602878,46.95457325817504,42.19084035433726,43.00954628859231,24.114280942599965,40.96632212391058,23.05455048054107,24.43089309311883,43.357805473331524,43.357805473331524,45.048715327226326,45.048715327226326,43.36530971330681,26.514398053301065,26.514398053301065,25.35526069817806,17.21056828223752,26.06907323912603,17.18864095057812,54.53787585202763,35.70212783209676
"W kernel support bw, ff7 [pixels]",46.19449772013973,30.559025791434824,46.19449772013973,46.19449772013973,58.97553734919956,66.9600179514883,53.918801634352235,29.504924713423666,51.296872928115484,28.11458484164949,29.919506873681918,54.36547948491918,54.36547948491918,56.53343490786345,56.53343490786345,54.375103780722256,32.639796648796725,32.639796648796725,31.127995627432462,20.33701930224513,43.31787094524461,23.172455568632078,68.6811996202291,44.52893917655821
"W kernel support bw, ff8 [pixels]",,,,,67.55630558119678,76.77946744042285,61.71239249641208,33.410020886413406,58.68110383710212,31.787935525702483,33.893298935138596,62.22871814053231,62.22871814053231,64.73437746406121,64.73437746406121,62.23984282335614,37.060385943968896,37.060385943968896,35.30107610188213,22.654933951108276,,,78.76720485375192,50.850977962894554
"W kernel support bw, ff9 [pixels]",,,,,78.54695819236527,89.35234422726694,71.69858534065506,38.45248459328814,68.14531238399144,36.53709636965076,39.022740333640506,72.30374689770481,72.30374689770481,75.24025139156166,75.24025139156166,72.31678540924122,42.75591136947933,42.75591136947933,40.68293100030844,25.691389332364,,,91.68079451241407,58.96214297158948
