Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W earth1 [lambda],0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,3.172119249771525,3.172119249771525,4.902942477994629,4.957419616639014,5.214947908412469,5.221568999506912,40.11498391086515,4.412648230195167,4.412648230195167,4.630556784772706,4.630556784772706,4.412648230195167,31.46054756713221,31.46054756713221,38.3599533647648,38.3599533647648,0.28835021870166083,0.28835021870166083,1.9305336007103855,1.9305336007103855
Delta W earth2 [lambda],0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,5.639323110704934,5.639323110704934,8.716342183101563,8.813190429580471,9.27101850384439,9.282789332456733,71.31552695264917,7.844707964791408,7.844707964791408,8.232100950707032,8.232100950707032,7.844707964791408,55.92986234156837,55.92986234156837,68.19547264847075,68.19547264847075,0.618685968156549,0.618685968156549,3.432059734596241,3.432059734596241
Delta W earth3 [lambda],1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,12.6884769990861,12.6884769990861,19.611769911978516,19.829678466556057,20.859791633649877,15.687913971851879,160.4599356434606,17.650592920780667,17.650592920780667,18.522227139090823,18.522227139090823,17.650592920780667,125.84219026852884,125.84219026852884,153.4398134590592,153.4398134590592,1.304239900142148,1.304239900142148,7.722134402841542,7.722134402841542
Delta W earth4 [lambda],2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,35.245769441905836,35.245769441905836,54.47713864438477,55.08244018487794,57.94386564902744,58.017433327854576,445.72204345405726,49.0294247799463,49.0294247799463,51.45063094191895,51.45063094191895,49.0294247799463,349.5616396348023,349.5616396348023,426.22170405294224,426.22170405294224,2.7937538249569163,2.7937538249569163,21.450373341226506,21.450373341226506
Delta W earth5 [lambda],5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,69.08170810613544,69.08170810613544,106.77519174299415,107.96158276236076,113.56997667209377,113.71416932259497,873.6152051699522,96.09767256869475,96.09767256869475,100.84323664616115,100.84323664616115,96.09767256869475,685.1408136842125,685.1408136842125,835.3945399437669,835.3945399437669,5.93082802536461,5.93082802536461,42.04273174880395,42.04273174880395
Delta W earth6 [lambda],11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,170.58952409882426,90.22916977127895,263.6693510388223,266.59901049480925,280.4483097412928,280.80437730681615,2157.294690317637,237.3024159349401,237.3024159349401,249.02105375888772,249.02105375888772,237.3024159349401,1691.8783358324433,1691.8783358324433,2062.9130476162404,2062.9130476162404,12.635699922871826,12.635699922871826,103.81980697153628,103.81980697153628
Delta W earth7 [lambda],33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,317.21192497715253,317.21192497715253,490.29424779946294,495.74196166390146,521.4947908412469,522.1568999506912,4011.4983910865153,441.2648230195167,441.2648230195167,463.0556784772706,463.0556784772706,441.2648230195167,3146.0547567132207,3146.0547567132207,3835.99533647648,3835.99533647648,36.608637169026565,36.608637169026565,193.05336007103855,193.05336007103855
Delta W earth8 [lambda],,,,,456.78517196709964,456.78517196709964,706.0237168312267,713.8684247960181,750.9524988113956,751.9059359289954,5776.557683164582,635.421345148104,635.421345148104,666.8001770072697,666.8001770072697,635.421345148104,4530.318849667038,4530.318849667038,5523.833284526131,5523.833284526131,,,277.99683850229553,277.99683850229553
Delta W earth9 [lambda],,,,,682.358096395297,682.358096395297,1054.6774041552892,1066.396041979237,1121.7932389651712,1123.2175092272646,8629.178761270548,949.2096637397603,949.2096637397603,996.0842150355509,996.0842150355509,949.2096637397603,6767.513343329773,6767.513343329773,8251.652190464962,8251.652190464962,,,415.2792278861451,415.2792278861451
Delta W earth10 [lambda],,,,,953.0456057091338,953.0456057091338,1473.0618289441643,1489.4291825990995,1566.8021271497018,1568.7913971851879,12052.324054997707,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,9452.146735725055,9452.146735725055,11525.034877591559,11525.034877591559,,,580.0180951467647,580.0180951467647
Delta W earth11 [lambda],,,,,1268.8476999086101,1268.8476999086101,1961.1769911978517,1982.9678466556059,2085.9791633649875,2088.627599802765,16045.993564346061,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,12584.219026852883,12584.219026852883,15343.98134590592,15343.98134590592,,,772.2134402841542,772.2134402841542
Delta W snapshot0 [lambda],0.7037137880898681,3.4153050435326415,0.7542073361925784,0.7542073361925784,21.147463351372163,222.52629385590666,37.136199939757816,164.55329672913905,41.719582593330514,182.87057873474745,1295.519280690043,29.417654358542578,29.417654358542578,30.87037753282737,30.87037753282737,29.417652513968388,503.7514443362983,503.7514443362983,662.7416858547878,4640.018940567357,0.7147008977008611,2.4101317504846245,9.438165564273406,36.74755646554989
Delta W snapshot1 [lambda],1.0196669174363395,4.9487073079758686,1.0928310381565933,1.0928310381565933,31.721195027058247,333.78944078386,55.704299909636724,246.8299450937086,62.57937388999577,274.30586810212117,1943.2789210350643,44.126481537813866,44.126481537813866,46.30556629924105,46.30556629924105,44.12647877095259,755.6271665044475,755.6271665044475,994.1125287821816,6960.028410851036,1.0355870150359416,3.492231720089966,14.157248346410109,55.12133469832484
Delta W snapshot2 [lambda],1.4935966114560466,7.248810704640709,1.6007665911026154,1.6007665911026154,42.29492670274433,445.0525877118133,74.27239987951563,329.1065934582781,83.43916518666103,365.7411574694949,2591.038561380086,58.835308717085155,58.835308717085155,61.74075506565474,61.74075506565474,58.835305027936776,1007.5028886725966,1007.5028886725966,1325.4833717095755,9280.037881134715,1.5169161910385625,5.1153816744979785,18.876331128546813,73.49511293109978
Delta W snapshot3 [lambda],2.1685873877871447,10.524715542314876,2.3241899543893743,2.3241899543893743,63.442390054116494,667.57888156772,111.40859981927345,493.6598901874172,125.15874777999154,475.4635047103434,3886.5578420701286,88.25296307562773,88.25296307562773,92.6111325984821,92.6111325984821,88.25295754190518,1511.254333008895,1511.254333008895,1988.2250575643632,13920.056821702072,2.2024456235271437,7.427140700473027,28.314496692820217,110.24266939664967
Delta W snapshot4 [lambda],3.173892799344099,15.403722747361506,3.401629006093058,3.401629006093058,105.73731675686082,1112.6314692795333,185.68099969878907,822.7664836456953,208.5979129666526,914.3528936737373,6477.596403450214,147.0882717927129,147.0882717927129,154.35188766413685,154.35188766413685,147.08826256984196,2518.7572216814915,2518.7572216814915,3313.7084292739387,23200.094702836785,3.223446905956945,10.870186058308205,47.19082782136703,183.73778232774947
Delta W snapshot5 [lambda],4.624404893161991,22.443433143214502,4.956219637836944,4.956219637836944,148.03224345960516,1557.6840569913466,259.9533995783047,1151.8730771039734,292.0370781533136,1280.0940511432323,9068.6349648303,205.92358050979806,205.92358050979806,216.09264272979158,216.09264272979158,205.9235675977787,3526.2601103540883,3526.2601103540883,4639.1918009835135,32480.1325839715,4.696605899177087,15.838008646041818,66.06715894991385,257.2328952588492
Delta W snapshot6 [lambda],6.74990776331098,32.75904837674167,7.234233632867589,7.234233632867589,232.6220968650938,1780.2103508472533,408.49819933733596,1810.0862640205296,458.91540852663564,2011.5763660822222,14250.712087590471,323.59419794396837,323.59419794396837,339.5741528611011,339.5741528611011,323.5941776536523,5541.265887699281,5541.265887699281,7290.158544402665,51040.20834624093,6.855294324885811,23.11759025975048,103.81982120700746,404.2231211210488
Delta W snapshot7 [lambda],11.489204703508051,55.76008234339007,12.313589162327812,12.313589162327812,317.21195027058246,3337.8944078386,557.0429990963672,2468.299450937086,625.7937388999577,2743.058681021212,19432.789210350642,441.2648153781387,441.2648153781387,463.05566299241053,463.05566299241053,441.2647877095258,7556.2716650444745,7556.2716650444745,9941.125287821817,69600.28410851036,11.668586084912018,39.3490898038306,141.57248346410108,551.2133469832484
Delta W snapshot8 [lambda],,,,,380.654340324699,4005.47328940632,668.4515989156407,2961.959341124503,750.9524866799493,3291.6704172254545,23319.34705242077,529.5177784537664,529.5177784537664,555.6667955908927,555.6667955908927,529.517745251431,9067.52599805337,9067.52599805337,11929.35034538618,83520.34093021242,,,169.8869801569213,661.4560163798981
Delta W snapshot9 [lambda],,,,,465.2441937301876,4895.578464829947,816.9963986746719,3620.172528041059,917.8308170532713,4023.1527321644444,28501.424175180942,647.1883958879367,647.1883958879367,679.1483057222022,679.1483057222022,647.1883553073046,11082.531775398562,11082.531775398562,14580.31708880533,102080.41669248186,,,207.63964241401493,808.4462422420976
Delta W snapshot10 [lambda],,,,,549.8340471356763,5785.683640253574,965.5411984337032,4278.385714957616,1084.7091474265933,4754.635047103434,33683.50129794111,764.8590133221071,764.8590133221071,802.6298158535116,802.6298158535116,764.8589653631781,13097.537552743755,13097.537552743755,17231.28383222448,120640.49245475128,,,245.39230467110855,955.4364681042972
Delta W snapshot11 [lambda],,,,,634.4239005411649,6675.7888156772,1114.0859981927345,4936.598901874172,1251.5874777999154,5486.117362042424,38865.578420701284,882.5296307562774,882.5296307562774,926.1113259848211,926.1113259848211,882.5295754190516,15112.543330088949,15112.543330088949,19882.250575643633,139200.56821702071,,,283.14496692820217,1102.4266939664967
Delta W max0 [lambda],0.7037137880898681,3.4153050435326415,0.7542073361925784,0.7542073361925784,21.147463351372163,222.52629385590666,37.136199939757816,164.55329672913905,41.719582593330514,182.87057873474745,1295.519280690043,29.417654358542578,29.417654358542578,30.87037753282737,30.87037753282737,29.417652513968388,503.7514443362983,503.7514443362983,662.7416858547878,4640.018940567357,0.7147008977008611,2.4101317504846245,9.438165564273406,36.74755646554989
Delta W max1 [lambda],1.0196669174363395,4.9487073079758686,1.0928310381565933,1.0928310381565933,31.721195027058247,333.78944078386,55.704299909636724,246.8299450937086,62.57937388999577,274.30586810212117,1943.2789210350643,44.126481537813866,44.126481537813866,46.30556629924105,46.30556629924105,44.12647877095259,755.6271665044475,755.6271665044475,994.1125287821816,6960.028410851036,1.0355870150359416,3.492231720089966,14.157248346410109,55.12133469832484
Delta W max2 [lambda],1.4935966114560466,7.248810704640709,1.6007665911026154,1.6007665911026154,42.29492670274433,445.0525877118133,74.27239987951563,329.1065934582781,83.43916518666103,365.7411574694949,2591.038561380086,58.835308717085155,58.835308717085155,61.74075506565474,61.74075506565474,58.835305027936776,1007.5028886725966,1007.5028886725966,1325.4833717095755,9280.037881134715,1.5169161910385625,5.1153816744979785,18.876331128546813,73.49511293109978
Delta W max3 [lambda],2.1685873877871447,10.524715542314876,2.3241899543893743,2.3241899543893743,63.442390054116494,667.57888156772,111.40859981927345,493.6598901874172,125.15874777999154,475.4635047103434,3886.5578420701286,88.25296307562773,88.25296307562773,92.6111325984821,92.6111325984821,88.25295754190518,1511.254333008895,1511.254333008895,1988.2250575643632,13920.056821702072,2.2024456235271437,7.427140700473027,28.314496692820217,110.24266939664967
Delta W max4 [lambda],3.173892799344099,15.403722747361506,3.401629006093058,3.401629006093058,105.73731675686082,1112.6314692795333,185.68099969878907,822.7664836456953,208.5979129666526,914.3528936737373,6477.596403450214,147.0882717927129,147.0882717927129,154.35188766413685,154.35188766413685,147.08826256984196,2518.7572216814915,2518.7572216814915,3313.7084292739387,23200.094702836785,3.223446905956945,10.870186058308205,47.19082782136703,183.73778232774947
Delta W max5 [lambda],5.422471337476216,22.443433143214502,5.422471337476216,5.422471337476216,148.03224345960516,1557.6840569913466,259.9533995783047,1151.8730771039734,292.0370781533136,1280.0940511432323,9068.6349648303,205.92358050979806,205.92358050979806,216.09264272979158,216.09264272979158,205.9235675977787,3526.2601103540883,3526.2601103540883,4639.1918009835135,32480.1325839715,5.93082802536461,15.838008646041818,66.06715894991385,257.2328952588492
Delta W max6 [lambda],11.552639929482813,32.75904837674167,11.552639929482813,11.552639929482813,232.6220968650938,1780.2103508472533,408.49819933733596,1810.0862640205296,458.91540852663564,2011.5763660822222,14250.712087590471,323.59419794396837,323.59419794396837,339.5741528611011,339.5741528611011,323.5941776536523,5541.265887699281,5541.265887699281,7290.158544402665,51040.20834624093,12.635699922871826,23.11759025975048,103.81982120700746,404.2231211210488
Delta W max7 [lambda],33.47075398311001,55.76008234339007,33.47075398311001,33.47075398311001,317.21195027058246,3337.8944078386,557.0429990963672,2468.299450937086,625.7937388999577,2743.058681021212,19432.789210350642,441.2648230195167,441.2648230195167,463.0556784772706,463.0556784772706,441.2648230195167,7556.2716650444745,7556.2716650444745,9941.125287821817,69600.28410851036,36.608637169026565,39.3490898038306,193.05336007103855,551.2133469832484
Delta W max8 [lambda],,,,,456.78517196709964,4005.47328940632,706.0237168312267,2961.959341124503,750.9524988113956,3291.6704172254545,23319.34705242077,635.421345148104,635.421345148104,666.8001770072697,666.8001770072697,635.421345148104,9067.52599805337,9067.52599805337,11929.35034538618,83520.34093021242,,,277.99683850229553,661.4560163798981
Delta W max9 [lambda],,,,,682.358096395297,4895.578464829947,1054.6774041552892,3620.172528041059,1121.7932389651712,4023.1527321644444,28501.424175180942,949.2096637397603,949.2096637397603,996.0842150355509,996.0842150355509,949.2096637397603,11082.531775398562,11082.531775398562,14580.31708880533,102080.41669248186,,,415.2792278861451,808.4462422420976
Delta W max10 [lambda],,,,,953.0456057091338,5785.683640253574,1473.0618289441643,4278.385714957616,1566.8021271497018,4754.635047103434,33683.50129794111,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,13097.537552743755,13097.537552743755,17231.28383222448,120640.49245475128,,,580.0180951467647,955.4364681042972
Delta W max11 [lambda],,,,,1268.8476999086101,6675.7888156772,1961.1769911978517,4936.598901874172,2085.9791633649875,5486.117362042424,38865.578420701284,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,15112.543330088949,15112.543330088949,19882.250575643633,139200.56821702071,,,772.2134402841542,1102.4266939664967
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],2.439811446692798,3.3060976908571966,2.5702853699655512,2.5702853699655512,3.4466821512255,8.368051401492842,2.815219093196547,3.132325562175849,2.715769415064487,2.982112248910425,1.6727529069897178,2.7262927248458326,2.7262927248458326,2.7559293488683263,2.7559293488683263,2.72629259631107,1.2248198475065033,1.2248198475065033,1.1218321290204156,2.0013881176120365,2.158452613968121,2.224332322896619,4.244288109444889,4.873760711069581
W kernel support pred1 [uv-pixels],3.2245208689729457,4.37012492043468,3.397044145453992,3.397044145453992,4.6762975768919866,11.362294068585653,3.8190833225333742,4.249534972540142,3.6840961686213953,4.04562443199957,2.268655877104194,3.6983796756935594,3.6983796756935594,3.7386063565151293,3.7386063565151293,3.6983795012303413,1.660959402606664,1.660959402606664,1.5212561022624917,2.714575562895738,2.852510054419994,2.9396126836873324,5.759293309612567,6.614174787075329
W kernel support pred2 [uv-pixels],4.297181814007329,5.825029233038168,4.527237198533545,4.527237198533545,5.8072444182418534,14.119516266663114,4.742220638812164,5.277001322659151,4.574526289381561,5.023662903979827,2.816428175279658,4.592270445050528,4.592270445050528,4.642243646898317,4.642243646898317,4.592270228317541,2.061802129307151,2.061802129307151,1.888338783039921,3.370236717150665,3.8011557938307408,3.9172902502305518,7.153036328834863,8.215546437432389
W kernel support pred3 [uv-pixels],5.689805373509285,7.714583328086544,5.994636020164965,5.994636020164965,7.882203697197844,19.185532908367335,6.435518759639892,7.161891250656322,6.207767995577716,6.121017952321973,3.820724487513555,6.231866360376732,6.231866360376732,6.299735691215365,6.299735691215365,6.231866066030594,2.7965564975067303,2.7965564975067303,2.5611743333713797,4.572513251535245,5.032618792853352,5.1864778099712305,9.710842483953714,11.154983427870935
W kernel support pred4 [uv-pixels],7.580885877202639,10.281549092316466,7.987389592451661,7.987389592451661,11.58768357200171,28.25341177516627,9.458303226834882,10.527333603940903,9.123164869876447,10.020858129462544,5.6121762637043116,9.158624765388318,9.158624765388318,9.258493597689922,9.258493597689922,9.158624332266626,4.1067470255956104,4.1067470255956104,3.7608500930318796,6.717621937858811,6.70460537756691,6.909745219704536,14.280578967636034,16.408224305390693
W kernel support pred5 [uv-pixels],11.35438803385117,13.660635824420105,11.35438803385117,11.35438803385117,14.940729602910727,36.47937581522018,12.192483221469733,13.572083883084627,11.760034991440731,12.918437447573426,7.231244046453991,11.805789705341027,11.805789705341027,11.934654300861071,11.934654300861071,11.805789146472435,5.29041409509705,5.29041409509705,4.844572911217394,8.65681065455937,10.617678379799617,9.176743041259115,18.41763074079423,21.16572041212318
W kernel support pred6 [uv-pixels],20.11178465076857,18.181797157258437,20.11178465076857,20.11178465076857,21.031133332582943,40.37886314025346,17.156425999174495,19.101219503403446,16.54693407575794,18.17971566651799,10.167800128465968,16.611417920189073,16.611417920189073,16.793035207464783,16.793035207464783,16.61141713255044,7.436302607796492,7.436302607796492,6.809051696235703,12.175045365679702,18.803327559523158,12.207609866690062,25.936265021020233,29.815491047423027
W kernel support pred7 [uv-pixels],45.09913102949984,27.202622271748915,45.09913102949984,45.09913102949984,26.603215122603633,65.21925757209448,21.695517388360717,24.15849702456492,20.923752951572204,22.991385447047115,12.850096184123922,21.005402513288708,21.005402513288708,21.235369818483054,21.235369818483054,21.005402513288708,9.395406927157824,9.395406927157824,8.602313502758768,15.389738144481024,42.14781065759961,18.247912103935068,41.54727978628811,37.737577790777905
W kernel support pred8 [uv-pixels],,,,,35.087790832677754,74.98543193879175,25.963895189908023,27.74008363314479,24.022610806925318,26.398710261086737,14.747782220892383,27.69173961634281,27.69173961634281,27.995470720779,27.995470720779,27.69173961634281,10.780924630664344,10.780924630664344,9.87042584131244,17.66465967216389,,,54.85736448709425,43.35356009427814
W kernel support pred9 [uv-pixels],,,,,47.62113658003813,87.4585707506951,35.211213934633214,32.30408704382054,32.57278318492002,30.7402928660271,17.16383730560885,37.560173022137654,37.560173022137654,37.97314637800734,37.97314637800734,37.560173022137654,12.544323904193407,12.544323904193407,11.484266171202108,20.561637591487255,,,74.55807688794057,50.51616497898184
W kernel support pred10 [uv-pixels],,,,,61.450783393054884,99.43555634417513,45.40266940537495,36.676358741017644,41.9932849887587,34.899131047150625,19.476252459135193,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,14.231498946215762,14.231498946215762,13.028214947452529,23.3349838651604,,,96.34428368811811,57.38399195481143
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,111.01281634557365,56.47630874376378,40.893806651742,52.226438749896786,38.91039029301896,21.704902271324343,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,15.857046276017035,15.857046276017035,14.51565130789011,26.00842926048495,,,120.09487987399693,64.01399368054038
AW kernel support pred0 [uv-pixels],10.293331817026653,10.532344560518863,10.32503592647788,10.32503592647788,10.577316193230514,13.03933603593474,10.388717848834782,10.479096498623354,10.362210358596263,10.43518056696201,10.138939899606987,10.364973324690581,10.364973324690581,10.372808037168806,10.372808037168806,10.36497329088216,10.074729954636295,10.074729954636295,10.062728622282451,10.198311350283372,10.230294115358845,10.244396238074875,10.863424025415526,11.12445699658035
AW kernel support pred1 [uv-pixels],10.507023119534955,10.91320263809869,10.561245614328039,10.561245614328039,11.039373126570451,15.136106715434348,10.704456895352166,10.865475023340753,10.65704295663909,10.787357278072875,10.2541113456369,10.661989130813405,10.661989130813405,10.676009436534578,10.676009436534578,10.661989070296443,10.13700084527507,10.13700084527507,10.115049190620423,10.36189753310998,10.398885209990885,10.423114828595887,11.539907253793164,11.989466548349137
AW kernel support pred2 [uv-pixels],10.884198249877448,11.572854685242929,10.977061385078699,10.977061385078699,11.563913166969094,17.302044376447665,11.067459355569193,11.306933402092117,10.996649070159647,11.190942273679328,10.389045560902556,11.00404234090748,11.00404234090748,11.02499097855267,11.02499097855267,11.004042250459221,10.2103392705833,10.2103392705833,10.17672950213047,10.55265348287484,10.698073909305965,10.739886540580926,12.294955417634963,12.941993790201261
AW kernel support pred3 [uv-pixels],11.505385051723177,12.629916703050375,11.659144952107733,11.659144952107733,12.732993957593767,21.635264569171465,11.89184181301101,12.300109198142414,11.770147980672077,11.724626253004736,10.705042531885884,11.782875639401237,11.782875639401237,11.818911531066332,11.818911531066332,11.78287548372398,10.38367604674506,10.38367604674506,10.322771622288286,10.995811813389015,11.194965471772601,11.264970131932174,13.939170052343876,14.981109948067106
AW kernel support pred4 [uv-pixels],12.548698366092415,14.342602683533888,12.798374603894244,12.798374603894244,15.306025302632893,29.97090717574468,13.764428790573008,14.519805536186198,13.536326578616066,14.156892231376757,11.467193310260628,13.56025101512447,13.56025101512447,13.627901661608265,13.627901661608265,13.560250722593086,10.810428813522542,10.810428813522542,10.683819233881575,12.046843756768906,12.03959024505814,12.155022789004951,17.4337298261413,19.215353883184505
AW kernel support pred5 [uv-pixels],15.130172755896167,16.92964769649475,15.130172755896167,15.130172755896167,17.978470487427256,37.82518816698829,15.76885053216692,16.858275740107157,15.436917535567469,16.336646721003287,12.340619533045183,15.471802434323422,15.471802434323422,15.570355592633769,15.570355592633769,15.471802007877631,11.31319942799567,11.31319942799567,11.111700441071177,13.226502587944125,14.585441171828306,13.572494717084902,20.957316672328272,23.409137544219092
AW kernel support pred6 [uv-pixels],22.460718640303792,20.750367415245712,22.460718640303792,22.460718640303792,23.287519602844814,41.598708976353095,19.85807022510371,21.560533075905155,19.33393460492404,20.74854360468319,14.261281830622117,19.38915174315727,19.38915174315727,19.544974583742793,19.544974583742793,19.38915106835754,12.461885751150222,12.461885751150222,12.09806534128537,15.75537145409015,21.29706851448629,15.780549377550473,27.7972992076676,31.447790167179676
AW kernel support pred7 [uv-pixels],46.19449772013973,28.98245432083781,46.19449772013973,46.19449772013973,28.420609684866484,65.98144859167009,23.889233448326934,26.146376010566208,23.190589418521178,25.071972494693952,16.282658626318863,23.26428453112787,23.26428453112787,23.47213094986778,23.47213094986778,23.26428453112787,13.721285338002604,13.721285338002604,13.190898286308853,18.3533114220757,43.3178709452446,20.808322761648522,42.733785903428966,39.04004069561165
AW kernel support pred8 [uv-pixels],,,,,36.48497040587734,75.64928950788084,27.823081307298242,29.487492941480582,26.02087296731232,28.229273873920427,17.818447756044,29.442018323806032,29.442018323806032,29.7278721215965,29.7278721215965,29.442018323806032,14.704704549635302,14.704704549635302,14.050811588262379,20.298773394798346,,,55.76137048593685,44.49192255733826
AW kernel support pred9 [uv-pixels],,,,,48.65976417097235,88.02841358194718,36.60368269382888,33.81647586214054,34.07324763523149,32.32592775913967,19.864473591147846,38.868581109334535,38.868581109334535,39.267796549406384,39.267796549406384,38.868581109334535,16.04244564314675,16.04244564314675,15.227881319836227,22.864403347641986,,,75.22570590714359,51.49643603380443
AW kernel support pred10 [uv-pixels],,,,,62.259126074979164,99.93712956391946,46.49088501129841,38.01519815152647,43.16753391319809,36.303572108625794,21.89347870604326,49.46024019156287,49.46024019156287,49.98318808671045,49.98318808671045,49.46024019156287,17.393549443863964,17.393549443863964,16.423592320714295,25.38742743933099,,,96.86186555800266,58.24879855129944
AW kernel support pred11 [uv-pixels],,,,,77.14611161385194,111.46230480739247,57.354803193114776,42.098734214582485,53.17519068604005,40.17484875833466,23.89775685305507,61.085915586517004,61.085915586517004,61.742752875548454,61.742752875548454,61.085915586517004,18.74689085154511,18.74689085154511,17.626801550260097,27.86464413190396,,,120.51049818148522,64.79036492359234
W kernel support bw0 [uv-pixels],2.439811446692798,3.3060976908571966,2.5702853699655512,2.5702853699655512,3.4466821512255,8.368051401492842,2.815219093196547,3.132325562175849,2.7157694150644875,2.982112248910426,1.6727529069897178,2.7262927248458335,2.7262927248458335,2.7559293488683263,2.7559293488683263,2.7262925963110702,1.2248198475065033,1.2248198475065033,1.1218321290204156,2.0013881176120365,2.158452613968121,2.224332322896619,0.6949201490365962,4.873760711069582
W kernel support bw1 [uv-pixels],3.2245208689729457,4.37012492043468,3.397044145453992,3.397044145453992,4.6762975768919866,11.362294068585653,3.8190833225333742,4.249534972540142,3.684096168621396,4.0456244319995704,2.268655877104194,3.6983796756935603,3.6983796756935603,3.7386063565151293,3.7386063565151293,3.6983795012303426,1.6609594026066643,1.6609594026066643,1.5212561022624917,2.714575562895738,2.852510054419994,2.9396126836873324,0.9422221369925734,6.61417478707533
W kernel support bw2 [uv-pixels],4.297181814007329,5.825029233038168,4.527237198533545,4.527237198533545,5.8072444182418534,14.119516266663114,4.742220638812164,5.277001322659151,4.574526289381562,5.023662903979828,2.816428175279658,4.592270445050529,4.592270445050529,4.642243646898317,4.642243646898317,4.592270228317542,2.0618021293071513,2.0618021293071513,1.8883387830399212,3.370236717150665,3.8011557938307408,3.9172902502305518,1.1694554808058732,8.21554643743239
W kernel support bw3 [uv-pixels],5.689805373509285,7.714583328086544,5.994636020164965,5.994636020164965,7.882203697197844,19.185532908367335,6.435518759639892,7.161891250656322,6.207767995577718,6.121017952321974,3.820724487513555,6.231866360376733,6.231866360376733,6.299735691215365,6.299735691215365,6.2318660660305945,2.7965564975067307,2.7965564975067307,2.5611743333713797,4.572513251535245,5.032618792853352,5.1864778099712305,1.5858565732536292,11.154983427870935
W kernel support bw4 [uv-pixels],7.580885877202639,10.281549092316466,7.987389592451661,7.987389592451661,11.58768357200171,28.25341177516627,9.458303226834882,10.527333603940903,9.12316486987645,10.020858129462546,5.6121762637043116,9.15862476538832,9.15862476538832,9.258493597689922,9.258493597689922,9.158624332266628,4.1067470255956104,4.1067470255956104,3.7608500930318796,6.717621937858811,6.70460537756691,6.909745219704536,2.3280154747588795,16.408224305390693
W kernel support bw5 [uv-pixels],11.35438803385117,13.660635824420105,11.35438803385117,11.35438803385117,14.940729602910727,36.47937581522018,12.192483221469733,13.572083883084627,11.760034991440733,12.91843744757343,7.231244046453991,11.805789705341033,11.805789705341033,11.934654300861071,11.934654300861071,11.805789146472437,5.29041409509705,5.29041409509705,4.844572911217394,8.65681065455937,10.617678379799617,9.176743041259115,2.9981553264590266,21.165720412123182
