Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W earth10 [lambda],,,,,953.0456057091338,953.0456057091338,1473.0618289441643,1489.4291825990995,1566.8021271497018,1568.7913971851879,12052.324054997707,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,9452.146735725055,9452.146735725055,11525.034877591559,11525.034877591559,,,580.0180951467647,580.0180951467647
Delta W earth11 [lambda],,,,,1268.8476999086101,1268.8476999086101,1961.1769911978517,1982.9678466556059,2085.9791633649875,2088.627599802765,16045.993564346061,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,12584.219026852883,12584.219026852883,15343.98134590592,15343.98134590592,,,772.2134402841542,772.2134402841542
Delta W snapshot0 [lambda],0.8251588424769019,3.989267390534679,0.8251586809203688,0.8251586809203688,34.350450355307906,266.9615920306142,64.3622737874315,256.5031050716585,75.81275621101268,125.83518791920505,1994.1886732521666,44.07450014160377,44.07450014160377,45.276553588441445,45.276553588441445,44.07449961351301,977.7875500983358,977.7875500983358,1332.1157194487027,7932.282748906562,0.9025175281528346,3.441646496124094,13.955461829350483,61.19073152407843
Delta W snapshot1 [lambda],1.1956383227726537,5.780367035264535,1.1956380886805344,1.1956380886805344,51.52567553296186,400.44238804592135,96.54341068114726,384.7546576074878,113.71913431651903,188.75278187880758,2991.2830098782497,66.11175021240565,66.11175021240565,67.91483038266217,67.91483038266217,66.11174942026952,1466.681325147504,1466.681325147504,1998.173579173054,11898.424123359842,1.307729479568393,4.986875535200218,20.933192744025725,91.78609728611765
Delta W snapshot2 [lambda],1.7513575432162816,8.46701650235932,1.751357200320783,1.751357200320783,68.70090071061581,533.9231840612284,128.724547574863,513.006210143317,151.62551242202537,251.6703758384101,3988.377346504333,88.14900028320754,88.14900028320754,90.55310717688289,90.55310717688289,88.14899922702602,1955.5751001966717,1955.5751001966717,2664.2314388974055,15864.565497813124,1.9155474066917306,7.304719093814404,27.910923658700966,122.38146304815686
Delta W snapshot3 [lambda],2.542836432939024,12.29345665246401,2.5428359350811367,2.5428359350811367,103.05135106592373,800.8847760918427,193.08682136229453,769.5093152149756,227.43826863303806,327.1714885899331,5982.566019756499,132.2235004248113,132.2235004248113,135.82966076532435,135.82966076532435,132.22349884053904,2933.362650295008,2933.362650295008,3996.347158346108,23796.848246719685,2.781227484715878,10.605890222749759,41.86638548805145,183.5721945722353
Delta W snapshot4 [lambda],3.721634779334598,17.992410067513553,3.7216340506816636,3.7216340506816636,171.75225177653954,1334.807960153071,321.8113689371575,1282.5155253582927,379.06378105506343,629.1759395960253,9970.943366260833,220.37250070801886,220.37250070801886,226.38276794220724,226.38276794220724,220.37249806756506,4888.937750491679,4888.937750491679,6660.578597243513,39661.41374453281,4.070538239219927,15.522528074355607,69.77730914675242,305.95365762039216
Delta W snapshot5 [lambda],5.422472393419641,26.215185709227892,5.422471331762424,5.422471331762424,240.45315248715536,1868.7311442142995,450.53591651202055,1795.5217355016098,530.6892934770888,880.8463154344354,13959.320712765166,308.5215009912264,308.5215009912264,316.93587511909016,316.93587511909016,308.5214972945911,6844.512850688351,6844.512850688351,9324.810036140918,55525.97924234593,5.930829470718627,22.6165341173869,97.68823280545338,428.33512066854905
Delta W snapshot6 [lambda],7.914788897227425,38.26440150104692,7.914787347603538,7.914787347603538,377.854953908387,2135.6927362449137,707.9850116617466,2821.534155788244,833.9403183211396,1384.1870671112556,21936.075405773834,484.8195015576415,484.8195015576415,498.04208947285593,498.04208947285593,484.81949574864313,10755.663051081694,10755.663051081694,14653.272913935729,87255.11023797219,8.656800780241475,33.011711289353556,153.5100801228553,673.0980467648627
Delta W snapshot7 [lambda],13.471981101663703,65.13089617199476,13.471978464006023,13.471978464006023,515.2567553296186,4004.4238804592133,965.4341068114726,3847.546576074878,1137.1913431651903,1887.5278187880758,29912.8300987825,661.1175021240566,661.1175021240566,679.1483038266217,679.1483038266217,661.1174942026952,14666.813251475038,14666.813251475038,19981.73579173054,118984.24123359843,14.734980051474851,56.19014687549541,209.33192744025723,917.8609728611765
Delta W snapshot8 [lambda],,,,,618.3081063955424,4805.308656551056,1158.520928173767,4617.055891289853,1364.6296117982283,2265.033382545691,35895.396118539,793.3410025488679,793.3410025488679,814.977964591946,814.977964591946,793.3409930432342,17600.175901770046,17600.175901770046,23978.08295007665,142781.0894803181,,,251.1983129283087,1101.4331674334119
Delta W snapshot9 [lambda],,,,,755.709907816774,5873.155024673513,1415.9700233234933,5643.068311576488,1667.8806366422791,2768.374134222511,43872.15081154767,969.639003115283,969.639003115283,996.0841789457119,996.0841789457119,969.6389914972863,21511.326102163388,21511.326102163388,29306.545827871458,174510.22047594437,,,307.0201602457106,1346.1960935297254
Delta W snapshot10 [lambda],,,,,893.1117092380056,6941.00139279597,1673.4191184732192,6669.080731863122,1971.13166148633,3271.7148858993314,51848.90550455633,1145.9370036816981,1145.9370036816981,1177.1903932994776,1177.1903932994776,1145.9369899513383,25422.476302556734,25422.476302556734,34635.00870566627,206239.3514715706,,,362.84200756311253,1590.9590196260392
Delta W snapshot11 [lambda],,,,,1030.5135106592372,8008.8477609184265,1930.8682136229452,7695.093152149756,2274.3826863303807,3775.0556375761516,59825.660197565,1322.2350042481132,1322.2350042481132,1358.2966076532434,1358.2966076532434,1322.2349884053904,29333.626502950076,29333.626502950076,39963.47158346108,237968.48246719685,,,418.66385488051446,1835.721945722353
Delta W max0 [lambda],0.8251588424769019,3.989267390534679,0.8251586809203688,0.8251586809203688,34.350450355307906,266.9615920306142,64.3622737874315,256.5031050716585,75.81275621101268,125.83518791920505,1994.1886732521666,44.07450014160377,44.07450014160377,45.276553588441445,45.276553588441445,44.07449961351301,977.7875500983358,977.7875500983358,1332.1157194487027,7932.282748906562,0.9025175281528346,3.441646496124094,13.955461829350483,61.19073152407843
Delta W max1 [lambda],1.1956383227726537,5.780367035264535,1.1956380886805344,1.1956380886805344,51.52567553296186,400.44238804592135,96.54341068114726,384.7546576074878,113.71913431651903,188.75278187880758,2991.2830098782497,66.11175021240565,66.11175021240565,67.91483038266217,67.91483038266217,66.11174942026952,1466.681325147504,1466.681325147504,1998.173579173054,11898.424123359842,1.307729479568393,4.986875535200218,20.933192744025725,91.78609728611765
Delta W max2 [lambda],1.7513575432162816,8.46701650235932,1.751357200320783,1.751357200320783,68.70090071061581,533.9231840612284,128.724547574863,513.006210143317,151.62551242202537,251.6703758384101,3988.377346504333,88.14900028320754,88.14900028320754,90.55310717688289,90.55310717688289,88.14899922702602,1955.5751001966717,1955.5751001966717,2664.2314388974055,15864.565497813124,1.9155474066917306,7.304719093814404,27.910923658700966,122.38146304815686
Delta W max3 [lambda],2.542836432939024,12.29345665246401,2.5428359350811367,2.5428359350811367,103.05135106592373,800.8847760918427,193.08682136229453,769.5093152149756,227.43826863303806,327.1714885899331,5982.566019756499,132.2235004248113,132.2235004248113,135.82966076532435,135.82966076532435,132.22349884053904,2933.362650295008,2933.362650295008,3996.347158346108,23796.848246719685,2.781227484715878,10.605890222749759,41.86638548805145,183.5721945722353
Delta W max4 [lambda],3.721634779334598,17.992410067513553,3.7216340506816636,3.7216340506816636,171.75225177653954,1334.807960153071,321.8113689371575,1282.5155253582927,379.06378105506343,629.1759395960253,9970.943366260833,220.37250070801886,220.37250070801886,226.38276794220724,226.38276794220724,220.37249806756506,4888.937750491679,4888.937750491679,6660.578597243513,39661.41374453281,4.070538239219927,15.522528074355607,69.77730914675242,305.95365762039216
Delta W max5 [lambda],5.422472393419641,26.215185709227892,5.422471337476216,5.422471337476216,240.45315248715536,1868.7311442142995,450.53591651202055,1795.5217355016098,530.6892934770888,880.8463154344354,13959.320712765166,308.5215009912264,308.5215009912264,316.93587511909016,316.93587511909016,308.5214972945911,6844.512850688351,6844.512850688351,9324.810036140918,55525.97924234593,5.930829470718627,22.6165341173869,97.68823280545338,428.33512066854905
Delta W max6 [lambda],11.552639929482813,38.26440150104692,11.552639929482813,11.552639929482813,377.854953908387,2135.6927362449137,707.9850116617466,2821.534155788244,833.9403183211396,1384.1870671112556,21936.075405773834,484.8195015576415,484.8195015576415,498.04208947285593,498.04208947285593,484.81949574864313,10755.663051081694,10755.663051081694,14653.272913935729,87255.11023797219,12.635699922871826,33.011711289353556,153.5100801228553,673.0980467648627
Delta W max7 [lambda],33.47075398311001,65.13089617199476,33.47075398311001,33.47075398311001,515.2567553296186,4004.4238804592133,965.4341068114726,3847.546576074878,1137.1913431651903,1887.5278187880758,29912.8300987825,661.1175021240566,661.1175021240566,679.1483038266217,679.1483038266217,661.1174942026952,14666.813251475038,14666.813251475038,19981.73579173054,118984.24123359843,36.608637169026565,56.19014687549541,209.33192744025723,917.8609728611765
Delta W max8 [lambda],,,,,618.3081063955424,4805.308656551056,1158.520928173767,4617.055891289853,1364.6296117982283,2265.033382545691,35895.396118539,793.3410025488679,793.3410025488679,814.977964591946,814.977964591946,793.3409930432342,17600.175901770046,17600.175901770046,23978.08295007665,142781.0894803181,,,277.99683850229553,1101.4331674334119
Delta W max9 [lambda],,,,,755.709907816774,5873.155024673513,1415.9700233234933,5643.068311576488,1667.8806366422791,2768.374134222511,43872.15081154767,969.639003115283,969.639003115283,996.0842150355509,996.0842150355509,969.6389914972863,21511.326102163388,21511.326102163388,29306.545827871458,174510.22047594437,,,415.2792278861451,1346.1960935297254
Delta W max10 [lambda],,,,,953.0456057091338,6941.00139279597,1673.4191184732192,6669.080731863122,1971.13166148633,3271.7148858993314,51848.90550455633,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,25422.476302556734,25422.476302556734,34635.00870566627,206239.3514715706,,,580.0180951467647,1590.9590196260392
Delta W max11 [lambda],,,,,1268.8476999086101,8008.8477609184265,1961.1769911978517,7695.093152149756,2274.3826863303807,3775.0556375761516,59825.660197565,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,29333.626502950076,29333.626502950076,39963.47158346108,237968.48246719685,,,772.2134402841542,1835.721945722353
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],2.750042586649999,3.715906025524677,2.7500421818013234,2.7500421818013234,4.965179109680704,9.599600288924703,4.25765474613632,4.374268048827571,4.256148394935196,2.2514847282799724,2.313188237456034,3.6951015362629716,3.6951015362629716,3.6759293375982645,3.6759293375982645,3.6951015029547793,2.0159290740726656,2.0159290740726656,1.895435018114846,2.995045784171415,2.572266419686016,2.9075347311689375,5.697363279501011,7.155805301266319
W kernel support pred1 [uv-pixels],3.634745427802279,4.912169962922662,3.6347448924372063,3.6347448924372063,6.738341910869984,13.036683054837825,5.777444828097058,5.935805412069681,5.775399241802202,3.053965043396114,3.137703581665812,5.013575326841611,5.013575326841611,4.987544408390468,4.987544408390468,5.0135752816175145,2.7343072579384153,2.7343072579384153,2.5708033063024645,4.063180963563636,3.3996637062502213,3.8430154080055057,7.73292663522533,9.714605540920683
W kernel support pred2 [uv-pixels],4.844224928580961,6.548101073249114,4.844224214617571,4.844224214617571,8.369883620871263,16.202476905926904,7.17559471803092,7.37240558290867,7.173052495545753,3.7917795462954618,3.8957930302079635,6.226335642750511,6.226335642750511,6.193989444619051,6.193989444619051,6.226335586554598,3.3947438014085245,3.3947438014085245,3.1916727018647975,5.045474723642519,4.530730406761693,5.121982252805096,9.606247397572579,12.070245498507095
W kernel support pred3 [uv-pixels],6.414684501676379,8.673093526084475,6.414683555547127,6.414683555547127,11.364784775928547,22.02095365180556,9.741499598667843,10.008974889332562,9.738044680275324,4.6194249252953865,5.286071907094371,8.45159146063686,8.45159146063686,8.407642940877407,8.407642940877407,8.451591384283612,4.605784439422035,4.605784439422035,4.330099870210227,6.847404320720981,5.999264772383069,6.782775509346554,13.045721554179948,16.397041715602203
W kernel support pred4 [uv-pixels],8.547589387733515,11.56044120739739,8.547588125860972,8.547588125860972,16.7173916842788,32.44073216984682,14.325737256413095,14.71974768982111,14.320648102026393,7.559390552406018,7.767135550761836,12.42602438356258,12.42602438356258,12.361311558990453,12.361311558990453,12.426024271134084,6.766551755413078,6.766551755413078,6.361138118948986,10.06446090386268,7.993562446768922,9.038541101115632,19.195054114986185,24.137851080020997
W kernel support pred5 [uv-pixels],11.354389702874018,15.362119797679043,11.35438803385117,11.35438803385117,21.56511482809978,41.89799791988664,18.47594869369413,18.984795236245876,18.469376479169817,9.742556620547285,10.010541532371466,16.02298563168666,16.02298563168666,15.939439422238761,15.939439422238761,16.022985486537326,8.719917295959474,8.719917295959474,8.19705877296613,12.974708021999401,10.617680332451393,12.007296489474212,24.766476644330673,31.156140144021137
W kernel support pred6 [uv-pixels],20.11178465076857,20.450055311788756,20.11178465076857,20.11178465076857,30.379439650357483,46.38266095492641,26.018566716983816,26.736718749167093,26.009291579501646,13.704299194259976,14.081813502838251,22.55759533130738,22.55759533130738,22.43974622868056,22.43974622868056,22.55759512656008,12.263918659396392,12.263918659396392,11.527618222559248,18.25904023498298,18.803327559523158,15.978364613103562,34.9012027440649,43.93337458005386
W kernel support pred7 [uv-pixels],45.09913102949984,30.605792361717974,45.09913102949984,45.09913102949984,38.45275140001734,74.97038265927341,32.923584226054665,33.833956898415096,32.91182696587351,17.32511321110336,17.80294797674008,28.53725712251836,28.53725712251836,28.387928967922438,28.387928967922438,28.537256863078593,15.502201656717617,15.502201656717617,14.570504767995704,23.0918470649824,42.14781065759961,23.898387981849794,44.18849606344375,55.65288070119224
W kernel support pred8 [uv-pixels],,,,,44.1762076601322,86.21817609153601,37.81695648451542,38.8638699926211,37.80343617756151,19.887895889654093,20.436851085409234,32.77351267232239,32.77351267232239,32.60183633936198,32.60183633936198,32.77351237405402,17.793841772458915,17.793841772458915,16.723674526319318,26.514167855674064,,,54.85736448709425,63.96988300069234
W kernel support pred9 [uv-pixels],,,,,51.47618611354463,100.58970320934715,44.05615194141306,45.2775165753572,44.04037918033418,23.15196808840841,23.79163363652122,38.17336091388827,38.17336091388827,37.97314637800734,37.97314637800734,38.1733605660343,20.712137463282893,20.712137463282893,19.46541729557344,30.87488958224923,,,74.55807688794057,74.58742054830874
W kernel support pred10 [uv-pixels],,,,,61.450783393054884,114.39556864431836,50.036796839663864,51.42573720630774,50.01886049483935,26.277258995834817,27.003905407214162,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,23.50591919865918,23.50591919865918,22.089963072317005,35.052092405092736,,,96.34428368811811,84.77793379653238
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,127.74590615833937,56.47630874376378,57.35976310310634,55.78875516256494,29.290425431241726,30.101044032952792,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,26.19908806887472,26.19908806887472,24.6198008054621,39.08109192829718,,,120.09487987399693,94.62425829095446
AW kernel support pred0 [uv-pixels],10.371245548553395,10.668081251590213,10.371245441203607,10.371245441203607,11.164810951879556,13.861901951288042,10.86865327155564,10.914862388642092,10.868063266272857,10.250326018311709,10.264055719933761,10.660852468883197,10.660852468883197,10.65422247257,10.65422247257,10.660852457338422,10.201174933883424,10.201174933883424,10.17804862966846,10.438884004015131,10.325529261681666,10.414113414638503,11.509124568732695,12.296566574033223
AW kernel support pred1 [uv-pixels],10.640083379604201,11.141338058987333,10.640083196718829,10.640083196718829,12.058409999157721,16.43031055921633,11.548976956497292,11.629006229680837,11.5479537755487,10.455941013906182,10.480705308632547,11.186417547987155,11.186417547987155,11.174775130876997,11.174775130876997,11.186417527718431,10.367084266119125,10.367084266119125,10.32516487227665,10.79395384197403,10.562088492130474,10.713018595436477,12.641129472708416,13.94179187965761
AW kernel support pred2 [uv-pixels],11.111548729078464,11.953143003640765,11.111548417816808,11.111548417816808,13.040511946504594,19.03996475540579,12.308093254336077,12.423862687542185,12.306611316843282,10.694746005759306,10.73206426249009,11.779951423337256,11.779951423337256,11.762886773239478,11.762886773239478,11.779951393634704,10.560505929035862,10.560505929035862,10.496988836605903,11.200750652831958,10.97850253990748,11.235421763247269,13.866506014976157,15.674527948050965
AW kernel support pred3 [uv-pixels],11.880579836693459,13.237165531646435,11.880579325849675,11.880579325849675,15.137976516139046,24.185169003647022,13.96054491883629,14.148483252111859,13.958134337906285,11.01540224596634,11.311169533119566,13.093104987645592,13.093104987645592,13.064779363666487,13.064779363666487,13.093104938359618,11.009688928503936,11.009688928503936,10.897236571075927,12.119692485019097,11.661525535244369,12.08329605737571,16.437483106278627,19.205805815513152
AW kernel support pred4 [uv-pixels],13.155275912777148,15.285411375219565,13.155275092880403,13.155275092880403,19.48002014181695,33.947033798488704,17.470739765098163,17.795251390525337,17.466566979863906,12.535724371722814,12.662084925631653,15.950112287407002,15.950112287407002,15.899749163380879,15.899749163380879,15.95011219981895,12.0741965636925,12.0741965636925,11.851754223250913,14.187789584194585,12.802227954164634,13.479437126102729,21.643708149881526,26.127300946735215
AW kernel support pred5 [uv-pixels],15.130174008408877,18.330158883060516,15.130172755896167,15.130172755896167,23.77086825400219,43.07484451155715,21.008585867021555,21.457456749628648,21.00280618225363,13.96128251646566,14.14959157613159,18.88745796959551,18.88745796959551,18.816634372151125,18.816634372151125,18.88745784645953,13.267891982088685,13.267891982088685,12.930265756258105,16.381179696717073,14.58544259328887,15.62610536845761,26.709143853260752,32.721629981923044
AW kernel support pred6 [uv-pixels],22.460718640303792,22.764111277517937,22.460718640303792,22.460718640303792,31.98296974124999,47.44840605604844,27.87410651493852,28.54561489041816,27.865449008898732,16.964899540103225,17.271290384007724,24.67478687103539,24.67478687103539,24.567096100426344,24.567096100426344,24.674786683856198,15.824149294173477,15.824149294173477,15.260602277927303,20.818082291669594,21.29706851448629,18.84961898048022,36.30556366429701,45.057090474100995
AW kernel support pred7 [uv-pixels],46.19449772013973,32.19805158838954,46.19449772013973,46.19449772013973,39.73177683204635,75.63437231892576,34.408754675084005,35.28082537872109,34.3975050582393,20.003988296775926,20.41923007026743,30.23863495723186,30.23863495723186,30.097749269468807,30.097749269468807,30.23863471238948,18.447716829069616,18.447716829069616,17.672000712827778,25.164129249241594,43.3178709452446,25.906233769713086,45.305884654744176,56.544169728992706
AW kernel support pred8 [uv-pixels],,,,,45.293899404126414,86.79616286767009,39.116776423316544,40.1297943030282,39.10370553836255,22.260467266383248,22.752250048889508,34.26518835323799,34.26518835323799,34.10102245825693,34.10102245825693,34.26518806795421,20.411291116029478,20.411291116029478,19.48541222715757,28.33727398813901,,,55.76137048593685,64.74678317200221
AW kernel support pred9 [uv-pixels],,,,,52.43851386906654,101.0855498661631,45.17681400768401,46.36866945720726,45.16143264277178,25.219310584682546,25.807786249394734,39.461442997715785,39.461442997715785,39.267796549406384,39.267796549406384,39.46144266121631,22.999839962441627,22.999839962441627,21.883840396301782,32.45394901573739,,,75.22570590714359,75.25478924327854
AW kernel support pred10 [uv-pixels],,,,,62.259126074979164,114.83181669492542,51.02627791612666,52.38899166057907,51.008689506810505,28.11573118974824,28.796022420497074,49.46024019156287,49.46024019156287,49.98318808671045,49.98318808671045,49.46024019156287,25.544632261473133,25.544632261473133,24.24801988897916,36.450640350687394,,,96.86186555800266,85.36567260210175
AW kernel support pred11 [uv-pixels],,,,,77.14611161385194,128.13671035349412,57.354803193114776,58.224929568394316,56.67790753537586,30.950428461382113,31.71865148258612,61.085915586517004,61.085915586517004,61.742752875548454,61.742752875548454,61.085915586517004,28.042685599647083,28.042685599647083,26.57319310321272,40.34020012726778,,,120.51049818148522,95.15119682438714
"W kernel support pred, ff0 [pixels]",82.96996438842716,85.3446500127217,82.96996352962886,82.96996352962886,89.31848761503645,110.89521561030433,86.94922617244512,87.31889910913674,86.94450613018286,82.00260814649367,82.11244575947009,85.28681975106558,85.28681975106558,85.23377978056,85.23377978056,85.28681965870737,81.60939947106739,81.60939947106739,81.42438903734768,83.51107203212105,82.60423409345333,83.31290731710803,92.07299654986156,98.37253259226578
"W kernel support pred, ff1 [pixels]",85.12066703683361,89.13070447189867,85.12066557375063,85.12066557375063,96.46727999326177,131.44248447373064,92.39181565197833,93.03204983744669,92.3836302043896,83.64752811124946,83.84564246906038,89.49134038389724,89.49134038389724,89.39820104701597,89.39820104701597,89.49134022174745,82.936674128953,82.936674128953,82.6013189782132,86.35163073579224,84.4967079370438,85.70414876349182,101.12903578166733,111.53433503726087
"W kernel support pred, ff2 [pixels]",88.89238983262771,95.62514402912612,88.89238734253446,88.89238734253446,104.32409557203675,152.31971804324633,98.46474603468862,99.39090150033748,98.45289053474626,85.55796804607445,85.85651409992072,94.23961138669804,94.23961138669804,94.10309418591582,94.10309418591582,94.23961114907763,84.4840474322869,84.4840474322869,83.97591069284722,89.60600522265567,87.82802031925983,89.88337410597815,110.93204811980925,125.39622358440772
"W kernel support pred, ff3 [pixels]",95.04463869354767,105.89732425317148,95.0446346067974,95.0446346067974,121.10381212911237,193.48135202917618,111.68435935069031,113.18786601689487,111.66507470325028,88.12321796773072,90.48935626495653,104.74483990116474,104.74483990116474,104.5182349093319,104.5182349093319,104.74483950687694,88.07751142803149,88.07751142803149,87.17789256860742,96.95753988015278,93.29220428195495,96.66636845900568,131.49986485022902,153.64644652410522
"W kernel support pred, ff4 [pixels]",105.24220730221718,122.28329100175652,105.24220074304323,105.24220074304323,155.8401611345356,271.57627038790963,139.7659181207853,142.3620111242027,139.73253583891125,100.28579497378252,101.29667940505323,127.60089829925602,127.60089829925602,127.19799330704703,127.19799330704703,127.6008975985516,96.59357250954,96.59357250954,94.8140337860073,113.50231667355668,102.41782363331707,107.83549700882183,173.1496651990522,209.01840757388172
"W kernel support pred, ff5 [pixels]",121.04139206727102,146.64127106448413,121.04138204716934,121.04138204716934,190.1669460320175,344.5987560924572,168.06868693617244,171.65965399702918,168.02244945802903,111.69026013172528,113.19673260905272,151.09966375676407,151.09966375676407,150.533074977209,150.533074977209,151.09966277167624,106.14313585670948,106.14313585670948,103.44212605006484,131.04943757373658,116.68354074631095,125.00884294766088,213.67315082608602,261.77303985538435
"W kernel support pred, ff6 [pixels]",179.68574912243034,182.1128902201435,179.68574912243034,179.68574912243034,255.8637579299999,379.5872484483875,222.99285211950817,228.3649191233453,222.92359207118986,135.7191963208258,138.1703230720618,197.39829496828312,197.39829496828312,196.53676880341075,196.53676880341075,197.39829347084958,126.59319435338782,126.59319435338782,122.08481822341842,166.54465833335675,170.37654811589033,150.79695184384175,290.4445093143761,360.45672379280796
"W kernel support pred, ff7 [pixels]",369.55598176111783,257.5844127071163,369.55598176111783,369.55598176111783,317.8542146563708,605.074978551406,275.27003740067204,282.2466030297687,275.1800404659144,160.0319063742074,163.35384056213945,241.90907965785487,241.90907965785487,240.78199415575045,240.78199415575045,241.90907769911584,147.58173463255693,147.58173463255693,141.37600570262222,201.31303399393275,346.5429675619568,207.2498701577047,362.4470772379534,452.35335783194165
"W kernel support pred, ff8 [pixels]",,,,,362.3511952330113,694.3693029413607,312.93421138653235,321.0383544242256,312.8296443069004,178.08373813106599,182.01800039111606,274.1215068259039,274.1215068259039,272.8081796660554,272.8081796660554,274.1215045436337,163.29032892823582,163.29032892823582,155.88329781726057,226.69819190511208,,,446.0909638874948,517.9742653760177
"W kernel support pred, ff9 [pixels]",,,,,419.5081109525323,808.6843989293048,361.41451206147207,370.9493556576581,361.2914611421742,201.75448467746037,206.46228999515787,315.6915439817263,315.6915439817263,314.1423723952511,314.1423723952511,315.6915412897305,183.998719699533,183.998719699533,175.07072317041425,259.63159212589915,,,601.8056472571487,602.0383139462283
"W kernel support pred, ff10 [pixels]",,,,,498.0730085998333,918.6545335594034,408.2102233290133,419.1119332846326,408.06951605448404,224.9258495179859,230.3681793639766,395.68192153250294,395.68192153250294,399.8655046936836,399.8655046936836,395.68192153250294,204.35705809178506,204.35705809178506,193.9841591118333,291.60512280549915,,,774.8949244640213,682.925380816814
"W kernel support pred, ff11 [pixels]",,,,,617.1688929108155,1025.093682827953,458.8384255449182,465.7994365471545,453.42326028300687,247.6034276910569,253.74921186068897,488.68732469213603,488.68732469213603,493.94202300438764,493.94202300438764,488.68732469213603,224.34148479717666,224.34148479717666,212.58554482570176,322.7216010181422,,,964.0839854518817,761.2095745950971
W kernel support bw0 [uv-pixels],2.750042586649999,3.715906025524677,2.7500421818013234,2.7500421818013234,4.965179109680704,9.599600288924703,4.25765474613632,4.374268048827571,4.256148394935197,2.251484728279973,2.313188237456034,3.695101536262973,3.695101536262973,3.6759293375982645,3.6759293375982645,3.6951015029547807,2.0159290740726656,2.0159290740726656,1.8954350181148463,2.995045784171415,2.572266419686016,2.9075347311689375,1.4359845863692668,7.15580530126632
W kernel support bw1 [uv-pixels],3.634745427802279,4.912169962922662,3.6347448924372063,3.6347448924372063,6.738341910869984,13.036683054837825,5.777444828097058,5.935805412069681,5.775399241802204,3.0539650433961145,3.137703581665812,5.013575326841613,5.013575326841613,4.987544408390468,4.987544408390468,5.013575281617515,2.734307257938416,2.734307257938416,2.5708033063024645,4.063180963563636,3.3996637062502213,3.8430154080055057,1.9474254067930739,9.714605540920685
W kernel support bw2 [uv-pixels],4.844224928580961,6.548101073249114,4.844224214617571,4.844224214617571,8.369883620871263,16.202476905926904,7.17559471803092,7.37240558290867,7.173052495545755,3.791779546295462,3.8957930302079635,6.226335642750512,6.226335642750512,6.193989444619051,6.193989444619051,6.226335586554601,3.3947438014085245,3.3947438014085245,3.191672701864798,5.045474723642519,4.530730406761693,5.121982252805096,2.4175151404971316,12.070245498507097
W kernel support bw3 [uv-pixels],6.414684501676379,8.673093526084475,6.414683555547127,6.414683555547127,11.364784775928547,22.02095365180556,9.741499598667843,10.008974889332562,9.738044680275326,4.619424925295387,5.286071907094371,8.451591460636863,8.451591460636863,8.407642940877407,8.407642940877407,8.451591384283615,4.605784439422035,4.605784439422035,4.330099870210228,6.847404320720981,5.999264772383069,6.782775509346554,3.2792910519199383,16.397041715602203
