Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Combined samples facet0,31.0,28.0,28.0,31.0,31.0,31.0,16.0,16.0,17.0,41.0,77.0,77.0,104.0,69.0,41.0,23.0,23.0,36.0,43.0,67.0,67.0,72.0,43.0,43.0,23.0,23.0,37.0,43.0,16.0,53.0,43.0,43.0,43.0,23.0,23.0,37.0,43.0,16.0,53.0,43.0,43.0,43.0,23.0,23.0,37.0,42.0,15.0,52.0,42.0,42.0,42.0,23.0,23.0,36.0
Combined samples facet1,15.0,14.0,14.0,15.0,15.0,15.0,8.0,8.0,8.0,27.0,51.0,51.0,69.0,46.0,27.0,15.0,15.0,24.0,28.0,44.0,44.0,48.0,28.0,28.0,15.0,15.0,24.0,28.0,10.0,35.0,28.0,28.0,28.0,15.0,15.0,24.0,29.0,10.0,35.0,29.0,29.0,29.0,15.0,15.0,24.0,28.0,10.0,35.0,28.0,28.0,28.0,15.0,15.0,24.0
Combined samples facet2,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,20.0,38.0,38.0,52.0,34.0,20.0,11.0,11.0,18.0,21.0,33.0,33.0,36.0,21.0,21.0,11.0,11.0,18.0,21.0,8.0,26.0,21.0,21.0,21.0,11.0,11.0,18.0,21.0,8.0,26.0,21.0,21.0,21.0,11.0,11.0,18.0,21.0,7.0,26.0,21.0,21.0,21.0,11.0,11.0,18.0
Combined samples facet3,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,13.0,25.0,25.0,34.0,23.0,13.0,7.0,7.0,12.0,14.0,22.0,22.0,24.0,14.0,14.0,7.0,7.0,12.0,14.0,5.0,17.0,14.0,14.0,14.0,7.0,7.0,12.0,14.0,5.0,17.0,14.0,14.0,14.0,7.0,7.0,12.0,14.0,5.0,17.0,14.0,14.0,14.0,7.0,7.0,12.0
Combined samples facet4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,15.0,20.0,13.0,8.0,4.0,4.0,7.0,8.0,13.0,13.0,14.0,8.0,8.0,4.0,4.0,7.0,8.0,3.0,10.0,8.0,8.0,8.0,4.0,4.0,7.0,8.0,3.0,10.0,8.0,8.0,8.0,4.0,4.0,7.0,8.0,3.0,10.0,8.0,8.0,8.0,4.0,4.0,7.0
Combined samples facet5,,,,,,,,,,5.0,11.0,11.0,14.0,9.0,5.0,3.0,3.0,5.0,6.0,9.0,9.0,10.0,6.0,6.0,3.0,3.0,5.0,6.0,2.0,7.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,2.0,7.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,2.0,7.0,6.0,6.0,6.0,3.0,3.0,5.0
Combined samples facet6,,,,,,,,,,3.0,7.0,7.0,9.0,6.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0
Combined samples facet7,,,,,,,,,,2.0,5.0,5.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
Combined samples facet8,,,,,,,,,,2.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
Combined samples facet9,,,,,,,,,,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet10,,,,,,,,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet11,,,,,,,,,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Channels predict, no-smear0",931.2414905129898,1005.6630255311501,1005.6630255311501,931.2414905129898,931.2414905129898,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1356.5650741686497,1356.5650741686497,1005.0053854489457,1507.2335084877068,2511.6897145573553,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,887.8423565662766,887.8423565662766,822.0992112836918,1369.9587468457216,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,2602.7936212227987,780.9899815429653,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,1188.2987327509875,356.5595643828025,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,4474.4830112811205,1342.6023701914512,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",1861.5105341316757,2010.3535665675292,2010.3535665675292,1861.5105341316757,1861.5105341316757,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,2034.5730199598029,2034.5730199598029,1507.2335084877068,2260.575665262745,3767.259952131288,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1331.608579773788,1331.608579773788,1232.9938642529864,2054.7831546141115,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,3904.0819272403155,1171.3764794443684,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,1782.3981349931155,534.7893878870661,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,6711.540598618702,2013.7196565822142,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels predict, no-smear2",3722.048367432926,4019.734413483099,4019.734413483099,3722.048367432926,3722.048367432926,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2712.580953399158,2712.580953399158,2009.4616148571042,3013.917810920462,5022.83018303477,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1775.3747969707258,1775.3747969707258,1643.8885107326514,2739.607558487833,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,5205.370232252657,1561.7629739965976,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,2376.4975367707475,713.0192098358275,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,8948.598184297494,2684.8369373752475,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels predict, no-smear3",7443.123906952532,8038.495989636191,8038.495989636191,7443.123906952532,7443.123906952532,7443.123906952532,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,4068.596807922735,4068.596807922735,3013.917810920462,4520.602091119545,7533.970638170312,13729.335263104213,13729.335263104213,8780.640856407961,4109.256362339347,2662.9072253551667,2662.9072253551667,2465.6777971987854,4109.256362339347,4109.256362339347,7488.387836098659,7488.387836098659,4789.226441112072,2891.968800495013,7807.946841272109,2342.535959751262,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,3564.696339861489,1069.4788521775574,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,13422.713353947864,4027.071493366913,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels predict, no-smear4",14885.274922420835,16076.01908306368,16076.01908306368,14885.274922420835,14885.274922420835,14885.274922420835,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,6780.628502141226,6780.628502141226,5022.83018303477,7533.970638170312,12556.251540408359,22881.859242246133,22881.859242246133,14634.035235477146,6848.5539653768465,4437.972074905572,4437.972074905572,4109.256362339347,6848.5539653768465,6848.5539653768465,12480.43975123657,12480.43975123657,7981.837428793979,4819.803327119454,13013.100058070033,3904.0819272403155,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,5941.093945476425,1782.3981349931155,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,22370.943691172077,6711.540598618702,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,17578.532439633425,9492.660190708539,9492.660190708539,7031.742547520076,10547.339180134843,17578.532439633425,32034.383219760202,32034.383219760202,20487.429611910986,9587.851566631676,6213.036921710912,6213.036921710912,5752.834924515444,9587.851566631676,9587.851566631676,17472.491665383553,17472.491665383553,11174.448414962055,6747.637852514593,18218.253274526207,5465.62789320205,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,8317.49155085596,2495.317417100678,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,31319.17402783364,9396.009701315503,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels predict, no-smear6",,,,,,,,,,27623.094235464625,14916.72356321578,14916.72356321578,11049.567270263373,16574.07625990824,27623.094235464625,50339.43117338024,50339.43117338024,32194.218362539585,15066.446767662303,9763.166613075819,9763.166613075819,9039.99204641778,15066.446767662303,15066.446767662303,27456.595492975874,27456.595492975874,17559.670386028447,10603.30690224929,28628.559707000168,8588.719823841986,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,13070.28676143725,3921.1559807232757,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,49215.63470041959,14764.947904614515,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels predict, no-smear7",,,,,,,,,,37667.65603029708,20340.78693366233,20340.78693366233,15067.391990198219,22600.813337856664,37667.65603029708,68644.47912648872,68644.47912648872,43901.00711260044,20545.041968064605,13313.296303445573,13313.296303445573,12327.14916724701,20545.041968064605,20545.041968064605,37440.69931984898,37440.69931984898,23944.89235654539,14458.975951528024,39038.86613920652,11711.811753963559,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,17823.081972056993,5346.994544082644,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,67112.09537255102,20133.886106982565,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels predict, no-smear8",,,,,,,,,,45201.07737624433,24408.834461039172,24408.834461039172,18080.76052947859,27120.86614583087,45201.07737624433,82373.26509018058,82373.26509018058,52681.09867435777,24653.988368231738,15975.893570932627,15975.893570932627,14792.517007608449,24653.988368231738,24653.988368231738,44928.77719007878,44928.77719007878,28733.8088344391,17350.727738383684,46846.5959631601,14054.130701366032,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,21387.67837986553,6416.373466571292,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,80534.44087564942,24160.589758491646,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels predict, no-smear9",,,,,,,,,,55245.639170555,29832.897830491165,29832.897830491165,22098.585247986757,33147.603222774786,55245.639170555,100678.31304361316,100678.31304361316,64387.887423621025,30132.583568244918,19526.023260803966,19526.023260803966,18079.674127881513,30132.583568244918,30132.583568244918,54912.88101689317,54912.88101689317,35119.03080474535,21206.396787594203,57256.90239558261,17177.22263126097,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,26140.473590702884,7842.212029786747,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,98430.9015488164,29529.527960545445,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels predict, no-smear10",,,,,,,,,,65290.200964363954,35256.96119960857,35256.96119960857,26116.409966266117,39174.3402996397,65290.200964363954,118983.36099533516,118983.36099533516,76094.67617268747,35611.17876840851,23076.152950601525,23076.152950601525,21366.831248029586,35611.17876840851,35611.17876840851,64896.98484398008,64896.98484398008,41504.25277471908,25062.065836560167,67667.20882737651,20300.314560977407,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,30893.26880043359,9268.050593015527,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,116327.36222180707,34898.46616213159,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels predict, no-smear11",,,,,,,,,,75334.76275845508,40681.02456876458,40681.02456876458,30134.234684264968,45201.07737624433,75334.76275845508,137288.40894903094,137288.40894903094,87801.4649224931,41089.773967896894,26626.282640231344,26626.282640231344,24653.988368231738,41089.773967896894,41089.773967896894,74881.08867071281,74881.08867071281,47889.47474523953,28917.734885444417,78077.51525821665,23423.406490697515,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,35646.06401075511,10693.889156165913,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,134223.822889994,40267.40436417272,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,1005.6630255311501,1005.6630255311501,931.2414905129898,931.2414905129898,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1356.5650741686497,1356.5650741686497,1005.0053854489457,1507.2335084877068,2511.6897145573553,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,887.8423565662766,887.8423565662766,822.0992112836918,1369.9587468457216,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,2602.7936212227987,780.9899815429653,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,1188.2987327509875,356.5595643828025,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,4474.4830112811205,1342.6023701914512,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",1861.5105341316757,2010.3535665675292,2010.3535665675292,1861.5105341316757,1861.5105341316757,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,2034.5730199598029,2034.5730199598029,1507.2335084877068,2260.575665262745,3767.259952131288,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1331.608579773788,1331.608579773788,1232.9938642529864,2054.7831546141115,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,3904.0819272403155,1171.3764794443684,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,1782.3981349931155,534.7893878870661,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,6711.540598618702,2013.7196565822142,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels backward, no-smear2",3722.048367432926,4019.734413483099,4019.734413483099,3722.048367432926,3722.048367432926,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2712.580953399158,2712.580953399158,2009.4616148571042,3013.917810920462,5022.83018303477,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1775.3747969707258,1775.3747969707258,1643.8885107326514,2739.607558487833,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,5205.370232252657,1561.7629739965976,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,2376.4975367707475,713.0192098358275,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,8948.598184297494,2684.8369373752475,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels backward, no-smear3",7443.123906952532,8038.495989636191,8038.495989636191,7443.123906952532,7443.123906952532,7443.123906952532,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,4068.596807922735,4068.596807922735,3013.917810920462,4520.602091119545,7533.970638170312,13729.335263104213,13729.335263104213,8780.640856407961,4109.256362339347,2662.9072253551667,2662.9072253551667,2465.6777971987854,4109.256362339347,4109.256362339347,7488.387836098659,7488.387836098659,4789.226441112072,2891.968800495013,7807.946841272109,2342.535959751262,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,3564.696339861489,1069.4788521775574,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,13422.713353947864,4027.071493366913,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels backward, no-smear4",14885.274922420835,16076.01908306368,16076.01908306368,14885.274922420835,14885.274922420835,14885.274922420835,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,6780.628502141226,6780.628502141226,5022.83018303477,7533.970638170312,12556.251540408359,22881.859242246133,22881.859242246133,14634.035235477146,6848.5539653768465,4437.972074905572,4437.972074905572,4109.256362339347,6848.5539653768465,6848.5539653768465,12480.43975123657,12480.43975123657,7981.837428793979,4819.803327119454,13013.100058070033,3904.0819272403155,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,5941.093945476425,1782.3981349931155,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,22370.943691172077,6711.540598618702,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels backward, no-smear5",,,,,,,,,,17578.532439633425,9492.660190708539,9492.660190708539,7031.742547520076,10547.339180134843,17578.532439633425,32034.383219760202,32034.383219760202,20487.429611910986,9587.851566631676,6213.036921710912,6213.036921710912,5752.834924515444,9587.851566631676,9587.851566631676,17472.491665383553,17472.491665383553,11174.448414962055,6747.637852514593,18218.253274526207,5465.62789320205,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,8317.49155085596,2495.317417100678,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,31319.17402783364,9396.009701315503,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels backward, no-smear6",,,,,,,,,,27623.094235464625,14916.72356321578,14916.72356321578,11049.567270263373,16574.07625990824,27623.094235464625,50339.43117338024,50339.43117338024,32194.218362539585,15066.446767662303,9763.166613075819,9763.166613075819,9039.99204641778,15066.446767662303,15066.446767662303,27456.595492975874,27456.595492975874,17559.670386028447,10603.30690224929,28628.559707000168,8588.719823841986,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,13070.28676143725,3921.1559807232757,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,49215.63470041959,14764.947904614515,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels backward, no-smear7",,,,,,,,,,37667.65603029708,20340.78693366233,20340.78693366233,15067.391990198219,22600.813337856664,37667.65603029708,68644.47912648872,68644.47912648872,43901.00711260044,20545.041968064605,13313.296303445573,13313.296303445573,12327.14916724701,20545.041968064605,20545.041968064605,37440.69931984898,37440.69931984898,23944.89235654539,14458.975951528024,39038.86613920652,11711.811753963559,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,17823.081972056993,5346.994544082644,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,67112.09537255102,20133.886106982565,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels backward, no-smear8",,,,,,,,,,45201.07737624433,24408.834461039172,24408.834461039172,18080.76052947859,27120.86614583087,45201.07737624433,82373.26509018058,82373.26509018058,52681.09867435777,24653.988368231738,15975.893570932627,15975.893570932627,14792.517007608449,24653.988368231738,24653.988368231738,44928.77719007878,44928.77719007878,28733.8088344391,17350.727738383684,46846.5959631601,14054.130701366032,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,21387.67837986553,6416.373466571292,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,80534.44087564942,24160.589758491646,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels backward, no-smear9",,,,,,,,,,55245.639170555,29832.897830491165,29832.897830491165,22098.585247986757,33147.603222774786,55245.639170555,100678.31304361316,100678.31304361316,64387.887423621025,30132.583568244918,19526.023260803966,19526.023260803966,18079.674127881513,30132.583568244918,30132.583568244918,54912.88101689317,54912.88101689317,35119.03080474535,21206.396787594203,57256.90239558261,17177.22263126097,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,26140.473590702884,7842.212029786747,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,98430.9015488164,29529.527960545445,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels backward, no-smear10",,,,,,,,,,65290.200964363954,35256.96119960857,35256.96119960857,26116.409966266117,39174.3402996397,65290.200964363954,118983.36099533516,118983.36099533516,76094.67617268747,35611.17876840851,23076.152950601525,23076.152950601525,21366.831248029586,35611.17876840851,35611.17876840851,64896.98484398008,64896.98484398008,41504.25277471908,25062.065836560167,67667.20882737651,20300.314560977407,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,30893.26880043359,9268.050593015527,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,116327.36222180707,34898.46616213159,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels backward, no-smear11",,,,,,,,,,75334.76275845508,40681.02456876458,40681.02456876458,30134.234684264968,45201.07737624433,75334.76275845508,137288.40894903094,137288.40894903094,87801.4649224931,41089.773967896894,26626.282640231344,26626.282640231344,24653.988368231738,41089.773967896894,41089.773967896894,74881.08867071281,74881.08867071281,47889.47474523953,28917.734885444417,78077.51525821665,23423.406490697515,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,35646.06401075511,10693.889156165913,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,134223.822889994,40267.40436417272,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
Frequencies predict ifft,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40
