Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"W kernel support pred, ff10 [pixels]",,,111.98724492466839,165.77006260155122,98.23645679782989,317.0301254597457,,,,,,,,,,,,,,,,,,,,,,,,,124.50331651152096,107.38802228851081,106.43909883547452,,,,,,136.50965598413794,112.38049394741827,179.28508883765528,136.94657305315778,112.38049394741827,179.28508883765528,,,,108.17886618159118,108.26603496433695,99.72531014092665,107.47861384163,108.26603496433695,99.72531014092665
"W kernel support pred, ff11 [pixels]",,,125.93436521389373,180.49275985597495,102.14163801609354,351.2915387751386,,,,,,,,,,,,,,,,,,,,,,,,,133.0295690432023,112.99916883002237,111.87902975386837,,,,,,146.93204090552067,118.87384856368969,214.7472212021009,147.43618679242402,118.87384856368969,214.7472212021009,,,,113.93180601817598,114.03455450360737,103.91698648480772,113.10604391122382,114.03455450360737,103.91698648480772
W kernel support bw0 [uv-pixels],0.5547137081076688,2.221279623740516,0.755546710119711,1.5595024342996828,0.615374259846129,3.2733553605453087,0.8722593171153088,0.5428126182088544,0.4618164046204344,1.2050412299519389,0.6633524800588391,0.5428126182088544,0.4618164046204344,1.2050412299519389,0.6633524800588391,0.5428126182088544,0.4618164046204344,1.2050412299519389,2.337565043366272,2.19974763420578,1.8349934264997192,4.153957593847206,2.06756429971384,1.7736982823473348,1.064311892495912,3.5962602553242395,2.2685853234035878,1.7234747131909636,1.443176410201835,11.42596453186532,1.027327415855898,0.7725307853779193,0.7571722941266632,1.6876957535812007,1.4803689991615927,1.226210821277476,1.8196315260808702,1.3179442229458966,1.19015985358687,0.8507373337829077,1.3304133955581652,1.1959229764486732,0.8507373337829077,1.3304133955581652,1.0306051849553364,1.3064527810249316,1.1392509184517137,0.7852000028092985,0.7865894348708743,0.6425615203295473,0.773987947469004,0.7865894348708743,0.6425615203295473
W kernel support bw1 [uv-pixels],0.9334247339325693,3.740864427955654,1.0244441279429184,2.1150017274644064,0.8343458306635694,4.4409881879658295,1.4680449795191532,0.9133914450964064,0.7770563191637856,2.0284876226906756,1.1163098409360528,0.9133914450964064,0.7770563191637856,2.0284876226906756,1.1163098409360528,0.9133914450964064,0.7770563191637856,2.0284876226906756,3.170786139149287,2.983753492568391,2.488790181633169,5.636628852772918,2.8043757764927313,2.405620855843229,1.4432325409836568,4.879375911418867,3.0771722687311156,2.3374756841343194,1.9571822945509432,15.520582838666499,1.3930659148151252,1.0474784794321845,1.0266487884982904,2.288930320906916,2.0076406130395674,1.6628463095680333,2.467945945608385,1.7872886242439072,1.6139422322581218,1.1535473696356646,1.804204256466683,1.6217600049479868,1.1535473696356646,1.804204256466683,1.397511923266532,1.7716994598380744,1.5448843038682936,1.064661015996386,1.0665454303745991,0.8712153441973449,1.0494547393761506,1.0665454303745991,0.8712153441973449
W kernel support bw2 [uv-pixels],1.571042059595058,6.303545491562414,1.2715278409387134,2.625612020782042,1.035539575569149,5.514872192279025,2.47152702050441,1.5373071579468272,1.3077434107913632,3.4159099687460874,1.8790379599358282,1.5373071579468272,1.3077434107913632,3.4159099687460874,1.8790379599358282,1.5373071579468272,1.3077434107913632,3.4159099687460874,3.936886141243137,3.7045697450747723,3.0898157932940586,7.000593021700252,3.481770948913378,2.9865249996048524,1.7914634367921964,6.059580236564284,3.8206055563675334,2.90189478034216,2.4296310288995224,19.29332135915624,1.7291768911077208,1.3001237399446817,1.2742647981505846,2.8416066444975545,2.492289554348586,2.0641450641681502,3.0639284362375347,2.218665314911715,2.003422243647158,1.4318052789709264,2.23966989366236,2.0131292965885685,1.4318052789709264,2.23966989366236,1.7346969880007375,2.199307931273643,1.9176763808287265,1.3214550684846311,1.3237944895073135,1.08130822979348,1.3025771696347295,1.3237944895073135,1.08130822979348
W kernel support bw3 [uv-pixels],2.6450544320677993,10.630174742896056,1.7243211538850622,3.5617257735840084,1.4042050077376378,7.485016113592617,4.162723822936356,2.5882170341230206,2.201482036491964,5.755334936673897,3.1640397433783605,2.5882170341230206,2.201482036491964,5.755334936673897,3.1640397433783605,2.5882170341230206,2.201482036491964,5.755334936673897,5.341869690729915,5.0264307773665475,4.191828086584139,9.503674614809643,4.72393588280654,4.0516144792975055,2.4297255913133307,8.225026097525474,5.183981288777364,3.936735503033684,3.295734496704514,26.230250258848496,2.3452125385498066,1.763113585650134,1.7280340155350984,3.854900997142055,3.3807745376335183,2.7997358636582783,4.156686467285993,3.009426208460795,2.717335811812056,1.9417555050745567,3.037931210528664,2.7305080251497795,1.9417555050745567,3.037931210528664,2.3527023577883948,2.9831567847318534,2.6009830696430476,1.7920514146090931,1.7952250621239787,1.4662870733002604,1.7664418656170768,1.7952250621239787,1.4662870733002604
W kernel support bw4 [uv-pixels],5.842695255920037,17.946303602262724,2.53139082654001,5.2314133832076735,2.061230381932246,11.002967016639454,7.015387062886702,6.247242415976737,6.247242415976737,9.704157001859105,5.330491183521604,6.247242415976737,6.247242415976737,9.704157001859105,5.330491183521604,6.247242415976737,6.247242415976737,9.704157001859105,7.849214980289911,7.38522034350681,6.157815360848834,13.975428346630324,6.940314357038329,5.95164808971491,3.567700479581579,12.092422883235093,,,,,3.4435238964658206,2.588371385496278,2.53684444225039,5.662423221377927,4.965414176355582,4.1114193885669525,5.161645061561314,3.7364576769955016,3.990327244280176,2.8507854635811034,4.461487036653417,4.009684359314365,2.8507854635811034,4.461487036653417,3.4545286294402135,4.380983745123627,3.819346964326072,2.6308776764638644,2.635539432319634,2.152405094409684,2.593260207933103,2.635539432319634,2.152405094409684
W kernel support bw5 [uv-pixels],,,3.2601902178836695,6.740294910665265,2.654445261829434,14.185977363910428,,,,,,,,,,,,,10.116424497025639,9.517890435862913,7.934851427395204,18.02356601715418,,,,,,,,,4.435591363972338,3.333608422348519,3.267217030980006,7.296034629921323,6.397344436772639,5.296436757511957,,,5.140351522054675,3.671738376305692,5.747691978658301,5.165302130764834,3.671738376305692,5.747691978658301,4.449774114495734,5.643915791195597,4.919969349542311,3.388377620883721,3.394384315993287,2.771906242540151,3.3399076184821137,3.394384315993287,2.771906242540151
W kernel support bw6 [uv-pixels],,,4.580725225002799,9.476703551351825,3.729112638800633,19.966796564115903,,,,,,,,,,,,,11.188970719868083,10.526726091680382,8.775310571707,19.940026491473663,,,,,,,,,6.233735237453864,4.683956271812609,4.5906052896972644,9.547237682219873,8.37028048157661,6.928807393297279,,,7.225171007484298,5.159424948115628,8.079731752473753,7.2602747736305995,5.159424948115628,8.079731752473753,6.253684928171321,7.933702090510273,6.9151203610568475,4.760967300995315,4.76941341295808,3.8942350291315284,4.692813501634677,4.76941341295808,3.8942350291315284
W kernel support bw7 [uv-pixels],,,5.785587113901536,11.975877744887473,4.709442245348913,25.254896251641128,,,,,,,,,,,,,,,,,,,,,,,,,7.874965759356287,5.91604903622873,5.798073275629031,,,,,,9.12844303851724,6.516975698612255,10.209047583762102,9.172829055962247,6.516975698612255,10.209047583762102,7.900185982632051,10.02437953126907,8.736419965922034,6.0133763163075145,6.024050689211673,4.918084233130914,5.9272428086944675,6.024050689211673,4.918084233130914
W kernel support bw8 [uv-pixels],,,6.637302680429476,13.743846822553174,5.402329238983524,29.00027758720946,,,,,,,,,,,,,,,,,,,,,,,,,9.035466016518878,6.787029731321173,6.651632562809962,,,,,,10.474433252095062,7.476721820163629,11.715081754323716,10.52539067114566,7.476721820163629,11.715081754323716,9.064416613325477,11.50305502622043,11.50305502622043,6.898730591703702,6.910981459867499,5.641752756532253,6.799876572570028,6.910981459867499,5.641752756532253
W kernel support bw9 [uv-pixels],,,7.720877653575374,15.994571118563023,6.2837180181787105,33.77336823571051,,,,,,,,,,,,,,,,,,,,,,,,,10.512240537582969,7.895131912588033,7.73755482319602,,,,,,12.187477501290207,8.697842910738846,15.57681477972805,12.246806232892734,8.697842910738846,15.57681477972805,9.441699167834335,12.48160032096528,12.48160032096528,8.025132766700075,8.039390800727,6.56232237910828,7.9100833715454035,8.039390800727,6.56232237910828
W kernel support bw10 [uv-pixels],,,9.795680669478822,18.148568148979674,7.126536505589402,38.34630450924796,,,,,,,,,,,,,,,,,,,,,,,,,11.924944852052754,8.954910778308403,8.776105486728502,,,,,,13.826427467505212,9.865799052048535,20.055837320281416,13.893773263028141,9.865799052048535,20.055837320281416,,,,9.102426778350283,9.118605916355712,7.442632139723829,8.971876574641291,9.118605916355712,7.442632139723829
W kernel support bw11 [uv-pixels],,,12.15747220194383,20.224380537649758,7.938153729586116,42.75762819643354,,,,,,,,,,,,,,,,,,,,,,,,,13.285839642159972,9.975604740656625,9.776340460094016,,,,,,15.405470134755301,10.990757389978175,24.91120763520158,15.48054685317317,10.990757389978175,24.91120763520158,,,,10.140001558311088,10.15803224426688,8.290374765431777,9.994511907516802,10.15803224426688,8.290374765431777
AW kernel support bw0 [uv-pixels],10.015373547599838,10.243733848887564,10.02850192357626,10.12087189142253,10.018916382507701,10.52211268312646,10.037969730791902,10.014721440883253,10.010658039888115,10.072344531730637,10.021977674730683,10.014721440883253,10.010658039888115,10.072344531730637,10.021977674730683,10.014721440883253,10.010658039888115,10.072344531730637,10.269576930524838,10.23908636813822,10.166966158854724,10.828451583281927,10.211504401088566,10.156082197225556,10.05647849918192,10.626998062671545,10.254095736317375,10.147431452688345,10.103601246632957,15.183960796954274,10.052631576824506,10.029795801229287,10.028624525975285,10.141415924645631,10.108980778183263,10.074899154741846,10.164204783981253,10.086474952866164,10.070574982447125,10.036122458952564,10.088111805639379,10.071257705252004,10.036122458952564,10.088111805639379,10.052967076801597,10.084979864583161,10.064685422565033,10.030779583083845,10.030888442159572,10.020622999964035,10.029908142292594,10.030888442159572,10.020622999964035
AW kernel support bw1 [uv-pixels],10.043469606361992,10.676800394703648,10.052337328764725,10.221214815626244,10.034746283048001,10.94177207245938,10.107183389149094,10.04162755393643,10.03014538893392,10.203664147521186,10.062114472662826,10.04162755393643,10.03014538893392,10.203664147521186,10.062114472662826,10.04162755393643,10.03014538893392,10.203664147521186,10.490657021379606,10.435649711657346,10.305051022105308,11.479180494439145,10.385784683680825,10.285281313705907,10.103609264384394,11.126918229453054,10.462742908599436,10.269556590910788,10.189728285587584,18.463165807951487,10.09656538843877,10.05471089414676,10.052562247254428,10.258615989204735,10.19954022645756,10.137310188074746,10.300036756752126,10.158464481719257,10.129403216827058,10.06631370135033,10.161454275794016,10.1306517812848,10.06631370135033,10.161454275794016,10.097179783269787,10.155733305674707,10.118629725033852,10.056515454121396,10.056715127468458,10.037879067610094,10.054916968826697,10.056715127468458,10.037879067610094
AW kernel support bw2 [uv-pixels],10.122656427688174,11.820942676631033,10.080515019099087,10.338947648753967,10.053474136464963,11.419886833816369,10.300895388901074,10.117475638610381,10.08514713965385,10.567328939451961,10.175007796305604,10.117475638610381,10.08514713965385,10.567328939451961,10.175007796305604,10.117475638610381,10.08514713965385,10.567328939451961,10.747049478303907,10.664137892775177,10.466468441479647,12.20689570101581,10.588802054089838,10.436442476881897,10.159199832927952,11.69266918386732,10.705000084883068,10.41254019517702,10.290923522045597,21.730905389966484,10.148401485984921,10.084161925473419,10.08086061682264,10.39589959176466,10.305896720941613,10.210812643758073,10.458855456615938,10.243167272850341,10.198710736477441,10.10198328828993,10.247737371370208,10.20062201852334,10.10198328828993,10.247737371370208,10.149343507842211,10.238991912125098,10.182214037309782,10.086934296307463,10.087241042547259,10.05829147956148,10.084478533015657,10.087241042547259,10.05829147956148
AW kernel support bw3 [uv-pixels],10.343902210897081,14.594540591073955,10.147575249375365,10.615361062451555,10.098108323035333,12.491015419922478,10.831817466429255,10.329514384312777,10.239459124240733,11.537932233866654,10.48861990433812,10.329514384312777,10.239459124240733,11.537932233866654,10.48861990433812,10.329514384312777,10.239459124240733,11.537932233866654,11.337352944701815,11.192185057425457,10.843035677681579,13.795645370339773,11.059636984316763,10.789605177616705,10.290945848127029,12.948013527370717,11.263820932631779,10.74699429705096,10.529096156497392,28.07180130739425,10.27132035577565,10.154238992455518,10.148206814942547,10.71728798240333,10.556023705653145,10.3845327726506,10.82949871357481,10.443019012918185,10.362620996357837,10.186776449961359,10.45126911144786,10.366082870371399,10.186776449961359,10.45126911144786,10.273033066448441,10.43547911704545,10.332720499876583,10.15930353285118,10.159863828992888,10.106928206993826,10.154817421529781,10.159863828992888,10.106928206993826
AW kernel support bw4 [uv-pixels],11.581756682539593,20.544337735361246,10.315422410967518,11.285729306784049,10.210223831405488,14.868264295783007,12.215386021003106,11.791015130343055,11.791015130343055,13.934513379258393,11.331996128555707,11.791015130343055,11.791015130343055,13.934513379258393,11.331996128555707,11.791015130343055,11.791015130343055,13.934513379258393,12.71259909722664,12.43147133376202,11.743878831898167,17.184661692096196,12.172426355271671,11.637100798042747,10.617367221303342,15.691612128362966,,,,,10.576287478389151,10.329553060479235,10.316762075582469,11.49186828753271,11.164915491966473,10.81220464977815,11.253558536815824,10.67525718528498,10.766740988639256,10.398412271080876,10.950108062399497,10.77393004717082,10.398412271080876,10.950108062399497,10.579875616075176,10.917555521958084,10.704550959003688,10.340286134750619,10.341473207397083,10.229019879267064,10.330779181942146,10.341473207397083,10.229019879267064
AW kernel support bw5 [uv-pixels],,,10.518024541556478,12.059501460787676,10.346307536896859,17.35632316388984,,,,,,,,,,,,,14.22469840116199,13.805442345288713,12.76565185076092,20.61186386464638,,,,,,,,,10.939582750185037,10.541012527909878,10.52020470939258,12.378696269034602,11.871226383264109,11.316017069902456,,,11.243807796751499,10.652777229625896,11.534121686610254,11.255236385882073,10.652777229625896,11.534121686610254,10.945341002912441,11.482760358820828,11.144778974947677,10.558461199516984,10.560390375580877,10.377064335226656,10.5430063501828,10.560390375580877,10.377064335226656
AW kernel support bw6 [uv-pixels],,,10.999229226949357,13.777079160700366,10.672688558786986,22.330986656052406,,,,,,,,,,,,,15.006434145727802,14.519365075968869,13.304363029845232,22.307053962383097,,,,,,,,,11.783864179914582,11.042619542312082,11.003347532719145,13.825691568988479,13.040766669957039,12.16586913843031,,,12.337061890393176,11.252540415179052,12.856207263105732,12.357653085785214,11.252540415179052,12.856207263105732,11.794429837039056,12.76493747971243,12.158079190723468,11.075504938428162,11.079138247341461,10.731498798495718,11.04637943224497,11.079138247341461,10.731498798495718
AW kernel support bw7 [uv-pixels],,,11.553052334882912,15.601975764642471,11.05345404216605,27.162654227471165,,,,,,,,,,,,,,,,,,,,,,,,,12.72851467026039,11.618934383112029,11.559310260978531,,,,,,13.539884501259746,11.93612048599974,14.290719106032375,13.569848668644218,11.93612048599974,14.290719106032375,12.7441334958551,14.159385049744438,13.278743683833993,11.668791485047976,11.674295983321292,11.143946900634932,11.624637943317644,11.674295983321292,11.143946900634932
AW kernel support bw8 [uv-pixels],,,12.002240910414868,16.996862224593247,11.365965036299217,30.675985723937274,,,,,,,,,,,,,,,,,,,,,,,,,13.477375342983795,12.085684613369551,12.01017134559844,,,,,,14.481496882318304,12.486046979573276,15.402699130687726,14.518396908069432,12.486046979573276,15.402699130687726,13.496801418852204,15.242056125610322,15.242056125610322,12.148764701685044,12.155725594905157,11.481697355610768,12.09290376221471,12.155725594905157,11.481697355610768
AW kernel support bw9 [uv-pixels],,,12.633762374743304,18.863358801304987,11.81038154049156,35.22272564673125,,,,,,,,,,,,,,,,,,,,,,,,,14.50886629340841,12.741001056320732,12.643961192678661,,,,,,15.764980426389847,13.253394708522418,18.510460790643602,15.810890642402795,13.253394708522418,18.510460790643602,13.753024510117168,15.993446988448756,15.993446988448756,12.821963809150422,12.830892581843786,11.960939553703353,12.750271328281572,12.830892581843786,11.960939553703353
AW kernel support bw10 [uv-pixels],,,13.998405615583549,20.721257825193902,12.279557099728736,39.62876568246821,,,,,,,,,,,,,,,,,,,,,,,,,15.56291456394012,13.423502786063851,13.304887354434316,,,,,,17.063706998017242,14.047561743427284,22.41063610470691,17.118321631644722,14.047561743427284,22.41063610470691,,,,13.522358272698897,13.533254370542119,12.465663767615832,13.43482673020375,13.533254370542119,12.465663767615832
AW kernel support bw11 [uv-pixels],,,15.741795651736716,22.56159498199687,12.767704752011692,43.91144234689232,,,,,,,,,,,,,,,,,,,,,,,,,16.628696130400286,14.124896103752796,13.984878719233546,,,,,,18.366505113190083,14.859231070461211,26.84340265026261,18.429523349053003,14.859231070461211,26.84340265026261,,,,14.241475752271997,14.254319312950921,12.989623310600965,14.138255488902978,14.254319312950921,12.989623310600965
"W kernel support bw, ff0 [pixels]",80.1229883807987,81.94987079110051,80.22801538861007,80.96697513138024,80.15133106006161,84.17690146501168,80.30375784633522,80.11777152706603,80.08526431910492,80.5787562538451,80.17582139784547,80.11777152706603,80.08526431910492,80.5787562538451,80.17582139784547,80.11777152706603,80.08526431910492,80.5787562538451,82.1566154441987,81.91269094510577,81.33572927083779,86.62761266625542,81.69203520870853,81.24865757780445,80.45182799345535,85.01598450137236,82.032765890539,81.17945162150676,80.82880997306366,121.47168637563419,80.42105261459605,80.2383664098343,80.22899620780228,81.13132739716505,80.8718462254661,80.59919323793477,81.31363827185002,80.69179962292931,80.564599859577,80.28897967162051,80.70489444511503,80.57006164201603,80.28897967162051,80.70489444511503,80.42373661441277,80.67983891666529,80.51748338052026,80.24623666467076,80.24710753727658,80.16498399971228,80.23926513834076,80.24710753727658,80.16498399971228
"W kernel support bw, ff1 [pixels]",80.34775685089593,85.41440315762918,80.4186986301178,81.76971852500995,80.27797026438401,87.53417657967503,80.85746711319275,80.33302043149143,80.24116311147137,81.62931318016949,80.4969157813026,80.33302043149143,80.24116311147137,81.62931318016949,80.4969157813026,80.33302043149143,80.24116311147137,81.62931318016949,83.92525617103685,83.48519769325877,82.44040817684247,91.83344395551316,83.0862774694466,82.28225050964726,80.82887411507515,89.01534583562443,83.70194326879549,82.15645272728631,81.51782628470067,147.7053264636119,80.77252310751015,80.43768715317408,80.42049797803543,82.06892791363788,81.59632181166047,81.09848150459797,82.40029405401701,81.26771585375405,81.03522573461646,80.53050961080264,81.29163420635213,81.0452142502784,80.53050961080264,81.29163420635213,80.7774382661583,81.24586644539765,80.94903780027082,80.45212363297117,80.45372101974766,80.30303254088075,80.43933575061358,80.45372101974766,80.30303254088075
"W kernel support bw, ff2 [pixels]",80.98125142150539,94.56754141304826,80.6441201527927,82.71158119003174,80.4277930917197,91.35909467053095,82.40716311120859,80.93980510888305,80.6811771172308,84.53863151561569,81.40006237044483,80.93980510888305,80.6811771172308,84.53863151561569,81.40006237044483,80.93980510888305,80.6811771172308,84.53863151561569,85.97639582643126,85.31310314220141,83.73174753183717,97.65516560812648,84.7104164327187,83.49153981505518,81.27359866342361,93.54135347093856,85.64000067906454,83.30032156141615,82.32738817636478,173.84724311973187,81.18721188787937,80.67329540378735,80.64688493458112,83.16719673411728,82.4471737675329,81.68650115006459,83.6708436529275,81.94533818280273,81.58968589181953,80.81586630631944,81.98189897096167,81.60497614818672,80.81586630631944,81.98189897096167,81.19474806273769,81.91193529700078,81.45771229847826,80.6954743704597,80.69792834037807,80.46633183649185,80.67582826412526,80.69792834037807,80.46633183649185
"W kernel support bw, ff3 [pixels]",82.75121768717665,116.75632472859164,81.18060199500292,84.92288849961244,80.78486658428267,99.92812335937982,86.65453973143404,82.63611507450221,81.91567299392587,92.30345787093323,83.90895923470497,82.63611507450221,81.91567299392587,92.30345787093323,83.90895923470497,82.63611507450221,81.91567299392587,92.30345787093323,90.69882355761452,89.53748045940365,86.74428542145263,110.36516296271819,88.4770958745341,86.31684142093364,82.32756678501623,103.58410821896574,90.11056746105423,85.97595437640769,84.23276925197914,224.574410459154,82.1705628462052,81.23391193964414,81.18565451954038,85.73830385922663,84.44818964522516,83.0762621812048,86.63598970859849,83.54415210334548,82.9009679708627,81.49421159969087,83.61015289158289,82.92866296297119,81.49421159969087,83.61015289158289,82.18426453158753,83.4838329363636,82.66176399901266,81.27442826280944,81.2789106319431,80.85542565595061,81.23853937223825,81.2789106319431,80.85542565595061
"W kernel support bw, ff4 [pixels]",92.65405346031675,164.35470188288997,82.52337928774014,90.28583445427239,81.6817906512439,118.94611436626406,97.72308816802484,94.32812104274444,94.32812104274444,111.47610703406714,90.65596902844565,94.32812104274444,94.32812104274444,111.47610703406714,90.65596902844565,94.32812104274444,94.32812104274444,111.47610703406714,101.70079277781312,99.45177067009617,93.95103065518533,137.47729353676957,97.37941084217337,93.09680638434197,84.93893777042673,125.53289702690373,,,,,84.61029982711321,82.63642448383388,82.53409660465975,91.93494630026169,89.31932393573179,86.4976371982252,90.02846829452659,85.40205748227984,86.13392790911405,83.187298168647,87.60086449919598,86.19144037736656,83.187298168647,87.60086449919598,84.63900492860141,87.34044417566467,85.6364076720295,82.72228907800495,82.73178565917667,81.83215903413651,82.64623345553717,82.73178565917667,81.83215903413651
"W kernel support bw, ff5 [pixels]",,,84.14419633245183,96.4760116863014,82.77046029517487,138.85058531111872,,,,,,,,,,,,,113.79758720929593,110.4435387623097,102.12521480608736,164.89491091717105,,,,,,,,,87.5166620014803,84.32810022327902,84.16163767514064,99.02957015227682,94.96981106611287,90.52813655921965,,,89.95046237401199,85.22221783700716,92.27297349288203,90.04189108705658,85.22221783700716,92.27297349288203,87.56272802329953,91.86208287056662,89.15823179958142,84.46768959613587,84.48312300464701,83.01651468181325,84.3440508014624,84.48312300464701,83.01651468181325
"W kernel support bw, ff6 [pixels]",,,87.99383381559485,110.21663328560292,85.38150847029588,178.64789324841925,,,,,,,,,,,,,120.05147316582242,116.15492060775095,106.43490423876186,178.45643169906478,,,,,,,,,94.27091343931666,88.34095633849665,88.02678026175316,110.60553255190783,104.32613335965631,97.32695310744248,,,98.69649512314541,90.02032332143241,102.84965810484586,98.86122468628172,90.02032332143241,102.84965810484586,94.35543869631245,102.11949983769944,97.26463352578774,88.6040395074253,88.63310597873169,85.85199038796574,88.37103545795976,88.63310597873169,85.85199038796574
"W kernel support bw, ff7 [pixels]",,,92.4244186790633,124.81580611713977,88.4276323373284,217.30123381976932,,,,,,,,,,,,,,,,,,,,,,,,,101.82811736208312,92.95147506489623,92.47448208782825,,,,,,108.31907601007796,95.48896388799793,114.325752848259,108.55878934915374,95.48896388799793,114.325752848259,101.9530679668408,113.2750803979555,106.22994947067194,93.3503318803838,93.39436786657033,89.15157520507945,92.99710354654115,93.39436786657033,89.15157520507945
"W kernel support bw, ff8 [pixels]",,,96.01792728331894,135.97489779674598,90.92772029039374,245.4078857914982,,,,,,,,,,,,,,,,,,,,,,,,,107.81900274387036,96.68547690695641,96.08137076478752,,,,,,115.85197505854643,99.8883758365862,123.2215930455018,116.14717526455546,99.8883758365862,123.2215930455018,107.97441135081763,121.93644900488258,121.93644900488258,97.19011761348035,97.24580475924125,91.85357884488614,96.74323009771769,97.24580475924125,91.85357884488614
"W kernel support bw, ff9 [pixels]",,,101.07009899794643,150.9068704104399,94.48305232393248,281.78180517385,,,,,,,,,,,,,,,,,,,,,,,,,116.07093034726728,101.92800845056586,101.15168954142929,,,,,,126.11984341111878,106.02715766817934,148.08368632514882,126.48712513922236,106.02715766817934,148.08368632514882,110.02419608093734,127.94757590759005,127.94757590759005,102.57571047320337,102.64714065475029,95.68751642962683,102.00217062625258,102.64714065475029,95.68751642962683
"W kernel support bw, ff10 [pixels]",,,111.98724492466839,165.77006260155122,98.23645679782989,317.0301254597457,,,,,,,,,,,,,,,,,,,,,,,,,124.50331651152096,107.38802228851081,106.43909883547452,,,,,,136.50965598413794,112.38049394741827,179.28508883765528,136.94657305315778,112.38049394741827,179.28508883765528,,,,108.17886618159118,108.26603496433695,99.72531014092665,107.47861384163,108.26603496433695,99.72531014092665
"W kernel support bw, ff11 [pixels]",,,125.93436521389373,180.49275985597495,102.14163801609354,351.2915387751386,,,,,,,,,,,,,,,,,,,,,,,,,133.0295690432023,112.99916883002237,111.87902975386837,,,,,,146.93204090552067,118.87384856368969,214.7472212021009,147.43618679242402,118.87384856368969,214.7472212021009,,,,113.93180601817598,114.03455450360737,103.91698648480772,113.10604391122382,114.03455450360737,103.91698648480772
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.3753318499222433,3.304977334272,1.5776005675885707,3.1552011351771414,0.7472818416771754,3.1552011351771414,17.319967902571157,3.207533513143087,6.415067026286174,12.468253262563763,11.546785087057472,3.207533513143087,6.415067026286174,12.468253262563763,11.546785087057472,3.207533513143087,6.415067026286174,12.468253262563763,1.0747039614579226,0.19902283651273447,0.19902283651273447,0.66096286135014,0.3311909473579552,0.09199932077882396,0.0037014286339837614,0.3130520815609235,0.0626575246451241,0.017405458598998662,0.017405458598998662,0.060846344365063275,9.311071338574893,1.7242807601715338,3.4485615203430675,0.02948026197356476,0.01474013098678238,0.02948026197356476,0.21415239216295898,0.10707619608147949,18.831412190864103,5.230964861985152,10.461929723970304,18.931206811062847,5.230964861985152,10.461929723970304,11.773821003175055,3.270522647192774,6.541045294385548,15.728167592428676,4.368949949351946,8.737899898703892,18.931206811062847,4.368949949351946,8.737899898703892
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
