,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
W kernel support bw9 [uv-pixels],,,,,,,,,,3277.335566931181,16.097818873826593,16.09781817874886,11.622742234609701,14.832175154212262,13.289453312580576,15.362404741073428,3277.335566931181,25.936262324485085,1507.372790718288,16.10610414051105,16.10610385601828,12.631146493203943,15.12900189212128,13.835645196802286,14.559416964497347,1507.372790718288,12.899639953708286,447.58696714371956,13.72383296952694,13.723832969648164,11.08638401385073,13.33093244520457,11.046012899571856,13.564133383373854,447.58696714371956,4.168932735622993,235.16772401040245,15.038415909945618,15.038416106301119,10.85851959252562,13.048601704196361,12.406806885059817,31.557536488951,235.16772401040245,2.2548313271641356,420.11982541037986,11.58967602082676,11.589676020330758,8.362707578783018,10.044873213624895,9.327322208682705,13.457433257284768,420.11982541037986,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,3782.121607374892,18.265800180868595,18.265799391644038,13.185395163088568,16.82879071952476,15.077362027321218,17.43079693670011,3782.121607374892,33.42188312681315,1731.7338060654617,18.275207672242207,18.275207349215307,14.330056605211071,17.165795819313864,15.697422983263257,16.5191183251087,1731.7338060654617,16.604752940710846,511.23530888337007,15.570486824812937,15.570486824950557,12.576599801883155,15.124450082156264,12.530777462666997,15.389187771889329,511.23530888337007,5.361020390945257,268.00899633140835,17.062947402658654,17.06294762559368,12.317969264959837,14.803944662741452,14.075396247382358,35.827897621748136,268.00899633140835,2.8987087827318407,479.7439192470941,13.14786249603806,13.147862495475062,9.485491379764738,11.394503549565567,10.580154649096757,15.26805757148965,479.7439192470941,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,4278.839953832411,20.355103463989785,20.355102583939527,14.690866670503352,18.752784462253935,16.800055601493806,19.424027944527214,4278.839953832411,41.54727978628811,1951.496060401616,20.365593592953918,20.365593232752182,15.966920653727865,19.1285459771147,17.49136017474955,18.40750539053983,1951.496060401616,20.619586676665016,573.1516540662824,17.349837263029176,17.349837263182604,14.01222676536472,16.85255307183947,13.961148490563835,17.147706239599525,573.1516540662824,6.6506664409638026,299.86162473412327,19.013868972148295,19.013869220722327,13.723932646436918,16.495231334702563,15.683020705055988,39.946891122551826,299.86162473412327,3.5949317551364106,537.7270321171635,14.649027277781434,14.649027277153833,10.566909915435668,12.694589941662938,11.786927144446562,17.012658919360746,537.7270321171635,6.262633157716523
AW kernel support bw0 [uv-pixels],238.60182569493082,10.105158458121272,10.105158447269895,10.095107773031891,10.110514940957511,10.079004109624993,10.483341123284392,238.60182569493082,10.002440084464336,264.19610903058816,10.122418142389646,10.12241813194794,10.064237835798151,10.104124209957423,10.083780933484917,10.111612990604922,264.19610903058816,10.003058904554988,129.19487617899225,10.122542637354169,10.122542633078307,10.075758494117323,10.10828528442513,10.090736588504015,10.100370627554202,129.19487617899225,10.000765653837538,42.07641311543306,10.089290614008927,10.089290614010489,10.05849033416778,10.084299644483204,10.058068439277744,10.087245041561655,42.07641311543306,10.000080828042584,24.147086916155573,10.107006981930343,10.107006984693198,10.056128740470175,10.080799962142425,10.073114966645031,10.457889267311542,24.147086916155573,10.000023721460483,39.74207499627258,10.06387585477559,10.063875854770169,10.033407920211713,10.048087177112977,10.041503893280243,10.085891249297115,39.74207499627258,10.000071708416435
AW kernel support bw1 [uv-pixels],319.0216419885172,10.182896400219336,10.182896381411433,10.165470415624618,10.192178737520619,10.137525253865446,10.830402708825284,319.0216419885172,10.00742613984994,363.3096061853586,10.224031829594539,10.22403181057258,10.11781078133904,10.19068231347395,10.153542917348636,10.204339776004561,363.3096061853586,10.010328035003269,176.5998210724648,10.224258624632919,10.224258616843528,10.138881228308502,10.198271911396633,10.166247804880918,10.183833921577753,176.5998210724648,10.002585107097666,56.56045794460087,10.163607200474793,10.163607200477644,10.107292213946977,10.154490601166641,10.106519921288879,10.159871133421879,56.56045794460087,10.000272854959556,31.518128606877315,10.195940602598936,10.195940607637942,10.1029689249876,10.148095972207518,10.13404801970036,10.827780200165387,31.518128606877315,10.0000800719805,53.32671118537975,10.117148449281174,10.117148449271253,10.061336009410113,10.088241805336445,10.076178807374292,10.157398228617637,53.32671118537975,10.000242067495345
AW kernel support bw2 [uv-pixels],431.24161847186184,10.322423047074087,10.32242301412641,10.29187797310556,10.338678683320506,10.242817856301334,11.433728571294676,431.24161847186184,10.023343283257004,456.24314714690513,10.343240721577954,10.343240692590813,10.180959692667658,10.29237969494679,10.235642897190889,10.31321835842742,456.24314714690513,10.024482870904109,220.7953290021431,10.343586327654243,10.343586315784293,10.213216625369066,10.30396164534037,10.25506322186075,10.281925227371218,220.7953290021431,10.00612956283549,70.07643824345664,10.251027850911406,10.251027850915763,10.164844367460912,10.23709191085396,10.163660825807623,10.245317515474614,70.07643824345664,10.000646904392243,38.51161244083392,10.30040444751905,10.300404455208184,10.158218337645394,10.227313200467458,10.205820338856713,11.251007075863644,38.51161244083392,10.000189828309235,66.01370441519126,10.179945187554493,10.179945187539298,10.094339006492392,10.135636567776892,10.117127786400294,10.24153727458469,66.01370441519126,10.000573907269967
AW kernel support bw3 [uv-pixels],580.4101787453138,10.558438384915037,10.558438328449375,10.506039407897987,10.586282942204443,10.42166311438115,12.405489256093553,580.4101787453138,10.071375405673681,630.647947518671,10.62305843988685,10.623058387921398,10.33044549101048,10.531716173004414,10.429429789014414,10.569180401285564,630.647947518671,10.082518162650233,303.1600723625007,10.623678002840258,10.623677981561425,10.388883116368428,10.552545310061053,10.464488293259977,10.512899949148975,303.1600723625007,10.020692375795324,95.17936607806455,10.457207506810166,10.45720750681803,10.301198241346365,10.432047324189249,10.29904888436447,10.446901045100812,95.17936607806455,10.002184141393183,51.62030852193496,10.546149821902816,10.54614983572886,10.289162679167921,10.4143774555937,10.375496040948752,12.205201815783816,51.62030852193496,10.000640852521787,89.58506033686311,10.328605325282576,10.32860532525501,10.172825205096863,10.248100278543856,10.214392318557634,10.44007582251236,89.58506033686311,10.001937663321943
AW kernel support bw4 [uv-pixels],788.4939877661906,10.971103372035868,10.971103275582397,10.881455880276727,11.018627619498233,10.73649626488001,13.990025812570247,788.4939877661906,10.22254740298917,952.9675962074481,11.30135722612633,11.301357120655279,10.699811967223715,11.115246681274478,10.905071925358175,11.191755864114933,952.9675962074481,10.377656711261931,453.78814846148873,11.302614682019417,11.302614638833333,10.821219940023726,11.157814303782475,10.977325023284285,11.076726435502222,453.78814846148873,10.09562668433384,140.6795830258081,10.962338618523006,10.962338618539201,10.638796343399287,10.910474401137593,10.634305602277262,10.941107535321422,140.6795830258081,10.01011707605419,75.49161127198158,11.14475227624312,11.144752304488977,10.613637950438543,10.87397954953514,10.793466034061652,14.345489497301392,75.49161127198158,10.00296838313913,132.30906382112826,10.695978032516498,10.695978032459058,10.368914990307005,10.52758195961931,10.456678810709938,10.92703685602626,132.30906382112826,10.008975453137037
AW kernel support bw5 [uv-pixels],1070.7661485843635,11.657399719026303,11.657399558913689,11.508245763979525,11.736196362258939,11.265580259303535,16.39994709239357,1070.7661485843635,10.675265070784326,1254.985250890232,12.083789430459369,12.083789266593083,11.137220615013838,11.793552810491562,11.463043860340118,11.913133844808685,1254.985250890232,11.008273977263114,593.470865080009,12.085743042650142,12.085742975556913,11.33031763666982,11.860131137226904,11.577007502223289,11.733202342571083,593.470865080009,10.260766738533059,182.4142000806346,11.553399785818156,11.553399785843672,11.03974808357945,11.47157785166565,11.032562504000452,11.519928144140795,182.4142000806346,10.027762347024156,97.38284257831522,11.839713872415896,11.839713916578967,10.999471672077386,11.413888330080255,11.286273516131493,16.608113626145762,97.38284257831522,10.008148123472035,171.48629061080538,11.131104482580549,11.13110448248891,10.604952253842196,10.86131532229234,10.74702276074077,11.497727709740238,171.48629061080538,10.024631171861023
AW kernel support bw6 [uv-pixels],1461.3645407875454,12.785422737476512,12.78542247912947,12.544032233577115,12.912366955139483,12.148041082090215,19.98149720863336,1461.3645407875454,11.98343964980713,1824.9757567854733,13.8191318503947,13.819131566817214,12.14437641874025,13.313713010652878,12.729837261425473,13.522732047599929,1824.9757567854733,13.516669699948297,854.2329006281177,13.822512520660785,13.822512404562588,12.492605346550144,13.430225952907486,12.932234986517042,13.207790423786543,854.2329006281177,10.980953701987623,259.3227807057969,12.890403544414236,12.890403544459478,11.967116381165866,12.74503424299329,11.954007922499772,12.831008946946014,259.3227807057969,10.107501135470821,137.60416914050927,13.394532901817028,13.394532979057617,11.893567003151167,12.642171788202921,12.413507428629355,21.171801612982765,137.60416914050927,10.031620143302284,243.6490055658326,12.133283876687914,12.133283876521682,11.162921339168715,11.639868738966548,11.428267034925014,12.791559320927394,243.6490055658326,10.095412244670142
AW kernel support bw7 [uv-pixels],2277.9855528665585,15.543510062908336,15.54350958806844,16.05887870769481,16.05887870769481,16.05887870769481,27.743688639667656,2277.9855528665585,17.806702623426677,2367.410219145292,15.66131190263206,15.661311502651856,13.258699030468224,14.945159358071463,14.108804165395263,15.242143418697527,2367.410219145292,17.634628312333724,1099.7576072705804,15.666080128902514,15.666079965157978,13.765841114700264,15.110853345423761,14.399915578453843,14.794195096183826,1099.7576072705804,12.34461638758563,330.7557903226808,14.339857001929703,14.339857001994687,12.99870675377449,14.13070867855155,12.979427934787692,14.254486680845826,330.7557903226808,10.270888910006642,174.80105785694008,15.06013377199888,15.060133881794957,12.890440745645908,13.982293810578803,13.651047703510685,25.632469923965065,174.80105785694008,10.080083114554055,310.6376718962838,13.242467137239863,13.242467136996579,11.801015511434224,12.515138125088706,12.19976863862505,14.197721060743527,310.6376718962838,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,2762.3386177082107,17.06862718819733,17.06862670453362,14.134620781313245,16.200414409447337,15.180134036124745,16.561014223516725,2762.3386177082107,21.59235362190306,1277.2535986902365,17.07439292482233,17.074392726825746,14.759463210797971,16.401702406148623,15.536116765789856,16.01678998536411,1277.2535986902365,13.812695205387783,381.9041864913851,15.462752798675394,15.462752798754797,13.81286791451455,15.206953490480984,13.788968419770512,15.358400478329147,381.9041864913851,10.464309491478819,201.34314956404017,16.34011491103068,16.340115044379356,13.678577237741493,15.025126172319112,14.618330958537294,28.88590365645442,201.34314956404017,10.138111283032472,358.584365700787,14.114562499650399,14.114562499349733,12.315784278696194,13.211568988296733,12.817210113145599,15.288967489803195,358.584365700787,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,3277.3508231912133,18.95098341760996,18.950982827179633,15.332584160935824,17.88835989701771,16.631583488870167,18.330397688772475,3277.3508231912133,27.79729669166598,1507.4059606482388,18.958021800414386,18.9580215587188,16.11042711205318,18.135233614481212,17.071176819768407,17.6628599707435,1507.4059606482388,16.321786389219383,447.6986633405477,16.980682888961642,16.98068288905961,14.930100820241137,16.664746018424882,14.900147683077098,16.851875695066024,447.6986633405477,10.834205100243812,235.38024219596855,18.059732918304896,18.059733081810954,14.76168851254025,16.439769050529762,15.935145342392323,33.10404974095275,235.38024219596855,10.251061618874445,420.2388222223739,15.30753377483541,15.307533774459875,13.03590725834742,14.173901293497105,13.674755558494844,16.766111948638365,420.2388222223739,10.743056637673007
AW kernel support bw10 [uv-pixels],,,,,,,,,,3782.134827444949,20.824011531100805,20.824010838831786,16.54855418478604,19.57570425505971,18.092176367228674,20.095588616621157,3782.134827444949,34.88584629534387,1731.762678622556,20.83226381033949,20.832263526962524,17.474281739417886,19.866165863356052,18.61206835135422,19.31013387418487,1731.762678622556,19.383441908547756,511.3331018514984,18.505136042776698,18.50513604289249,16.06769624360404,18.131436520243966,16.03185528311939,18.352849922517976,511.3331018514984,11.346388836635683,268.1954923457306,19.777365195240133,19.77736538757761,15.866075973992283,17.864959489948788,17.266058598325948,37.1972881806519,268.1954923457306,10.411652731775426,479.84813019804744,16.518664843586002,16.51866484313789,13.783125433499878,15.160300496397236,14.558147972829639,18.251399453365824,479.84813019804744,11.202072867454147
AW kernel support bw11 [uv-pixels],,,,,,,,,,4278.851639226645,22.678849993545285,22.678849203667756,17.771369208097227,21.252456918854172,19.55100683374857,21.84703324457978,4278.851639226645,42.73378590342897,1951.5216816020848,22.68826574230313,22.688265418976425,18.83991919203587,21.58474626208497,20.148143357709525,20.9484189069904,1951.5216816020848,22.916530163105005,573.2388843744948,20.02540519074697,20.025405190879898,17.214601329220596,19.596135972154457,17.173050607727586,19.850537254180317,573.2388843744948,12.009636302110158,300.0283219767563,21.48318443085251,21.483184650854998,16.980763448206236,19.289703387697628,18.599923076056385,41.17953509155986,300.0283219767563,10.626548561225707,537.8200080598833,17.736797912396263,17.73679791187792,14.548525188517653,16.16021700927837,15.457414127482359,19.733995122795196,537.8200080598833,11.79917683858202
"W kernel support bw, ff0 [pixels]",1908.8146055594466,80.84126766497018,80.84126757815916,80.76086218425513,80.88411952766009,80.63203287699994,83.86672898627513,1908.8146055594466,80.01952067571469,2113.5688722447053,80.97934513911717,80.97934505558352,80.51390268638521,80.83299367965938,80.67024746787934,80.89290392483937,2113.5688722447053,80.02447123643991,1033.559009431938,80.98034109883335,80.98034106462646,80.60606795293859,80.86628227540103,80.72589270803212,80.80296502043362,1033.559009431938,80.0061252307003,336.6113049234645,80.71432491207142,80.71432491208391,80.46792267334224,80.67439715586563,80.46454751422195,80.69796033249324,336.6113049234645,80.00064662434067,193.17669532924458,80.85605585544275,80.85605587754559,80.4490299237614,80.6463996971394,80.58491973316025,83.66311413849233,193.17669532924458,80.00018977168386,317.9365999701806,80.51100683820472,80.51100683816135,80.26726336169371,80.38469741690382,80.33203114624195,80.68712999437692,317.9365999701806,80.00057366733148
"W kernel support bw, ff1 [pixels]",2552.1731359081377,81.46317120175469,81.46317105129147,81.32376332499695,81.53742990016495,81.10020203092357,86.64322167060227,2552.1731359081377,80.05940911879952,2906.4768494828686,81.79225463675631,81.79225448458064,80.94248625071232,81.5254585077916,81.22834333878909,81.63471820803649,2906.4768494828686,80.08262428002615,1412.7985685797184,81.79406899706335,81.79406893474822,81.11104982646802,81.58617529117306,81.32998243904734,81.47067137262202,1412.7985685797184,80.02068085678133,452.48366355680696,81.30885760379834,81.30885760382115,80.85833771157581,81.23592480933313,80.85215937031103,81.27896906737503,452.48366355680696,80.00218283967645,252.14502885501852,81.56752482079149,81.56752486110354,80.8237513999008,81.18476777766014,81.07238415760288,86.6222416013231,252.14502885501852,80.000640575844,426.613689483038,80.9371875942494,80.93718759417003,80.4906880752809,80.70593444269156,80.60943045899434,81.2591858289411,426.613689483038,80.00193653996276
"W kernel support bw, ff2 [pixels]",3449.9329477748947,82.5793843765927,82.57938411301129,82.33502378484448,82.70942946656405,81.94254285041067,91.46982857035741,3449.9329477748947,80.18674626605603,3649.945177175241,82.74592577262364,82.7459255407265,81.44767754134126,82.33903755957432,81.88514317752711,82.50574686741936,3649.945177175241,80.19586296723287,1766.3626320171447,82.74869062123395,82.74869052627434,81.70573300295253,82.43169316272296,82.040505774886,82.25540181896974,1766.3626320171447,80.04903650268392,560.6115059476531,82.00822280729125,82.0082228073261,81.3187549396873,81.89673528683169,81.30928660646099,81.96254012379691,560.6115059476531,80.00517523513794,308.0928995266714,82.4032355801524,82.40323564166547,81.26574670116315,81.81850560373967,81.6465627108537,90.00805660690915,308.0928995266714,80.00151862647388,528.10963532153,81.43956150043594,81.43956150031438,80.75471205193914,81.08509254221514,80.93702229120235,81.93229819667752,528.10963532153,80.00459125815973
"W kernel support bw, ff3 [pixels]",4643.281429962511,84.4675070793203,84.467506627595,84.0483152631839,84.69026353763554,83.3733049150492,99.24391404874842,4643.281429962511,80.57100324538945,5045.183580149368,84.9844675190948,84.98446710337119,82.64356392808384,84.25372938403531,83.43543831211531,84.55344321028451,5045.183580149368,80.66014530120187,2425.280578900006,84.98942402272206,84.9894238524914,83.11106493094742,84.42036248048842,83.71590634607982,84.1031995931918,2425.280578900006,80.1655390063626,761.4349286245164,83.65766005448133,83.65766005454424,82.40958593077092,83.45637859351399,82.39239107491576,83.5752083608065,761.4349286245164,80.01747313114547,412.96246817547967,84.36919857522253,84.36919868583088,82.31330143334337,83.3150196447496,83.00396832759002,97.64161452627053,412.96246817547967,80.0051268201743,716.6804826949049,82.6288426022606,82.62884260204008,81.38260164077491,81.98480222835084,81.71513854846107,83.52060658009889,716.6804826949049,80.01550130657554
"W kernel support bw, ff4 [pixels]",6307.951902129525,87.76882697628695,87.76882620465918,87.05164704221382,88.14902095598586,85.89197011904008,111.92020650056197,6307.951902129525,81.78037922391336,7623.740769659585,90.41085780901064,90.41085696524223,85.59849573778972,88.92197345019582,87.2405754028654,89.53404691291946,7623.740769659585,83.02125369009545,3630.30518769191,90.42091745615534,90.42091711066666,86.5697595201898,89.2625144302598,87.81860018627428,88.61381148401777,3630.30518769191,80.76501347467072,1125.436664206465,87.69870894818405,87.69870894831361,85.1103707471943,87.28379520910075,85.0744448182181,87.52886028257137,1125.436664206465,80.08093660843352,603.9328901758527,89.15801820994496,89.15801843591181,84.90910360350834,86.99183639628112,86.34772827249321,114.76391597841113,603.9328901758527,80.02374706511304,1058.472510569026,85.56782426013199,85.56782425967246,82.95131992245604,84.22065567695448,83.65343048567951,87.41629484821009,1058.472510569026,80.0718036250963
"W kernel support bw, ff5 [pixels]",8566.129188674908,93.25919775221043,93.25919647130951,92.0659661118362,93.88957089807151,90.12464207442828,131.19957673914857,8566.129188674908,85.4021205662746,10039.882007121856,96.67031544367495,96.67031413274466,89.0977649201107,94.3484224839325,91.70435088272095,95.30507075846948,10039.882007121856,88.06619181810491,4747.766920640072,96.68594434120114,96.6859438044553,90.64254109335856,94.88104909781524,92.61606001778631,93.86561874056866,4747.766920640072,82.08613390826447,1459.3136006450768,92.42719828654525,92.42719828674937,88.3179846686356,91.7726228133252,88.26050003200362,92.15942515312636,1459.3136006450768,80.22209877619325,779.0627406265218,94.71771097932717,94.71771133263174,87.99577337661908,91.31110664064204,90.29018812905194,132.8649090091661,779.0627406265218,80.06518498777628,1371.890324886443,89.04883586064439,89.04883585991128,84.83961803073757,86.89052257833872,85.97618208592615,91.9818216779219,1371.890324886443,80.19704937488818
"W kernel support bw, ff6 [pixels]",11690.916326300363,102.2833818998121,102.28337983303577,100.35225786861692,103.29893564111586,97.18432865672172,159.85197766906688,11690.916326300363,95.86751719845704,14599.806054283787,110.5530548031576,110.55305253453771,97.155011349922,106.50970408522302,101.83869809140378,108.18185638079943,14599.806054283787,108.13335759958638,6833.863205024942,110.58010016528628,110.5800992365007,99.94084277240115,107.44180762325989,103.45787989213633,105.66232339029234,6833.863205024942,87.84762961590098,2074.582245646375,103.12322835531388,103.12322835567582,95.73693104932693,101.96027394394632,95.63206337999817,102.64807157556811,2074.582245646375,80.86000908376657,1100.8333531240742,107.15626321453622,107.15626383246094,95.14853602520934,101.13737430562337,99.30805942903484,169.37441290386212,1100.8333531240742,80.25296114641827,1949.1920445266608,97.06627101350331,97.06627101217346,89.30337071334972,93.11894991173239,91.42613627940011,102.33247456741915,1949.1920445266608,80.76329795736113
"W kernel support bw, ff7 [pixels]",18223.884422932468,124.34808050326669,124.34807670454752,128.47102966155848,128.47102966155848,128.47102966155848,221.94950911734125,18223.884422932468,142.45362098741342,18939.281753162337,125.29049522105647,125.29049202121485,106.06959224374579,119.5612748645717,112.8704333231621,121.93714734958021,18939.281753162337,141.0770264986698,8798.060858164643,125.32864103122012,125.32863972126383,110.12672891760211,120.88682676339009,115.19932462763074,118.3535607694706,8798.060858164643,98.75693110068504,2646.0463225814465,114.71885601543762,114.7188560159575,103.98965403019592,113.0456694284124,103.83542347830154,114.03589344676661,2646.0463225814465,82.16711128005313,1398.4084628555206,120.48107017599104,120.48107105435966,103.12352596516726,111.85835048463042,109.20838162808548,205.05975939172052,1398.4084628555206,80.64066491643244,2485.1013751702703,105.93973709791891,105.93973709597263,94.4081240914738,100.12110500070965,97.5981491090004,113.58176848594822,2485.1013751702703,81.92499225870544
"W kernel support bw, ff8 [pixels]",,,,,,,,,,22098.708941665685,136.54901750557863,136.54901363626897,113.07696625050596,129.6033152755787,121.44107228899796,132.4881137881338,22098.708941665685,172.7388289752245,10218.028789521892,136.59514339857864,136.59514181460597,118.07570568638377,131.21361924918898,124.28893412631885,128.13431988291288,10218.028789521892,110.50156164310226,3055.2334919310806,123.70202238940315,123.70202239003838,110.5029433161164,121.65562792384787,110.3117473581641,122.86720382663317,3055.2334919310806,83.71447593183055,1610.7451965123214,130.72091928824543,130.72092035503485,109.42861790193194,120.2010093785529,116.94664766829835,231.08722925163536,1610.7451965123214,81.10489026425978,2868.674925606296,112.91649999720319,112.91649999479786,98.52627422956955,105.69255190637386,102.53768090516479,122.31173991842556,2868.674925606296,83.30268390473458
"W kernel support bw, ff9 [pixels]",,,,,,,,,,26218.806585529706,151.6078673408797,151.60786261743706,122.66067328748659,143.1068791761417,133.05266791096133,146.6431815101798,26218.806585529706,222.37837353332785,12059.24768518591,151.6641744033151,151.6641724697504,128.88341689642544,145.0818689158497,136.56941455814726,141.302879765948,12059.24768518591,130.57429111375507,3581.5893067243815,135.84546311169314,135.8454631124769,119.4408065619291,133.31796814739906,119.20118146461678,134.8150055605282,3581.5893067243815,86.6736408019505,1883.0419375677484,144.47786334643916,144.47786465448763,118.093508100322,131.5181524042381,127.48116273913858,264.832397927622,1883.0419375677484,82.00849295099556,3361.9105777789914,122.46027019868328,122.460270195679,104.28725806677936,113.39121034797684,109.39804446795875,134.12889558910692,3361.9105777789914,85.94445310138406
"W kernel support bw, ff10 [pixels]",,,,,,,,,,30257.078619559594,166.59209224880644,166.59208671065429,132.3884334782883,156.60563404047767,144.7374109378294,160.76470893296926,30257.078619559594,279.08677036275094,13854.101428980448,166.65811048271593,166.6581082157002,139.7942539153431,158.92932690684842,148.89654681083377,154.48107099347897,13854.101428980448,155.06753526838204,4090.664814811987,148.04108834221358,148.04108834313993,128.54156994883232,145.05149216195173,128.25484226495513,146.8227993801438,4090.664814811987,90.77111069308546,2145.563938765845,158.21892156192106,158.21892310062088,126.92860779193826,142.9196759195903,138.12846878660758,297.5783054452152,2145.563938765845,83.29322185420341,3838.7850415843795,132.14931874868802,132.14931874510313,110.26500346799902,121.28240397117789,116.46518378263711,146.0111956269266,3838.7850415843795,89.61658293963318
"W kernel support bw, ff11 [pixels]",,,,,,,,,,34230.81311381316,181.43079994836228,181.43079362934205,142.1709536647778,170.01965535083337,156.40805466998856,174.77626595663824,34230.81311381316,341.8702872274318,15612.173452816678,181.50612593842504,181.5061233518114,150.71935353628697,172.67797009667976,161.1851468616762,167.5873512559232,15612.173452816678,183.33224130484004,4585.911074995958,160.20324152597576,160.20324152703918,137.71681063376477,156.76908777723565,137.38440486182068,158.80429803344254,4585.911074995958,96.07709041688126,2400.22657581405,171.86547544682008,171.86547720683998,135.8461075856499,154.31762710158102,148.79938460845108,329.4362807324789,2400.22657581405,85.01238848980566,4302.560064479067,141.8943832991701,141.89438329502337,116.38820150814122,129.28173607422696,123.65931301985887,157.87196098236157,4302.560064479067,94.39341470865617
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],19.752554594303994,14.908046901234266,14.908046901234266,7.454023450617133,7.454023450617133,14.908046901234266,19.752554594303994,19.752554594303994,0.00022358290542975298,18.739982499839996,18.739982499839996,18.739982499839996,9.369991249919998,9.369991249919998,18.739982499839996,18.739982499839996,18.739982499839996,0.00043379589119999987,18.739982499839996,18.739982499839996,18.739982499839996,9.369991249919998,9.369991249919998,18.739982499839996,18.739982499839996,18.739982499839996,0.0003169900112336894,18.739982499839996,18.739982499839996,18.739982499839996,9.369991249919998,9.369991249919998,18.739982499839996,18.739982499839996,18.739982499839996,0.00022308794309662482,18.739982499839996,10.192972042079575,10.192972042079575,5.096486021039787,5.096486021039787,10.192972042079575,18.739982499839996,18.739982499839996,0.00010185015908944966,18.739982499839996,18.739982499839996,18.739982499839996,9.369991249919998,9.369991249919998,18.739982499839996,18.739982499839996,18.739982499839996,0.0003835126531516632
Working (cache) memory [TeraBytes],15889724698.05596,249.45105730309953,249.45101835514657,291.0034637761778,343.3604704095587,240.7956671727275,27357.18731707903,15889724698.05596,516.9005343433571,11591573014.256203,298.7324188676057,298.7323802058127,112.52519342176288,259.6834536125771,210.19338794009155,1321.9875447544964,11591573014.256203,2939.887907721915,1159540578.1305149,203.984511598243,203.98450079855755,112.51394584129281,193.2493168450103,172.47553723027733,1125.5632382008248,1159540578.1305149,203.76303560735454,31438963.419981085,118.46623008421928,118.46623008735588,74.97691632044607,130.30453041000004,74.16138156062566,910.3868415656319,31438963.419981085,4.8462377895527275,4621147.829879581,85.37691870939949,85.37692205081865,32.16431669767854,55.792715997023286,59.95485471145174,11419.404366856372,4621147.829879581,0.35019728069481865,26037251.17168517,122.7027865070333,122.70278649129082,46.12752469446442,79.91040176305108,76.78613279137177,889.0960710344752,26037251.17168517,6.958147695269174
