Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
"W kernel support pred, ff5 [pixels]",8566.129188674908,94.64600292931492,94.64600292976768,87.79339597483005,93.84638468521078,88.9076245873134,131.13091900281358,8566.129188674908,85.4021205662746,10039.882007121856,95.09532877426473,95.09532808236884,85.865221221431,94.30591617666256,90.35678075524092,95.27860500301323,10039.882007121856,88.06619181810491,4747.766920640072,95.64079121827216,95.64079119336749,86.16426749711924,94.8378236244319,91.18855581398516,93.8417757492733,4747.766920640072,82.08613390826447,1459.3136006450768,92.36545964984163,92.36546027614332,84.92480806872034,91.73894103684535,89.51732494773098,92.13884222138108,1459.3136006450768,80.22209877619325,779.0627406265218,91.8843365593614,91.88433788475689,84.72910348955827,91.27854490258116,89.1376197702937,132.7935730313431,779.0627406265218,80.06518498777628,1371.890324886443,87.25227589610391,87.25227646356102,83.01178148859273,86.86999094932098,85.28625447071602,91.96156841085401,1371.890324886443,80.19704937488818
"W kernel support pred, ff6 [pixels]",11690.916326300363,104.51350660284103,104.51350660356671,93.33336749477695,103.22946065957738,95.18065549189684,159.75202120147293,11690.916326300363,95.86751719845704,14599.806054283787,107.81601018779797,107.81600898024364,91.2198170144721,106.4351953174829,99.4277688800768,108.13571643052077,14599.806054283787,108.13335759958638,6833.863205024942,108.76656387507059,108.76656383173513,91.77541575530354,107.36626729100277,100.91844377678493,105.6204141219256,6833.863205024942,87.84762961590098,2074.582245646375,103.0137456176164,103.01374672846846,89.46322057319693,101.900301512697,97.91465576567592,102.61151444491752,2074.582245646375,80.86000908376657,1100.8333531240742,102.15909395815206,102.15909631614873,89.09581895713545,101.07922175627195,97.22727080048782,169.26338082216614,1100.8333531240742,80.25296114641827,1949.1920445266608,93.78520271733547,93.7852037609219,85.84295088993557,93.08107768685355,90.1400832171595,102.2964623341793,1949.1920445266608,80.76329795736113
"W kernel support pred, ff7 [pixels]",18223.884422932468,128.47102966155848,128.47102966155848,107.4814595351565,128.47102966155848,128.47102966155848,221.78799554552188,18223.884422932468,142.45362098741342,18939.281753162337,121.41814669968912,121.41814498587739,97.28941855973889,119.45518489131557,109.38225396695798,121.87171635087385,18939.281753162337,141.0770264986698,8798.060858164643,122.76571302179373,122.76571296042617,98.12017795185389,120.77951156817609,111.54198158450272,118.2937634753674,8798.060858164643,98.75693110068504,2646.0463225814465,114.56157213807582,114.56157373417834,94.64941728392131,112.95923450368178,107.17958667634973,113.98331069752473,2646.0463225814465,82.16711128005313,1398.4084628555206,113.33211089877707,113.33211429499099,94.09455387870892,111.7743363818337,106.17530139564248,204.9128535804637,1398.4084628555206,80.64066491643244,2485.1013751702703,101.10931809958326,101.10931964543738,89.13768354905903,100.06485251196081,95.66916017050318,113.5299232121116,2485.1013751702703,81.92499225870544
"W kernel support pred, ff8 [pixels]",,,,,,,,,,22098.708941665685,131.85849870484563,131.85849662526306,102.1505875855222,129.4743447557175,117.16051932924535,132.40875433880657,22098.708941665685,172.7388289752245,10218.028789521892,133.4926431317154,133.4926430573434,103.19168598746792,131.0833278165517,119.81306017350786,128.06153904021474,10218.028789521892,110.50156164310226,3055.2334919310806,123.50982444554636,123.50982639612835,98.83063105545016,121.54980431784477,114.44738584245628,122.80290214911614,3055.2334919310806,83.71447593183055,1610.7451965123214,122.00624487246849,122.00624902887813,98.13051160670732,120.09800141821547,113.20757188440568,230.91519480946468,1610.7451965123214,81.10489026425978,2868.674925606296,106.92434905492723,106.9243509801584,91.83582945399323,105.62236916238743,100.11516135316569,122.24830651172377,2868.674925606296,83.30268390473458
"W kernel support pred, ff9 [pixels]",,,,,,,,,,26218.806585529706,145.87207179955075,145.87206925198828,108.90656483617839,142.94858694919276,127.7469251058051,146.54600841162622,26218.806585529706,222.37837353332785,12059.24768518591,147.8726800922013,147.87268000120838,110.22763155397874,144.9221667968815,131.03766971652337,141.21344212178232,12059.24768518591,130.57429111375507,3581.5893067243815,135.60829866428583,135.6083010714507,104.67645164822291,133.18712351468503,124.37046968907917,134.73559954684586,3581.5893067243815,86.6736408019505,1883.0419375677484,133.75138374917796,133.75138888620862,103.78081163636821,131.39059456151415,122.8237529789627,264.6286026673135,1883.0419375677484,82.00849295099556,3361.9105777789914,114.94460022540261,114.9446026508786,95.6644539762653,113.3026112688497,106.31638341745618,134.05051813676,3361.9105777789914,85.94445310138406
"W kernel support pred, ff10 [pixels]",,,,,,,,,,30257.078619559594,159.8584127085329,159.8584097137939,115.87071487482093,156.41929352768167,138.44430793437414,160.6505183360713,30257.078619559594,279.08677036275094,13854.101428980448,162.209074354855,162.2090742479907,117.46780713500858,158.74151269993476,142.3501313095921,154.37568817702638,13854.101428980448,155.06753526838204,4090.664814811987,147.7607615071929,147.7607643526508,110.73865703572365,144.89659571366573,134.42689747618965,146.72888725688344,4090.664814811987,90.77111069308546,2145.563938765845,145.56448543849132,145.5644915178718,109.64825811355777,142.7684920151668,132.5829854284134,297.344287239798,2145.563938765845,83.29322185420341,3838.7850415843795,123.15060722026062,123.15061013490946,99.6968347082596,121.17575583571542,112.73166657571214,145.91846025810605,3838.7850415843795,89.61658293963318
"W kernel support pred, ff11 [pixels]",,,,,,,,,,34230.81311381316,173.74029499371744,173.74029157000479,122.96393726503376,169.8063933476197,149.16353758703505,174.6457526514516,34230.81311381316,341.8702872274318,15612.173452816678,176.42670277259822,176.42670265051382,124.83133012570973,172.46318382323258,153.6622969483724,167.4666577965982,15612.173452816678,183.33224130484004,4585.911074995958,159.88140684887537,159.88141011584105,116.94518502780868,156.59104193669754,144.5272324188206,158.69643151600758,4585.911074995958,96.07709041688126,2400.22657581405,157.35866516268985,157.3586721489003,115.66254965445825,154.1436879098879,142.39595320498663,329.1732449152566,2400.22657581405,85.01238848980566,4302.560064479067,131.4566171702265,131.45662056104032,103.88306712003823,129.15749063924474,119.28597301985474,157.76541053336408,4302.560064479067,94.39341470865617
W kernel support bw0 [uv-pixels],238.3921794542643,1.534076281469111,1.5340762814947426,1.097759393663541,1.488311526957467,1.177322059711071,3.1438861822844086,238.3921794542643,0.22092451946065872,264.00678784247657,1.4870769303874534,1.4870768934707164,0.9032397002601065,1.444518570966345,1.2156053224284749,1.4968329874838817,264.00678784247657,0.24736096700338506,128.80728252278726,1.5159810726248217,1.5159810713140536,0.9267665604760631,1.473291752715272,1.2664305994552252,1.4190670735163142,128.80728252278726,0.12374838575339467,40.870827501539374,1.3357615152185216,1.335761551380257,0.8254602758059025,1.2992063989897937,1.1625484012034464,1.322628008517605,40.870827501539374,0.040206558978108056,21.979122060181833,1.307759038282999,1.3077591160519744,0.8084439526391611,1.271834049543742,1.1379019467836464,3.058061700186866,21.979122060181833,0.02178140887010416,38.463392011227434,1.0083421663965748,1.0083422074685657,0.6420486950186919,0.980342453270902,0.8560930390860063,1.312284719525815,38.463392011227434,0.037870482843733844
W kernel support bw1 [uv-pixels],318.8648742916812,2.0270918611027633,2.027091861136644,1.4504005749098614,1.9665987587884615,1.555553022355543,4.155588659721359,318.8648742916812,0.38545809701171524,363.17195644289546,2.01674119150138,2.0167411414167677,1.224756936191074,1.959003158916591,1.6484595911164608,2.02997717560324,363.17195644289546,0.4546068283389465,176.3164677584785,2.055955425542918,2.0559554237645883,1.2566672982030724,1.9980390165108846,1.717406424144664,1.9244741459793502,176.3164677584785,0.2273957447535556,55.669429698021546,1.8114595236232942,1.811459572680416,1.1192644825791302,1.7618691378212312,1.5764871197821526,1.793642619112968,55.669429698021546,0.07387268535099338,29.889670973091327,1.773471510171666,1.7734716156720005,1.0961857554723726,1.7247365456810726,1.543054446905553,4.148722520455631,29.889670973091327,0.04001807118720107,52.3807037548075,1.36731421413454,1.3673142698445686,0.8705198801472698,1.329335674024513,1.1608112878138295,1.7796109939592433,52.3807037548075,0.06958023069500174
W kernel support bw2 [uv-pixels],431.12565859877884,2.7007837460089017,2.700783746054062,1.9321806102385455,2.6201520269520566,2.072313272348516,5.538873215599152,431.12565859877884,0.6836743186732165,456.1335432946283,2.5035906300699784,2.503590567874957,1.520212442406012,2.4318921416339134,2.0462813930946573,2.520027090150275,456.1335432946283,0.7001834252893276,220.5687586879987,2.5522870750394215,2.5522870728310716,1.5598300113922918,2.4803663447904594,2.1318918057095737,2.3890148934049016,220.5687586879987,0.35018399199615297,69.3592617960211,2.248678976416285,2.2486790373320438,1.389243549370353,2.187101462134181,1.9569158476304012,2.2265552236199904,69.3592617960211,0.11374755527108033,37.190647921123855,2.2015083181953847,2.2015084491970884,1.3605918920666351,2.1409936213817033,1.9154043596054744,5.151750644909705,37.190647921123855,0.061616574227208426,65.25189016891574,1.6972041123660804,1.697204181534234,1.0804448971232268,1.6500511922686683,1.4408233923438152,2.2091318343920077,65.25189016891574,0.10713764403280973
W kernel support bw3 [uv-pixels],580.3240263776497,3.5750604804473802,3.5750604805071906,2.5572587728221827,3.4682741998804283,2.7428061538022823,7.335297364589054,580.3240263776497,1.1969137654855102,630.5686589971883,3.39611253784194,3.3961124534296983,2.0616961625173698,3.2988032421479616,2.775494905783159,3.4184204722574907,630.5686589971883,1.2873121222810928,302.9950981036437,3.462204824853375,3.4622048218561097,2.1154461619109575,3.364592233575169,2.8916695011887366,3.240611358238044,302.9950981036437,0.6436425174912901,94.65258436525767,3.050157370089082,3.0501574527575435,1.88401426117876,2.9665917852375783,2.6542285413966553,3.020133460769351,94.65258436525767,0.20901578489978515,50.64243528800478,2.986142865670988,2.9861430434496516,1.8451446720917026,2.9040210179371355,2.5979001053392294,6.991758450195951,50.64243528800478,0.11321422670188461,89.02518203047612,2.301831319093389,2.301831412941334,1.4651160088354285,2.2378544411375167,1.9539900368787413,2.996488535909297,89.02518203047612,0.19686802934455488
W kernel support bw4 [uv-pixels],788.4305731917235,4.761660411737009,4.76166041181672,3.4053973095231336,4.61934374133108,3.6526150647891784,9.775560057462515,788.4305731917235,2.1214323949540788,952.9151270818414,4.987960354646622,4.98796023056399,3.0269840919589033,4.844922417310674,4.075795296560306,5.020752277960494,952.9151270818414,2.7741230716750493,453.6779515075712,5.085114688043329,5.08511468363735,3.1059487914857393,4.941627062087839,4.2465268893522135,4.759387107726086,453.6779515075712,1.3862460638117227,140.32371531681747,4.479456373417093,4.479456494918964,2.765964514330724,4.356638137148134,3.897590052223552,4.435329049784156,140.32371531681747,0.4499376360249123,74.82635479855996,4.38537241170065,4.385372672983514,2.708867103129263,4.264679333952718,3.814816670957931,10.276920622519437,74.82635479855996,0.24367288335199153,131.93061952868786,3.3797849645493767,3.3797851024363994,2.150685221588481,3.2857877156519457,2.8687581054171045,4.400577567657104,131.93061952868786,0.4237801570386919
W kernel support bw5 [uv-pixels],1070.7194520294245,6.321918555826091,6.321918555932002,4.5202329461428645,6.132831623835869,4.848591467114855,12.987564917139524,1070.7194520294245,3.73648020622455,1254.9454091521347,6.426412241053397,6.426412081078669,3.898790307993952,6.2420021651706765,5.250517576348239,6.468689699381043,1254.9454091521347,4.602401107953138,593.3866089648587,6.5516707612175225,6.551670755536948,4.000548777424011,6.366676907219309,5.47059284870063,6.131729563020047,593.3866089648587,2.2985504263744887,182.13989236588944,5.770856381864124,5.770856538493401,3.5624408449233105,5.612532436657084,5.020818325043084,5.713971700326642,182.13989236588944,0.7456659361908637,96.86804441420776,5.649573137849106,5.649573474664051,3.4888684101731764,5.493992115729299,4.914130229363861,13.24889915145704,96.86804441420776,0.4037683263417485,171.19447382276564,4.353446280408623,4.353446458112388,2.769690488997222,4.232307525775516,3.6948976678229197,5.669173860372237,171.19447382276564,0.7023034471278886
W kernel support bw6 [uv-pixels],1461.330325789208,8.406724487001181,8.406724487142144,6.009260416113882,8.155061262096718,6.446119447809219,17.28470615437417,1461.330325789208,6.603243584827808,1824.948358955593,9.034908041880666,9.034907816723264,5.4787302020999995,8.775365735140626,7.380168977221544,9.094412061760439,1824.948358955593,9.09397381662716,854.1743665760098,9.211207013393564,9.211207005398125,5.621842081697425,8.950833892719029,7.68981905501531,8.620172452675199,854.1743665760098,4.536666640298325,259.12989907184937,8.112328374697462,8.112328595104728,5.005727712032248,7.889541582431452,7.05699986461892,8.032281448045595,259.12989907184937,1.4702310034630404,137.24032703564168,7.9416627650780525,7.941663239023981,4.90227140537083,7.72274347185555,6.906905723747824,18.645580947367613,137.24032703564168,0.7958660060011038,243.44370584021908,6.118190409462011,6.118190659415831,3.891120134140137,5.947802933838871,5.191992937441686,7.969243814197652,243.44370584021908,1.3846834980730496
W kernel support bw7 [uv-pixels],2277.9636035434714,12.565332679577319,12.565332679577319,8.972409221997845,12.565332679577319,12.565332679577319,25.85715416237002,2277.9636035434714,14.733589458076755,2367.3890989259794,11.417069422023344,11.417069137241633,6.920566003419702,11.08880431830512,9.324428168536073,11.49233117011341,2367.3890989259794,14.525154584862845,1099.7121417668861,11.640057649764222,11.640057639651204,7.101462570862909,11.31073219242955,9.715977221661063,10.892525015152428,1099.7121417668861,7.2380628455856675,330.6045868284062,10.250269669278484,10.250269948008977,6.3227172167434516,9.968535389271219,8.91580741586359,10.14904176324086,330.6045868284062,2.343322214655387,174.5147839809147,10.034446422801485,10.034447022143352,6.191961863013985,9.757611030625748,8.726033809146482,23.58140076233564,174.5147839809147,1.2680992060236433,310.4766709450861,7.728896879732738,7.728897195714632,4.914148305677236,7.513503165385458,6.558139274654946,10.069324909524065,310.4766709450861,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,2762.3205170439783,13.102160890893975,13.1021605638837,7.939952912395247,12.725224672576017,10.699435798135042,13.188583027538932,2762.3205170439783,19.137129746472176,1277.2144515965829,13.358217140052973,13.358217128440137,8.147587887812431,12.980056114731816,11.148969534880665,12.49984861242605,1277.2144515965829,9.52840746593798,381.773241151926,11.762411486495923,11.762411806524948,7.253763715757439,11.438937703155036,10.230319617267023,11.646185518393319,381.773241151926,3.0824946282927543,201.09466396791203,11.51461285435323,11.514613542484167,7.103693260588683,11.196769863900542,10.012456563547229,27.076808340433676,201.09466396791203,1.667723114653727,358.4449013796064,8.867793219020795,8.867793581734498,5.637236096238411,8.62054673755134,7.5239674673364645,11.554658452454609,358.4449013796064,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,3277.335566931181,15.247264780882261,15.247264400057592,9.237017802381423,14.808305582705797,12.449445817226778,15.347909355481258,3277.335566931181,25.936262324485085,1507.372790718288,15.545462319059192,15.54546230553498,9.478702078541403,15.105066631919788,12.972850788242747,14.545852198673535,1507.372790718288,12.899639953708286,447.58696714371956,13.68713507882387,13.687135451472544,8.43834211507097,13.310480991330175,11.903264869014246,13.55179980277528,447.58696714371956,4.168932735622993,235.16772401040245,13.398596390352255,13.398597191607998,8.263678871936497,13.028507408772521,11.649620632126053,31.530812645543367,235.16772401040245,2.2548313271641356,420.11982541037986,10.317052874502261,10.317053296733071,6.557066506088325,10.02923984558718,8.752832919053578,13.445225344856292,420.11982541037986,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,3782.121607374892,17.300068692824077,17.300068260443002,10.477671620523902,16.801690478425005,14.12379773612818,17.41433902781716,3782.121607374892,33.42188312681315,1731.7338060654617,17.63864002475233,17.638640009396877,10.751951649226566,17.138620429394773,14.717952411435597,16.50371790505215,1731.7338060654617,16.604752940710846,511.23530888337007,15.52882533447151,15.52882575752248,9.57131959462391,15.101233108492277,13.503813561519621,15.375186155195818,511.23530888337007,5.361020390945257,268.00899633140835,15.201264041279568,15.201264950889247,9.373116900324387,14.781133621256835,13.215904259351968,35.797526353555384,268.00899633140835,2.8987087827318407,479.7439192470941,11.703413002944183,11.70341348215905,7.436668914538907,11.376760716997913,9.928202135313771,15.254198727367081,479.7439192470941,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,4278.839953832411,19.278262574279726,19.278262092165445,11.672704450259669,18.722567941911098,15.736979213721625,19.405676891373183,4278.839953832411,41.54727978628811,1951.496060401616,19.655780579136696,19.65578056201471,11.978405688045678,19.098245082355618,16.399362365391,18.390334364127824,1951.496060401616,20.619586676665016,573.1516540662824,17.303388512069503,17.30338898373206,10.662563233391342,16.826668943423456,15.045826305949737,17.132095872912632,573.1516540662824,6.6506664409638026,299.86162473412327,16.938191637992755,16.93819265210332,10.441672364085482,16.469800261795886,14.724876638467094,39.91299623243809,299.86162473412327,3.5949317551364106,537.7270321171635,13.038909438340383,13.038909972492744,8.28372994401749,12.674813477564097,11.060305827099047,16.997207840904025,537.7270321171635,6.262633157716523
AW kernel support bw0 [uv-pixels],238.60182569493082,10.11698522472807,10.116985224731957,10.060073343985945,10.110146942615348,10.06906585698407,10.482557909554272,238.60182569493082,10.002440084464336,264.19610903058816,10.109965271794486,10.109965266364396,10.040709235712683,10.103793045280899,10.07361386494025,10.111404897066476,264.19610903058816,10.003058904554988,129.19487617899225,10.114257195294012,10.114257195097547,10.04285299392641,10.107946803808321,10.07987333567424,10.100185709141103,129.19487617899225,10.000765653837538,42.07641311543306,10.08881850493599,10.088818509723811,10.03401139459855,10.084043696215126,10.067349143897845,10.08708802623013,42.07641311543306,10.000080828042584,24.147086916155573,10.085149166086284,10.085149176170725,10.032625858894512,10.080553647968888,10.064532817796067,10.457138296979236,24.147086916155573,10.000023721460483,39.74207499627258,10.05070912545644,10.050709129577006,10.02059012866883,10.047938660525611,10.036577867558819,10.085737017447011,39.74207499627258,10.000071708416435
AW kernel support bw1 [uv-pixels],319.0216419885172,10.203386761921214,10.203386761927945,10.10463566031447,10.191541133610182,10.12026408772812,10.82907738954731,319.0216419885172,10.00742613984994,363.3096061853586,10.201335453434439,10.201335443533019,10.0747223064831,10.190078183048705,10.134960237886672,10.203960374946098,363.3096061853586,10.010328035003269,176.5998210724648,10.209160235387598,10.209160235029472,10.078651333307102,10.197654627976954,10.146402555866457,10.183496488856022,176.5998210724648,10.002585107097666,56.56045794460087,10.162744983798694,10.162744992542887,10.062442694592756,10.15402298888509,10.123502933216301,10.159584334267738,56.56045794460087,10.000272854959556,31.518128606877315,10.15604259529225,10.156042613714963,10.0599017495451,10.147645842854779,10.118350509154888,10.826444409488081,31.518128606877315,10.0000800719805,53.32671118537975,10.093044543653534,10.093044551200624,10.037818730268624,10.08796973301537,10.067148694934232,10.157116484998122,53.32671118537975,10.000242067495345
AW kernel support bw2 [uv-pixels],431.24161847186184,10.358292950226204,10.35829295023798,10.1849556656169,10.337562413080802,10.212467003557554,11.43149668671962,431.24161847186184,10.023343283257004,456.24314714690513,10.308635508299544,10.308635493194647,10.114892281682788,10.291457593001137,10.207216444247933,10.312639649240696,456.24314714690513,10.024482870904109,220.7953290021431,10.320570202920635,10.320570202374508,10.120922372216876,10.303019809957137,10.22472310975958,10.281410027856609,220.7953290021431,10.00612956283549,70.07643824345664,10.249710100240717,10.249710113604996,10.096038710279746,10.236376937455432,10.18967711140579,10.244879119044278,70.07643824345664,10.000646904392243,38.51161244083392,10.239464774834838,10.239464803000505,10.092136062140534,10.22662474557452,10.18178637866635,11.249023722409316,38.51161244083392,10.000189828309235,66.01370441519126,10.143002602732206,10.143002614305948,10.058198704326715,10.135219234782603,10.103265415098484,10.24110655455377,66.01370441519126,10.000573907269967
AW kernel support bw3 [uv-pixels],580.4101787453138,10.619842627782045,10.61984262780218,10.321800832760532,10.584371777557525,10.369329081350234,12.401878383009048,580.4101787453138,10.071375405673681,630.647947518671,10.560945997858678,10.560945970714,10.21031787294298,10.530057114299328,10.378023509899574,10.568140731706269,630.647947518671,10.082518162650233,303.1600723625007,10.582384525674636,10.58238452469403,10.22130678846613,10.55085214085736,10.409695120612568,10.511972316132754,303.1600723625007,10.020692375795324,95.17936607806455,10.454829505176482,10.454829529294697,10.175927954556526,10.43075581251134,10.34625193729423,10.44610961654427,95.17936607806455,10.002184141393183,51.62030852193496,10.43633313066413,10.436333181531852,10.168803216748193,10.413132961439638,10.331944877772122,12.201831265260411,51.62030852193496,10.000640852521787,89.58506033686311,10.261502201021019,10.261502222072727,10.10675837839937,10.247340752591324,10.189115617374325,10.439298038940926,89.58506033686311,10.001937663321943
AW kernel support bw4 [uv-pixels],788.4939877661906,11.075802899867055,11.075802899901324,10.563935385816567,11.015368200862586,10.64620105068117,13.984333178133898,788.4939877661906,10.22254740298917,952.9675962074481,11.17496078290776,11.174960727523295,10.448092299217702,11.11185282613838,10.79870859406175,11.189635983205418,952.9675962074481,10.377656711261931,453.78814846148873,11.218662638236074,11.218662636238964,10.47124242367312,11.154356907538816,10.864298901539454,11.074825761211292,453.78814846148873,10.09562668433384,140.6795830258081,10.957441736160272,10.957441785830838,10.375478769412851,10.907808939381619,10.732716721091263,10.939476394227432,140.6795830258081,10.01011707605419,75.49161127198158,10.919317340809597,10.919317445744975,10.360403514459074,10.871406984445178,10.702935402636912,14.339285110547364,75.49161127198158,10.00296838313913,132.30906382112826,10.555706817006335,10.555706861155771,10.22865811934093,10.525986932935517,10.403353933582974,10.925432848586224,132.30906382112826,10.008975453137037
AW kernel support bw5 [uv-pixels],1070.7661485843635,11.830750366164365,11.83075036622096,10.974174496853756,11.730798085651347,11.113453073414176,16.391364875351698,1070.7661485843635,10.675265070784326,1254.985250890232,11.886916096783091,11.886916010296105,10.733152652678875,11.78823952208282,11.294597594405115,11.909825625376653,1254.985250890232,11.008273977263114,593.470865080009,11.95509890228402,11.955098899170936,10.770533437139905,11.854727953053988,11.398569476748145,11.730221968659162,593.470865080009,10.260766738533059,182.4142000806346,11.545682456230203,11.545682534517915,10.615601008590042,11.467367629605668,11.189665618466373,11.517355277672635,182.4142000806346,10.027762347024156,97.38284257831522,11.485542069920175,11.485542235594611,10.591137936194784,11.409818112822645,11.142202471286712,16.599196628917888,97.38284257831522,10.008148123472035,171.48629061080538,10.906534487012989,10.906534557945127,10.376472686074091,10.858748868665122,10.660781808839502,11.495196051356752,171.48629061080538,10.024631171861023
AW kernel support bw6 [uv-pixels],1461.3645407875454,13.06418832535513,13.064188325445839,11.666670936847119,12.903682582447173,11.897581936487105,19.969002650184116,1461.3645407875454,11.98343964980713,1824.9757567854733,13.477001273474746,13.477001122530455,11.402477126809012,13.304399414685362,12.4284711100096,13.516964553815097,1824.9757567854733,13.516669699948297,854.2329006281177,13.595820484383824,13.59582047896689,11.471926969412943,13.420783411375346,12.614805472098116,13.2025517652407,854.2329006281177,10.980953701987623,259.3227807057969,12.87671820220205,12.876718341058558,11.182902571649617,12.737537689087125,12.23933197070949,12.82643930561469,259.3227807057969,10.107501135470821,137.60416914050927,12.769886744769007,12.769887039518592,11.136977369641931,12.634902719533994,12.153408850060977,21.157922602770768,137.60416914050927,10.031620143302284,243.6490055658326,11.723150339666933,11.723150470115238,10.730368861241946,11.635134710856693,11.267510402144937,12.787057791772412,243.6490055658326,10.095412244670142
AW kernel support bw7 [uv-pixels],2277.9855528665585,16.05887870769481,16.05887870769481,13.435182441894563,16.05887870769481,16.05887870769481,27.723499443190235,2277.9855528665585,17.806702623426677,2367.410219145292,15.17726833746114,15.177268123234674,12.161177319967361,14.931898111414446,13.672781745869747,15.233964543859232,2367.410219145292,17.634628312333724,1099.7576072705804,15.345714127724216,15.345714120053271,12.265022243981736,15.097438946022011,13.94274769806284,14.786720434420925,1099.7576072705804,12.34461638758563,330.7557903226808,14.320196517259477,14.320196716772292,11.831177160490164,14.119904312960223,13.397448334543716,14.247913837190591,330.7557903226808,10.270888910006642,174.80105785694008,14.166513862347134,14.166514286873873,11.761819234838615,13.971792047729213,13.27191267445531,25.61410669755796,174.80105785694008,10.080083114554055,310.6376718962838,12.638664762447908,12.638664955679673,11.14221044363238,12.508106563995101,11.958645021312897,14.19124040151395,310.6376718962838,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,2762.3386177082107,16.482312338105704,16.482312078157882,12.768823448190275,16.18429309446469,14.645064916155668,16.55109429235082,2762.3386177082107,21.59235362190306,1277.2535986902365,16.686580391464425,16.686580382167925,12.89896074843349,16.385415977068963,14.976632521688483,16.007692380026842,1277.2535986902365,13.812695205387783,381.9041864913851,15.438728055693295,15.438728299516043,12.35382888193127,15.193725539730597,14.305923230307036,15.350362768639517,381.9041864913851,10.464309491478819,201.34314956404017,15.25078060905856,15.250781128609766,12.266313950838414,15.012250177276934,14.15094648555071,28.864399351183085,201.34314956404017,10.138111283032472,358.584365700787,13.365543631865904,13.3655438725198,11.479478681749153,13.202796145298429,12.514395169145711,15.281038313965471,358.584365700787,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,3277.3508231912133,18.234008974943844,18.234008656498535,13.613320604522299,17.868573368649095,15.968365638225638,18.318251051453277,3277.3508231912133,27.79729669166598,1507.4059606482388,18.484085011525163,18.484085000151047,13.778453944247342,18.115270849610187,16.37970871456542,17.65168026522279,1507.4059606482388,16.321786389219383,447.6986633405477,16.95103733303573,16.95103763393134,13.084556456027864,16.64839043933563,15.546308711134897,16.841949943355733,447.6986633405477,10.834205100243812,235.38024219596855,16.718922968647245,16.718923610776077,12.972601454546027,16.42382432018927,15.352969122370338,33.078575333414186,235.38024219596855,10.251061618874445,420.2388222223739,14.368075028175326,14.368075331359824,11.958056747033163,14.162826408606213,13.289547927182022,16.756314767095,420.2388222223739,10.743056637673007
