Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"W kernel support bw, ff9 [pixels]",,,100.55047179489726,146.45549629224533,94.48305232393248,281.78180517385,,,,,,,,,,,,,,,,,,,,,,,,,120.31554027717604,101.92800845056586,101.15168954142929,,,,,,123.43864034591552,148.08368942307686,148.08368632514882,130.79375874484248,148.08368942307686,148.08368632514882,123.43864034591552,148.08368942307686,148.08368632514882,102.66074920416955,102.64714065475029,95.68751642962683,110.43271143956223,102.64714065475029,95.68751642962683
"W kernel support bw, ff10 [pixels]",,,111.98724492466839,160.54415049219418,98.23645679782989,317.0301254597457,,,,,,,,,,,,,,,,,,,,,,,,,129.58771839015012,107.38802228851081,106.43909883547452,,,,,,133.3163007804826,179.28508883765528,179.28508883765528,142.06093830508036,179.28508883765528,179.28508883765528,133.3163007804826,179.28508883765528,179.28508883765528,108.28264089968944,108.26603496433695,99.72531014092665,117.71550974911061,108.26603496433695,99.72531014092665
"W kernel support bw, ff11 [pixels]",,,125.93436521389373,174.52417619449247,102.14163801609354,351.2915387751386,,,,,,,,,,,,,,,,,,,,,,,,,138.9291203599814,112.99916883002237,111.87902975386837,,,,,,143.24381272250136,214.7472212021009,214.7472212021009,153.32948126470598,214.7472212021009,214.7472212021009,143.24381272250136,214.7472212021009,214.7472212021009,114.05412732728452,114.03455450360737,103.91698648480772,125.12073123918573,114.03455450360737,103.91698648480772
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.3753318499222433,3.304977334272,1.5776005675885707,3.1552011351771414,0.7472818416771754,3.1552011351771414,17.319967902571157,3.207533513143087,6.415067026286174,12.468253262563763,11.546785087057472,3.207533513143087,6.415067026286174,12.468253262563763,11.546785087057472,3.207533513143087,6.415067026286174,12.468253262563763,1.0747039614579226,0.19902283651273447,0.19902283651273447,0.66096286135014,0.3311909473579552,0.09199932077882396,0.0037014286339837614,0.3130520815609235,0.0626575246451241,0.017405458598998662,0.017405458598998662,0.060846344365063275,9.311071338574893,1.7242807601715338,3.4485615203430675,0.02948026197356476,0.01474013098678238,0.02948026197356476,0.21415239216295898,0.10707619608147949,18.831412190864103,5.230964861985152,10.461929723970304,18.931206811062847,5.230964861985152,10.461929723970304,18.831412190864103,5.230964861985152,10.461929723970304,15.728167592428676,4.368949949351946,8.737899898703892,18.931206811062847,4.368949949351946,8.737899898703892
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Working (cache) memory [TeraBytes],0.007296703287474795,1.5515469082588829,0.22179409013038015,1.9564908892950048,0.06360419635246028,20.983633782242503,0.019429726360786114,0.001357141180160804,0.012704471318068261,0.030852306132093964,0.007102986304419493,0.001357141180160804,0.012704471318068261,0.030852306132093964,0.007102986304419493,0.001357141180160804,0.012704471318068261,0.030852306132093964,0.011171073888469718,0.015403040572568359,0.008923056741221678,0.09876701812060194,0.0021820961502034305,0.0021468757936678384,1.838013781562917e-05,0.029860838165548943,0.0004647814802176231,0.00029835829183648784,0.0001750596496041815,0.18480225180867998,0.1133615115710747,0.048541954122543036,0.04569077335568989,0.03186880346664428,0.02147595697957586,0.012181704055761453,0.005658208964587593,0.0021463220834411815,0.2624799282767027,2.2932833708676355,2.2932833708676355,0.3501645917258678,2.2932833708676355,2.2932833708676355,0.2624799282767027,2.2932833708676355,2.2932833708676355,0.09359904133144308,0.12986658040198432,0.07059779445961606,0.17452714763893276,0.12986658040198432,0.07059779445961606
Visibility I/O Rate [TeraBytes/s],1.2511061664074776,11.01659111424,5.258668558628569,10.517337117257139,2.490939472257251,10.517337117257139,8.018503658597757,1.7819630628572705,3.563926125714541,6.92680736809098,5.345733836600681,1.7819630628572705,3.563926125714541,6.92680736809098,5.345733836600681,1.7819630628572705,3.563926125714541,6.92680736809098,0.49754813030459377,0.11056824250707471,0.11056824250707471,0.36720158963896665,0.1533291422953496,0.05111073376601331,0.0020563492411020895,0.17391782308940196,0.03955651808404299,0.013185953484089893,0.013185953484089893,0.046095715428078235,4.310681175266154,0.957933755650852,1.915867511301704,0.6657692405954102,0.39946154435724607,0.7989230887144921,0.27039443454919054,0.16223666072951434,8.71824638465931,2.906091589991751,5.812183179983502,8.764447597714284,2.906091589991751,5.812183179983502,8.71824638465931,2.906091589991751,5.812183179983502,7.281559070568832,2.427194416306637,4.854388832613274,8.764447597714284,2.427194416306637,4.854388832613274
Inter-Facet I/O Rate [TeraBytes/s],0.020974731709417892,1.9091666907061264,0.7458041840103166,97.75404600660022,0.4749157129423958,62.24815232678571,0.0008328176518761636,0.00013962801662304223,0.0034907004155760556,0.010472101246728167,0.0003701411786116283,0.00013962801662304223,0.0034907004155760556,0.010472101246728167,0.0003701411786116283,0.00013962801662304223,0.0034907004155760556,0.010472101246728167,0.0017606813912709417,0.00020499389600141783,0.005124847400035446,0.04723059363872666,0.008257057281839382,8.652228137882296e-05,0.00012459208518550506,0.30303286369033533,0.003735672868281195,3.9144567854645945e-05,0.0005871685178196893,0.09033910731448663,0.024655440930655886,0.0028706016426740377,0.07176504106685094,0.013260354964310954,0.01620710051193561,0.40517751279839026,0.0034242616345744542,0.005859292130271844,0.32341241961508493,0.0033889047170457378,0.11861166509660082,0.02910711776535764,0.0033889047170457378,0.11861166509660082,0.012936496784603397,0.0033889047170457378,0.11861166509660082,0.01195810627148213,0.0031326009989498427,0.15663004994749213,0.0269057391108348,0.0031326009989498427,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],3.6141445576361284,19.912733648769517,14.232269556794192,63.560052627299285,6.435693085005294,40.307857753256094,11.898625736473962,4.785526269384506,5.183671301583234,11.705813123446125,7.772441513009247,4.785526269384506,5.183671301583234,11.705813123446125,7.772441513009247,4.785526269384506,5.183671301583234,11.705813123446125,0.8030424755008102,0.3247553690366055,0.3243661668879536,1.2282706162977821,0.2564272885431444,0.16091807971537866,0.00976409699520991,0.6564709769074775,0.07517466121021023,0.04677403907652773,0.046741461961420976,0.18973221808891633,5.875311545894234,2.4936167192578367,2.4726286583242465,1.675038578808364,1.1285006590898672,1.2812824937579257,0.4738551812126723,0.5358129660022427,11.841300852336765,7.398825594424531,7.5626131358539,12.818733724200609,7.398825594424531,7.5626131358539,11.841300852336765,7.398825594424531,7.5626131358539,9.60317536086923,6.118273564578695,6.241276346291463,11.959088354579299,6.118273564578695,6.241276346291463
-> Phase Rotation Predict [PetaFLOPS],0.02379950374085049,0.0,0.22367600639999993,0.6362339737599999,0.0,0.0,0.18720099458805983,0.015254042361599532,0.01355914876586625,0.23718070307041553,0.07987339153517391,0.015254042361599532,0.01355914876586625,0.23718070307041553,0.07987339153517391,0.015254042361599532,0.01355914876586625,0.23718070307041553,0.011525800654426134,0.0,0.0,0.008663821333771285,0.0012777399300974582,0.0,1.7453541603092954e-05,0.0026242684204175236,0.00032924717214499684,0.0,0.0,0.0,0.06400708411758836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12945274934797155,0.0,0.0,0.29281222656,0.0,0.0,0.12945274934797155,0.0,0.0,0.0608175672371374,0.0,0.0,0.13013876736,0.0,0.0
-> Degridding Kernel Update [PetaFLOPS],0.07281699563848949,0.5745729159545208,0.009443383308085404,0.04728675977495839,0.003843315963354227,0.06719226162034453,0.18032152657484118,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.17094446291002913,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.17094446291002913,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.0026916203841728607,0.0016123067994535752,0.0014897173678654718,0.005207020714514757,0.002670747978832829,0.001584765649276948,0.0014717892052540243,0.0012793849476093323,0.0019250388911813048,0.0011258866087482395,0.0011038146257583627,0.0016515712199109394,0.0028986591761245933,0.0015777757264014698,0.003141617041662797,0.005673251596721071,0.003304221539412037,0.006284208859640792,0.011913897565250558,0.0069753121964662036,0.008620687757916651,0.006392159181513121,0.011825985243433281,0.009089729702761805,0.006392159181513121,0.011825985243433281,0.008620687757916651,0.006392159181513121,0.011825985243433281,0.006427481134348999,0.003927596592294582,0.007557765758628341,0.006735273153639,0.003927596592294582,0.007557765758628341
-> Reprojection [PetaFLOPS],0.0026714505328972863,1.029252791802064,0.03784083028231094,2.758519983014766,0.009364747762660938,1.327002881090576,0.008581166972924253,0.000183134336448489,0.002877391276339942,0.29203542915340575,0.003813851954806631,0.000183134336448489,0.002877391276339942,0.29203542915340575,0.003813851954806631,0.000183134336448489,0.002877391276339942,0.29203542915340575,0.0017614742676552067,6.416503232137264e-05,0.00032668256180268354,0.030633639207856844,0.00032960937990794204,2.4251644185760584e-05,4.435070293548309e-05,0.011081997688287062,8.487718405089884e-05,7.546039385432458e-06,3.822773898710278e-05,0.004732022392951061,0.008065133920485407,0.005710462397681077,0.002346100934732068,0.0007090637921789756,0.00012897648134016696,0.0013258682997543453,0.00029109043952550614,0.000273277804755482,0.01667771080763875,0.00128960423328475,0.012308050171778329,0.03304627478179619,0.00128960423328475,0.012308050171778329,0.01667771080763875,0.00128960423328475,0.012308050171778329,0.006411595543558006,0.00040518028469306886,0.004243534152767213,0.014606291516620478,0.00040518028469306886,0.004243534152767213
-> DFT [PetaFLOPS],3.080944590069022,13.564598954812304,13.060666196904227,13.060666196904227,6.186609519336057,13.060666196904227,9.693578451245681,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.31586073031463163,0.31586073031463163,1.0489862156272984,0.22853090698744,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970804,0.04381999844970804,0.15318681209013738,5.255771897602804,2.3791674416851745,2.3791674416851745,0.9041410960500461,1.105061339616723,1.105061339616723,0.42120715814626636,0.5148087488454367,10.629669066638986,7.217700026413432,7.217700026413432,10.685999615648914,7.217700026413432,7.217700026413432,10.629669066638986,7.217700026413432,7.217700026413432,8.877996766130018,6.028289425914712,6.028289425914712,10.685999615648914,6.028289425914712,6.028289425914712
-> Phase Rotation [PetaFLOPS],0.004778530496695227,0.0,0.04519168292571427,0.6427261571657141,0.0,0.0,0.18793367949838496,0.015313745071429671,0.01361221784127082,0.23810900327812753,0.08018600754901023,0.015313745071429671,0.01361221784127082,0.23810900327812753,0.08018600754901023,0.015313745071429671,0.01361221784127082,0.23810900327812753,0.01166128430401392,0.0,0.0,0.008765662947110751,0.0012937146381170129,0.0,1.767175129072108e-05,0.002657077852754752,0.00033375812133411276,0.0,0.0,0.0,0.06466021762899232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13077369576988962,0.0,0.0,0.2958001064228571,0.0,0.0,0.13077369576988962,0.0,0.0,0.06143815465792453,0.0,0.0,0.13146671396571427,0.0,0.0
-> Subtract Image Component [PetaFLOPS],2.051549988888889e-06,4.103099977777778e-06,2.051549988888889e-06,4.103099977777778e-06,2.051549988888889e-06,4.103099977777778e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,5.595136333333333e-06,3.419249981481482e-07,3.419249981481482e-07,3.419249981481482e-07,5.595136333333333e-06,3.419249981481482e-07,3.419249981481482e-07,3.419249981481482e-07,7.629731363636363e-06,4.6626136111111104e-07,4.6626136111111104e-07,4.6626136111111104e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,0.00027293347967479673,1.667926820234869e-05,3.335853640469738e-05,1.5259462727272725e-05,9.325227222222221e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07
-> Solve [PetaFLOPS],,,,,,,0.3253045051587788,,,,0.21688244242892715,,,,0.21688244242892715,,,,0.006981122561713812,,,,0.003428683371588606,,,,0.0012062597852999528,,,,0.09639118085551501,,,0.7262077883907784,,,0.016489964893906178,,0.19494869208837007,,,0.195981796843107,,,0.19494869208837007,,,0.1628229447948733,,,0.195981796843107,,
-> Subtract Visibility [PetaFLOPS],0.0003822824397356181,0.00336618061824,0.0016068153929142855,0.003213630785828571,0.0007611203943008267,0.003213630785828571,0.002405551097579327,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.00014926443909137814,3.3784740766050605e-05,3.3784740766050605e-05,0.00011220048572301758,4.5998742688604886e-05,1.5617168650726288e-05,6.283289347811939e-07,5.3141557055095036e-05,1.1866955425212896e-05,4.029041342360801e-06,4.029041342360801e-06,1.4084801936357236e-05,0.0012932043525798462,0.00029270198089331593,0.0005854039617866319,0.000199730772178623,0.00012205769410915851,0.00024411538821831702,8.111833036475718e-05,4.957231300068494e-05,0.0026154739153977924,0.000887972430275257,0.001775944860550514,0.0026293342793142853,0.000887972430275257,0.001775944860550514,0.0026154739153977924,0.000887972430275257,0.001775944860550514,0.002184467721170649,0.0007416427383159166,0.0014832854766318332,0.0026293342793142853,0.0007416427383159166,0.0014832854766318332
-> Correct [PetaFLOPS],0.04587389276827417,0.4039416741888,0.006427261571657142,0.012854523143314284,0.0030444815772033068,0.012854523143314284,0.2886661317095193,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.0005970577563655126,0.00013513896306420242,0.00013513896306420242,0.00044880194289207033,0.00018399497075441954,6.246867460290515e-05,2.5133157391247757e-06,0.00021256622822038015,4.7467821700851585e-05,1.6116165369443202e-05,1.6116165369443202e-05,5.633920774542894e-05,0.005172817410319385,0.0011708079235732637,0.0023416158471465274,0.000798923088714492,0.00048823077643663404,0.0009764615528732681,0.0003244733214590287,0.00019828925200273976,0.01046189566159117,0.003551889721101028,0.007103779442202056,0.010517337117257141,0.003551889721101028,0.007103779442202056,0.01046189566159117,0.003551889721101028,0.007103779442202056,0.008737870884682596,0.0029665709532636663,0.005933141906527333,0.010517337117257141,0.0029665709532636663,0.005933141906527333
-> IFFT [PetaFLOPS],0.003618684926652469,0.0022431249197841967,0.05879269959523421,0.0059441039315242415,0.01572925665093617,0.003400979778244821,0.05859112967790535,0.004746752207306766,0.0038973451524457045,0.0005329394741909939,0.025538914711223444,0.004746752207306766,0.0038973451524457045,0.0005329394741909939,0.025538914711223444,0.004746752207306766,0.0038973451524457045,0.0005329394741909939,0.01250274998423422,0.0019020714636835477,0.0004841995367319007,5.9657534828909975e-05,0.0022620372759009607,0.0006887221970289573,5.711291409700197e-05,2.0710288827940436e-05,0.0005487184522672744,0.00020228872490670046,5.123906847541592e-05,9.49549804917804e-06,0.06622103040694372,0.009551070279257555,0.003923986071418183,0.005378265909386042,0.00391315884610447,0.0020113485854329222,0.0020306293474688037,0.0003812738963552992,0.13305751209640657,0.04344753187830474,0.020733275697926358,0.2636486000528368,0.04344753187830474,0.020733275697926358,0.13305751209640657,0.04344753187830474,0.020733275697926358,0.052301425306372606,0.013604793262825897,0.0071242860318181936,0.1203891553323418,0.013604793262825897,0.0071242860318181936
-> Source Find [PetaFLOPS],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Gridding Kernel Update [PetaFLOPS],0.07281699563848949,0.5745729159545208,0.009443383308085404,0.04728675977495839,0.003843315963354227,0.06719226162034453,0.18032152657484118,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.17094446291002913,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.17094446291002913,0.10000862897880006,0.20722801992670392,0.4799221940229175,0.0026916203841728607,0.0016123067994535752,0.0014897173678654718,0.005207020714514757,0.002670747978832829,0.001584765649276948,0.0014717892052540243,0.0012793849476093323,0.0019250388911813048,0.0011258866087482395,0.0011038146257583627,0.0016515712199109394,0.0028986591761245933,0.0015777757264014698,0.003141617041662797,0.005673251596721071,0.003304221539412037,0.006284208859640792,0.011913897565250558,0.0069753121964662036,0.008620687757916651,0.006392159181513121,0.011825985243433281,0.009089729702761805,0.006392159181513121,0.011825985243433281,0.008620687757916651,0.006392159181513121,0.011825985243433281,0.006427481134348999,0.003927596592294582,0.007557765758628341,0.006735273153639,0.003927596592294582,0.007557765758628341
-> FFT [PetaFLOPS],0.003618684926652469,1.4700543474297711,0.05879269959523421,3.895527952563726,0.01572925665093617,2.2288661074705263,0.01171822593558107,0.0009493504414613532,0.0038973451524457045,0.3492672138058098,0.005107782942244689,0.0009493504414613532,0.0038973451524457045,0.3492672138058098,0.005107782942244689,0.0009493504414613532,0.0038973451524457045,0.3492672138058098,0.002500549996846844,0.00038041429273670953,0.0004841995367319007,0.03909716202547445,0.00045240745518019214,0.00013774443940579146,5.711291409700197e-05,0.013572694886279045,0.00010974369045345492,4.0457744981340095e-05,5.123906847541592e-05,0.006222969601509321,0.013244206081388743,0.009551070279257555,0.003923986071418183,0.0010756531818772086,0.0007826317692208941,0.0020113485854329222,0.0004061258694937607,0.0003812738963552992,0.026611502419281313,0.008689506375660948,0.020733275697926358,0.05272972001056737,0.008689506375660948,0.020733275697926358,0.026611502419281313,0.008689506375660948,0.020733275697926358,0.010460285061274523,0.0027209586525651797,0.0071242860318181936,0.024077831066468366,0.0027209586525651797,0.0071242860318181936
-> Flag [PetaFLOPS],0.013332100085779683,0.11739554906112,0.05603768682788569,0.11207537365577137,0.02654407375124133,0.11207537365577137,0.08389359452807903,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.005205597313311812,0.001178242834216015,0.001178242834216015,0.003912991939590238,0.0016042061512650957,0.0005446487566940794,2.191297160049414e-05,0.0018533118022964394,0.0004138600704542998,0.00014051281681483292,0.00014051281681483292,0.0004912074675304586,0.04510050179622213,0.010207981583654392,0.020415963167308784,0.006965610679729478,0.004256762082056904,0.008513524164113807,0.002829001771470906,0.0017288344158988872,0.09121465279949802,0.030968038505849598,0.061936077011699196,0.09169803299108567,0.030968038505849598,0.061936077011699196,0.09121465279949802,0.030968038505849598,0.061936077011699196,0.0761833117758264,0.0258647904987676,0.0517295809975352,0.09169803299108567,0.0258647904987676,0.0517295809975352
-> Degrid [PetaFLOPS],0.14340517635623418,0.76738583945108,0.3131297137279367,4.874410970034939,0.08034944620247511,1.3369902397267899,0.32345731094401786,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.14375129985242663,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.14375129985242663,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.018957709457366727,0.0009544837935063585,0.0008512939720690856,0.0346287855344325,0.004983902297809904,0.0005354726441204194,0.0001464889050201202,0.021639024535444733,0.0016245735864555157,0.00014139132410258178,0.00013795747037340626,0.0033259699744865234,0.10257322423638807,0.034537452836253334,0.013686230680794857,0.006093816013396487,0.0033886541610085937,0.006075836038569565,0.0024371419420728194,0.0013951560848244166,0.18651314665071708,0.039085787474542694,0.07241239017543738,0.352801532372652,0.039085787474542694,0.07241239017543738,0.18651314665071708,0.039085787474542694,0.07241239017543738,0.11845470945957792,0.01768885943297555,0.03188951980523361,0.23029579478872397,0.01768885943297555,0.03188951980523361
-> Grid [PetaFLOPS],0.14340517635623418,0.76738583945108,0.3131297137279367,4.874410970034939,0.08034944620247511,1.3369902397267899,0.32345731094401786,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.14375129985242663,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.14375129985242663,0.03789120436664927,0.08410063969905962,0.3813027215628521,0.018957709457366727,0.0009544837935063585,0.0008512939720690856,0.0346287855344325,0.004983902297809904,0.0005354726441204194,0.0001464889050201202,0.021639024535444733,0.0016245735864555157,0.00014139132410258178,0.00013795747037340626,0.0033259699744865234,0.10257322423638807,0.034537452836253334,0.013686230680794857,0.006093816013396487,0.0033886541610085937,0.006075836038569565,0.0024371419420728194,0.0013951560848244166,0.18651314665071708,0.039085787474542694,0.07241239017543738,0.352801532372652,0.039085787474542694,0.07241239017543738,0.18651314665071708,0.039085787474542694,0.07241239017543738,0.11845470945957792,0.01768885943297555,0.03188951980523361,0.23029579478872397,0.01768885943297555,0.03188951980523361
-> Image Spectral Fitting [PetaFLOPS],,,,,,,,9.696390043266824e-07,,,,9.696390043266824e-07,,,,9.696390043266824e-07,,,,1.0249694800070894e-06,,,,4.326114068941149e-07,,,,1.9572283927322978e-07,,,,,,,8.103550255967809e-05,,,,,1.6944523585228687e-05,,,1.6944523585228687e-05,,,1.6944523585228687e-05,,,1.5663004994749215e-05,,,1.5663004994749215e-05,
-> Identify Component [PetaFLOPS],6.991577236472633e-06,0.6363888969020423,0.0002486013946701056,32.58468200220008,0.00015830523764746531,20.749384108928574,0.0002776058839587213,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00012338039287054282,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00012338039287054282,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00029344689854515706,1.708282466678482e-06,0.0008541412333392409,0.007871765606454445,5.504704854559589e-05,7.210190114901914e-07,2.076534753091751e-05,0.05050547728172256,2.49044857885413e-05,3.262047321220496e-07,9.786141963661488e-05,0.015056517885747774,0.004109240155109316,2.392168035561698e-05,0.02392168035561698,0.0022100591607184927,0.0001350591709327968,0.13505917093279676,2.282841089716303e-05,0.000976548688378641,0.0021560827974339003,2.8240872642047816e-05,0.03953722169886694,0.004851186294226275,2.8240872642047816e-05,0.03953722169886694,0.0021560827974339003,2.8240872642047816e-05,0.03953722169886694,0.0019930177119136887,2.6105008324582023e-05,0.05221001664916404,0.004484289851805801,2.6105008324582023e-05,0.05221001664916404
