Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
"Channels backward, no-smear11",,,,,1740.887497252959,22030.62932496891,2147.4944579753883,8377.351095988965,1983.657322561377,769.825289607694,21488.72459492037,3408.1179379748933,3408.1179379748933,4889.535255060916,4889.535255060916,4138.385483565499,8167.351229610696,8167.351229610696,6705.52525670914,56572.54569243952,,,8136.644346788232,32949.635617414155
No. of freqs predict ifft,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
No. of freqs predict conv kernels0,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels1,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels2,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels3,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels4,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels5,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels6,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels7,23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs predict conv kernels8,,,,,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,,,65536.0,65536.0
No. of freqs predict conv kernels9,,,,,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,,,65536.0,65536.0
No. of freqs predict conv kernels10,,,,,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,,,65536.0,65536.0
No. of freqs predict conv kernels11,,,,,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,,,65536.0,65536.0
Channels to de-grid (predict),23483.615124332395,25357.69099984863,23483.615124332395,23483.615124332395,21760.03326863552,5874.90211016006,26842.397673499825,5000.0,21488.724594920375,2500.0,21488.724594920375,48279.00153236485,48279.00153236485,65190.5312565323,65190.5312565323,48279.00153236485,54447.72758676212,54447.72758676212,55877.680875140846,65536.0,32975.4265816828,65536.0,65536.0,65536.0
No. of freqs for b-ward conv kernels0,500.0,1553.8091629762937,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,606.8780206875874,65536.0,500.0,65536.0
No. of freqs for b-ward conv kernels1,625.9256891403746,2251.1266360271425,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,878.9174241194681,65536.0,500.0,65536.0
No. of freqs for b-ward conv kernels2,916.5269298174715,3297.102820280685,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,1286.9764017000732,65536.0,542.9554577673553,65536.0
No. of freqs for b-ward conv kernels3,1330.413484144414,4786.8264596173585,1773.6536666737777,1773.6536666737777,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,670.7606799322704,65536.0,1868.1512233137412,65536.0,814.1586879068773,65536.0
No. of freqs for b-ward conv kernels4,1946.840224337752,7005.563782880562,2595.555964704438,2595.555964704438,500.0,3671.8483988277135,500.0,5000.0,500.0,2500.0,5000.0,568.1885766821713,568.1885766821713,815.1436096298963,815.1436096298963,700.0,1361.4135199135164,1361.4135199135164,1117.780287073192,65536.0,2733.7306847441096,65536.0,1356.5650741686497,65536.0
No. of freqs for b-ward conv kernels5,2836.2559202763196,10206.884769757768,3781.443544242798,3781.443544242798,500.0,5140.550873089399,501.1675707267235,5000.0,500.0,2500.0,5014.1056282530935,795.3829308656051,795.3829308656051,1141.0949475677432,1141.0949475677432,965.7786943764594,1905.8885394282202,1905.8885394282202,1564.7998881380006,65536.0,3982.638152411384,65536.0,1898.9714322126933,65536.0
No. of freqs for b-ward conv kernels6,4139.5581081635855,14897.929378619174,5519.17978438891,5519.17978438891,638.3838143453988,5874.902110160061,787.4852921546093,5000.0,727.3987501365551,2500.0,7879.256753068427,1249.771631719945,1249.771631719945,1792.9976144750083,1792.9976144750083,1517.5364001101855,2994.838574559945,2994.838574559945,2458.839085297104,65536.0,5812.720354161615,65536.0,2983.784125202197,65536.0
No. of freqs for b-ward conv kernels7,7045.56971963068,25357.69099984863,9393.861923713632,9393.861923713632,870.4898534441417,11015.360769551247,1073.8030119774014,5000.0,991.874239575327,2500.0,10744.407877796613,1704.160329235159,1704.160329235159,2444.9002773955567,2444.9002773955567,2069.2941030943375,4083.788607959765,4083.788607959765,3352.8782802456103,65536.0,9893.309014025303,65536.0,4068.596807922735,65536.0
No. of freqs for b-ward conv kernels8,,,,,1044.569382422518,13218.414480651934,1288.5413014334772,5000.0,1190.230856359275,2500.0,12893.271221261048,2044.9518515182074,2044.9518515182074,2933.827273569541,2933.827273569541,2483.1123796298916,4900.501132571778,4900.501132571778,4023.4076758954952,65536.0,,,4882.206317341453,65536.0
No. of freqs for b-ward conv kernels9,,,,,1276.6754208302818,16155.819428625153,1574.8590204371803,5000.0,1454.7063452069265,2500.0,15758.422345734596,2499.3405473303005,2499.3405473303005,3585.729934453583,3585.729934453583,3034.8700812078614,5989.451165093498,5989.451165093498,4917.446869713224,65536.0,,,5967.0189948249545,65536.0
No. of freqs for b-ward conv kernels10,,,,,1508.7814590873934,19093.224376601953,1861.1767392616102,5000.0,1719.181833923177,2500.0,18623.573470428568,2953.7292427621965,2953.7292427621965,4237.632594894931,4237.632594894931,3586.6277824821254,7078.401197416952,7078.401197416952,5811.4860632818345,65536.0,,,7051.831671144901,65536.0
No. of freqs for b-ward conv kernels11,,,,,1740.887497252959,22030.62932496891,2147.4944579753883,5000.0,1983.657322561377,2500.0,21488.72459492037,3408.1179379748933,3408.1179379748933,4889.535255060916,4889.535255060916,4138.385483565499,8167.351229610696,8167.351229610696,6705.52525670914,65536.0,,,8136.644346788232,65536.0
Channels to grid (backward)0,500.0,1553.8091629762937,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,606.8780206875874,65536.0,500.0,65536.0
Channels to grid (backward)1,625.9256891403746,2251.1266360271425,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,878.9174241194681,65536.0,500.0,65536.0
Channels to grid (backward)2,916.5269298174715,3297.102820280685,1500.0,1500.0,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,500.0,65536.0,1286.9764017000732,65536.0,542.9554577673553,65536.0
Channels to grid (backward)3,1330.413484144414,4786.8264596173585,1773.6536666737777,1773.6536666737777,500.0,3200.0,500.0,5000.0,500.0,2500.0,5000.0,500.0,500.0,700.0,700.0,700.0,1000.0,1000.0,670.7606799322704,65536.0,1868.1512233137412,65536.0,814.1586879068773,65536.0
Channels to grid (backward)4,1946.840224337752,7005.563782880562,2595.555964704438,2595.555964704438,500.0,3671.8483988277135,500.0,5000.0,500.0,2500.0,5000.0,568.1885766821713,568.1885766821713,815.1436096298963,815.1436096298963,700.0,1361.4135199135164,1361.4135199135164,1117.780287073192,65536.0,2733.7306847441096,65536.0,1356.5650741686497,65536.0
Channels to grid (backward)5,2836.2559202763196,10206.884769757768,3781.443544242798,3781.443544242798,500.0,5140.550873089399,501.1675707267235,5000.0,500.0,2500.0,5014.1056282530935,795.3829308656051,795.3829308656051,1141.0949475677432,1141.0949475677432,965.7786943764594,1905.8885394282202,1905.8885394282202,1564.7998881380006,65536.0,3982.638152411384,65536.0,1898.9714322126933,65536.0
Channels to grid (backward)6,4139.5581081635855,14897.929378619174,5519.17978438891,5519.17978438891,638.3838143453988,5874.902110160061,787.4852921546093,5000.0,727.3987501365551,2500.0,7879.256753068427,1249.771631719945,1249.771631719945,1792.9976144750083,1792.9976144750083,1517.5364001101855,2994.838574559945,2994.838574559945,2458.839085297104,65536.0,5812.720354161615,65536.0,2983.784125202197,65536.0
Channels to grid (backward)7,7045.56971963068,25357.69099984863,9393.861923713632,9393.861923713632,870.4898534441417,11015.360769551247,1073.8030119774014,5000.0,991.874239575327,2500.0,10744.407877796613,1704.160329235159,1704.160329235159,2444.9002773955567,2444.9002773955567,2069.2941030943375,4083.788607959765,4083.788607959765,3352.8782802456103,65536.0,9893.309014025303,65536.0,4068.596807922735,65536.0
Channels to grid (backward)8,,,,,1044.569382422518,13218.414480651934,1288.5413014334772,5000.0,1190.230856359275,2500.0,12893.271221261048,2044.9518515182074,2044.9518515182074,2933.827273569541,2933.827273569541,2483.1123796298916,4900.501132571778,4900.501132571778,4023.4076758954952,65536.0,,,4882.206317341453,65536.0
Channels to grid (backward)9,,,,,1276.6754208302818,16155.819428625153,1574.8590204371803,5000.0,1454.7063452069265,2500.0,15758.422345734596,2499.3405473303005,2499.3405473303005,3585.729934453583,3585.729934453583,3034.8700812078614,5989.451165093498,5989.451165093498,4917.446869713224,65536.0,,,5967.0189948249545,65536.0
Channels to grid (backward)10,,,,,1508.7814590873934,19093.224376601953,1861.1767392616102,5000.0,1719.181833923177,2500.0,18623.573470428568,2953.7292427621965,2953.7292427621965,4237.632594894931,4237.632594894931,3586.6277824821254,7078.401197416952,7078.401197416952,5811.4860632818345,65536.0,,,7051.831671144901,65536.0
Channels to grid (backward)11,,,,,1740.887497252959,22030.62932496891,2147.4944579753883,5000.0,1983.657322561377,2500.0,21488.72459492037,3408.1179379748933,3408.1179379748933,4889.535255060916,4889.535255060916,4138.385483565499,8167.351229610696,8167.351229610696,6705.52525670914,65536.0,,,8136.644346788232,65536.0
No. of frequencies backward fft,500,65536,500,500,500,65536,500,5000,500,2500,500,500,500,500,500,500,500,500,500,65536,500,65536,500,65536
Channels out,500,65536,1500,1500,500,65536,500,5000,500,2500,5000,500,500,700,700,700,1000,1000,500,65536,500,65536,500,65536
Visibilities pred0,1342068434.7032068,1449170261.379078,1342068434.7032068,1342068434.7032068,215262479.15212432,60730198.10454093,265540084.34873638,49462810.211416215,212578541.26478764,25245176.692619033,212578541.26478764,477603017.998407,477603017.998407,644901375.0246507,644901375.0246507,477603017.998407,538627523.213381,538627523.213381,552773424.8362346,648318946.0030745,1884517307.1455562,3745326112.3146496,648318946.0030745,648318946.0030745
Visibilities pred1,202539517.36525932,218702890.0539745,202539517.36525932,202539517.36525932,17720883.230152998,4999444.1827184,21859846.853958793,4071887.899108942,17499935.529068198,2078238.7625403649,17499935.529068198,39317336.4241397,39317336.4241397,53089707.07199143,53089707.07199143,39317336.4241397,44341008.61890336,44341008.61890336,45505530.51715144,53371049.07120073,284403698.0425281,565229405.2586584,53371049.07120073,53371049.07120073
Visibilities pred2,151434456.9710891,163519464.37002924,151434456.9710891,151434456.9710891,9939656.108639443,2804191.8263985896,12261203.772629244,2283924.8419179274,9815726.384694278,1165685.611885682,9815726.384694278,22053122.18855235,22053122.18855235,29778054.758924242,29778054.758924242,22053122.18855235,24870903.524277207,24870903.524277207,25524084.691899285,29935859.687986653,212642550.61875242,422609914.16837627,29935859.687986653,29935859.687986653
Visibilities pred3,234249610.49715713,252943561.21801224,234249610.49715713,234249610.49715713,19083828.761555877,5742891.281241906,26904145.880749,4385064.242770006,18845887.568783544,1253324.7472326572,18845887.568783544,42341304.65924229,42341304.65924229,65340495.44690289,65340495.44690289,42341304.65924229,54572979.04932402,54572979.04932402,56006221.79988423,65686758.906097166,328930651.93923765,653723133.8643019,65686758.906097166,65686758.906097166
Visibilities pred4,189338280.84555808,204448147.98337874,189338280.84555808,189338280.84555808,53559095.8373816,16117523.813424826,66068582.32943479,9845406.97639109,52891309.76014397,2931231.3360139374,52891309.76014397,118831604.62498526,118831604.62498526,160456827.80692613,160456827.80692613,118831604.62498526,134015009.25783736,134015009.25783736,137534627.27816668,161307147.90119162,265866671.12660885,528388559.75958896,161307147.90119162,161307147.90119162
Visibilities pred5,270562052.6222723,292153865.16752964,270562052.6222723,270562052.6222723,37571692.79180548,8479829.296240013,46347094.5440999,8633188.269514406,37103241.01993846,1542193.5555934503,37103241.01993846,83360341.93861605,83360341.93861605,112560425.94546138,112560425.94546138,83360341.93861605,94011496.62075014,94011496.62075014,96480507.81178708,113156925.28617923,379920172.2051206,755060691.7535795,113156925.28617923,113156925.28617923
Visibilities pred6,207928515.08921194,224521948.93223414,207928515.08921194,207928515.08921194,86052132.1785943,3236955.5252472498,106150828.17542218,19772978.082397547,84979216.08680753,2354770.020190098,84979216.08680753,190923927.82789752,190923927.82789752,257802189.14305305,257802189.14305305,190923927.82789752,215318744.84187993,215318744.84187993,220973631.84787288,259168378.32160112,291970867.6564998,580268544.376171,259168378.32160112,259168378.32160112
Visibilities pred7,18517898.798805382,19995692.878650185,18517898.798805382,18517898.798805382,164486279.9438615,12374702.618329613,202904383.6275627,37795502.863717765,162435430.39299104,2250539.010123154,162435430.39299104,364945828.13478595,364945828.13478595,492781782.1587097,492781782.1587097,364945828.13478595,411575848.78567845,411575848.78567845,422385009.5068586,495393215.13532144,26002623.916891437,51678117.2427348,495393215.13532144,495393215.13532144
Visibilities pred8,,,,,52082139.49342821,3918265.937909834,64246661.88283607,11967385.079437898,51432768.418680064,712599.7785386126,51432768.418680064,115554680.5177165,115554680.5177165,156032038.21601093,156032038.21601093,115554680.5177165,130319384.54622325,130319384.54622325,133741944.8757506,156858909.71320844,,,156858909.71320844,156858909.71320844
Visibilities pred9,,,,,45552438.567719236,3427020.667058929,56191856.691451795,10466996.535657328,44984481.17814519,623258.912766946,44984481.17814519,101067228.35685153,101067228.35685153,136469812.96395686,136469812.96395686,101067228.35685153,113980835.2050106,113980835.2050106,116974298.428133,137193016.9921677,,,137193016.9921677,137193016.9921677
Visibilities pred10,,,,,3264850.552875744,245622.64219797074,4027402.7067391425,750194.2925752864,3224143.70916629,44670.43411752481,3224143.70916629,7243726.280162723,7243726.280162723,9781112.895720268,9781112.895720268,7243726.280162723,8169274.895856583,8169274.895856583,8383823.454974779,9832946.631642792,,,9832946.631642792,9832946.631642792
Visibilities pred11,,,,,1399221.661660122,105266.84636602242,1726029.7267004752,321511.8387886227,1381775.8715470303,19144.471711866714,1381775.8715470303,3104454.1115098707,3104454.1115098707,4191905.515178976,4191905.515178976,3104454.1115098707,3501117.8028563815,3501117.8028563815,3593067.185082078,4214119.973370235,,,4214119.973370235,4214119.973370235
Visibilities bw0,3428948.467084945,10655863.095060209,10286845.401254835,10286845.401254835,593553.7225369945,12601572.250131302,593553.7225369945,16958677.78677127,593553.7225369945,9376779.914401352,17665289.361220077,593553.7225369945,593553.7225369945,830975.2115517923,830975.2115517923,830975.2115517923,1187107.445073989,1187107.445073989,593553.7225369945,241609545.09431347,4161906.917488497,449439133.47775793,593553.7225369945,77798273.52036895
Visibilities bw1,647811.7767497494,2876344.9653762165,1552448.9280175555,1552448.9280175555,48862.65478930731,1556083.9346491566,48862.65478930731,2181368.51737979,48862.65478930731,1543834.5093156993,2181368.51737979,48862.65478930731,48862.65478930731,68407.71670503022,68407.71670503022,68407.71670503022,97725.30957861462,97725.30957861462,48862.65478930731,30497742.326400414,909649.6085934796,83737689.6679494,48862.65478930731,7319458.158336099
Visibilities bw2,709228.5775326544,4724759.724538613,1160732.796482967,1160732.796482967,27407.098103015127,1163744.7927556564,27407.098103015127,1631374.8870842336,27407.098103015127,865937.8831150777,1631374.8870842336,27407.098103015127,27407.098103015127,38369.93734422118,38369.93734422118,38369.93734422118,54814.196206030254,54814.196206030254,27407.098103015127,23326643.912716873,995890.4785019414,93913314.25963916,29761.666993194784,5598394.53905205
Visibilities bw3,1592508.6771060992,15916235.323311467,2358964.9116371493,2358964.9116371493,49112.719519024075,3128095.0312674087,49112.719519024075,4385064.242770006,49112.719519024075,931041.2408014024,4385064.242770006,49112.719519024075,49112.719519024075,68757.8073266337,68757.8073266337,68757.8073266337,150345.05975211447,150345.05975211447,80676.4436030289,65686758.906097166,2236182.2611763086,217907711.28810063,79971.09456629424,15764822.13746332
Visibilities bw4,2092871.301716837,37655230.28096718,3720328.98753686,3720328.98753686,98454.06976391091,10073547.251969296,98454.06976391091,9845406.97639109,113600.84972758949,2177486.1353246393,12306758.720488863,98718.49017833598,98718.49017833598,150476.63589395242,150476.63589395242,147681.10464586635,502637.63125161314,502637.63125161314,330150.0550926852,161307147.90119162,2938785.8465220844,352259039.839726,200339.02867722782,38713715.49628599
Visibilities bw5,6535477.774517892,78397801.46181615,11617917.392346492,11617917.392346492,69065.50615611524,7419867.271839196,69226.78388254368,8633188.269514406,79690.96864167144,1145629.4984408487,8657543.578388155,96941.5141908837,96941.5141908837,147769.31273615995,147769.31273615995,142932.8450612192,493616.8374478096,493616.8374478096,324221.0889218506,113156925.28617923,9177043.207897756,503373794.50238633,196730.13471265914,27157662.068683013
Visibilities bw6,10995736.806265227,131909176.55563876,19547158.32298426,19547158.32298426,201963.98670734264,3236955.52524725,249134.87075173628,19772978.082397547,265529.3454205564,1749257.7292840728,31159274.216800973,348871.15880471555,348871.15880471555,531793.5379920813,531793.5379920813,514392.2396334715,1776506.3248527746,1776506.3248527746,1166845.7122013294,259168378.32160112,15440088.403816687,580268544.376171,707979.5773227453,62200410.797184266
Visibilities bw7,1666725.668394179,19995692.878650185,2962994.9820296336,2962994.9820296336,526409.6279789649,23202397.4528994,649358.7970281701,37795502.863717765,692093.2737658549,1671828.9789486285,81218059.74284272,909311.9520542349,909311.9520542349,1386093.5315371214,1386093.5315371214,1340743.0491321653,4630465.320808837,4630465.320808837,3041369.295425281,495393215.13532144,2340397.2617129725,51678117.2427348,1845295.94766188,118894371.63247713
Visibilities bw8,,,,,200012.22466625442,8816021.482833097,246727.5191202318,11967385.0794379,262965.24907348765,529359.8354858264,30859748.327693105,345497.3121321585,345497.3121321585,526653.6110904614,526653.6110904614,509423.34930086223,1759385.5240712403,1759385.5240712403,1155592.055736184,156858909.71320844,,,701126.9164426746,37646138.33117002
Visibilities bw9,,,,,213807.31531183075,9424212.699547794,263744.70257703454,10466996.535657326,281102.8850894701,462992.3351983027,32988670.420045804,369325.9602400114,369325.9602400114,562977.3420259263,562977.3420259263,544559.5650201044,1880746.9378656715,1880746.9378656715,1235301.5843896149,137193016.9921677,,,749481.2057644113,32926324.078120254
Visibilities bw10,,,,,18110.067829612406,798264.9125930549,22339.90667628707,750194.2925752862,23810.222763845188,33183.75105873271,2794259.704974406,31282.88216093536,31282.88216093536,47685.71680081765,47685.71680081765,46125.73186302936,159305.28536580806,159305.28536580806,104633.84822531644,9832946.631642792,,,63482.926462734584,2359907.1915942705
Visibilities bw11,,,,,8955.455045854756,394746.13006532413,11047.1182715527,321511.8387886227,11774.202707136448,14221.6075573867,1381775.87154703,15469.415506543015,15469.415506543015,23580.652060146484,23580.652060146484,22809.255881782065,78777.0033559396,78777.0033559396,51741.73812787457,4214119.973370235,,,31392.329826059235,1011388.7936088565
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.12556762548976114,0.12556762548976114,0.12556762548976114,0.12556762548976114,1.4098307776762335,1.4098307776762335,2.179085545775391,2.203297607395118,2.3177546259610975,2.3206973331141834,17.82888173816229,1.961176991197852,1.961176991197852,2.058025237676758,2.058025237676758,1.961176991197852,13.982465585392093,13.982465585392093,17.04886816211769,17.04886816211769,0.13733959037942622,0.13733959037942622,0.8580149336490602,0.8580149336490602
Delta W earth1 [lambda],0.2636344856700899,0.2636344856700899,0.2636344856700899,0.2636344856700899,3.172119249771525,3.172119249771525,4.902942477994629,4.957419616639014,5.214947908412469,5.221568999506912,40.11498391086515,4.412648230195167,4.412648230195167,4.630556784772706,4.630556784772706,4.412648230195167,31.46054756713221,31.46054756713221,38.3599533647648,38.3599533647648,0.28835021870166083,0.28835021870166083,1.9305336007103855,1.9305336007103855
Delta W earth2 [lambda],0.5656557423145592,0.5656557423145592,0.5656557423145592,0.5656557423145592,5.639323110704934,5.639323110704934,8.716342183101563,8.813190429580471,9.27101850384439,9.282789332456733,71.31552695264917,7.844707964791408,7.844707964791408,8.232100950707032,8.232100950707032,7.844707964791408,55.92986234156837,55.92986234156837,68.19547264847075,68.19547264847075,0.618685968156549,0.618685968156549,3.432059734596241,3.432059734596241
Delta W earth3 [lambda],1.1924479087013926,1.1924479087013926,1.1924479087013926,1.1924479087013926,12.6884769990861,12.6884769990861,19.611769911978516,19.829678466556057,20.859791633649877,15.687913971851879,160.4599356434606,17.650592920780667,17.650592920780667,18.522227139090823,18.522227139090823,17.650592920780667,125.84219026852884,125.84219026852884,153.4398134590592,153.4398134590592,1.304239900142148,1.304239900142148,7.722134402841542,7.722134402841542
Delta W earth4 [lambda],2.554289211389181,2.554289211389181,2.554289211389181,2.554289211389181,35.245769441905836,35.245769441905836,54.47713864438477,55.08244018487794,57.94386564902744,58.017433327854576,445.72204345405726,49.0294247799463,49.0294247799463,51.45063094191895,51.45063094191895,49.0294247799463,349.5616396348023,349.5616396348023,426.22170405294224,426.22170405294224,2.7937538249569163,2.7937538249569163,21.450373341226506,21.450373341226506
Delta W earth5 [lambda],5.422471337476216,5.422471337476216,5.422471337476216,5.422471337476216,69.08170810613544,69.08170810613544,106.77519174299415,107.96158276236076,113.56997667209377,113.71416932259497,873.6152051699522,96.09767256869475,96.09767256869475,100.84323664616115,100.84323664616115,96.09767256869475,685.1408136842125,685.1408136842125,835.3945399437669,835.3945399437669,5.93082802536461,5.93082802536461,42.04273174880395,42.04273174880395
Delta W earth6 [lambda],11.552639929482813,11.552639929482813,11.552639929482813,11.552639929482813,170.58952409882426,90.22916977127895,263.6693510388223,266.59901049480925,280.4483097412928,280.80437730681615,2157.294690317637,237.3024159349401,237.3024159349401,249.02105375888772,249.02105375888772,237.3024159349401,1691.8783358324433,1691.8783358324433,2062.9130476162404,2062.9130476162404,12.635699922871826,12.635699922871826,103.81980697153628,103.81980697153628
Delta W earth7 [lambda],33.47075398311001,33.47075398311001,33.47075398311001,33.47075398311001,317.21192497715253,317.21192497715253,490.29424779946294,495.74196166390146,521.4947908412469,522.1568999506912,4011.4983910865153,441.2648230195167,441.2648230195167,463.0556784772706,463.0556784772706,441.2648230195167,3146.0547567132207,3146.0547567132207,3835.99533647648,3835.99533647648,36.608637169026565,36.608637169026565,193.05336007103855,193.05336007103855
Delta W earth8 [lambda],,,,,456.78517196709964,456.78517196709964,706.0237168312267,713.8684247960181,750.9524988113956,751.9059359289954,5776.557683164582,635.421345148104,635.421345148104,666.8001770072697,666.8001770072697,635.421345148104,4530.318849667038,4530.318849667038,5523.833284526131,5523.833284526131,,,277.99683850229553,277.99683850229553
