Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"W kernel support pred, ff11 [pixels]",,,,,,,,,,34230.81311381316,140.3271892934439,140.32718928889244,125.93436521389373,125.93436521389373,125.93436521389373,174.52417560109274,34230.81311381316,341.8702872274318,15612.173452816678,144.25256293917963,144.25256010664785,209.3898913696043,209.3898913696043,209.3898913696043,167.35116269942054,15612.173452816678,183.33224130484004,4585.911074995958,135.96674183297222,135.96674182569072,111.20652239587366,122.50079969987944,110.16642054618369,158.5880250771995,4585.911074995958,96.07709041688126,2400.22657581405,134.16319086221503,134.1631863627015,110.11997658390192,121.06510091720237,109.10892266751043,328.8589431868853,2400.22657581405,85.01238848980566,4302.560064479067,122.54197971770236,122.5419797024173,103.21850179711754,112.04858134265173,102.45858149965213,157.65798351239897,4302.560064479067,94.39341470865617
W kernel support bw0 [uv-pixels],205.95483875566345,0.9238133041671384,0.923813206278124,0.5406548954868289,0.47425236454083725,0.43201209664142387,2.22127974890051,205.95483875566345,0.16675796919282154,264.00678784247657,1.1138099172828964,1.1138099172297014,0.745140982357672,0.8381697142645116,0.7451409895120437,1.4955238590570126,264.00678784247657,0.24736096700338506,128.80728252278726,1.1593815857338363,1.1593815530617815,1.268865506973204,1.4753097190253708,1.2688654659528313,1.4178079037298532,128.80728252278726,0.12374838575339467,40.870827501539374,1.0624355826442475,1.0624355825577374,0.747873116215032,0.8973638743097136,0.7333691598902914,1.3214247727467587,40.870827501539374,0.040206558978108056,21.979122060181833,1.0409289494458476,1.0409288955899478,0.7327179441769114,0.8790403781894865,0.7184627592634981,3.0549941893365653,21.979122060181833,0.02178140887010416,38.463392011227434,0.897887004100572,0.8978870039064228,0.6319505870395928,0.7595073605284544,0.6202813827854077,1.3110898361179677,38.463392011227434,0.037870482843733844
W kernel support bw1 [uv-pixels],354.6208543927727,1.5548568897087032,1.5548567248691936,0.9097593449964094,0.79798806612066,0.726892045883428,3.7408646389289717,354.6208543927727,0.4719433070599293,363.17195644289546,1.5103742141865144,1.510374214114357,1.0103316465785206,1.1365020439027163,1.0103316562814126,2.0282010857674395,363.17195644289546,0.4546068283389465,176.3164677584785,1.5721913445289601,1.5721913002094523,1.7207095278928928,2.000776758901922,1.7207094722461718,1.9227658912223107,176.3164677584785,0.2273957447535556,55.669429698021546,1.4406874483242524,1.4406874482069072,1.014037020203794,1.2167873918222236,0.9943665316206654,1.7920103155755,55.669429698021546,0.07387268535099338,29.889670973091327,1.4115152566324942,1.411515183581237,0.9934833464473743,1.1919348811048582,0.9741504017301285,4.144558457611576,29.889670973091327,0.04001807118720107,52.3807037548075,1.2174969261958493,1.2174969259325201,0.8568254506297613,1.0298156714087698,0.8410004949667497,1.7779900285626573,52.3807037548075,0.06958023069500174
W kernel support bw2 [uv-pixels],615.4813509963244,2.617785074158823,2.617784796432987,1.5311909774106711,1.3429867644407947,1.2232833815625126,6.303545847515157,615.4813509963244,1.3364428326178834,456.1335432946283,1.8748275190031485,1.8748275189135564,1.2540080674835359,1.410643684983018,1.254008079529049,2.5178215364818524,456.1335432946283,0.7001834252893276,220.5687586879987,1.9515820005674849,1.9515819455382255,2.135993269049663,2.483766055122679,2.1359931999531074,2.3868936363647797,220.5687586879987,0.35018399199615297,69.3592617960211,1.7883034446990769,1.788303444553381,1.2586080519213827,1.5103181007603663,1.234188462807654,2.224528351638892,69.3592617960211,0.11374755527108033,37.190647921123855,1.752083362582189,1.752083271882416,1.2330920515422525,1.4794633915287896,1.2090916636439912,5.146577214811357,37.190647921123855,0.061616574227208426,65.25189016891574,1.5111990002515594,1.5111989999246311,1.063444998057163,1.2781963016550848,1.0438004225387316,2.2071190489526757,65.25189016891574,0.10713764403280973
W kernel support bw3 [uv-pixels],1078.8698333159757,4.409313062955869,4.409312594691678,2.577912498755105,2.2608502070013707,2.059214178396602,10.630175344235836,1078.8698333159757,3.788984637929831,630.5686589971883,2.542840798165294,2.5428407980437258,1.7005545414074494,1.9130465596526658,1.700554557747839,3.415427037591797,630.5686589971883,1.2873121222810928,302.9950981036437,2.646990801556242,2.6469907268846113,2.897235340788011,3.369206348882561,2.897235247021322,3.2377324665492178,302.9950981036437,0.6436425174912901,94.65258436525767,2.4254379284190644,2.4254379282213754,1.7067946753161753,2.0482724372184182,1.6736682958668039,3.017382826534741,94.65258436525767,0.20901578489978515,50.64243528800478,2.376292776707178,2.3762926536422437,1.6721809683131197,2.006411986835388,1.639623626492347,6.9847313055939555,50.64243528800478,0.11321422670188461,89.02518203047612,2.04946755771123,2.0494675572676853,1.4420566546034812,1.7333673653455999,1.415410184843658,2.9937570357282497,89.02518203047612,0.19686802934455488
W kernel support bw4 [uv-pixels],1913.6845101799634,9.184711095011886,9.184711095011886,5.842695255920037,5.842695255920037,5.842695255920037,17.946304619986496,1913.6845101799634,10.767336770701792,952.9151270818414,3.7339102675763494,3.7339102673977145,2.496481621834252,2.8086121833035924,2.496481645835421,5.0163520110326365,952.9151270818414,2.7741230716750493,453.6779515075712,3.8869542382995506,3.8869541285702285,4.254706730670926,4.948409546713679,4.2547065928664605,4.755155524842927,453.6779515075712,1.3862460638117227,140.32371531681747,3.5614004210366708,3.561400420746197,2.5056472999689543,3.007263475018442,2.4569907152693196,4.4312863623103045,140.32371531681747,0.4499376360249123,74.82635479855996,3.489190097948638,3.4891899171279963,2.4548061232275904,2.9457676726030675,2.406986210023455,10.266577881416861,74.82635479855996,0.24367288335199153,131.93061952868786,3.0090192054644547,3.00901920481285,2.116819543034016,2.5446783211156463,2.0776862523597055,4.396563042473636,131.93061952868786,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,1254.9454091521347,4.809850620055713,4.809850619825474,3.2152110599967214,3.6173949327885015,3.2152110909211427,6.463016574008953,1254.9454091521347,4.602401107953138,593.3866089648587,5.007109512337228,5.007109370904067,5.481136996837547,6.375421206687983,5.481136819201813,6.1262742382250845,593.3866089648587,2.2985504263744887,182.13989236588944,4.587511097281456,4.587511096907088,3.227020637692727,3.8733775179335717,3.1643290997061855,5.708760287582004,182.13989236588944,0.7456659361908637,96.86804441420776,4.4944456052334285,4.4944453721918505,3.161514384411594,3.794132388189954,3.099901751233568,13.235551035039865,96.86804441420776,0.4037683263417485,171.19447382276564,3.875640018231556,3.8756400173918744,2.7260607553824694,3.277310757749136,2.6756452262554253,5.663998793596964,171.19447382276564,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,1824.948358955593,6.760204777556984,6.7602047772330875,4.517482783646845,5.083004952715672,4.517482827127428,9.08642729828853,1824.948358955593,9.09397381662716,854.1743665760098,7.037713344626546,7.03771314564887,7.7046553856056645,8.9631409176011,7.7046551356597615,8.612494972362791,854.1743665760098,4.536666640298325,259.12989907184937,6.447432771360382,6.447432770833764,4.534087408510497,5.442990728988699,4.445942016559055,8.024948124698618,259.12989907184937,1.4702310034630404,137.24032703564168,6.316521179614771,6.316520851809179,4.441984525094319,5.3315457115360525,4.3553581444018805,18.626762924050006,137.24032703564168,0.7958660060011038,243.44370584021908,5.4461726012341725,5.446172600053285,3.829786216340028,4.604797638324085,3.758914227292457,7.961961731865202,243.44370584021908,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,2367.3890989259794,8.54055544474678,8.540555444337272,5.705663625498334,6.420387435227194,5.70566368044714,11.482231855766706,2367.3890989259794,14.525154584862845,1099.7121417668861,8.891421948232958,8.891421696650237,9.734738130328147,11.326298061312016,9.734737814264934,10.882815123452648,1099.7121417668861,7.2380628455856675,330.6045868284062,8.145125223983621,8.14512522331785,5.726647840371029,6.875391321087119,5.615254311444187,10.139768060635395,330.6045868284062,2.343322214655387,174.5147839809147,7.979623638511117,7.979623224096488,5.610253090169638,6.734526918376739,5.500781346261003,23.55756719555644,174.5147839809147,1.2680992060236433,310.4766709450861,6.879413193570323,6.879413192077684,4.836648388798096,5.816009232167645,4.747097753038007,10.060116106190716,310.4766709450861,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,2762.3205170439783,9.799528313253607,9.7995283127835,6.545578069825498,7.3658630923403114,6.545578132887502,13.17698607709788,2762.3205170439783,19.137129746472176,1277.2144515965829,10.202324501943423,10.202324213120615,11.170509160813456,12.997930000657583,11.170508857283684,12.488699411074435,1277.2144515965829,9.52840746593798,381.773241151926,9.345589041514662,9.345589040750397,6.569660635281776,7.888101544719704,6.4418203297722565,11.635537864373116,381.773241151926,3.0824946282927543,201.09466396791203,9.155604521810995,9.15560404609516,6.436080736929505,7.726419362332935,6.310447582855114,27.04941618423706,201.09466396791203,1.667723114653727,358.4449013796064,7.892717828281264,7.892717826568021,5.548301753755607,6.672216997446426,5.445539729993619,11.544085388696683,358.4449013796064,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,3277.335566931181,11.401727004847588,11.401727004300291,7.61412887529869,8.568813698271148,7.614128948689636,15.334403856611834,3277.335566931181,25.936262324485085,1507.372790718288,11.870671611575643,11.870671275314729,15.12588195725446,15.12588195725446,15.12588195725446,14.53286894763409,1507.372790718288,12.899639953708286,447.58696714371956,10.873263236446848,10.87326323555713,7.642155969400604,9.1766643690209,7.4933773641637,13.539401587320189,447.58696714371956,4.168932735622993,235.16772401040245,10.652095688628162,10.652095134836326,7.486697765583115,8.988473365790007,7.340490088763488,31.498878449968764,235.16772401040245,2.2548313271641356,420.11982541037986,9.182037570484862,9.182037568490703,6.453577450547035,7.761511112269272,6.333999143822201,13.432914089207117,420.11982541037986,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,3782.121607374892,12.934527911804008,12.934527911182792,9.795680669478822,9.795680669478822,9.795680669478822,17.399005040951753,3782.121607374892,33.42188312681315,1731.7338060654617,13.466816930368351,13.466816548678814,19.47445403980467,19.47445403980467,19.47445403980467,16.48897770733484,1731.7338060654617,16.604752940710846,511.23530888337007,12.334703444612813,12.334703443602976,8.667856094300404,10.409179247689023,8.49903840418163,15.361111174977152,511.23530888337007,5.361020390945257,268.00899633140835,12.083678195871803,12.083677567323443,8.491459180221504,10.195612082286868,8.325561048634023,35.76123364962378,268.00899633140835,2.8987087827318407,479.7439192470941,10.415277035943436,10.415277033680361,7.3192525889293485,8.803288913987942,7.183583234806187,15.240222577061367,479.7439192470941,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,4278.839953832411,14.411215280445449,14.41121527975296,12.15747220194383,12.15747220194383,12.15747220194383,19.388579059768446,4278.839953832411,41.54727978628811,1951.496060401616,15.004583630158017,15.004583204663067,24.18810613186736,24.18810613186736,24.18810613186736,18.373899481009712,1951.496060401616,20.619586676665016,573.1516540662824,13.742586003843419,13.742586002717768,9.655706395203524,11.596366569365312,9.467576425588188,17.116403726527246,573.1516540662824,6.6506664409638026,299.86162473412327,13.462773779905982,13.46277307928293,9.45913021473756,11.358338525679875,9.274256208101653,39.87249296860146,299.86162473412327,3.5949317551364106,537.7270321171635,11.60316281850407,11.603162815981774,8.15289357494622,9.806634059481148,8.001719466504584,16.981625991971015,537.7270321171635,6.262633157716523
AW kernel support bw0 [uv-pixels],206.19746750838462,10.042580894419332,10.042580885414559,10.014604720907055,10.011239449002934,10.009327372588256,10.243733876027603,206.19746750838462,10.001390314365764,264.19610903058816,10.061837433184742,10.061837433178853,10.02772332504188,10.035064945973705,10.027723325573506,10.111211184275046,264.19610903058816,10.003058904554988,129.19487617899225,10.066983940651674,10.06698393688894,10.080179545761393,10.10824113122806,10.080179540597861,10.10000887385149,129.19487617899225,10.000765653837538,42.07641311543306,10.056280095903684,10.056280095894545,10.027926714827807,10.040182365022865,10.026855455459513,10.086930327410258,42.07641311543306,10.000080828042584,24.147086916155573,10.05403068812675,10.05403068255086,10.0268078462549,10.038561250821132,10.025776216156459,10.456241652567149,24.147086916155573,10.000023721460483,39.74207499627258,10.04022913444373,10.040229134426367,10.019948180727267,10.028801096377219,10.019218981229534,10.085581617257967,39.74207499627258,10.000071708416435
AW kernel support bw1 [uv-pixels],354.7618220303026,10.120157110809822,10.120157085483948,10.041297827761523,10.031788721542684,10.02638379708101,10.67680046862304,354.7618220303026,10.011130330041592,363.3096061853586,10.113418327493406,10.11341832748263,10.050908915917907,10.06437464007551,10.050908916893256,10.203607187867838,363.3096061853586,10.010328035003269,176.5998210724648,10.1228348610363,10.122834854152975,10.146962169998535,10.198191390583043,10.146962160562031,10.183173801543797,176.5998210724648,10.002585107097666,56.56045794460087,10.103246029062099,10.103246029045366,10.051282061425985,10.073756576218106,10.049316633443656,10.159296283263373,56.56045794460087,10.000272854959556,31.518128606877315,10.09912745338459,10.099127443174503,10.049229281873723,10.070784912845395,10.047336413457597,10.82484941274287,31.518128606877315,10.0000800719805,53.32671118537975,10.073842303972022,10.073842303940197,10.036640366818315,10.052886168512956,10.035301780840191,10.156832603802636,53.32671118537975,10.000242067495345
AW kernel support bw2 [uv-pixels],615.5625828656747,10.336962740306687,10.336962669973985,10.116548117283081,10.089777670962981,10.074543276576215,11.820942866443673,615.5625828656747,10.088908734092886,456.24314714690513,10.174231087704442,10.174231087687932,10.078320109686624,10.099005674123688,10.078320111185402,10.312100915408646,456.24314714690513,10.024482870904109,220.7953290021431,10.18865409683433,10.188654086293772,10.22557906650892,10.303838790304304,10.225579052075531,10.280917334135056,220.7953290021431,10.00612956283549,70.07643824345664,10.158643079187426,10.158643079161777,10.078893502183726,10.11340994746502,10.075873220804613,10.24443880294305,70.07643824345664,10.000646904392243,38.51161244083392,10.1523295902683,10.152329574615385,10.075738980718818,10.108848199813561,10.072829922672843,11.246655370732022,38.51161244083392,10.000189828309235,66.01370441519126,10.11354153688812,10.11354153683927,10.056386789692052,10.081358330382109,10.054328387420616,10.240672560737881,66.01370441519126,10.000573907269967
AW kernel support bw3 [uv-pixels],1078.9161771144416,10.928954281501651,10.928954092579339,10.326937244470782,10.25238721754588,10.20981699309589,14.59454102906972,1078.9161771144416,10.693755401469975,630.647947518671,10.318238188993986,10.318238188964028,10.143563759759264,10.181343091134828,10.143563762498708,10.567172840883842,630.647947518671,10.082518162650233,303.1600723625007,10.344397532167998,10.344397513060542,10.411242606908699,10.552324455841498,10.411242580815351,10.511085173517856,303.1600723625007,10.020692375795324,95.17936607806455,10.289934360559048,10.289934360512452,10.144611774912219,10.207615783182117,10.139090963424172,10.445314697119795,95.17936607806455,10.002184141393183,51.62030852193496,10.278461332350807,10.278461303899242,10.138845555130457,10.199298459252809,10.133526811359998,12.197806008104253,51.62030852193496,10.000640852521787,89.58506033686311,10.207855664639407,10.207855664550355,10.103441363965358,10.1491163370633,10.099672568522168,10.438514319048108,89.58506033686311,10.001937663321943
AW kernel support bw4 [uv-pixels],1913.7106376102754,13.57788341012083,13.57788341012083,11.581756682539593,11.581756682539593,11.581756682539593,20.544338624383816,1913.7106376102754,14.694745357906237,952.9675962074481,10.674365830638937,10.67436583057645,10.306911297190647,10.38692940171451,10.306911303004073,11.18766228926272,952.9675962074481,10.377656711261931,453.78814846148873,10.728858897880745,10.728858858126952,10.86749876300966,11.157363355291745,10.867498709058186,11.07300790505652,453.78814846148873,10.09562668433384,140.6795830258081,10.615251902755778,10.615251902658326,10.309135191268068,10.442395970665928,10.29741731576028,10.937837941055687,140.6795830258081,10.01011707605419,75.49161127198158,10.591243908985518,10.591243849415784,10.296896284931478,10.424852381734395,10.28560074158253,14.331874315496835,75.49161127198158,10.00296838313913,132.30906382112826,10.442901731743623,10.442901731555867,10.221591117716006,10.318691184348717,10.213558643452561,10.923816484473045,132.30906382112826,10.008975453137037
AW kernel support bw5 [uv-pixels],,,,,,,,,,1254.985250890232,11.096605921958764,11.096605921858966,10.504169751119088,10.634168801545512,10.504169760584714,11.906745283070197,1254.985250890232,11.008273977263114,593.470865080009,11.18352116591809,11.183521102595341,11.403633753242925,11.859426443242812,11.403633667862616,11.72737123322786,593.470865080009,10.260766738533059,182.4142000806346,11.002056992566459,11.00205699241036,10.50779054778381,10.723947659161398,10.488707196373028,11.514770689035599,182.4142000806346,10.027762347024156,97.38284257831522,10.963577942369092,10.963577846835253,10.487858370651342,10.69558042273125,10.469450361279762,16.588544577543406,97.38284257831522,10.008148123472035,171.48629061080538,10.724765058075533,10.724765057772094,10.364912312317767,10.523343850832692,10.351766872219613,11.492644705805008,171.48629061080538,10.024631171861023
AW kernel support bw6 [uv-pixels],,,,,,,,,,1824.9757567854733,12.070640771496112,12.070640771314714,10.973041998486366,11.217706510215537,10.97304201638685,13.511593579111347,1824.9757567854733,13.516669699948297,854.2329006281177,12.22822182989557,12.22822171537787,12.623854982173329,13.428994568052186,12.623854829625076,13.19754028783297,854.2329006281177,10.980953701987623,259.3227807057969,11.898293547446702,11.89829354716134,10.979888370471416,11.385347955853476,10.943783642534477,12.821848244465533,259.3227807057969,10.107501135470821,137.60416914050927,11.827867086356779,11.827866911296397,10.942176498356138,11.332492209315587,10.907297766450121,21.141340946798145,137.60416914050927,10.031620143302284,243.6490055658326,11.386869455756214,11.386869455191412,10.708280088925022,11.009276147409286,10.683137936399664,12.782520667680766,243.6490055658326,10.095412244670142
AW kernel support bw7 [uv-pixels],,,,,,,,,,2367.410219145292,13.150706722636386,13.150706722370437,11.513235748795157,11.883659992545361,11.513235776026372,15.226347178150895,2367.410219145292,17.634628312333724,1099.7576072705804,13.38123253895241,13.381232371783346,13.955827688319484,15.109104135377462,13.955827467852975,14.7795691754276,1099.7576072705804,12.34461638758563,330.7557903226808,12.89740535589908,12.897405355478623,11.523649399718222,12.135526598301373,11.468700056335614,14.241309501709516,330.7557903226808,10.270888910006642,174.80105785694008,12.793529357151037,12.793529098670938,11.466252209669818,12.056278564065318,11.413088776460693,25.592166226663128,174.80105785694008,10.080083114554055,310.6376718962838,12.137805645497435,12.137805644651445,11.108247730261654,11.568317223721836,11.069549994326712,14.184707824627118,310.6376718962838,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,2762.3386177082107,14.001098355566931,14.001098355237898,11.951761053007228,12.419981445038522,11.95176108754417,16.541854855971604,2762.3386177082107,21.59235362190306,1277.2535986902365,14.28591702492196,14.285916818658409,14.992674041404934,16.399578784285723,14.992673815255678,15.998987873617848,1277.2535986902365,13.812695205387783,381.9041864913851,13.687221578278002,13.687221577756166,11.964967231997376,12.736645789995471,11.895253219711934,15.342286054993908,381.9041864913851,10.464309491478819,201.34314956404017,13.558211318599733,13.558210997357802,11.89214594815734,12.637149843324375,11.824624674633947,28.83870517044872,201.34314956404017,10.138111283032472,358.584365700787,12.739505277555676,12.739505276494242,11.436068045911913,12.021583908163391,11.386566776291218,15.273045127332015,358.584365700787,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,3277.3508231912133,15.16573040420641,15.165730403794948,12.568808954298625,13.169076208894808,12.568808998758534,18.30693698131044,3277.3508231912133,27.79729669166598,1507.4059606482388,15.521367353099658,15.52136709592883,18.132630944923463,18.132630944923463,18.132630944923463,17.64098296153327,1507.4059606482388,16.321786389219383,447.6986633405477,14.772537135139197,14.772537134484326,12.585807398043451,13.572441524709463,12.496027541653424,16.831975384449933,447.6986633405477,10.834205100243812,235.38024219596855,14.610514794479034,14.610514390725733,12.492023192148947,13.44591586495752,12.404950412768082,33.04813676451226,235.38024219596855,10.251061618874445,420.2388222223739,13.576075056723706,13.576075055374977,11.901624339148382,12.65863557994618,11.837210193028607,16.74643785788545,420.2388222223739,10.743056637673007
AW kernel support bw10 [uv-pixels],,,,,,,,,,3782.134827444949,16.349373452864697,16.349373452373232,13.998405615583549,13.998405615583549,13.998405615583549,20.068018746629285,3782.134827444949,34.88584629534387,1731.762678622556,16.77364475109854,16.77364444465691,21.89187886291317,21.89187886291317,21.89187886291317,19.284355986990732,1731.762678622556,19.383441908547756,511.3331018514984,15.879071417011238,15.879071416226806,13.233734517191309,14.434369144875012,13.123781992846201,18.329313585893168,511.3331018514984,11.346388836635683,268.1954923457306,15.684874202281243,15.684873718045543,13.118874914007224,14.281124106052504,13.012108467674716,37.13308271801554,268.1954923457306,10.411652731775426,479.84813019804744,14.43876711272298,14.438767111090531,12.392395186587175,13.322833621386367,12.312752254934253,18.228120698480435,479.84813019804744,11.202072867454147
AW kernel support bw11 [uv-pixels],,,,,,,,,,4278.851639226645,17.540898661680487,17.540898661111555,15.741795651736716,15.741795651736716,15.741795651736716,21.815521950136592,4278.851639226645,42.73378590342897,1951.5216816020848,18.031570367397453,18.03157001333098,26.173736421200537,26.173736421200537,26.173736421200537,20.918895337427568,1951.5216816020848,22.916530163105005,573.2388843744948,16.995842729121527,16.99584272821134,13.900815299484208,15.31259996248493,13.770802568272961,19.823503134649936,573.2388843744948,12.009636302110158,300.0283219767563,16.77039885777688,16.77039829533769,13.76499707298774,15.133137614650296,13.638615333438803,41.107367898360664,300.0283219767563,10.626548561225707,537.8200080598833,15.317747464712795,15.317747462802162,12.902312724639692,14.006072667831466,12.807322687456516,19.70724793904987,537.8200080598833,11.79917683858202
"W kernel support bw, ff0 [pixels]",1649.579740067077,80.34064715535466,80.34064708331647,80.11683776725644,80.08991559202347,80.07461898070605,81.94987100822082,1649.579740067077,80.01112251492611,2113.5688722447053,80.49469946547794,80.49469946543083,80.22178660033504,80.28051956778964,80.22178660458805,80.88968947420037,2113.5688722447053,80.02447123643991,1033.559009431938,80.5358715252134,80.53587149511152,80.64143636609114,80.86592904982447,80.64143632478289,80.80007099081192,1033.559009431938,80.0061252307003,336.6113049234645,80.45024076722947,80.45024076715636,80.22341371862245,80.32145892018292,80.2148436436761,80.69544261928206,336.6113049234645,80.00064662434067,193.17669532924458,80.432245505014,80.43224546040688,80.2144627700392,80.30849000656906,80.20620972925167,83.64993322053719,193.17669532924458,80.00018977168386,317.9365999701806,80.32183307554985,80.32183307541094,80.15958544581814,80.23040877101775,80.15375184983627,80.68465293806373,317.9365999701806,80.00057366733148
"W kernel support bw, ff1 [pixels]",2838.0945762424208,80.96125688647858,80.96125668387158,80.33038262209219,80.25430977234147,80.21107037664808,85.41440374898433,2838.0945762424208,80.08904264033274,2906.4768494828686,80.90734661994725,80.90734661986104,80.40727132734325,80.51499712060408,80.40727133514605,81.62885750294271,2906.4768494828686,80.08262428002615,1412.7985685797184,80.9826788882904,80.9826788332238,81.17569735998828,81.58553112466434,81.17569728449625,81.46539041235037,1412.7985685797184,80.02068085678133,452.48366355680696,80.82596823249679,80.82596823236292,80.41025649140788,80.59005260974484,80.39453306754925,81.27437026610698,452.48366355680696,80.00218283967645,252.14502885501852,80.79301962707672,80.79301954539602,80.39383425498978,80.56627930276316,80.37869130766077,86.59879530194296,252.14502885501852,80.000640575844,426.613689483038,80.59073843177617,80.59073843152157,80.29312293454652,80.42308934810364,80.28241424672153,81.25466083042109,426.613689483038,80.00193653996276
"W kernel support bw, ff2 [pixels]",4924.500662925398,82.6957019224535,82.69570135979188,80.93238493826465,80.71822136770385,80.59634621260972,94.56754293154938,4924.500662925398,80.71126987274309,3649.945177175241,81.39384870163553,81.39384870150346,80.62656087749299,80.79204539298951,80.62656088948322,82.49680732326917,3649.945177175241,80.19586296723287,1766.3626320171447,81.50923277467464,81.50923269035017,81.80463253207137,82.43071032243444,81.80463241660425,82.24733867308045,1766.3626320171447,80.04903650268392,560.6115059476531,81.26914463349941,81.26914463329422,80.63114801746981,80.90727957972015,80.6069857664369,81.9555104235444,560.6115059476531,80.00517523513794,308.0928995266714,81.2186367221464,81.21863659692308,80.60591184575054,80.87078559850849,80.58263938138275,89.97324296585617,308.0928995266714,80.00151862647388,528.10963532153,80.90833229510496,80.90833229471416,80.45109431753642,80.65086664305687,80.43462709936493,81.92538048590305,528.10963532153,80.00459125815973
"W kernel support bw, ff3 [pixels]",8631.329416915532,87.43163425201321,87.43163274063471,82.61549795576626,82.01909774036704,81.67853594476712,116.75632823255776,8631.329416915532,85.5500432117598,5045.183580149368,82.54590551195189,82.54590551171222,81.14851007807411,81.45074472907862,81.14851009998966,84.53738272707074,5045.183580149368,80.66014530120187,2425.280578900006,82.75518025734398,82.75518010448434,83.28994085526959,84.41859564673199,83.28994064652281,84.08868138814285,2425.280578900006,80.1655390063626,761.4349286245164,82.31947488447238,82.31947488409962,81.15689419929775,81.66092626545694,81.11272770739338,83.56251757695836,761.4349286245164,80.01747313114547,412.96246817547967,82.22769065880645,82.22769043119393,81.11076444104366,81.59438767402247,81.06821449087998,97.58244806483403,412.96246817547967,80.0051268201743,716.6804826949049,81.66284531711526,81.66284531640284,80.82753091172286,81.1929306965064,80.79738054817734,83.50811455238487,716.6804826949049,80.01550130657554
"W kernel support bw, ff4 [pixels]",15309.685100882203,108.62306728096664,108.62306728096664,92.65405346031675,92.65405346031675,92.65405346031675,164.35470899507052,15309.685100882203,117.5579628632499,7623.740769659585,85.3949266451115,85.3949266446116,82.45529037752517,83.09543521371609,82.45529042403258,89.50129831410176,7623.740769659585,83.02125369009545,3630.30518769191,85.83087118304596,85.83087086501561,86.93999010407728,89.25890684233396,86.93998967246549,88.58406324045217,3630.30518769191,80.76501347467072,1125.436664206465,84.92201522204623,84.9220152212666,82.47308153014454,83.53916776532742,82.37933852608224,87.5027035284455,1125.436664206465,80.08093660843352,603.9328901758527,84.72995127188415,84.72995079532627,82.37517027945182,83.39881905387516,82.28480593266023,114.65499452397468,603.9328901758527,80.02374706511304,1058.472510569026,83.54321385394898,83.54321385244694,81.77272894172805,82.54952947478974,81.70846914762049,87.39053187578436,1058.472510569026,80.0718036250963
